Position,Tl,Tv
0.0,323.80259067722386,316.75
0.01,325.8015336887119,320.8416894175875
0.02,327.4114855670815,323.7463186965397
0.03,328.7552643833652,325.93545452876106
0.04,329.90538570584846,327.6539722788749
0.05,330.904935278725,329.0398888023338
0.06,331.7913731053899,330.20733460592646
0.07,332.5856062635433,331.20675532432887
0.08,333.3059215255,332.0839148289255
0.09,333.9654893310602,332.8665565877451
0.1,334.5736554995817,333.57302072421277
0.11,335.13884442738595,334.2192378692827
0.12,335.66673257410145,334.8145472602877
0.13,336.16242059532027,335.36749614918386
0.14,336.62994877695195,335.8842669283997
0.15,337.07244983651117,336.3695523894369
0.16,337.4928188167717,336.82759369543425
0.17,337.8932029955669,337.261364513711
0.18,338.27557001608847,337.6736233173114
0.19,338.6415610321058,338.06656485116076
0.2,338.99251282100875,338.44197727382476
0.21,339.3296794024478,338.80151328339997
0.22,339.6540422656874,339.1464329672936
0.23,339.9665121582262,339.477918152489
0.24,340.26787170434886,339.796953514579
0.25,340.5587774568224,340.10437084166693
0.26,340.83985108172163,340.4009486590862
0.27,341.11159568886467,340.6873072580237
0.28,341.37448223296707,340.96403291826635
0.29,341.6289237430335,341.23162728276264
0.3,341.8752743557692,341.49052389312527
0.31,342.1138719624506,341.7411320554167
0.32,342.34499811329937,341.98378823410127
0.33,342.5689187012698,342.2188127204834
0.34,342.7858721674796,342.44648585490023
0.35000000000000003,342.996068254469,342.6670554898103
0.36,343.19970919688535,342.88075785352004
0.37,343.3969704902603,343.08779441672516
0.38,343.5880200096428,343.28835895145085
0.39,343.7730135489633,343.48262638537983
0.4,343.95209339267814,343.67075658726856
0.41000000000000003,344.1253989497983,343.8529040996971
0.42,344.2930583292233,344.02920797213994
0.43,344.4551961452721,344.19980397821456
0.44,344.6119331756256,344.36481998257824
0.45,344.76338449586194,344.5243778975305
0.46,344.9096647859253,344.67859761273417
0.47000000000000003,345.05088531842773,344.8275935210519
0.48,345.1871558593174,344.9714790112738
0.49,345.3185864076037,345.11036509755763
0.5,345.4452848296078,345.24436130609683
0.51,345.5673597007229,345.37357672651916
0.52,345.6849194560786,345.49811951301496
0.53,345.7980717515362,345.61809776926225
0.54,345.9069258241597,345.73361947099994
0.55,346.01158982090027,345.8447927023416
0.56,346.112172790837,345.95172562835864
0.5700000000000001,346.2087840921117,346.0545266923154
0.58,346.3015323416223,346.1533044336444
0.59,346.3905274286241,346.24816753200554
0.6,346.47587786348845,346.3392246957713
0.61,346.5576927323179,346.4265846194835
0.62,346.6360804556287,346.5103556582959
0.63,346.71114846949456,346.5906459975259
0.64,346.78300440874256,346.6675632498019
0.65,346.8517537701419,346.7412142198905
0.66,346.9175021092137,346.8117053447989
0.67,346.98035294713867,346.87914142243596
0.68,347.04040855586067,346.9436266954116
0.6900000000000001,347.09777022490107,347.0052638650093
0.7000000000000001,347.1525364055263,347.06415387352376
0.71,347.204805124289,347.1203969230042
0.72,347.2546712283021,347.1740903393878
0.73,347.3022281536951,347.22533056627117
0.74,347.34756743656965,347.27421170914903
0.75,347.39077736782696,347.3208253994801
0.76,347.4319454733916,347.3652622623747
0.77,347.4711554239565,347.4076092259805
0.78,347.5084894488089,347.4479521411614
0.79,347.54402734005885,347.4863740604218
0.8,347.5778455126094,347.5229551775656
0.81,347.6100195177895,347.55777458342914
0.8200000000000001,347.64062037904006,347.5909071608958
0.8300000000000001,347.6697178593954,347.62242669374604
0.84,347.6973780895659,347.65240366713914
0.85,347.7236569452918,347.68090303995933
0.86,347.748620677695,347.70799285175593
0.87,347.7722645258537,347.73371231523214
0.88,347.79459820028967,347.75810533287085
0.89,347.81548625860796,347.7811604362593
0.9,347.8337839698486,347.8024912661275
0.91,347.8499770146079,347.82231397766645
0.92,347.8550166921994,347.8373206753679
0.93,347.8417204308104,347.8449247792925
0.9400000000000001,347.78224511193196,347.83481452060846
0.9500000000000001,347.5095920181059,347.74470300303227
0.96,346.71717596675535,347.4575188002448
0.97,344.4830878621128,346.5976753713151
0.98,338.9703981852509,344.21964750095856
0.99,329.22717188672505,339.0877005835005
1.0,318.1499999999999,331.2894305057267
