Position,Nl_CO2,Nv_CO2,kv_CO2,a_eA,DF_CO2,fv_CO2,fl_CO2,Psi,H_CO2_mix
0.0,0.663286904522064,-0.663286904522064,2.6322670577812818e-05,72.97742401071547,8128.000589707743,9414.203359062047,1286.202769354304,101.78487488328851,2294.1997602190622
0.01,0.6102321262870728,-0.6102321262870728,2.6689739952696482e-05,73.05904203540801,7662.777824372818,9094.674479535553,1431.8966551627352,100.74709785663886,2366.0988340667736
0.02,0.5710489377997556,-0.5710489377997556,2.698881415034594e-05,73.1272006635475,7268.138334027533,8814.004118401837,1545.8657843743044,100.55782518439509,2425.4138721845616
0.03,0.5410018982009369,-0.5410018982009369,2.7241293622656773e-05,73.18585742392462,6926.233577926663,8561.379344536213,1635.1457666095503,100.96380464848276,2476.0630542749204
0.04,0.5173351190930078,-0.5173351190930078,2.745980024276083e-05,73.23742287845721,6625.304156005526,8330.003571332532,1704.6994153270066,101.8117944857704,2520.3674708982758
0.05,0.49845466603443883,-0.49845466603443883,2.7651838483209507e-05,73.28335269903894,6357.826020613849,8115.503580367121,1757.677559753272,103.01861561729508,2559.716860987547
0.06,0.48301389159625796,-0.48301389159625796,2.782390705867392e-05,73.32495332088139,6116.50852828375,7914.141097522999,1797.6325692392495,104.50096502238983,2595.3150823390074
0.07,0.47027683859988423,-0.47027683859988423,2.7979672915090153e-05,73.36296997940362,5897.092820890364,7723.639403606735,1826.5465827163712,106.21955239723904,2627.842572374806
0.08,0.4596164400556098,-0.4596164400556098,2.812232873443823e-05,73.39806496662999,5695.629701223617,7542.030686633041,1846.4009854094234,108.137156580219,2657.8937497621723
0.09,0.45058801911779206,-0.45058801911779206,2.8254186923189876e-05,73.43072479615344,5509.14984260764,7367.864151125118,1858.714308517478,110.22782596479851,2685.89867572813
0.1,0.4428831537404076,-0.4428831537404076,2.837689608914166e-05,73.46129850880878,5335.454971492468,7200.060886019599,1864.6059145271313,112.47534096307035,2712.1646724802667
0.11,0.43622576089939796,-0.43622576089939796,2.849193860284972e-05,73.49010500969226,5172.521168898527,7037.673033109001,1865.1518642104738,114.86351120106293,2736.968394429081
0.12,0.4304323840639853,-0.4304323840639853,2.8600321304790758e-05,73.51736103086553,5018.923402748718,6880.0283800013785,1861.1049772526599,117.3833091721139,2760.4974737784955
0.13,0.42533891618670866,-0.42533891618670866,2.870294626668731e-05,73.54326297121322,4873.3660158226585,6726.531056682096,1853.1650408594376,120.02612240803789,2782.9205575896676
0.14,0.4208150887185811,-0.4208150887185811,2.8800529738748065e-05,73.56796749081724,4734.798602972993,6576.708146661754,1841.9095436887612,122.7853411158839,2804.371290600337
0.15,0.41676005176224507,-0.41676005176224507,2.8893628113224968e-05,73.59159647636822,4602.382080049502,6430.184616492223,1827.8025364427206,125.6564912085703,2824.9535662541966
0.16,0.41307960051571807,-0.41307960051571807,2.8982754133391888e-05,73.61426334820396,4475.344488200072,6286.624405615999,1811.2799174159272,128.63486941034483,2844.7632016833745
0.17,0.4097028658177392,-0.4097028658177392,2.906828893623577e-05,73.63605217735972,4353.0920020535295,6145.775378502797,1792.6833764492676,131.7174645866738,2863.8711537959216
0.18,0.4065641163695214,-0.4065641163695214,2.915058063240753e-05,73.65704036882217,4235.083660019354,6007.411588381722,1772.3279283623683,134.90124393806911,2882.34237387888
0.19,0.40360713095796424,-0.40360713095796424,2.9229919071949033e-05,73.67729249579753,4120.8639461837465,5871.350298043736,1750.486351859989,138.18352513930284,2900.2307224621813
0.2,0.40078492135592436,-0.40078492135592436,2.9306539673033303e-05,73.69686103565498,4010.055420674341,5737.445492612227,1727.390071937886,141.56213327092806,2917.5798395033094
0.21,0.3980525602905869,-0.3980525602905869,2.938066237577485e-05,73.71579541069879,3902.3111276939853,5605.56662558553,1703.2554978915452,145.03461898245115,2934.430488873111
0.22,0.3953732746972638,-0.3953732746972638,2.945245831088995e-05,73.73413398439867,3797.354073396151,5475.618137681832,1678.2640642856813,148.59887775603735,2950.814099286162
0.23,0.3927123563028065,-0.3927123563028065,2.952208542527079e-05,73.75191245159166,3694.932766267493,5347.515839482958,1652.5830732154648,152.25262810064575,2966.759698267099
0.24,0.39003886487507927,-0.39003886487507927,2.9589678347777724e-05,73.76916133440325,3594.8335366699275,5221.195190858191,1626.3616541882636,155.99347416494604,2982.29181854428
0.25,0.38732584760848904,-0.38732584760848904,2.9655348771491688e-05,73.78590604265935,3496.878426245868,5096.608963502255,1599.7305372563874,159.81900373080717,2997.4306436228107
0.26,0.3845475672942435,-0.3845475672942435,2.971920173703042e-05,73.80217071273324,3400.905789690465,4973.717266432627,1572.8114767421623,163.72649581503774,3012.195124649529
0.27,0.3816821726199861,-0.3816821726199861,2.978132064557455e-05,73.8179745794153,3306.787247971589,4852.497744863906,1545.7104968923168,167.71311766633082,3026.600023385372
0.28,0.37870926277479006,-0.37870926277479006,2.9841782823192816e-05,73.83333569495335,3214.408538774691,4732.933635222674,1518.525096447983,171.77577578965105,3040.6590044894087
0.29,0.37561069395328994,-0.37561069395328994,2.990065485660063e-05,73.8482697667877,3123.6749800564767,4615.01824318708,1491.343263130603,175.91109660660882,3054.3836478365374
0.3,0.3723708098955595,-0.3723708098955595,2.9957992466133112e-05,73.86279012120521,3034.510557138102,4498.753749019768,1464.2431918816667,180.1154928123273,3067.783467076008
0.31,0.36897522247883013,-0.36897522247883013,3.0013848234172035e-05,73.87690953869256,2946.848894657419,4384.1459748094785,1437.2970801520594,184.38504739523157,3080.86740874512
0.32,0.3654121427766945,-0.3654121427766945,3.006826436394973e-05,73.89063849229397,2860.6410029893004,4271.209567542502,1410.568564553201,188.71559187656663,3093.6424095416305
0.33,0.36167127143527694,-0.36167127143527694,3.0121280095707748e-05,73.90398692725903,2775.8462379355024,4159.961839902267,1384.115601966764,193.10266569660624,3106.1148892706497
0.34,0.3577442211693506,-0.3577442211693506,3.0172929594619548e-05,73.91696372900914,2692.4345535499224,4050.424767831117,1357.9902142811948,197.5415087039061,3118.2902986875242
0.35000000000000003,0.35362467560837724,-0.35362467560837724,3.022324178901664e-05,73.9295766794754,2610.385880898075,3942.624165597941,1332.2382846998664,202.0271217394885,3130.1731174469633
0.36,0.3493077789718253,-0.3493077789718253,3.02722441877394e-05,73.94183335857534,2529.6858355521736,3836.5873307066418,1306.901495154468,206.55419734349468,3141.7675895707607
0.37,0.34479081975457004,-0.34479081975457004,3.0319959565903846e-05,73.95374033588436,2450.328591545527,3732.344474514646,1282.0158829691193,211.11722886303696,3153.077082822196
0.38,0.34007266130146113,-0.34007266130146113,3.036640932119188e-05,73.96530396636486,2372.313056430102,3629.926637659223,1257.613581229121,215.7104514202717,3164.104748823046
0.39,0.3351539191306999,-0.3351539191306999,3.041161282637359e-05,73.97653021964675,2295.6430996729537,3529.3656300061766,1233.722530333223,220.32789807059103,3174.853393481064
0.4,0.33003702511777017,-0.33003702511777017,3.0455587238417025e-05,73.98742462599044,2220.3270616283144,3430.693402223068,1210.3663405947539,224.96346802309733,3185.3254617406424
0.41000000000000003,0.32472587159278876,-0.32472587159278876,3.049834926426049e-05,73.99799268233686,2146.3761542938146,3333.9419265625957,1187.565772268781,229.61083296651483,3195.523351529742
0.42,0.3192260732965564,-0.3192260732965564,3.0539914061983215e-05,74.00823958188978,2073.804215145682,3239.141525523967,1165.3373103782853,234.26365469271633,3205.44925116715
0.43,0.3135446695242572,-0.3135446695242572,3.058029627976965e-05,74.0181704464122,2002.6272301983051,3146.3221074072762,1143.694877208971,238.9154361491757,3215.1052979869733
0.44,0.3076900841747062,-0.3076900841747062,3.06195103175986e-05,74.02779037815829,1932.8621301016485,3055.511425782041,1122.6492956803925,243.55966153577316,3224.4936579445766
0.45,0.30167209996366934,-0.30167209996366934,3.065757004477438e-05,74.03710438225185,1864.5264682830273,2966.7346645036346,1102.2081962206073,248.18987107021118,3233.616487158614
0.46,0.29550163983880073,-0.29550163983880073,3.0694489435013684e-05,74.04611750227558,1797.638583571033,2880.016073195354,1082.3774896243208,252.7995067879527,3242.476000347852
0.47000000000000003,0.28919069387177715,-0.28919069387177715,3.073028268529246e-05,74.0548348430532,1732.215339398968,2795.375038920417,1063.159699521449,257.3822529804194,3251.074584158894
0.48,0.2827522261789251,-0.2827522261789251,3.0764963928907145e-05,74.0632614870751,1668.2739160920469,2712.8297936501986,1044.5558775581517,261.93177330399504,3259.4146558925518
0.49,0.27619994792389396,-0.27619994792389396,3.0798547996238955e-05,74.07140266777655,1605.8297243212955,2632.394578721447,1026.5648544001515,266.4419213727739,3267.4988615640273
0.5,0.2695482387517394,-0.2695482387517394,3.083105001488131e-05,74.07926366559181,1544.8963138686881,2554.0794870427385,1009.1831731740505,270.9068107725635,3275.330009704958
0.51,0.26281204617990145,-0.26281204617990145,3.086248547567989e-05,74.08684981331167,1485.486636735132,2477.893214099746,992.4065773646138,275.32059803921527,3282.911011673679
0.52,0.25600656915998127,-0.25600656915998127,3.089287086827387e-05,74.09416664117171,1427.6097930977771,2403.8380188746914,976.2282257769144,279.67790342813277,3290.2451150393294
0.53,0.24914735489562703,-0.24914735489562703,3.09222227844117e-05,74.10121965635216,1371.2740968610651,2331.9147502219244,960.6406533608593,283.9734588942161,3297.335621787781
0.54,0.24224995836527982,-0.24224995836527982,3.095055883125841e-05,74.10801455367623,1316.4846971800555,2262.1196483747694,945.634951194714,288.2023495304372,3304.186123408209
0.55,0.23532986520090535,-0.23532986520090535,3.0977897144465086e-05,74.11455709496862,1263.2437222414032,2194.444435232023,931.2007129906195,292.3600662955178,3310.8004132290325
0.56,0.22840250386162442,-0.22840250386162442,3.100425626150029e-05,74.1208530765323,1211.552021883966,2128.879425545848,917.3274036618819,296.44225322307796,3317.1823854606414
0.5700000000000001,0.22148281994944602,-0.22148281994944602,3.1029655783630074e-05,74.12690847918363,1161.4058659447348,2065.408562917195,904.0026969724602,300.44513465179034,3323.3362708391446
0.58,0.21458551809965387,-0.21458551809965387,3.105411540221391e-05,74.13272923947956,1112.8003024103582,2004.014531549478,891.2142291391199,304.36513395225467,3329.266341111164
0.59,0.20772470941428706,-0.20772470941428706,3.1077655703583716e-05,74.13832143564969,1065.7270132330004,1944.6758683559804,878.9488551229798,308.19909854895656,3334.977117513634
0.6,0.20091387717105477,-0.20091387717105477,3.1100297660441756e-05,74.1436911660778,1020.1746268247178,1887.3672263900519,867.192599565334,311.94432947945677,3340.4732754233287
0.61,0.1941659699764419,-0.1941659699764419,3.112206254591717e-05,74.1488445330362,976.1303987474972,1832.0621707504451,855.9317720029479,315.5983346343983,3345.7595604737444
0.62,0.18749300922106324,-0.18749300922106324,3.114297233900796e-05,74.15378773160106,933.5775618660749,1778.7291836205595,845.1516217544846,319.1591916219156,3350.8409540411817
0.63,0.1809063868697655,-0.1809063868697655,3.1163049008675244e-05,74.1585268889748,892.4981886151345,1727.3358892707984,834.8377006556639,322.62520454490107,3355.722447362315
0.64,0.17441658919105887,-0.17441658919105887,3.118231506342588e-05,74.16306819107685,852.8716215267866,1677.8469134197803,824.9752918929937,325.99507664473555,3360.409186653418
0.65,0.16803321615647737,-0.16803321615647737,3.120079308735096e-05,74.16741777458262,814.6748532905256,1630.2242140399746,815.5493607494491,329.2679195888698,3364.906384310267
0.66,0.16176509913678894,-0.16176509913678894,3.12185058042115e-05,74.1715817494654,777.8837806131781,1584.4291351801555,806.5453545669774,332.4430499559074,3369.21928151992
0.67,0.15562004338937502,-0.15562004338937502,3.123547612895402e-05,74.17556620520412,742.4715503100381,1540.4198081207842,797.9482578107461,335.52024544855107,3373.3532162959277
0.68,0.14960508225811098,-0.14960508225811098,3.1251726848006556e-05,74.17937714624988,708.4104806344841,1498.1539854110029,789.7435047765188,338.4994879783621,3377.313503212718
0.6900000000000001,0.14372632383017117,-0.14372632383017117,3.126728087653973e-05,74.18302055073478,675.6711818481236,1457.5877930324546,781.9166111843309,341.3810687458571,3381.1055052646575
0.7000000000000001,0.1379890085385168,-0.1379890085385168,3.128216088207442e-05,74.18650228453377,644.2229119835545,1418.6760368349708,774.4531248514163,344.1655849413853,3384.7345612564773
0.71,0.13239759722745267,-0.13239759722745267,3.12963895141766e-05,74.18982816314816,614.0342588738843,1381.3733803768687,767.3391215029844,346.8538001645235,3388.206000158782
0.72,0.12695568602631696,-0.12695568602631696,3.130998913459853e-05,74.19300388388056,585.0724947080762,1345.6331384418497,760.5606437337735,349.4467853198512,3391.5251181716985
0.73,0.12166614888385888,-0.12166614888385888,3.132298188168795e-05,74.1960350508865,557.3044670801364,1311.4086722421755,754.1042051620391,351.94576625358894,3394.6971619830533
0.74,0.11653110909395879,-0.11653110909395879,3.133538967455345e-05,74.1989271753002,530.696344295671,1278.652950282814,747.9566059871429,354.35216460075407,3397.727336618124
0.75,0.1115520108443324,-0.1115520108443324,3.134723393776171e-05,74.20168561324333,505.2138931812997,1247.3187777504208,742.1048845691212,356.66759006035613,3400.620752494143
0.76,0.10672964576525917,-0.10672964576525917,3.1358535958281615e-05,74.20431565613404,480.8226207606954,1217.3591892652346,736.5365685045392,358.89376610991656,3403.382481756899
0.77,0.10206422443421093,-0.10206422443421093,3.1369316389734653e-05,74.2068224116464,457.4879434079113,1188.7273623644435,731.2394189565322,361.03257281984014,3406.0174684434746
0.78,0.09755538600018875,-0.09755538600018875,3.137959560701978e-05,74.20921089438154,435.1752027445473,1161.376826020902,726.2016232763547,363.08599012283526,3408.530591636477
0.79,0.09320226849233464,-0.09320226849233464,3.1389393529976666e-05,74.2114859843981,413.8498775578896,1135.2616263175328,721.4117487596432,365.05608926854836,3410.92662724663
0.8,0.08900357517844937,-0.08900357517844937,3.139872943302298e-05,74.21365238471817,393.47777020222486,1110.336465273817,716.8586950715923,366.9450264027335,3413.210212108381
0.81,0.08495753296174224,-0.08495753296174224,3.1407622395056615e-05,74.21571473139083,374.0247315775506,1086.5565123832998,712.5317808057492,368.7550208096554,3415.385930697136
0.8200000000000001,0.08106208518182928,-0.08106208518182928,3.141609058715323e-05,74.21767742521467,355.4574080225916,1063.8780731269376,708.420665104346,370.48833487223794,3417.4581695141947
0.8300000000000001,0.07731477595825414,-0.07731477595825414,3.142415190283042e-05,74.21954478429481,337.7426088047705,1042.2579787443187,704.5153699395482,372.14728218678766,3419.431247793789
0.84,0.07371290235039617,-0.07371290235039617,3.1431823478519855e-05,74.22132093185424,320.8478784035507,1021.6541326375459,700.8062542339952,373.7342020520498,3421.309317589047
