Position,Fl_CO2,Fl_MEA,Fl_H2O,Fl_T,Fl_CO2_true,Fl_MEA_true,Fl_H2O_true,Fl_MEAH_true,Fl_MEACOO_true,Fl_HCO3_true,Fl_CO3_true,Fl_H3O_true,Fl_OH_true
0.0,4.025353484051234,9.729875260332735,75.23304383386017,88.98827257824414,0.0009319497629568683,2.1659921577497716,74.4703409820628,4.302091717369514,3.2617913852134492,0.4850326162704504,0.2775975328043862,2.62229107025133e-08,7.267649975231612e-05
0.01,3.9872019056636456,9.729875260332735,75.5488899964316,89.26596716242798,0.0010123292899972783,2.2332146003143887,74.82385705254488,4.2354293659529425,3.261231294065403,0.4757930980960014,0.24916518421224845,2.810576117208187e-08,7.463347280183752e-05
0.02,3.951835785951924,9.729875260332735,75.81690555538118,89.49861660166584,0.0010719056025989885,2.294449495843073,75.12273288041837,4.178758014280193,3.256667750209468,0.4661784818856409,0.22791764825423574,2.9573339891418392e-08,7.651524995248489e-05
0.03,3.918518440908372,9.729875260332735,76.05078917854325,89.69918287978436,0.001115863015739588,2.3515045595959485,75.38298518270008,4.128693744677533,3.2496769560592536,0.45651276758883147,0.21121285424455727,3.0734813818989434e-08,7.83432751475871e-05
0.04,3.8867912250849495,9.729875260332735,76.25904701009149,89.87571349550917,0.0011477196461396992,2.405458762496783,75.61441512627965,4.083324713123057,3.2410917847128955,0.44695061280591464,0.1976011079200066,3.166091561711535e-08,8.013142514867043e-05
0.05,3.856346431310095,9.729875260332735,76.44686045770779,90.03308214935062,0.0011696860508591956,2.4569957186037445,75.82298370016076,4.0414976315209135,3.2313819102080754,0.4375558066018927,0.1862390284537961,3.2394603310570846e-08,8.189019795494632e-05
0.06,3.8269138905436137,9.729875260332735,76.61881748740917,90.17560663828553,0.0011840659086285864,2.5067019192788216,76.01385406228783,4.0023232804424875,3.220850060611425,0.42836990342454206,0.17650986060202198,3.2980020713634597e-08,8.362818249763703e-05
0.07,3.798329078583818,9.729875260332735,76.7776704100427,90.30587474895925,0.0011921611062152531,2.5549209447642496,76.19013103089011,3.9652713925276006,3.209682923040883,0.4194048372202823,0.16804915721643413,3.344114822732571e-08,8.535127471529883e-05
0.08,3.7704420939487227,9.729875260332735,76.92581505849004,90.4261324127715,0.0011952139611170736,2.6019591732419274,76.35448729313711,3.9299098739002827,3.198006213190525,0.4106647038381995,0.16057596295887833,3.380101672218254e-08,8.706475481780389e-05
0.09,3.743142385643734,9.729875260332735,77.06505191570666,90.53806956168313,0.0011941633947571933,2.6480383588316725,76.5089220350977,3.895929753197314,3.1859071483037473,0.4021482815071104,0.15389279243811543,3.4076761698514417e-08,8.877258698709464e-05
0.1,3.7163458222295587,9.729875260332735,77.19668614112386,90.64290722368615,0.0011896947898309012,2.6933224107592317,76.65488690937084,3.863105441681722,3.1734474078917816,0.39384984901880904,0.14785887053196864,3.428065909191836e-08,9.047798785221834e-05
0.11,3.6899763568828132,9.729875260332735,77.32190324509756,90.7417548623131,0.0011824495870720413,2.7379586215346663,76.79368842501417,3.8312453334425225,3.160671305355546,0.385763325163629,0.1423592767796486,3.442439768654661e-08,9.218378844750349e-05
0.12,3.6639810367529404,9.729875260332735,77.44152448364035,90.83538078072603,0.0011728751481138258,2.7820467988132824,76.92623626502923,3.800214592258946,3.147613869260507,0.3778817192654782,0.13731257309256104,3.4515880218271534e-08,9.389206371851639e-05
0.13,3.638311177546136,9.729875260332735,77.556287423526,90.92447386140488,0.0011613787388678129,2.825677947971654,77.05334300932236,3.769896288778672,3.13430102358241,0.3701978554400313,0.13265091979813165,3.4562439176266656e-08,9.560472240644798e-05
0.14,3.612928839553593,9.729875260332735,77.66678375476715,91.00958785465347,0.0011482927292567648,2.8689220250627057,77.17566014359468,3.7401989421077126,3.1207542931623165,0.36270514707497464,0.12832110659998652,3.457002828557895e-08,9.732324047606822e-05
0.15,3.5878042421952347,9.729875260332735,77.77347412590085,91.09115362842881,0.0011338813349127965,2.9118326855589607,77.2936965601638,3.7110506963647327,3.106991878409043,0.35539716121384624,0.12428132124010914,3.4543334964143723e-08,9.904880495955454e-05
0.16,3.5629103649853544,9.729875260332735,77.87678479539713,91.16957042071522,0.0011183888152863876,2.954458493461487,77.40792050818634,3.6823882610331276,3.093028505838121,0.34826793344788654,0.12049553688694105,3.448680012259626e-08,0.00010078246003826188
0.17,3.538228451476434,9.729875260332735,77.97703204670326,91.24513575851242,0.001102004993876669,2.9968320386647935,77.51868159379639,3.654164669069381,3.07887855259856,0.3413121618237062,0.11693573207236618,3.4403809521651524e-08,0.0001025249061922013
0.18,3.5137415224490143,9.729875260332735,78.07450471545853,91.31812149824029,0.0010849023205097862,3.0389825611623773,77.62629806860629,3.6263384151210314,3.0645542840493256,0.3345247835720546,0.11357755251894906,3.4297514401176024e-08,0.00010427675926748637
0.19,3.489437030101412,9.729875260332735,78.16944239003146,91.38875468046561,0.001067228473449171,3.0809310121696103,77.73103422782305,3.5988765364420923,3.050067711721033,0.32790135935684717,0.11040073056168628,3.417062759965166e-08,0.00010603841146743544
0.2,3.4653060884655784,9.729875260332735,78.26203761881655,91.45721896761486,0.0010491072025837892,3.1226913591899876,77.83310349854763,3.5717531961021,3.035430705040647,0.3214378374437651,0.10738843878103507,3.402542776568942e-08,0.00010781008104474486
0.21,3.441341120543975,9.729875260332735,78.35247003155594,91.52368641243265,0.001030652742236282,3.164275213561278,77.93270424028613,3.5449457445440906,3.020654302227367,0.31513044687072755,0.10452571870632928,3.386408390616218e-08,0.00010959189742194892
0.22,3.417538632762337,9.729875260332735,78.4408761789767,91.58829007207177,0.0010119597332361972,3.2056865187636236,78.02998852145109,3.518438308883329,3.005750432685781,0.30897595458945354,0.10180028576486819,3.368838997296198e-08,0.00011138376674860153
0.23,3.3938960913791725,9.729875260332735,78.52738120404085,91.65115255575276,0.000993114249354634,3.2469274227584144,78.12509554131164,3.492217304419004,2.990730533155318,0.3029712687323771,0.09920117525294884,3.3500030606276404e-08,0.00011318552544131674
0.24,3.3704133402593106,9.729875260332735,78.612089400443,91.71237800103503,0.0009741920722459548,3.287995672917842,78.2181417727079,3.466273037080033,2.9756065503348585,0.29711367253117454,0.09671892533168934,3.3300518497112453e-08,0.00011499685113908583
0.25,3.3470922848075966,9.729875260332735,78.6950843141754,91.77205185931574,0.0009552586609090175,3.328885128870112,78.30922136087923,3.4405992082940138,2.960390923168609,0.29140070502867405,0.09434539795167178,3.309118672125037e-08,0.00011681728457325473
0.26,3.3239355823894097,9.729875260332735,78.77644362209358,91.83025446481572,0.000936374158296545,3.369588253008201,78.39842171296701,3.4151910291213166,2.945095978203217,0.28583002255940926,0.09207320747100961,3.2873310478859316e-08,0.00011864628998022514
0.27,3.300948267083004,9.729875260332735,78.85622495381683,91.88704848123257,0.0009175901385086354,3.410093059903733,78.48580877129103,3.3900471902030205,2.929735010225983,0.28039960397132196,0.08989606274719282,3.2648007178205556e-08,0.00012048315933730243
0.28,3.2781359495575746,9.729875260332735,78.93448046179753,91.94249167168785,0.0008989532669809983,3.4503864447328096,78.57144239061932,3.365167530954997,2.9143212846449287,0.27510747168121785,0.08780823996444907,3.2416334433648296e-08,0.00012232711628632273
0.29,3.255505634037599,9.729875260332735,79.01125222017951,91.99663311454985,0.0008805049940805261,3.490452690999576,78.6553715088195,3.340553942212537,2.8988686271206223,0.2699518338325587,0.08580466809033967,3.2179269134929215e-08,0.00012417725794662673
0.3,3.2330655303528393,9.729875260332735,79.0865721017882,92.04951289247379,0.0008622814342972211,3.530273780887691,78.73763415277216,3.3162101152705548,2.883391364174489,0.2649310190407416,0.08388086571216458,3.193770046014106e-08,0.00012603256869596653
0.31,3.2108242787458994,9.729875260332735,79.16046909272407,92.10116863180271,0.0008443153380964907,3.5698308543180004,78.81826508844279,3.292140523476249,2.8679038825384846,0.2600433810884622,0.08203269978993803,3.1692481044130815e-08,0.00012789196190671036
0.32,3.18879182611516,9.729875260332735,79.23296228866377,92.15162937511167,0.0008266349109125453,3.60910256981671,78.89728854986389,3.2683514524439983,2.852421238072026,0.25528741467146937,0.08025653846075356,3.144438420776466e-08,0.00012975422337977772
