Position,kl_CO2,kv_CO2,kv_H2O,ul,uv,h_L,h_V,a_e,UT,P,Clp,Cvp,eps,a_p,A,Lp,d_h
0.0,2.858595213381516e-05,2.6322670577812818e-05,3.4843088313796067e-05,0.006410060293276034,1.5248842485563965,0.060162593260123666,0.9098374067398763,226.8499563558308,97.28898444068805,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.01,2.9581657793347322e-05,2.6689739952696482e-05,3.5258200592442274e-05,0.00643146603392327,1.5656117595465733,0.05945173470063057,0.9105482652993694,227.10366557604985,98.46863692497827,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.02,3.040738127569531e-05,2.698881415034594e-05,3.5595397095066885e-05,0.006449220665257142,1.5975632460810263,0.058879692994029974,0.91112030700597,227.3155363296194,99.40634634698614,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.03,3.1114263931712315e-05,2.7241293622656773e-05,3.587954692553127e-05,0.0064643921743335435,1.623795568088741,0.05840040322622522,0.9115995967737748,227.49787057492753,100.18315606353572,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.04,3.1733122892990295e-05,2.745980024276083e-05,3.61252008162144e-05,0.006477636819433729,1.6460094415821267,0.057987342669053824,0.9120126573309462,227.6581615316002,100.84514500282448,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.05,3.228235905290546e-05,2.7651838483209507e-05,3.634097473196831e-05,0.006489348857222698,1.6651936130916434,0.05762469665878984,0.9123753033412101,227.80093414841483,101.41929813187603,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.06,3.2778760632743494e-05,2.782390705867392e-05,3.6534319003594244e-05,0.006499882500088804,1.6822100526101682,0.057299676526511883,0.9127003234734881,227.93024947267108,101.92902325464664,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.07,3.323158397652695e-05,2.7979672915090153e-05,3.670939010428907e-05,0.006509443326885349,1.69748525248083,0.05700489984908236,0.9129951001509176,228.04842406492986,102.38660902339585,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.08,3.364920301784907e-05,2.812232873443823e-05,3.686981524622897e-05,0.006518212545634179,1.7114069029150474,0.05673421742860144,0.9132657825713986,228.15751665662563,102.80298697470346,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.09,3.403769871059907e-05,2.8254186923189876e-05,3.70182054505266e-05,0.006526324883203539,1.7242348471826716,0.05648323094483954,0.9135167690551604,228.25903957282088,103.18575469503858,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.1,3.440138808136138e-05,2.837689608914166e-05,3.7156416589233116e-05,0.006533876904933942,1.7361485682783857,0.05624878697191135,0.9137512130280886,228.35407780519915,103.54023681399755,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.11,3.474426172504334e-05,2.849193860284972e-05,3.7286117910790244e-05,0.006540957036701786,1.7473096628880609,0.05602815534626428,0.9139718446537357,228.443622668652,103.87122181844042,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.12,3.506897722993024e-05,2.8600321304790758e-05,3.740843721312603e-05,0.006547625614703785,1.757820920287281,0.055819446862897,0.914180553137103,228.52834787370563,104.18185688897846,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
