Position,Nl_H2O,Nv_H2O,kv_H2O,a_eA,DF_H2O,fv_H2O,fl_H2O,P_sat_H2O
0.0,-5.740861097275964,5.740861097275964,3.4843088313796067e-05,72.97742401071547,-2257.729293938215,8955.631130398731,11213.360424336946,12793.41912809334
0.01,-4.819260385167703,4.819260385167703,3.5258200592442274e-05,73.05904203540801,-1870.8814731735001,10508.225357739037,12379.106830912537,14108.968968451787
0.02,-4.1582522393723504,4.1582522393723504,3.5595397095066885e-05,73.1272006635475,-1597.489598517208,11795.043744752233,13392.53334326944,15251.075487883116
0.03,-3.665955257576237,3.665955257576237,3.587954692553127e-05,73.18585742392462,-1396.0888051203474,12896.309112740018,14292.397917860366,16263.9796660438
0.04,-3.2879286048327674,3.2879286048327674,3.61252008162144e-05,73.23742287845721,-1242.7365024520932,13860.787182364136,15103.52368481623,17175.99820860951
0.05,-2.9886488639018496,2.9886488639018496,3.634097473196831e-05,73.28335269903894,-1122.2070458084545,14718.222956338937,15840.430002147392,18003.710902290673
0.06,-2.7492747909851287,2.7492747909851287,3.6534319003594244e-05,73.32495332088139,-1026.2787538384418,15493.423160555141,16519.701914393583,18765.976845988363
0.07,-2.5530550489941732,2.5530550489941732,3.670939010428907e-05,73.36296997940362,-947.9951278588542,16201.547458214502,17149.542586073356,19472.145059140967
0.08,-2.390425819294439,2.390425819294439,3.686981524622897e-05,73.39806496662999,-883.3233261876594,16855.271760719028,17738.595086906687,20132.037532477007
0.09,-2.2539781987129457,2.2539781987129457,3.70182054505266e-05,73.43072479615344,-829.1947328422466,17464.024381363048,18293.219114205294,20752.879843177518
0.1,-2.1377232239639246,2.1377232239639246,3.7156416589233116e-05,73.46129850880878,-783.1754246560122,18034.66218851276,18817.837613168773,21339.7001830081
0.11,-2.038079792404636,2.038079792404636,3.7286117910790244e-05,73.49010500969226,-743.7811136523342,18573.205804237085,19316.98691788942,21897.644746873008
0.12,-1.951483789203447,1.951483789203447,3.740843721312603e-05,73.51736103086553,-709.5867107310187,19083.90205161967,19793.488762350687,22429.920145626947
0.13,-1.875652913938822,1.875652913938822,3.752438647518738e-05,73.54326297121322,-679.6666823675332,19570.47225384683,20250.138936214364,22939.698274098035
0.14,-1.8087096947318542,1.8087096947318542,3.763476725131058e-05,73.56796749081724,-653.2672316548887,20035.894517037817,20689.161748692706,23429.5031427639
0.15,-1.7489904740332265,1.7489904740332265,3.774020127984509e-05,73.59159647636822,-629.7309050541553,20482.505492518012,21112.236397572167,23901.241871071485
0.16,-1.6954511018321052,1.6954511018321052,3.784126194654775e-05,73.61426334820396,-608.6360710153822,20912.417200524473,21521.053271539855,24356.831375007023
0.17,-1.6469726416193327,1.6469726416193327,3.793837407256681e-05,73.63605217735972,-589.5452897696559,21327.23109736777,21916.776387137426,24797.59443706945
0.18,-1.6027983582178034,1.6027983582178034,3.8031926062711116e-05,73.65704036882217,-572.1584344336698,21728.385705154877,22300.544139588546,25224.823209879632
0.19,-1.562277401173028,1.562277401173028,3.812224072149444e-05,73.67729249579753,-556.2193244658883,22117.078958498238,22673.298282964126,25639.58739710798
0.2,-1.5247927421039131,1.5247927421039131,3.8209579755465565e-05,73.69686103565498,-541.4889076123691,22494.287744364206,23035.776651976576,26042.7263998631
0.21,-1.4899477642067485,1.4899477642067485,3.829418776551852e-05,73.71579541069879,-527.8100123887707,22860.908183877797,23388.718196266567,26435.07982726229
