Position,rho_mol_v,rho_mass_v,muv_CO2,muv_H2O,muv_N2,muv_O2,muv_mix,Dv_CO2,Dv_H2O,Cpv_CO2,Cpv_H2O,Cpv_N2,Cpv_O2,kt_vap
0.0,41.57797277796757,1.201145390618538,1.5851514504197067e-05,1.0475946160527282e-05,1.8539428576051584e-05,2.151290318191254e-05,1.782508473311079e-05,1.709402081449419e-05,2.6033002969609218e-05,38.536002353385804,33.672649343993996,29.164648512415376,29.70776953064372,0.02528738443555927
0.01,41.04772949340823,1.1778657777499324,1.60431693303185e-05,1.0626891064760138e-05,1.8720741760663905e-05,2.1730720488398933e-05,1.7902426398104046e-05,1.7542476760370748e-05,2.6635730541885085e-05,38.81454884099289,33.69656597786248,29.176421612808408,29.772658730662695,0.02551961765631116
0.02,40.67945214155725,1.1606771581791269,1.617873052626686e-05,1.0734178734991159e-05,1.884875945115179e-05,2.1884545073826728e-05,1.794380490822179e-05,1.787194746007368e-05,2.7069917880012497e-05,39.006721737108634,33.71412583299941,29.184971489591117,29.817631141854367,0.025678377780671544
0.03,40.406229805414135,1.147187638629981,1.62806303597684e-05,1.081511136151806e-05,1.894486642729521e-05,2.200004367391319e-05,1.7965532728320758e-05,1.812772683423295e-05,2.740136404773984e-05,39.148618570644544,33.72766748962222,29.19151687248338,29.850949059563362,0.025793946558144612
0.04,40.19430250096906,1.1361559039006643,1.6360462505475242e-05,1.0878688860100126e-05,1.9020087769578132e-05,2.2090452893011773e-05,1.7975489481782356e-05,1.8333937770908018e-05,2.7664644735523695e-05,39.25828991501132,33.73847792334343,29.196714622887427,29.87676673858357,0.0258817120039241
0.05,40.02500403631251,1.1268832161704647,1.642474082340372e-05,1.0929989448352798e-05,1.9080607827211533e-05,2.216319905023629e-05,1.797793079924418e-05,1.8504384850514586e-05,2.7879404469834485e-05,39.345656687436694,33.74730893446454,29.20094370009635,29.897376012298096,0.02595025891500665
0.06,39.883495904590546,1.118816525503661,1.6478815219640573e-05,1.0973222426364624e-05,1.9131489201487127e-05,2.2224363823969083e-05,1.797629011216991e-05,1.8650775532409734e-05,2.8062169862779153e-05,39.418516706985876,33.75482468087255,29.204531517353754,29.914592394371077,0.02600672891501548
0.07,39.763146933778245,1.1116868445579473,1.6525055202264972e-05,1.1010247002761375e-05,1.917497619475874e-05,2.2276642994985125e-05,1.7971801543768232e-05,1.8778397260613838e-05,2.8220215523579168e-05,39.480364272800095,33.7613137350668,29.207621143238025,29.929227693081607,0.026054057580687674
0.08,39.65811738941262,1.1052633245309798,1.6565599282634007e-05,1.1042752838526064e-05,1.9213089376685686e-05,2.2322464308458598e-05,1.7965638873120935e-05,1.8892098445925814e-05,2.8360228206478653e-05,39.53425093348522,33.76705027541423,29.210346463523177,29.941995134534075,0.02609498576725943
0.09,39.56487251956658,1.0993977514081108,1.6601743609864588e-05,1.1071764337610483e-05,1.9247053257958977e-05,2.2363299055257486e-05,1.795838983886111e-05,1.8994887900167122e-05,2.8486268008892865e-05,39.58202269269472,33.77220092923545,29.212788780070547,29.95332632551979,0.02613108801129844
0.1,39.48107928161733,1.0939890456320376,1.6634344827542605e-05,1.1097958746796426e-05,1.927767703261868e-05,2.2400119524363926e-05,1.795039975344933e-05,1.908877947141707e-05,2.860102259044944e-05,39.624897259973935,33.77687612044717,29.21500192864753,29.96350607208872,0.026163376751171377
