Position,k2,Cl_MEA_true,Dl_CO2,kl_CO2,Ha,E,Psi,Psi_H,eta_psi
0.0,23.914179865295456,1302.9945162940587,2.6843064486963595e-09,2.858595213381516e-05,319.93549473548694,93.7260973087314,101.78487488328851,0.042481438900771794,1.0
0.01,26.03087626523167,1335.01900725262,2.8032211738157753e-09,2.9581657793347322e-05,333.6524299344579,90.89801057016052,100.74709785663886,0.04084044996603652,1.0
0.02,27.89714266424891,1364.2937493763645,2.9017802058645355e-09,3.040738127569531e-05,345.6105917409805,89.25255452477491,100.55782518439509,0.03980956132213824,1.0
0.03,29.58153756083022,1391.649013057719,2.985975765132354e-09,3.1114263931712315e-05,356.33529200518944,88.39626268280855,100.96380464848276,0.039178406037514914,1.0
0.04,31.126863008370407,1417.5750040504718,3.0594512315364405e-09,3.1733122892990295e-05,366.1420883857488,88.10136803629366,101.8117944857704,0.03882716785606913,1.0
0.05,32.557919119649995,1442.3888878373784,3.124378696007728e-09,3.228235905290546e-05,375.2200822580686,88.24182009576232,103.01861561729508,0.038689016059774144,1.0
0.06,33.90230687986365,1466.3500345228117,3.182797764294171e-09,3.2778760632743494e-05,383.74739959422965,88.70454776805113,104.50096502238983,0.03870669823024478,1.0
0.07,35.17350895188855,1489.6146196052296,3.2358163689204568e-09,3.323158397652695e-05,391.8191900977969,89.43264141009004,106.21955239723904,0.03885045311693318,1.0
0.08,36.385670329453085,1512.3183709758282,3.284456539285664e-09,3.364920301784907e-05,399.52483555493603,90.37565211108321,108.137156580219,0.03909470293056563,1.0
0.09,37.54907676451694,1534.5588018958972,3.329461425860045e-09,3.403769871059907e-05,406.92858944543923,91.49847718631051,110.22782596479851,0.03942161626023019,1.0
0.1,38.670806544072576,1556.409195132511,3.371356968791566e-09,3.440138808136138e-05,414.07585961963,92.77826393374762,112.47534096307035,0.03981935412221216,1.0
0.11,39.7581502992914,1577.933377508954,3.410635948544056e-09,3.474426172504334e-05,421.0096124605844,94.19351416206683,114.86351120106293,0.04027709731919931,1.0
0.12,40.81552746241745,1599.175632796996,3.4476238227137887e-09,3.506897722993024e-05,427.7574921197967,95.73134500417615,117.3833091721139,0.04078810695270153,1.0
0.13,41.84735641970843,1620.175576157357,3.4826216660200593e-09,3.5377969119732153e-05,434.3454783043063,97.37990698158052,120.02612240803789,0.04134630623258046,1.0
0.14,42.857098322941724,1640.9634782905728,3.515868720587614e-09,3.567316871124315e-05,440.79379959037044,99.13004636383214,122.7853411158839,0.04194696648122093,1.0
0.15,43.84730896939771,1661.5628456172135,3.5475494160394507e-09,3.595606703752961e-05,447.11774254012704,100.97522410344804,125.6564912085703,0.042586613873546696,1.0
0.16,44.8205863571345,1681.994333128787,3.5778386194508267e-09,3.622806471326005e-05,453.3318890073142,102.90896912681121,128.63486941034483,0.04326190652401562,1.0
0.17,45.77862434829554,1702.272003928696,3.6068635667975823e-09,3.6490183722280836e-05,459.44619041077806,104.92688520545809,131.7174645866738,0.04397047838223923,1.0
0.18,46.72309285588684,1722.4082005629045,3.6347431260026115e-09,3.674337188412461e-05,465.4699914649088,107.02473363713854,134.90124393806911,0.044710093391687585,1.0
0.19,47.655319893397206,1742.4115866928166,3.661576360837176e-09,3.6988415603527334e-05,471.41064899072995,109.19887188985938,138.18352513930284,0.04547883003391803,1.0
0.2,48.5762802292589,1762.28791368717,3.6874432257029344e-09,3.722594778953488e-05,477.2736592117376,111.44635721189026,141.56213327092806,0.04627511064566576,1.0
0.21,49.486957611851224,1782.0416875087549,3.7124201721177673e-09,3.745656833352283e-05,483.06423332309384,113.76411034720576,145.03461898245115,0.047097341227369346,1.0
0.22,50.38795552641075,1801.6742204264845,3.736565741092815e-09,3.768073383189336e-05,488.78566735709603,116.1496023851404,148.59887775603735,0.04794420067823512,1.0
0.23,51.27985656827833,1821.185975518024,3.759935000958629e-09,3.789887020651727e-05,494.44097552218034,118.60023975691755,152.25262810064575,0.04881437204127757,1.0
