Position,k2,Cl_MEA_true,Dl_CO2,kl_CO2,Ha,E,Psi,Psi_H,eta_psi
0.0,23.95381967776939,1300.4734290097856,2.1995523980463465e-09,2.5881400404203735e-05,319.8287598106217,106.55177891088275,104.76596374779363,0.0436505328894449,1.0
0.01,26.106671451532733,1333.3342303046313,2.2982733065049864e-09,2.679551448122497e-05,333.7982094019638,103.8095711841381,104.20053749309939,0.042142738057774014,1.0
0.02,28.00746568923651,1363.461005747967,2.380087186825988e-09,2.7553687560725367e-05,345.9991014102936,102.3006437895077,104.4048109740542,0.04121734626935018,1.0
0.03,29.725431869331643,1391.6736172583203,2.4499827446367535e-09,2.8202950364645164e-05,356.9601647041891,101.62499481928343,105.16139352351344,0.04067706291619201,1.0
0.04,31.303752013056936,1418.4581125999366,2.510989523357813e-09,2.8771606354431105e-05,366.9989278942368,101.54809442164022,106.33540877150865,0.040408457413126334,1.0
0.05,32.76731346169408,1444.1307371120186,2.56490834307353e-09,2.92765097357518e-05,376.3052684922137,101.94045301836232,107.85428461192306,0.04034830430040149,1.0
0.06,34.143965741332956,1468.9495451369269,2.6134318449131328e-09,2.9733047450660332e-05,385.05838585064447,102.68269442252199,109.641382178208,0.0404413805458501,1.0
0.07,35.44722520115159,1493.0704242016334,2.6574776106699097e-09,3.0149687663427746e-05,393.3537169030415,103.71535948403626,111.66137851707546,0.0406591472886683,1.0
0.08,36.69131572632642,1516.6286814909856,2.697891947369654e-09,3.053408888595865e-05,401.2809893934212,104.98490245289355,113.87983190569665,0.040976802571802674,1.0
0.09,37.88656838184306,1539.7213537851123,2.7352901071572803e-09,3.0891811036431475e-05,408.9046312219406,106.45390026569837,116.27257671840246,0.041376983650949724,1.0
0.1,39.04005793756872,1562.421203258008,2.7701068036214078e-09,3.122679487203276e-05,416.2700214065417,108.09803486454766,118.8246087785154,0.04184816127473641,1.0
