Position,Tl,Hl_CO2,Hl_MEA,Hl_H2O,Hl_T,Fl_T,Hlf,Hl_CO2_trn,Hl_H2O_trn,Hl_trn,ql,Hl_flux,dHlf_dz,dTl_dz,dHl_dT
0.8200000000000001,347.6778923300797,-83999.99999,-49497.24015883486,-46258.38346389845,-47610.31749812991,93.4591619305286,-4449620.372621602,-6127.21790398473,9066.504508122822,-186.58970139553455,-370.0197880920804,-556.609489487615,556.609489487615,2.6669304423513958,84.15427771075728
0.8300000000000001,347.70388136989845,-83999.99999,-49492.61541217,-46256.42072776295,-47606.3015656528,93.46636189355121,-4449587.810548838,-5833.573107303647,8623.852367477608,-177.46596487970686,-351.53148648302584,-528.9974513627327,528.9974513627327,2.531881959708935,84.1580992545749
0.84,347.7285516208137,-83999.99999,-49488.22518083606,-46254.55757966102,-47602.48478683848,93.473206022573,-4449556.86766655,-5552.165510566381,8200.176949017408,-168.7297078969998,-333.88003918135325,-502.60974707835305,502.60974707835305,2.402954915376343,84.16173498574418
0.85,347.75195624432365,-83999.99999,-49484.060029357956,-46252.79000611955,-47598.85899772542,93.47970874957588,-4449527.475919502,-5282.681954250969,7793.69331299657,-160.32542019976572,-316.9884641427293,-477.31388434249504,477.31388434249504,2.2789208574091018,84.16519265543192
0.86,347.77415878829913,-83999.99999,-49480.108671195536,-46251.113209113115,-47595.41518920239,93.48588607071662,-4449499.561866229,-5024.773177442721,7404.210912966953,-152.25582528989744,-300.84082894868413,-453.09665423858155,453.09665423858155,2.159886399483879,84.16848018121192
0.87,347.79515115901785,-83999.99999,-49476.372567728875,-46249.52780107288,-47592.15068998832,93.49174242511883,-4449473.093765829,-4778.188307127449,7022.46893903618,-144.19313649562235,-285.0684575318739,-429.26159402749624,429.26159402749624,2.038447102755875,84.17160340911678
0.88,347.8149398532953,-83999.99999,-49472.85058251911,-46248.03329244875,-47589.061622191,93.4972844768109,-4449448.032474476,-4542.636798521463,6641.302175118789,-135.88561915631382,-269.38478824119665,-405.27040739751044,405.27040739751044,1.9089499564212535,84.17456845369718
0.89,347.83338531223006,-83999.99999,-49469.56757388705,-46246.640224299364,-47586.15681021231,93.5024956511448,-4449424.420201572,-4318.022421502556,6234.369924588228,-126.38227141540112,-252.75228308074438,-379.1345544961455,379.1345544961455,1.7498731231022917,84.17737760293846
0.9,347.8493315864651,-83999.99999,-49466.72931023512,-46245.435899648066,-47583.53270135067,93.5071989205027,-4449402.857645443,-4105.6158175323335,5639.6197089354155,-109.78336290661896,-228.8184494172523,-338.6018123238713,338.6018123238713,1.427393075178451,84.18000790489984
0.91,347.8632643281211,-83999.99999,-49464.24937920718,-46244.38364175521,-47581.144472348926,93.51147598720989,-4449383.048770022,-3904.425121066596,4914.249899013042,-88.17758130730995,-199.83948694993975,-288.0170682572497,288.0170682572497,0.989205259678441,84.18247671256538
0.92,347.8660714810428,-83999.99999,-49463.74971939729,-46244.171633688544,-47579.77376675572,93.51389476050277,-4449369.956752925,-3726.307541179594,2830.6343279592497,-16.797759815702335,-117.74051108792152,-134.53827090362387,134.53827090362387,-0.5801018983089653,84.18456479200695
0.93,347.8505085336305,-83999.99999,-49466.519823791095,-46245.34701187275,-47580.04153261772,93.51331462435493,-4449367.3936795555,-3580.307143067573,-1587.0875778179238,139.93717278649666,56.01311033373716,195.95028312023382,-195.95028312023382,-4.087644757529555,84.18609922574882
0.9400000000000001,347.7885280998065,-83999.99999,-49477.55131478021,-46250.027995457436,-47584.35985712505,93.50532008460775,-4449390.799461638,-3502.604423287604,-12080.025579558316,518.2293580250251,468.10348342211853,986.3328414471437,-986.3328414471437,-12.628981856773539,84.18639515973774
0.9500000000000001,347.51212999045083,-83999.99999,-49526.7334031363,-46270.901883741164,-47607.18925075155,93.4634731884143,-4449533.256113383,-3710.192282835457,-50700.43183937329,1917.6475126082955,1991.5475152831227,3909.1950278914182,-3909.1950278914182,-44.47435706610581,84.18133805961446
0.96,346.71306596933096,-83999.99999,-49668.80629143481,-46331.24186140969,-47675.059744414575,93.33943342254273,-4449963.064929531,-4582.529935541303,-154577.22755564612,5651.205383327262,6184.1711457679,11835.376529095163,-11835.376529095163,-130.60085701041453,84.16350532307457
0.97,344.46611586703085,-83999.99999,-50067.42172983996,-46500.86859485453,-47867.56716465855,92.98969848885969,-4451190.638036839,-7149.105569328287,-414663.2772898897,14723.268752332442,17393.1204176575,32116.389169989943,-32116.389169989943,-348.2163521872455,84.11141909654478
0.98,338.9388283255923,-83999.99999,-51042.41707896591,-46917.85912341591,-48342.06376942579,92.14346997583746,-4454405.501508106,-12532.843857565127,-891465.7071213755,29759.796928321222,41809.870950414675,71569.6678787359,-71569.6678787359,-756.360014321377,83.98771575563923
0.99,329.2003294900541,-83999.99999,-52741.21600243249,-47651.78576993074,-49177.86463906476,90.69617984017091,-4460244.455460199,-17719.187783237725,-1270982.0900094642,37096.27299647842,74324.94998973738,111421.2229862158,-111421.2229862158,-1105.3910822557066,83.79388646925909
