Position,rho_mol_l,rho_mass_l,V_l,V_CO2,V_MEA,V_H2O,mul_mix,sigma,Dl_CO2,Dl_MEA,Dl_ion,Cpl_CO2,Cpl_MEA,Cpl_H2O
0.73,43233.1193926616,1003.8741461605828,2.3130415155047547e-05,2.5660075402037832e-05,6.107284152536697e-05,1.8497467183431192e-05,0.0015279574701551517,0.06032481049743567,3.5560704926516677e-09,2.1552048503600176e-09,7.735178564870174e-10,168.16289677784533,177.86702631879496,75.51706724528589
0.74,43233.99892351362,1003.7888953008339,2.3129944601449558e-05,2.5658955255054854e-05,6.10748229341962e-05,1.849794064228923e-05,0.0015236422121820974,0.06030991552459544,3.558879215733112e-09,2.1568939101953096e-09,7.753146178849448e-10,168.1686917922205,177.87773674087015,75.51766224431618
0.75,43234.84063061104,1003.7075528222708,2.312949430168553e-05,2.5657887444772123e-05,6.107670758045526e-05,1.8498391289209538e-05,0.0015195382453130348,0.060295731243646004,3.5615529112840576e-09,2.1585017706242494e-09,7.770313507922444e-10,168.17421191993586,177.88792696287229,75.51822894436958
0.76,43235.64567382731,1003.6299710090041,2.3129063632912272e-05,2.5656869889849474e-05,6.107849974866125e-05,1.8498820103389832e-05,0.0015156362095817947,0.06028222784824293,3.5640973453521086e-09,2.160031899014799e-09,7.786708547251093e-10,168.17946851791564,177.89761973432994,75.51876852268387
0.77,43236.41523735911,1003.5560063504844,2.3128651959469897e-05,2.565590058468934e-05,6.108020349029951e-05,1.849922801427163e-05,0.0015119271433071619,0.06026937674105357,3.5665179942551545e-09,2.1614875884760926e-09,7.802358650680168e-10,168.1844724544765,177.9068366164502,75.51928209959665
0.78,43237.15050218714,1003.4855167836665,2.31282586476048e-05,2.5654977551882258e-05,6.108182277896184e-05,1.8499615935966107e-05,0.0015084023347742561,0.06025714991256751,3.568820246553722e-09,2.162872079378e-09,7.817291173463242e-10,168.18923442721905,177.9155987659233,75.51977078135039
0.79,43237.852644590996,1003.4183635759107,2.3127883066253494e-05,2.5654098868157966e-05,6.108336144228279e-05,1.8499984751470357e-05,0.0015050534006042701,0.06024552027680613,3.5710093099350656e-09,2.164188503327094e-09,7.831533026770402e-10,168.19376480310862,177.92392658315651,75.52023563977815
0.8,43238.522841459475,1003.354412082664,2.312752458419197e-05,2.5653262679098457e-05,6.108482312206084e-05,1.85003353035196e-05,0.0015018723083178422,0.06023446180736153,3.5730901569944016e-09,2.16543985054835e-09,7.845110469313005e-10,168.1980735323175,177.93183951064452,75.52067770032838
0.81,43239.16225505841,1003.2935290235934,2.312718257817341e-05,2.565246715187885e-05,6.108621141127796e-05,1.850066842525511e-05,0.001498851232641119,0.060223948951537334,3.575067705641733e-09,2.1666290784170414e-09,7.858049734784692e-10,168.20217044246883,177.93935672969747,75.52109798033538
0.8200000000000001,43239.7720386307,1003.2355872582303,2.3126856429922743e-05,2.565171055089946e-05,6.108752965462343e-05,1.8500984894688235e-05,0.0014959827751693526,0.06021395755061675,3.5769465504609918e-09,2.167758949846386e-09,7.870375908386429e-10,168.20606478478467,177.94649613674432,75.52149743122028
0.8300000000000001,43240.353333269115,1003.1804613455726,2.3126545527799846e-05,2.565099116812945e-05,6.108878113242451e-05,1.8501285476427333e-05,0.0014932597379112352,0.06020446395010742,3.5787312085086586e-09,2.168832181153264e-09,7.882113928512326e-10,168.2097656534998,177.95327528887543,75.521876990782
0.84,43240.90726919537,1003.1280307932136,2.31262492661063e-05,2.5650307374012314e-05,6.108996892931055e-05,1.850157089159016e-05,0.0014906752703245326,0.06019544561646461,3.5804259416997262e-09,2.1698513352078798e-09,7.893287820848718e-10,168.2132816834116,177.95971072851847,75.52223754491132
