Position,Tl,Tv
0.0,323.8714274963353,316.75
0.01,325.89703017598714,320.88352225148424
0.02,327.5277229458041,323.82052267824395
0.03,328.88853267578367,326.0351077295988
0.04,330.0531678121753,327.7741520349009
0.05,331.0653125306214,329.17699974960027
0.06,331.9629454973682,330.358866538467
0.07,332.7672337937974,331.3707618673538
0.08,333.49667846935876,332.25894110890493
0.09,334.16460136638835,333.05145417921574
0.1,334.78044413263876,333.7668425569175
0.11,335.3527170774552,334.4212092094301
0.12,335.88714982758694,335.0239892551407
0.13,336.38888754905736,335.58381625823546
0.14,336.8620047384332,336.10693104284536
0.15,337.3096568276731,336.59806763606605
0.16,337.7347594377243,337.061503226349
0.17,338.1394727197965,337.5002332265464
0.18,338.5257748172361,337.91703559485387
0.19,338.8953148117213,338.3141185010136
0.2,339.24943422026377,338.6932794587881
0.21,339.5893912855816,339.05617919871673
0.22,339.9161698241434,339.40408232405355
0.23,340.2306822967906,339.73817460965
0.24,340.5337127612454,340.05944326676575
0.25,340.82591871274263,340.36872184445866
0.26,341.1079228867272,340.66679041503284
0.27,341.3802298749885,340.95427057116774
0.28,341.64331220690684,341.23174999243645
0.29,341.89758535537374,341.49973203229587
0.3,342.1434065994024,341.75865254324134
0.31,342.3811174736928,342.0089234257234
0.32,342.6110047202997,342.2508849821192
0.33,342.8333398052397,342.48486176922074
0.34,343.0483682118755,342.7111395126121
0.35000000000000003,343.25630784582154,342.92997267375125
0.36,343.45736977714097,343.14160459415916
0.37,343.651740192142,343.34624566705395
0.38,343.839598045079,343.54409910971157
0.39,344.02111173549906,343.73535060733104
0.4,344.1964371016433,343.9201720487603
0.41000000000000003,344.3657277231289,344.098730490991
0.42,344.52912730312704,344.27117909141856
0.43,344.68677624306457,344.4376681399227
0.44,344.83881218075715,344.5983409938745
0.45,344.9853674196147,344.7533358757163
0.46,345.12657423537394,344.90278928242805
0.47000000000000003,345.2625620029611,345.0468330122614
0.48,345.39345850151074,345.1855980128945
0.49,345.5193920628211,345.3192131669217
0.5,345.6404885553535,345.4478059858004
0.51,345.75687459314577,345.57150355550414
0.52,345.86867615972506,345.690431822982
0.53,345.97601812882135,345.8047165564781
0.54,346.07902653159874,345.9144830012571
0.55,346.17782544080956,346.0198559643545
0.56,346.2725395834088,346.1209600877817
0.5700000000000001,346.36329278757336,346.2179192687865
0.58,346.4502076867265,346.3108571665701
0.59,346.5334072713881,346.3998966913897
0.6,346.6130120485511,346.48515982191157
0.61,346.68914269443843,346.56676812754534
0.62,346.7619177251895,346.64484139762556
0.63,346.83145422036284,346.7194988322092
0.64,346.89786837832105,346.79085798340196
0.65,346.96127319970935,346.85903452598353
0.66,347.0217813106051,346.9241433431689
0.67,347.0795018954666,346.98629622265895
0.68,347.1345425207491,347.04560399866835
0.6900000000000001,347.18700878487175,347.1021749635929
0.7000000000000001,347.23700260435373,347.1561147045288
0.71,347.28462510074763,347.2075277031601
0.72,347.3299731103952,347.25651435775006
0.73,347.37314180332095,347.30317386936855
0.74,347.41422369354564,347.3476023213109
0.75,347.4533074761665,347.38989261423467
0.76,347.49048081206286,347.43013637520914
0.77,347.52582676198983,347.46842067923785
0.78,347.5594267964018,347.50483131064374
0.79,347.59135944973997,347.5394507340463
0.8,347.62169955061194,347.5723581001037
0.81,347.65052089622156,347.60363128920363
0.8200000000000001,347.6778923300797,347.63334345621354
0.8300000000000001,347.70388136989845,347.6615665351306
0.84,347.7285516208137,347.6883688669057
0.85,347.75195624432365,347.713813008381
0.86,347.77415878829913,347.7379645446996
0.87,347.79515115901785,347.7608598288449
0.88,347.8149398532953,347.78253989917675
0.89,347.83338531223006,347.8029900028976
0.9,347.8493315864651,347.8218178718327
0.91,347.8632643281211,347.8392377665847
0.92,347.8660714810428,347.85191633682706
0.93,347.8505085336305,347.8572429258111
0.9400000000000001,347.7885280998065,347.8448239592399
0.9500000000000001,347.51212999045083,347.7519778472868
0.96,346.71306596933096,347.4609260043738
0.97,344.46611586703085,346.5942664483335
0.98,338.9388283255923,344.20532810955206
0.99,329.2003294900541,339.0648626486719
1.0,318.15,331.269823603554
