Position,Tv,Hv_CO2,Hv_H2O,Hv_N2,Hv_O2,Hv_T,Fv_T,Hvf,Hv_CO2_trn,Hv_H2O_trn,Hv_trn,qv,Hv_flux,dHvf_dz,dTv_dz,dHv_dT
0.0,316.75,704.1410379785631,625.3893654276433,541.9942263721795,549.6539462573205,563.2941633443093,20.39623552162238,11489.08042352576,-478.95864437606525,3650.7642618788354,3171.80561750277,50562.32552539602,53734.13114289879,53734.13114289879,489.6234505545573,30.378481560091917
0.01,320.88352225148424,864.0152252978185,764.6256125522789,662.5714206490392,672.5877799865417,689.7916525012931,20.678249305051246,14263.683758965015,-542.3804002472064,3747.8412705015676,3205.460870254361,36074.37807695454,39279.838947208904,39279.838947208904,343.71182950075297,30.45382560821806
0.02,323.82052267824395,978.3081412240962,863.6191440527786,748.2756027799428,760.0989854731242,780.0283599983699,20.914475675329,16313.88416125268,-576.0013461806212,3654.3036136539067,3078.3022674732856,26957.880774769892,30036.183042243178,30036.183042243178,253.4913656288788,30.508920851985962
0.03,326.0351077295988,1064.8618924466384,938.298081626317,812.9160120990572,826.172576344901,848.2842272699584,21.118160597631093,17914.202543924373,-595.0080787286104,3502.500999813065,2907.492921084455,20930.809342862198,23838.30226394665,23838.30226394665,194.6479878647323,30.551410476862266
0.04,327.7741520349009,1133.0508436575135,996.9625702296566,863.6864437660262,878.1100609865665,902.0231219666822,21.29749849247642,19210.83608026429,-606.2470924414974,3340.0876324397577,2733.8405399982603,16841.3552731734,19575.19581317166,19575.19581317166,155.12647143436385,30.58537275321444
0.05,329.17699974960027,1188.1970080969807,1044.2998501955356,904.6485016162297,920.0397749197335,945.4678274560546,21.457433145166775,20287.312698544367,-613.2306599637071,3182.4505326946723,2569.219872730965,14043.654038033344,16612.87391076431,16612.87391076431,128.27617023598418,30.613121782828344
0.06,330.358866538467,1234.7520923966435,1084.1902070767526,939.1627695021637,955.3871913603124,982.1299157618631,21.602344037559174,21216.308329866777,-618.0783620019818,3041.4598462159283,2423.3814842139464,11997.488562411148,14420.870046625096,14420.870046625096,108.76810340375822,30.63650085084761
0.07,331.3707618673538,1274.680710453608,1118.3508726100756,968.7167540704937,985.6673768681637,1013.5635719388322,21.734849876501055,22029.652076380695,-621.70308118603,2915.230797113045,2293.527715927015,10497.810650367752,12791.338366294767,12791.338366294767,94.53038395746641,30.65645397970614
0.08,332.25894110890493,1309.7795511318084,1148.3405006601674,994.660034224756,1012.2577610596545,1041.183794190015,21.85722162239371,22757.38493925592,-624.7226075333864,2804.3506381437696,2179.628030610383,9347.473947630586,11527.10197824097,11527.10197824097,83.65333787241255,30.67377894190451
0.09,333.05145417921574,1341.1386099342603,1175.104307602643,1017.8110279941053,1035.993741029436,1065.8501204150205,21.971167423081287,23417.971443549763,-627.4243925326332,2707.30589452643,2079.881501993797,8442.136984360019,10522.018486353816,10522.018486353816,75.1220900425729,30.68900792942829
0.1,333.7668425569175,1369.4786939444148,1199.267115590871,1038.7107333050976,1057.4275972977546,1088.1312164763403,22.07791951612687,24023.673420349864,-629.9719356938019,2621.6352725408615,1991.6633368470596,7717.24399636315,9708.907333210209,9708.907333210209,68.30955995915669,30.70250766413783
0.11,334.4212092094301,1395.4284928823313,1221.371843897833,1057.8291279125513,1077.0396088348778,1108.5223290719089,22.178597445073322,24585.470495360965,-632.4437828618513,2546.4599233613576,1914.0161404995063,7118.052162268104,9032.068302767611,9032.068302767611,62.69509493279399,30.714593649144565
0.12,335.0239892551407,1419.355340791699,1241.7364882770996,1075.4415293923444,1095.1109377721348,1127.3137085363546,22.273975525050336,25109.75795299249,-634.8699769562838,2479.6572003176857,1844.7872233614019,6618.292799083321,8463.080022444723,8463.080022444723,58.023099360251365,30.725472180022447
0.13,335.58381625823546,1441.5966839216665,1260.6521658445433,1091.7999310184082,1111.8991720141541,1144.7714556131932,22.364747397445402,25602.524432594946,-637.2560736102063,2420.1390622464673,1782.882988636261,6192.734106499539,7975.6170951358,7975.6170951358,54.05450362500715,30.73532450551376
0.14,336.10693104284536,1462.3963716118835,1278.3293016943878,1107.08648276975,1127.5904920910298,1161.0881645081408,22.45147025880243,26068.13639330203,-639.5862050943193,2366.816991699023,1727.230786604704,5825.805605023315,7553.036391628019,7553.036391628019,50.640499808880605,30.74429010288021
0.15,336.59806763606605,1481.9393530266873,1294.9275107374208,1121.4393538746588,1142.3261204757778,1176.4099772707207,22.53457675013089,26509.90092242679,-641.8418624753216,2318.515671581685,1676.6738091063635,5506.147026853275,7182.820835959638,7182.820835959638,47.67267804766323,30.752476787466314
0.16,337.061503226349,1500.393156444288,1310.5910499515103,1134.9834015251852,1156.233752598275,1190.8691769828592,22.614467574755157,26930.872388654232,-643.9917210089152,2274.662183913069,1630.6704629041537,5223.860989154864,6854.531452059018,6854.531452059018,45.05784592667858,30.759981425749984
0.17,337.5002332265464,1517.8748574188055,1325.4209173189956,1147.8060526844956,1169.4027572563912,1204.5584082382438,22.691440550024833,27333.165509570652,-646.0065439467187,2234.3639755681515,1588.3574316214329,4972.952200198952,6561.309631820384,6561.309631820384,42.73857750089593,30.766876228905797
0.18,337.91703559485387,1534.4932994478309,1339.5108073443932,1159.9884010375415,1181.9160787596854,1217.5636924909545,22.765767432850613,27718.77185793191,-647.8529445196041,2197.096896148263,1549.243951628659,4747.590742362507,6296.834693991166,6296.834693991166,40.66017068176561,30.773226427544248
0.19,338.3141185010136,1550.3349629987888,1352.935191796829,1171.5949047908953,1193.8396394600893,1229.953469411661,22.83767473496025,28089.277273559394,-649.4959523584022,2162.3701032176064,1512.8741508592043,4543.727758076595,6056.6019089358,6056.6019089358,38.784299187838485,30.77908613797161
0.2,338.6932794587881,1565.4702194658141,1365.7546892352577,1182.6780331264745,1205.2270956859907,1241.7834556008982,22.90734503855456,28445.96208061837,-650.9031440113339,2129.6513380546194,1478.7481940432854,4358.0502979376415,5836.798491980927,5836.798491980927,37.07973545821715,30.784500002084297
0.21,339.05617919871673,1579.9642024155694,1378.0253180448385,1193.2862685366536,1216.1280485326004,1253.1052011178413,22.974949216818995,28790.028359014155,-652.0390830196642,2098.659885056837,1446.6208020371728,4187.613665041128,5634.2344670783,5634.2344670783,35.518983835593026,30.78950919657726
0.22,339.40408232405355,1593.8664080102421,1389.7897228152617,1203.4565235849725,1226.5802437071916,1263.957962273524,23.040618784663216,29122.373568583997,-652.8716611774448,2068.977906605457,1416.1062454280122,4030.3828366351004,5446.489082063113,5446.489082063113,34.08279768806072,30.794146815084154
0.23,339.73817460965,1607.2233288052664,1401.0878987880462,1213.2234141150548,1236.619093452655,1274.3785818575752,23.104474692437595,29443.847693112857,-653.368437876245,2040.3434460308613,1386.9750081546163,3884.3508207122723,5271.3258288668885,5271.3258288668885,32.75252836523923,30.798443395118188
0.24,340.05944326676575,1620.073644377267,1411.9531402935906,1222.61575775405,1246.2740734173972,1284.3977608619655,23.16661934468561,29755.154013055693,-653.4979630695366,2012.5123880617964,1359.0144249922598,3748.0358665414988,5107.050291533758,5107.050291533758,31.514281498056043,30.80242549674351
0.25,340.36872184445866,1632.4499907955947,1422.4135563371644,1231.6578852118698,1255.5700657492673,1294.0414265983643,23.227136358416953,30056.87666904061,-653.2314604717213,1985.2159137846484,1331.9844533129271,3620.1484971748187,4952.132950487746,4952.132950487746,30.35603320195166,30.80611605206827
0.26,340.66679041503284,1644.3829513698154,1432.4954570282725,1240.372568358404,1264.5303660055672,1303.3338745545705,23.286104250778223,30349.568476448436,-652.5402897657013,1958.3070851117118,1305.7667953460104,3499.5307057773643,4805.297501123375,4805.297501123375,29.267057097935414,30.809536621642017
0.27,340.95427057116774,1655.8968397176282,1442.2198004932397,1248.7779495463242,1273.1735234983712,1312.2944733517857,23.343583946363996,30633.656201036938,-651.3990492374206,1931.571629962376,1280.1725807249554,3385.3287352178613,4665.501315942816,4665.501315942816,28.23935223417351,30.812705515917767
0.28,341.23174999243645,1667.0146738244048,1451.6064047776306,1256.891182902006,1281.5170828495193,1320.9415512228284,23.399631493065577,30909.54552249259,-649.783834178893,1904.8728986006874,1255.0890644217943,3276.6924892486063,4531.7815536704,4531.7815536704,27.265076903351584,30.81563993759508
0.29,341.49973203229587,1677.7561482803358,1460.6722416072112,1264.7269598895082,1289.5760662506268,1329.2908259633998,23.454294438658774,31177.5784267535,-647.673025012426,1878.0864443889125,1230.4134193764864,3172.978650528404,4403.39206990489,4403.39206990489,26.33822892778508,30.81835540571108
0.3,341.75865254324134,1688.1382992035028,1469.4320045042305,1272.298000769397,1297.3634771846007,1337.3559160297877,23.507611510759045,31438.043325643546,-645.0481965268018,1851.0749277626371,1206.0267312358353,3073.609785638795,4279.636516874631,4279.636516874631,25.45344912959105,30.820865829071938
