Position,rho_mol_v,rho_mass_v,muv_CO2,muv_H2O,muv_N2,muv_O2,muv_mix,Dv_CO2,Dv_H2O,Cpv_CO2,Cpv_H2O,Cpv_N2,Cpv_O2,kt_vap
0.22,38.81793680233853,1.046252072722919,1.6896450703672024e-05,1.13094825928207e-05,1.9523519738543574e-05,2.269576015721588e-05,1.783762399740094e-05,1.988342985092576e-05,2.9569424332003956e-05,39.96239550443313,33.815460051889644,29.233142268062558,30.043982533346814,0.026419855301341305
0.23,38.77989455482712,1.0432255012576834,1.6911711237726593e-05,1.1321849062077177e-05,1.9537813644174123e-05,2.2712952240001452e-05,1.782827098696025e-05,1.993192293709523e-05,2.9628793737647903e-05,39.9816600505749,33.817760215450264,29.23421717634567,30.04859503741166,0.026434731767669514
0.24,38.74336575354998,1.040286633330361,1.6926387932201716e-05,1.1333747718633145e-05,1.9551558667546272e-05,2.2729484438251807e-05,1.7818968245963225e-05,1.9978798199706327e-05,2.968626643859754e-05,40.000148425640226,33.81997786662534,29.23525287631173,30.053023664463026,0.02644904910871216
0.25,38.70824735590391,1.0374304796506704,1.694051949778895e-05,1.134520934732409e-05,1.956479129468772e-05,2.2745400603431243e-05,1.780972192136937e-05,2.0024153834139407e-05,2.9741962336903672e-05,40.01791394628549,33.822118221375334,29.236251878896578,30.057280958120483,0.026462845155660743
0.26,38.674443406571825,1.034652448762431,1.6954142130594133e-05,1.1356262767207198e-05,1.9577545627953618e-05,2.2760741724070132e-05,1.7800538119752685e-05,2.0068081845416046e-05,2.9795993510906765e-05,40.035006194742344,33.824186194090004,29.237216544892554,30.061378595727206,0.026476155438145764
0.27,38.64187682344947,1.0319489012920973,1.696728471100073e-05,1.1366930924776648e-05,1.958984889533457e-05,2.277554052365577e-05,1.7791422132041656e-05,2.0110654893684626e-05,2.9848447448771637e-05,40.05146508259451,33.826185656659135,29.238148740751505,30.06532596083616,0.026489007561223514
0.28,38.61047510332971,1.0293164873799803,1.697997451403565e-05,1.1377235516419661e-05,1.9601726801153686e-05,2.2789827895924316e-05,1.7782379755893937e-05,2.0151941441817093e-05,2.9899406643822137e-05,40.06732810052335,33.828120293572304,29.23905023885959,30.069131876985445,0.026501428066732655
0.29,38.58017595759923,1.0267523755593342,1.6992234901158416e-05,1.1387195107455597e-05,1.9613201368166946e-05,2.2803630308849255e-05,1.7773416258259287e-05,2.0191999787843033e-05,2.994894049041934e-05,40.08262748518281,33.829993242818205,29.239922551052835,30.072803925343695,0.026513439205037004
0.3,38.55092531566824,1.024254184149166,1.700408609109866e-05,1.1396825750194939e-05,1.9624291662172472e-05,2.2816970675799413e-05,1.7764537065779478e-05,2.0230879746231296e-05,2.9997107836704313e-05,40.09739124356738,33.831807204977245,29.240766980441858,30.076348687423238,0.026525060217730788
0.31,38.522672305779615,1.0218197149044477,1.7015547166650465e-05,1.1406142608890021e-05,1.9635015672251675e-05,2.282987061692931e-05,1.7755747643182954e-05,2.0268628318761457e-05,3.00439639262795e-05,40.11164569815009,33.833564744132445,29.24158476222302,30.07977235388735,0.02653630934000152
0.32,38.495374628861946,1.0194472083650163,1.7026633874688577e-05,1.1415158167003817e-05,1.9645388253977768e-05,2.2842347984814906e-05,1.7747053194667734e-05,2.0305283604915037e-05,3.008955265017698e-05,40.125412784493214,33.83526794583402,29.24237690507595,30.08308007377861,0.02654720123863427
0.33,38.4689921491133,1.017135042393859,1.7037361206350806e-05,1.1423884320334771e-05,1.965542354536377e-05,2.2854419770362108e-05,1.7738459190968166e-05,2.0340881736289537e-05,3.0133915513984038e-05,40.138713293663486,33.83691880813769,29.243144373654005,30.086276731601657,0.026557750116197425
0.34,38.44348949478896,1.0148818325993578,1.7047742326829205e-05,1.1432331503726867e-05,1.9665133966776378e-05,2.2866100899615473e-05,1.7729970832173688e-05,2.0375454130232535e-05,3.0177087882307235e-05,40.15156556673246,33.83851907395123,29.243888010988766,30.08936663247441,0.026567968183292927
0.35000000000000003,38.4188351684512,1.0126864005438443,1.7057788922261364e-05,1.1440508969988547e-05,1.967453054672002e-05,2.2877404625473573e-05,1.7721593366394077e-05,2.0409028249450855e-05,3.021910016753293e-05,40.16398594981076,33.84007028095535,29.24460856210053,30.09235361022558,0.026577866268677378
0.36,38.394999210797096,1.0105476527695985,1.7067512140353727e-05,1.144842555304768e-05,1.968362380256912e-05,2.2888343587038227e-05,1.771333203341724e-05,2.0441630274351508e-05,3.0259981089072094e-05,40.17598997594159,33.84157390419994,29.245306740541654,30.09524131066067,0.026587454744693668
0.37,38.37195569651824,1.008464682875314,1.7076921563537122e-05,1.1456088830019526e-05,1.969242278099376e-05,2.2898928655164503e-05,1.7705191782013214e-05,2.0473282333368617e-05,3.0299754149394638e-05,40.18759111201354,33.843031195286756,29.24598315395879,30.098032889373822,0.026596742309041577
0.38,38.34967974575838,1.0064366469533816,1.7086026419398453e-05,1.1463506104848013e-05,1.9700936190705024e-05,2.2909170295020314e-05,1.769717766551212e-05,2.0504005683691933e-05,3.0338441782549792e-05,40.19880226759941,33.84444336754552,29.246638390308373,30.1007313739781,0.026605737484196555
0.39,38.32814870959752,1.0044627926108793,1.7094835090318757e-05,1.1470684007590885e-05,1.970917194443934e-05,2.2919078015022717e-05,1.768929441584565e-05,2.0533819552755756e-05,3.0376063725919546e-05,40.209635200914434,33.84581151863217,29.247272982098714,30.10333952062461,0.02661444785757109
0.4,38.30734172912498,1.0025424431737293,1.7103355287070562e-05,1.147762863440105e-05,1.9717137321841545e-05,2.2928660562706247e-05,1.768154662255412e-05,2.0562741509579786e-05,3.0412637647747113e-05,40.220100743612576,33.8471366559215,29.247887418348895,30.105859867546016,0.026622880420031265
0.41000000000000003,38.287238677026984,1.0006749553904855,1.71115944770094e-05,1.1484345895412528e-05,1.9724839370215023e-05,2.293792640677221e-05,1.767393879547019e-05,2.0590788631508026e-05,3.044818054711402e-05,40.23020933544001,33.84841976189914,29.24848217504831,30.108294863368577,0.02663104197439974
0.42,38.26782121530521,0.9988597319945625,1.711955944642289e-05,1.1490841157046079e-05,1.973228449575316e-05,2.2946883245275302e-05,1.766647496795215e-05,2.0617976481056268e-05,3.048270747155001e-05,40.23997049421326,33.84966172504829,29.249057683230998,30.110646739083997,0.026638938583727997
0.43,38.24907148897913,0.9970961985530858,1.7127256831851553e-05,1.1497119674311192e-05,1.9739478960565235e-05,2.2955538603514727e-05,1.765915916966787e-05,2.064432032761819e-05,3.0516233145451357e-05,40.249393474460526,33.85086342165633,29.249614367003208,30.11291766635874,0.026646576289360666
0.44,38.23097259904135,0.9953837896845169,1.7134692922958208e-05,1.1503186429386163e-05,1.974642869867556e-05,2.296389961263473e-05,1.7651994986200013e-05,2.0669834836255483e-05,3.054877147780521e-05,40.25848703106026,33.852025684355944,29.25015262904885,30.115109700317195,0.026653960726642133
0.45,38.21350838335003,0.993721943233861,1.7141873749302393e-05,1.1509046201715826e-05,1.9753139397396616e-05,2.297197310748294e-05,1.7644985695638094e-05,2.0694534225050345e-05,3.058033589490183e-05,40.26725953075418,33.85314931494061,29.25067285665022,30.117224806144836,0.02666109733796703
0.46,38.19666300390433,0.9921101031970635,1.714880524739537e-05,1.1514703703770167e-05,1.9759616653669962e-05,2.2979765814668788e-05,1.7638134438434007e-05,2.0718432632361743e-05,3.0610939731963164e-05,40.275719160636584,33.85423510989628,29.25117543357871,30.119264909129992,0.02666799151184231
0.47000000000000003,38.180421291974596,0.9905476824184775,1.715549311644547e-05,1.1520163462829427e-05,1.9765865839453504e-05,2.2987284190585678e-05,1.763144371597015e-05,2.0741543993852386e-05,3.064059612966175e-05,40.28387375583186,33.85528383728949,29.251660729456127,30.121231852915056,0.026674648366949702
0.48,38.16476828451942,0.9890340968999346,1.716194300695426e-05,1.1525429974457547e-05,1.977189227814009e-05,2.2994534633632027e-05,1.7624915964943117e-05,2.076388223406475e-05,3.0669318315135075e-05,40.29173103325783,33.856296265814514,29.252129113256437,30.12312745568565,0.026681073075417977
0.49,38.149689357902794,0.9875687299127636,1.71681604638252e-05,1.1530507655671157e-05,1.977770119155174e-05,2.3001523420418196e-05,1.761855309404078e-05,2.0785461370690457e-05,3.069711967529832e-05,40.29929852530519,33.85727315545205,29.252580949031262,30.12495349401694,0.026687270658884602
0.5,38.135170134661635,0.9861509335525539,1.717415096298966e-05,1.1535400874464753e-05,1.978329773431167e-05,2.3008256747098195e-05,1.761235661742995e-05,2.0806295533972152e-05,3.072401390161243e-05,40.3065836274282,33.858215262807526,29.253016598426477,30.126711714201825,0.026693246134883466
0.51,38.12119637269023,0.9847800541924542,1.7179919955509614e-05,1.1540113985491262e-05,1.9788687035182632e-05,2.3014740779085243e-05,1.7606327886295044e-05,2.0826398950332104e-05,3.0750014880932826e-05,40.31359365446196,33.859123347676146,29.253436423760366,30.128403845704256,0.026699004524144598
0.52,38.10775402010263,0.9834553758709675,1.718547284344131e-05,1.1544651310027405e-05,1.979387417464391e-05,2.3020981624056257e-05,1.7600467557676662e-05,2.0845786180388884e-05,3.0775137081036256e-05,40.32033581375599,33.859998168903246,29.2538407861486,30.13003159454676,0.026704550781445947
0.53,38.09482911684029,0.982176178953804,1.7190815019029614e-05,1.1549017167689661e-05,1.9798864221625987e-05,2.3026985376131208e-05,1.7594776205610676e-05,2.086447186607507e-05,3.0799395226258473e-05,40.32681725515819,33.86084049022727,29.254230048242714,30.13159665525394,0.026709889937127307
0.54,38.08240780928159,0.9809416989257254,1.7195951857340578e-05,1.1553215870129016e-05,1.980366222674027e-05,2.303275810771167e-05,1.7589253877484262e-05,2.0882470965500127e-05,3.082280456010599e-05,40.333045064268944,33.86165107881414,29.254604573587375,30.133100709109893,0.02671502696780099
0.55,38.07047632897517,0.9797511328601702,1.7200888723761936e-05,1.1557251726883158e-05,1.980827322939363e-05,2.3038305878025113e-05,1.7583900231855062e-05,2.0899798688267555e-05,3.0845380867054156e-05,40.33902627366463,33.86243070614506,29.254964727064117,30.13454542675814,0.026719966901950196
