Position,k2,Cl_MEA_true,Dl_CO2,kl_CO2,Ha,E,Psi,Psi_H,eta_psi
0.0,23.91995835333599,1305.8584503654401,2.439183281128964e-09,2.682241632952938e-05,325.42624838855534,98.68976143105195,100.4991723023601,0.041959547386584015,1.0
0.01,26.029709556608793,1337.5789312773436,2.5469678724945763e-09,2.7753879020752302e-05,339.29887005399115,95.74505030834395,99.50386895805013,0.04035398336132879,1.0
0.02,27.889448498471978,1366.594128683652,2.6363048501877634e-09,2.8526343758552424e-05,351.3916533042562,94.01945941802256,99.32106043643516,0.03933997846267233,1.0
0.03,29.56753355910476,1393.716651832999,2.7126206062046225e-09,2.9187604289787484e-05,362.2353850764619,93.10984099456613,99.71067833294241,0.038714598233089474,1.0
0.04,31.106654958417003,1419.427240487207,2.779215652319492e-09,2.9766473073818698e-05,372.1490953667152,92.78180748415448,100.52645132257737,0.03836184505486195,1.0
0.05,32.53156667595324,1444.037616208831,2.8380585833161248e-09,3.0280162139430705e-05,381.32407398226235,92.9052468354795,101.68870493097222,0.038216844352936964,1.0
0.06,33.869787682123146,1467.8025573981367,2.8909976484371317e-09,3.0744373381107014e-05,389.94044276039284,93.36293970021926,103.11697583313105,0.0382238320453135,1.0
0.07,35.13477581360627,1490.8758244313212,2.9390373230140806e-09,3.1167768471721724e-05,398.0944941697811,94.09578021677123,104.77325825960506,0.038353773214552384,1.0
0.08,36.340639704544074,1513.391010131078,2.9831041963049402e-09,3.155818334355091e-05,405.87665772491124,95.05123263639378,106.62137169885578,0.0385816611898519,1.0
0.09,37.497640495006166,1535.444187146319,3.023872124741554e-09,3.192130925215835e-05,413.3519615881762,96.1926775985115,108.63602156578831,0.038890038602236804,1.0
0.1,38.61284361235208,1557.107638555498,3.0618181772460914e-09,3.2261187905896445e-05,420.56638202951905,97.49620208426015,110.80132376543136,0.03926728880879382,1.0
