Position,kl_CO2,kv_CO2,kv_H2O,ul,uv,h_L,h_V,a_e,UT,P,Clp,Cvp,eps,a_p,A,Lp,d_h
0.31,3.698290151316961e-05,3.001604735808161e-05,3.902721747664799e-05,0.0066329899237704965,1.8947520025179987,0.05406842013796071,0.9159315798620392,229.63369432869683,108.1618782600484,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.32,3.714633786091372e-05,3.0070189841127053e-05,3.908998138919831e-05,0.006636271546131105,1.9001418485053687,0.05395446672827853,0.9160455332717214,229.67616375922626,108.31031231517512,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.33,3.7306023516465175e-05,3.012294941539989e-05,3.915123268411515e-05,0.006639466955368703,1.9054022487010471,0.0538431136559562,0.9161568863440438,229.71746680859937,108.45473074545599,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.34,3.7462034707204234e-05,3.0174361267810104e-05,3.921100766628034e-05,0.0066425784505812855,1.9105362378633688,0.05373430975742425,0.9162656902425758,229.75763168347842,108.59524725604108,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.35000000000000003,3.7614433123745836e-05,3.0224455302497812e-05,3.9269336609791764e-05,0.006645607991074823,1.9155463438505098,0.05362801276012232,0.9163719872398777,229.79668311121748,108.73195979560606,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.36,3.7763277674398114e-05,3.027325997620608e-05,3.932624811880097e-05,0.006648557460150791,1.920434965030074,0.05352418396547583,0.9164758160345241,229.83464515418194,108.86496213882036,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.37,3.790861354302309e-05,3.0320798913790176e-05,3.938176526038184e-05,0.00665142842658819,1.925204008080305,0.0534227924431143,0.9165772075568857,229.87153864762178,108.99433316516074,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.38,3.805048298101133e-05,3.0367094330642174e-05,3.943590948271698e-05,0.006654222377072854,1.9298552663789585,0.05332381018798576,0.9166761898120143,229.9073837247642,109.12014778567693,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.39,3.8188922702227064e-05,3.0412166313117937e-05,3.9488699782847715e-05,0.0066569406652295,1.9343903125001711,0.053227212893054175,0.9167727871069458,229.9421992329513,109.2424741641115,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.4,3.8323963293160014e-05,3.0456032638347406e-05,3.954015252381038e-05,0.006659584491616541,1.9388105023108744,0.05313297967762557,0.9168670203223744,229.9760025773731,109.36137336181437,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
