Position,Nl_H2O,Nv_H2O,kv_H2O,a_eA,DF_H2O,fv_H2O,fl_H2O,P_sat_H2O
0.0,-5.716416050929579,5.716416050929579,3.486536421488318e-05,72.97770192656112,-2246.670797712497,8955.631130398731,11202.301928111228,12780.401658754108
0.01,-4.7996178666442795,4.7996178666442795,3.527919902456416e-05,73.05900464894336,-1862.1479952852678,10501.731121232384,12363.879116517652,14091.265171500623
0.02,-4.141477798487705,4.141477798487705,3.561537485733816e-05,73.12690356811001,-1590.1592997373027,11783.43623219509,13373.595531932393,15229.213689345774
0.03,-3.651024286505055,3.651024286505055,3.589865917262432e-05,73.18533531196714,-1389.672383689067,12880.392321064714,14270.06470475378,16238.322245938847
0.04,-3.2742315322033484,3.2742315322033484,3.614354858561365e-05,73.2366993765998,-1236.9434174751168,13841.079214261443,15078.02263173656,17146.80735177131
0.05,-2.975806164992532,2.975806164992532,3.635863037250469e-05,73.28244553734233,-1116.8559705956177,14695.091316248358,15811.947286843975,17971.200866316212
0.06,-2.737032070900441,2.737032070900441,3.65513304802515e-05,73.3238749499185,-1021.2481624926822,15467.115733756034,16488.363896248717,18730.293641754284
0.07,-2.5412415158320347,2.5412415158320347,3.67257933008133e-05,73.3617302428603,-943.2030369797594,16172.250001142971,17115.45303812273,19433.408642256843
0.08,-2.378919296673493,2.378919296673493,3.6885635885008653e-05,73.39667142973393,-878.7110127445412,16823.119823810528,17701.83083655507,20090.337103069705
0.09,-2.242688883598491,2.242688883598491,3.7033462377182274e-05,73.42918346149419,-824.7190265519821,17429.119145439097,18253.83817199108,20708.283107975494
0.1,-2.126587966393614,2.126587966393614,3.717112428784675e-05,73.4596143702063,-778.8055016019462,17997.081836238904,18775.88733784085,21292.262619650624
0.11,-2.0270495633685015,2.0270495633685015,3.730028705443197e-05,73.48828216464513,-739.4930523894836,18533.00932944929,19272.502381838774,21847.40783737381
0.12,-1.9405245960193687,1.9405245960193687,3.742207628587829e-05,73.51540305959352,-705.363413263538,19041.136358268534,19746.49977153207,22376.919286047236
0.13,-1.864740260580726,1.864740260580726,3.7537502157558065e-05,73.5411730196716,-675.4954445725707,19525.174461411792,20200.669905984363,22883.96267433158
0.14,-1.797826638108449,1.797826638108449,3.764736500632024e-05,73.56574841129007,-649.1388006048946,19988.094912921355,20637.23371352625,23371.058094437394
0.15,-1.7381276441909193,1.7381276441909193,3.7752285914563245e-05,73.58925095989201,-625.6393138198182,20432.23011841591,21057.86943223573,23840.111472027133
0.16,-1.6846037118563824,1.6846037118563824,3.7852837754137434e-05,73.61179395576706,-604.5773994448755,20859.688842897805,21464.26624234268,24293.03826511771
