Position,Nl_H2O,Nv_H2O,kv_H2O,a_eA,DF_H2O,fv_H2O,fl_H2O,P_sat_H2O
0.17,-1.6361412376509894,1.6361412376509894,3.7949445288174726e-05,73.6334614501286,-585.5178533118851,21272.071418574895,21857.58927188678,24731.162390368325
0.18,-1.5919875190886539,1.5919875190886539,3.804249699243594e-05,73.65433085469108,-568.1622245053077,21670.815968189916,22238.978192695224,25155.777327680986
0.19,-1.551495156885054,1.551495156885054,3.8132315957530674e-05,73.67446679885029,-552.2557418383512,22057.12115981217,22609.37690165052,25567.955072659588
0.2,-1.5140507440378166,1.5140507440378166,3.8219164393439875e-05,73.69392186470284,-537.5607780037935,22431.96565696319,22969.526434966985,25968.53849745301
0.21,-1.4792603882456314,1.4792603882456314,3.830328747229156e-05,73.7127455896946,-523.9212217380846,22796.24776204477,23320.168983782856,26358.37072877761
0.22,-1.4466752342638975,1.4466752342638975,3.8384875505294554e-05,73.73097649900598,-511.16478234567694,23150.673915095467,23661.838697441144,26738.060501923315
0.23,-1.415981411904737,1.415981411904737,3.846410428156589e-05,73.74865045652376,-499.16928152218316,23495.886217062132,23995.055498584316,27108.199833435636
0.24,-1.3869006329275821,1.3869006329275821,3.8541123409259844e-05,73.76579817460683,-487.8271091013412,23832.429056496665,24320.256165598006,27469.286859589243
0.25,-1.3591571070504447,1.3591571070504447,3.8616056778081136e-05,73.78244527145166,-477.0332945283262,24160.753242614835,24637.78653714316,27821.71718883486
0.26,-1.3325711881172702,1.3325711881172702,3.868902091177848e-05,73.79861609243669,-466.71790454502843,24481.274650616666,24947.992555161694,28165.88607867699
0.27,-1.306930877409597,1.306930877409597,3.876010792028863e-05,73.81433009823895,-456.80090791197654,24794.322730812197,25251.123638724173,28502.08022258721
0.28,-1.282085186536626,1.282085186536626,3.8829403150662475e-05,73.82960556420453,-447.22453281518756,25100.19729632129,25547.421829136478,28830.577680938466
0.29,-1.2578988858617854,1.2578988858617854,3.889697980417528e-05,73.84445842384676,-437.93730488800065,25399.152357220388,25837.08966210839,29151.61196864043
0.3,-1.2342349575283111,1.2342349575283111,3.8962898790382984e-05,73.85890222846612,-428.8878409697245,25691.397183252342,26120.285024222067,29465.36631945656
0.31,-1.2110055058046623,1.2110055058046623,3.902721747664799e-05,73.87294997705914,-420.04235726660045,25977.124294903886,26397.166652170486,29772.024670283154
0.32,-1.188104541847464,1.188104541847464,3.908998138919831e-05,73.88661235411676,-411.36130541201055,26256.484379585625,26667.845684997636,30071.717461768494
0.33,-1.165458415925212,1.165458415925212,3.915123268411515e-05,73.89989950742046,-402.8167248336031,26529.613600322704,26932.430325156307,30364.571633264044
0.34,-1.1430024649348827,1.1430024649348827,3.921100766628034e-05,73.91282051102775,-394.38409176652567,26796.626293069,27191.010384835525,30650.69335886942
0.35000000000000003,-1.1206705833144959,1.1206705833144959,3.9269336609791764e-05,73.92538331970586,-386.0386804380032,27057.61539977062,27443.654080208624,30930.164458956493
0.36,-1.0984257535629298,1.0984257535629298,3.932624811880097e-05,73.9375956742958,-377.7660002107914,27312.66596428471,27690.431964495503,31203.069199820322
0.37,-1.0762200117440768,1.0762200117440768,3.938176526038184e-05,73.94946427747848,-369.54799637429096,27561.844549341855,27931.392545716146,31469.467000635777
0.38,-1.0540255037615158,1.0540255037615158,3.943590948271698e-05,73.96099560609473,-361.37367278617967,27805.210909947287,28166.584582733467,31729.417399771148
0.39,-1.0318202416105353,1.0318202416105353,3.9488699782847715e-05,73.97219572331728,-353.2341624408,28042.816431110812,28396.050593551612,31982.972777658426
0.4,-1.0095808333610763,1.0095808333610763,3.954015252381038e-05,73.98307022837992,-345.12022157950196,28274.704269564474,28619.824491143976,32230.17570122561
0.41000000000000003,-0.9873039673888551,0.9873039673888551,3.9590283478867935e-05,73.99362467224866,-337.0295406215555,28500.91462650144,28837.944167122994,32471.073038550043
0.42,-0.9649775891154272,0.9649775891154272,3.9639106484926804e-05,74.00386426096178,-328.9568793233957,28721.48329517862,29050.440174502015,32705.703219904954
0.43,-0.9426040714378652,0.9426040714378652,3.968663475941754e-05,74.01379411964311,-320.9019596729122,28936.443557025337,29257.34551669825,32934.10726455039
0.44,-0.9201893617559052,0.9201893617559052,3.9732881089515745e-05,74.02341931703086,-312.8657395918017,29145.828589375124,29458.694328966925,33156.32724478356
0.45,-0.8977368761444142,0.8977368761444142,3.977785758769493e-05,74.03274479977185,-304.84833337040254,29349.67121559327,29654.51954896367,33372.40366911308
0.46,-0.8752657323915521,0.8752657323915521,3.982157642925661e-05,74.04177553776208,-296.85519424854647,29548.004130275214,29844.85932452376,33582.38272204171
0.47000000000000003,-0.852785603781123,0.852785603781123,3.9864049930453946e-05,74.05051651890186,-288.88856388858767,29740.86407415708,30029.75263804567,33786.31122862924
0.48,-0.8303174545650751,0.8303174545650751,3.990529035032166e-05,74.05897270426401,-280.95451065128145,29928.287584020272,30209.242094671554,33984.23991166295
0.49,-0.8078836282363712,0.8078836282363712,3.9945310649798174e-05,74.06714916855566,-273.059553172905,30110.315771988204,30383.37532516111,34176.22486496798
0.5,-0.7855021190322863,0.7855021190322863,3.998412415381921e-05,74.07505101637213,-265.20872912243794,30286.993607759723,30552.20233688216,34362.324585421666
0.51,-0.7632039555369623,0.7632039555369623,4.002174459321532e-05,74.08268339159554,-257.4114681879655,30458.367305483367,30715.778773671333,34542.60372099029
0.52,-0.7410090364333491,0.7410090364333491,4.00581868364368e-05,74.09005160150474,-249.67342507416834,30624.491169120633,30874.1645941948,34717.131416501514
0.53,-0.7189462985548704,0.7189462985548704,4.0093465952739375e-05,74.09716093213049,-242.00329700779912,30785.420255114397,31027.423552122196,34885.980911035236
0.54,-0.6970440720410696,0.6970440720410696,4.01275981622117e-05,74.1040168267954,-234.40956160726273,30941.215947159337,31175.6255087666,35049.23201506064
0.55,-0.6753247007551483,0.6753247007551483,4.0160600422346785e-05,74.11062479146385,-226.898676725752,31091.94484472253,31318.84352144828,35206.96785775339
0.56,-0.6538213465928945,0.6538213465928945,4.0192490194156775e-05,74.11699035712562,-219.48073480083622,31237.675097486153,31457.15583228699,35359.27722435037
0.5700000000000001,-0.6325548882317431,0.6325548882317431,4.022328627115445e-05,74.12311922126715,-212.16169650439042,31378.483458890332,31590.645155394723,35506.25358439705
0.58,-0.6115533078676664,0.6115533078676664,4.025300769131893e-05,74.12901704449034,-204.94991472539914,31514.447480711722,31719.39739543712,35647.99384255068
0.59,-0.5908425590699867,0.5908425590699867,4.0281674589326276e-05,74.13468960990208,-197.8530639707824,31645.650567521476,31843.503631492258,35784.60045636894
0.6,-0.5704418175900832,0.5704418175900832,4.030930775911278e-05,74.14014272929602,-190.87655901596008,31772.180667735825,31963.057226751785,35916.17821534025
0.61,-0.5503789494852516,0.5503789494852516,4.033592842322504e-05,74.14538221294872,-184.02873846791408,31894.126894459416,32078.15563292733,36042.83636199122
0.62,-0.5306696806439124,0.5306696806439124,4.036155881530688e-05,74.15041396271702,-177.31389277362905,32011.5851013653,32188.89899413893,36164.68688783963
0.63,-0.5113351376020847,0.5113351376020847,4.0386221328117715e-05,74.15524382345528,-170.7381412383911,32124.651477902997,32295.389619141388,36281.844099885566
0.64,-0.4923937743359389,0.4923937743359389,4.040993910040108e-05,74.15987769116285,-164.30672996659268,32233.426265000773,32397.732994967366,36394.425677352825
0.65,-0.4738574900039855,0.4738574900039855,4.043273561120091e-05,74.16432143037724,-158.0227430352934,32338.012472492068,32496.03521552736,36502.549811547535
0.66,-0.45574488228876975,0.45574488228876975,4.0454634603511744e-05,74.16858087715809,-151.89152701679268,32438.51357128095,32590.405098297742,36606.33765108548
0.67,-0.43806382689120665,0.43806382689120665,4.047566027748518e-05,74.17266185867597,-145.9148811494524,32535.03681371993,32680.95169486938,36705.91042306864
0.68,-0.4208261747078161,0.4208261747078161,4.0495836855165397e-05,74.17657012905119,-140.09596215169222,32627.689159839243,32767.785121990935,36801.390472562365
0.6900000000000001,-0.40404117634793846,0.40404117634793846,4.0515188853558443e-05,74.18031141769573,-134.43709117088292,32716.57938267759,32851.016473848475,36892.9011179849
0.7000000000000001,-0.38771251148099406,0.38771251148099406,4.05337407489064e-05,74.18389136368117,-128.93876901936892,32801.81697997039,32930.75574898976,36980.56434844569
0.71,-0.37184883796945184,0.37184883796945184,4.0551517099360596e-05,74.18731555661745,-123.60318607834779,32883.51118698021,33007.11437305856,37064.50369208246
0.72,-0.3564502809923188,0.3564502809923188,4.0568542357947075e-05,74.19058948647212,-118.42972912802361,32961.772030341774,33080.2017594698,37144.84032433276
0.73,-0.3415198193608404,0.3415198193608404,4.058484086680012e-05,74.19371856121015,-113.41876822220365,33036.70868448426,33150.12745270647,37221.69552399573
0.74,-0.3270583644721555,0.3270583644721555,4.0600436853044154e-05,74.19670810299671,-108.57001974411105,33108.430112655275,33217.000132399386,37295.18954159157
0.75,-0.31306258280645777,0.31306258280645777,4.0615354177128553e-05,74.19956330052423,-103.88182480056275,33177.04425113276,33280.92607593332,37365.43989314817
0.76,-0.2995327468507685,0.2995327468507685,4.062961662883239e-05,74.20228928026783,-99.35375382625352,33242.6582070776,33342.01196090385,37432.56451251853
0.77,-0.28646295176203407,0.28646295176203407,4.0643247452366876e-05,74.20489100511317,-94.98336026743345,33305.377497750334,33400.36085801777,37496.67726555503
0.78,-0.27384930973100713,0.27384930973100713,4.0656269683079415e-05,74.20737335404208,-90.76889793443843,33365.30640905621,33456.07530699065,37557.89140509449
0.79,-0.2616865460540105,0.2616865460540105,4.0668705941900176e-05,74.20974108096522,-86.70819091106387,33422.54753212773,33509.2557230388,37616.31779328285
0.8,-0.24996631009793593,0.24996631009793593,4.068057825434039e-05,74.2119987810495,-82.798073700018,33477.20120047131,33559.99927417133,37672.06365539781
0.81,-0.23868304626363204,0.23868304626363204,4.0691908487252875e-05,74.21415098555997,-79.03633428719331,33529.36660724356,33608.40294153075,37725.23599813729
0.8200000000000001,-0.2278257700183528,0.2278257700183528,4.070271759226403e-05,74.21620200854714,-75.41899040601129,33579.13958364956,33654.55857405557,37775.936104092594
0.8300000000000001,-0.2173851964089425,0.2173851964089425,4.071302627816848e-05,74.21815608816041,-71.94264820442186,33626.61459895843,33698.557247162855,37824.26438823486
0.84,-0.2073483581923638,0.2073483581923638,4.072285445905752e-05,74.22001727663765,-68.60272038594121,33671.88306443802,33740.48578482396,37870.31653001347
0.85,-0.19768000647889636,0.19768000647889636,4.0732219916800484e-05,74.22178916529354,-65.38727635848045,33715.03012427592,33780.417400634404,37914.173027182216
0.86,-0.18837913223877586,0.18837913223877586,4.0741142499694975e-05,74.22347575609368,-62.295733035694866,33756.14501747119,33818.44075050689,37955.9316247281
0.87,-0.17924885712290972,0.17924885712290972,4.0749627511716924e-05,74.22507802002207,-59.26278942238423,33795.281062795584,33854.54385221797,37995.57772978929
0.88,-0.1701369536120026,0.1701369536120026,4.075768314242722e-05,74.22659751154056,-56.237966703411075,33832.497690833596,33888.73565753701,38033.12013804283
0.89,-0.16047697214946338,0.16047697214946338,4.076528795527832e-05,74.2280296240915,-53.033986624432146,33867.783349768484,33920.817336392916,38068.335680305114
0.9,-0.14678523287673503,0.14678523287673503,4.0772215972284e-05,74.22932725823868,-48.500087889777205,33900.64492537886,33949.14501326864,38099.3877941751
0.91,-0.13027894206494725,0.13027894206494725,4.0778570757694425e-05,74.23051174375237,-43.0387617998058,33931.36350751358,33974.40226931339,38127.038699877114
0.92,-0.08455147612277465,0.08455147612277465,4.078252485129986e-05,74.23120332786021,-27.92933426300442,33955.686368430856,33983.61570269386,38136.802625755074
0.93,0.011403039279656543,-0.011403039279656543,4.078262388414738e-05,74.23110011840696,3.7666872265253915,33970.24036933773,33966.4736821112,38117.16648690872
0.9400000000000001,0.2381022169694524,-0.2381022169694524,4.0773229876096434e-05,74.22903100699847,78.6709749227739,33961.834139367755,33883.16316444498,38023.679215101656
0.9500000000000001,1.0697001089079947,-1.0697001089079947,4.072057799219686e-05,74.21798470564575,353.9475811689772,33851.11733802993,33497.16975686095,37592.26441483338
0.96,3.3019363848906975,-3.3019363848906975,4.056275229065909e-05,74.18514599017773,1097.2973512125172,33490.749322030984,32393.451970818467,36359.396092000585
0.97,8.86747354996815,-8.86747354996815,4.011459073190782e-05,74.09241190959938,2983.484621275773,32427.768081021553,29444.28345974578,33064.79099854885
0.98,18.954349651212638,-18.954349651212638,3.901677264782275e-05,73.86709496852141,6576.677187912221,29701.576666522924,23124.899478610703,25999.592495326826
0.99,26.672410689145163,-26.672410689145163,3.7097375956158783e-05,73.48243436656388,9784.430276872858,24538.190338894958,14753.7600620221,16625.037344015873
1.0,24.361873960527387,-24.361873960527387,3.493152427351086e-05,73.06817248396845,9544.75773797703,18063.70939006817,8518.951652091138,9626.497016736885
