Position,Tl,Hl_CO2,Hl_MEA,Hl_H2O,Hl_T,Fl_T,Hlf,Hl_CO2_trn,Hl_H2O_trn,Hl_trn,ql,Hl_flux,dHlf_dz,dTl_dz,dHl_dT
0.0,323.7819473353328,-83999.99999,-53676.0198219383,-48059.83711020014,-50298.263626502056,88.98755522909188,-4475919.512390775,-55143.42205979077,274730.0242618091,-3112.7388251008833,-49958.2281973694,-53070.96702247028,53070.96702247028,222.97325874719925,82.44925816130338
0.01,325.77571289764035,-83999.99999,-53332.903017225224,-47909.70685356666,-50111.6491949748,89.26431012201368,-4473181.794465788,-50774.01111779798,229948.28500006843,-3140.50547627271,-35587.75231899855,-38728.25779527126,38728.25779527126,177.48923272838746,82.5208440833313
0.02,327.38165134737875,-83999.99999,-53055.804778047204,-47788.76582526801,-49959.23153054014,89.49620206053574,-4471161.479846309,-47537.864461476674,197916.11268247545,-3012.2183422272437,-26569.1172604536,-29581.335602680843,29581.335602680843,146.09402788486187,82.58271600736195
0.03,328.7221198425155,-83999.99999,-52824.015834397156,-47687.80577990484,-49830.3177823961,89.69611577087069,-4469585.952709077,-45050.56559333076,174109.3370725687,-2842.0598200196155,-20615.578707613113,-23457.638527632727,23457.638527632727,123.4570635912435,82.63770448037856
0.04,329.86939058564485,-83999.99999,-52625.274267259745,-47601.38779263642,-49718.570717859606,89.87206099906632,-4468310.420341871,-43087.506527825535,155857.9648872897,-2669.679482613416,-16579.70176272035,-19249.381245333767,19249.381245333767,106.5922798905404,82.68752608139752
0.05,330.86642291515216,-83999.99999,-52452.288482567295,-47526.2791564362,-49620.206435346365,90.02889266981205,-4467252.239421715,-41518.42520231778,141428.9945128789,-2506.6420131714804,-13820.982256302841,-16327.624269474321,16327.624269474321,93.63499586780173,82.73323350499884
0.06,331.75056807102624,-83999.99999,-52298.67826176851,-47459.66846467648,-49531.930448457926,90.17091222704285,-4466339.35290389,-40232.905767249176,129898.63466212183,-2362.324132885958,-11803.83880271925,-14166.162935605209,14166.162935605209,83.46649290333613,82.77580032058596
0.07,332.54268039655386,-83999.99999,-52160.889435497214,-47399.98630561251,-49451.89362127395,90.30069961766343,-4465540.591419305,-39170.52913604212,120454.81304969243,-2233.973575901793,-10325.807087394194,-12559.780663295987,12559.780663295987,75.29288964320844,82.8157577494722
0.08,333.2610023798671,-83999.99999,-52035.79882334656,-47345.859527316985,-49378.475939591735,90.42049410309569,-4464826.192515707,-38279.72198453439,112631.97884712693,-2121.4906780945876,-9192.236763936051,-11313.727442030638,11313.727442030638,68.60905086860728,82.8535979302393
0.09,333.91867460785573,-83999.99999,-51921.15492810113,-47296.29899697472,-49310.50760737271,90.53198099170628,-4464177.937402054,-37523.87855092871,106070.88399586568,-2023.06528006371,-8300.207135510049,-10323.27241557376,10323.27241557376,63.061189845253864,82.88967502119974
