Position,Fl_CO2,Fl_MEA,Fl_H2O,Fl_T,Fl_CO2_true,Fl_MEA_true,Fl_H2O_true,Fl_MEAH_true,Fl_MEACOO_true,Fl_HCO3_true,Fl_CO3_true,Fl_H3O_true,Fl_OH_true
0.0,4.021889006581389,9.729875260332735,75.23579096217776,88.98755522909188,0.0009237261217359706,2.1710531296449886,74.47507674804864,4.298498138135834,3.260323992551911,0.4831813042698713,0.27745998363787777,2.609160018775876e-08,7.290012989729494e-05
0.01,3.9841139905993344,9.729875260332735,75.55032087108161,89.26431012201368,0.001003844070309559,2.237735869715553,74.82695376004874,4.232321489725859,3.2598179008913237,0.4741557118955925,0.2491365337421114,2.797030450886753e-08,7.48374250247408e-05
0.02,3.949072948815107,9.729875260332735,75.81725385138789,89.49620206053574,0.0010633534561536218,2.2985039481998846,75.12449085388953,4.176047982712001,3.255323329420849,0.46472455127362483,0.22796171466449308,2.9436049064709534e-08,7.670212459112905e-05
0.03,3.9160487139101257,9.729875260332735,76.05019179662783,89.69611577087069,0.0011073799098527677,2.3551348794574927,75.38358280641081,4.126329491956986,3.248410888918255,0.4552207710658397,0.2113096740161867,3.059730888923256e-08,7.851453782876384e-05
0.04,3.8845932772425074,9.729875260332735,76.25759246149109,89.87206099906632,0.0011394029741185862,2.408691573408627,75.61396927721783,4.081272677470329,3.239911009453778,0.44580431802268744,0.19773854679193098,3.152437669039616e-08,8.028793437779265e-05
0.05,3.8544051641967783,9.729875260332735,76.44461224528254,90.02889266981205,0.0011616095471420726,2.4598485502174685,75.82157872232494,4.039734613798448,3.230292096316819,0.4365423993944701,0.18640905894286716,3.2259957720880514e-08,8.203246138160437e-05
0.06,3.8252195825492468,9.729875260332735,76.61581738416086,90.17091222704285,0.001176282184538255,2.509184325712255,76.01154703693878,4.000834192295914,3.2198567423245663,0.42747938966596677,0.17670716837718622,3.2847958688102935e-08,8.375639896666243e-05
0.07,3.7968748791980382,9.729875260332735,76.77394947813265,90.30069961766343,0.0011847101154734486,2.5570384146214153,76.1869651400284,3.964045515940783,3.208791329770536,0.4186289246215698,0.1682699146904556,3.331222918282092e-08,8.546547999511665e-05
0.08,3.7692237277807195,9.729875260332735,76.92139511498223,90.42049410309569,0.0011881251461374044,2.60371347887048,76.35049397515571,3.9289401201453336,3.1972216613169193,0.40999655496438286,0.1608173863532822,3.367568859871325e-08,8.71648331556839e-05
0.09,3.7421573457044692,9.729875260332735,77.05994838566907,90.53198099170628,0.001187458274801956,2.649428757635098,76.50412461624056,3.895211492424686,3.185235010272952,0.40158209652274673,0.15415278063397186,3.3955389316708203e-08,8.885831643311477e-05
0.1,3.7155928515394203,9.729875260332735,77.19091025973793,90.63637837161009,0.0011833891812918246,2.694346422582729,76.64930329754925,3.8626357544123278,3.1728930833376783,0.39338060187686674,0.14813577714643036,3.416355024379012e-08,9.054906847253895e-05
0.11,3.689455299205664,9.729875260332735,77.31546253351087,90.73479309304926,0.001176554420906766,2.7386122071845427,76.7873318242938,3.831022743490014,3.1602403096581786,0.3853866419643911,0.14265179316528948,3.4311809234165115e-08,9.223984867368686e-05
0.12,3.6636924082016424,9.729875260332735,77.43442426025975,90.82799192879412,0.0011673976950937529,2.782325019480897,76.91911699691212,3.800238526913705,3.147311713938132,0.37759367846607556,0.1376196181161192,3.4408032484757925e-08,9.393268529040729e-05
0.13,3.638256089619331,9.729875260332735,77.54853115652541,90.91666250647748,0.0011563232150736645,2.825575057947112,77.04546898404898,3.770166944862286,3.134133257523338,0.36999492543336504,0.13297158346091972,3.445952132770207e-08,9.562944326481642e-05
0.14,3.6131088016302577,9.729875260332735,77.6583736560223,91.0013577179853,0.0011436607761226027,2.8684317699955604,77.16703759908442,3.740717040683582,3.120726449653591,0.36258408849126245,0.12865460272226859,3.447220268123482e-08,9.733156639353566e-05
0.15,3.588221008375018,9.729875260332735,77.76441171816946,91.0825079868772,0.001129672483186272,2.910948539243561,77.2843307349416,3.711817294052215,3.1071094270369595,0.3553549564876349,0.12462695237990645,3.445074205255646e-08,9.904021855069744e-05
0.16,3.563565881097502,9.729875260332735,77.86707106414669,91.16051220557692,0.001114600753997348,2.953173730929829,77.39781584745255,3.6834046752223695,3.093296854180536,0.3483017533329171,0.12085267284243179,3.4399560173453146e-08,0.000100756423612851
0.17,3.5391246889858543,9.729875260332735,77.9666679501946,91.23566789951319,0.0010986337976782025,2.9951400051325896,77.50784234465992,3.6554322906399457,3.0793029645602004,0.3414193017512451,0.11730378888884435,3.4322024609491e-08,0.00010248087283537596
0.18,3.5148804400676954,9.729875260332735,78.06349132226977,91.3082470226702,0.001081942673825075,3.0368767309982103,77.61472844854079,3.627858657557743,3.0651398717767826,0.3347026454310028,0.11395598019795859,3.422127009474574e-08,0.0001042141753104842
0.19,3.490820475111353,9.729875260332735,78.1577811433139,91.378476878758,0.0010646737925805083,3.0784051521860194,77.718738733836,3.6006507257635816,3.0508193823831333,0.3281474171378907,0.11078900180939101,3.4099993380990154e-08,0.00010595672376866116
0.2,3.4669357089513544,9.729875260332735,78.24973059729611,91.4465415665802,0.001046949763714917,3.1197396777792528,77.8200872037796,3.5737824742385884,3.0363531083148927,0.3217496106100464,0.10778604026518038,3.396045775727978e-08,0.0001077087437468969
0.21,3.4432183321355576,9.729875260332735,78.33952003468308,91.51261362715137,0.0010288838196899353,3.1608924188575784,77.91897289323623,3.5472310304927586,3.021751810982398,0.3155054917322506,0.1049321456039252,3.380481758998248e-08,0.00010947037507655968
0.22,3.419664508839197,9.729875260332735,78.42728700968942,91.57682677886136,0.0010105696388195099,3.2018680099793606,78.01554886338461,3.5209801825530835,3.00702706780029,0.30941183597819794,0.10221503543293385,3.363485167320406e-08,0.00011124154357868285
0.23,3.396271334865796,9.729875260332735,78.51315774457882,91.63930433977735,0.0009920924603856913,3.242669343894549,78.10995538792758,3.4950159753946712,2.9921899410435144,0.3034655570507813,0.09962374432197765,3.345223026911332e-08,0.00011302210865014306
0.24,3.3730382120590354,9.729875260332735,78.59723778047824,91.70015125287,0.0009735272838099266,3.283295041999681,78.20231019976755,3.4693282695016427,2.977251948831412,0.297663929758292,0.09714880619621788,3.3258451337123574e-08,0.0001148117779549838
0.25,3.349966538497093,9.729875260332735,78.67961206387739,91.75945386270722,0.0009549388429588016,3.323739958157064,78.29270887014697,3.4439102531261634,2.962225049049507,0.2920044742114759,0.09478207639544457,3.30548330258187e-08,0.00011661012912483189
0.26,3.327058439004765,9.729875260332735,78.76035972830783,91.81729342764532,0.0009363866597290616,3.363997600618574,78.38124028846161,3.4187565977705914,2.947121061943569,0.28648482880558185,0.09251616159842795,3.2842636169532944e-08,0.00011841666722104447
0.27,3.3043183347969105,9.729875260332735,78.83954002905435,91.873733624184,0.0009179217008020633,3.4040571778022035,78.46797206274816,3.3938653723838934,2.9319527101466383,0.28110294177255496,0.0903447611769192,3.2622962935519536e-08,0.00012023073382528152
