Position,y_CO2,y_H2O,y_N2,y_O2
0.0,0.085393847533086,0.08178658566574185,0.7501803595110889,0.08263920729008323
0.01,0.08242339285377408,0.09590622028522724,0.7401374929056626,0.08153289395533614
0.02,0.0798328802061527,0.10761128979173598,0.7319273573447905,0.08062847265732087
0.03,0.07751189486961753,0.11762915361702934,0.7249942264458761,0.07986472506747717
0.04,0.0753929233507008,0.12640254990193098,0.7190001084372656,0.07920441831010269
0.05,0.07343318139432248,0.1342017471803503,0.7137400919013147,0.07862497952401264
0.06,0.0715974410058388,0.14125219848179027,0.7090428274957079,0.07810753301666305
0.07,0.06986375959484675,0.1476917808323559,0.7048038847530049,0.07764057481979246
0.08,0.06821365391995857,0.15363579747772171,0.7009360509460808,0.07721449765623901
0.09,0.0666334230571151,0.1591700378578913,0.6973743907744651,0.07682214831052858
0.1,0.06511286239738046,0.16435691174647402,0.6940718792993064,0.07645834655683914
0.11,0.0636431012636147,0.16925122675296156,0.6909871378285085,0.07611853415491525
0.12,0.062217782149786655,0.17389165623989528,0.6880910571506393,0.07579950445967874
0.13,0.060831321679890284,0.17831209553800723,0.6853581346559844,0.07549844812611824
0.14,0.05947927534998962,0.18253967957005804,0.6827679314557014,0.07521311362425107
0.15,0.058158111164520895,0.18659570884398094,0.6803044421753627,0.07494173781613542
0.16,0.05686467962936948,0.1904994414876512,0.6779531566123419,0.07468272227063742
0.17,0.05559659735444027,0.19426549240707666,0.6757030569623382,0.07443485327614498
0.18,0.054351737043348156,0.1979069951432869,0.673544229110826,0.07419703870253896
0.19,0.05312836901119438,0.20143489643664084,0.6714683705943976,0.07396836395776718
0.2,0.0519251021087431,0.20485813385354512,0.6694686838134626,0.07374808022424924
0.21,0.05074069361057458,0.20818491106890202,0.6675388985411991,0.07353549677932425
0.22,0.049574217575489965,0.21142167958991295,0.6656740375037109,0.07333006533088615
0.23,0.04842485677043707,0.2145743033521656,0.6638695547737966,0.0731312851036006
0.24,0.04729197275564976,0.2176477539406088,0.6621215471765786,0.07293872612716287
0.25,0.046175084757793805,0.22064614833438206,0.6604267393204987,0.07275202758732544
0.26,0.045073781251044394,0.2235732844805175,0.6587820808129151,0.07257085345552308
0.27,0.04398780806240296,0.22643217105764563,0.6571850904729001,0.07239493040705142
0.28,0.04291696378289541,0.22922554608512594,0.6556334833934141,0.07222400673856459
0.29,0.04186113792108993,0.23195572928968392,0.6541252695576603,0.072057863231566
0.3,0.04082030038833333,0.23462463181052368,0.6526587545683946,0.07189631323274849
0.31,0.03979445532946782,0.23723401182560627,0.6512323509749773,0.07173918186994854
0.32,0.03878368622796443,0.23978524547566782,0.6498447439891208,0.07158632430724708
0.33,0.037788101940356034,0.24227957625865484,0.6484947154480796,0.07143760635290962
0.34,0.03680785399993662,0.24471804833852967,0.6471811883015138,0.07129290936001988
0.35000000000000003,0.03584312960268393,0.24710151050018833,0.6459032293670931,0.07115213053003473
0.36,0.03489413047242869,0.24943073939986038,0.6446599573476735,0.07101517278003747
0.37,0.03396108626736115,0.25170634291636396,0.6434506178135575,0.07088195300271746
0.38,0.033044235456482385,0.2539288667575095,0.6422745044004065,0.07075239338560169
0.39,0.03214382547646104,0.2560987801927928,0.6411309715195366,0.07062642281120966
0.4,0.031260107476716044,0.25821647734762077,0.6400194379255975,0.07050397725006581
0.41000000000000003,0.03039333423353334,0.2602823253561775,0.6389393452207346,0.0703849951895546
0.42,0.029543747542551835,0.26229665109752165,0.6378901811588313,0.07026942020109525
0.43,0.028711587064302265,0.2642597585116469,0.6368714560798783,0.07015719834417264
0.44,0.027897076490451044,0.26617195058790066,0.6358826955644836,0.07004827735716466
0.45,0.02710042000805578,0.26803352708304357,0.6349234456742798,0.06994260723462078
0.46,0.026321815100515147,0.2698447865778558,0.633993259568656,0.06984013875297312
0.47000000000000003,0.025561420820908707,0.27160606460417425,0.6330916917394788,0.0697408228354383
0.48,0.024819387528369628,0.27331769483123536,0.6322183061876547,0.06964461145274041
0.49,0.02409583376259645,0.27498005271222103,0.6313726579383399,0.06955145558684282
0.5,0.023390844722128483,0.27659354892931254,0.6305543003161772,0.06946130603238182
0.51,0.022704494723628767,0.2781586055295285,0.6297627862107724,0.0693741135360704
0.52,0.022036805573034706,0.2796757184394578,0.6289976492632785,0.06928982672422897
0.53,0.02138778788354176,0.28114539045766573,0.6282584270068727,0.06920839465191989
0.54,0.020757414512756363,0.2825681821658387,0.627544638934496,0.06912976438690897
0.55,0.020145621029550972,0.28394470177828796,0.6268557952216048,0.06905388197055622
0.56,0.019552331677117323,0.2852755716665402,0.6261914034930891,0.06898069316325338
0.5700000000000001,0.01897741749935324,0.28656149277525417,0.6255509485178014,0.06891014120759134
0.58,0.018420739234755443,0.2878031733398331,0.6249339177801116,0.06884216964529993
0.59,0.01788212279736069,0.2890013750458582,0.624339781986869,0.06877672016991213
0.6,0.01736136122219226,0.290156901075213,0.6237680040827122,0.06871373361988262
0.61,0.016858238522391458,0.2912705652462047,0.623218045557946,0.06865315067345794
0.62,0.016372495091619463,0.29234324293484293,0.6226893517446309,0.06859491022890671
0.63,0.01590386407191202,0.293375812583589,0.6221813717447141,0.0685389515997849
0.64,0.015452052592057872,0.29436918963471026,0.6216935447637602,0.06848521300947173
0.65,0.015016744400761653,0.29532431481727917,0.6212253082898134,0.0684336324921459
