Position,Tl,Tv
0.0,323.7819473353328,316.75000000000006
0.01,325.77571289764035,320.8318179232599
0.02,327.38165134737875,323.7287308839217
0.03,328.7221198425155,325.91188450143034
0.04,329.86939058564485,327.625670000749
0.05,330.86642291515216,329.00775055349476
0.06,331.75056807102624,330.1719672500862
0.07,332.54268039655386,331.16860421361775
0.08,333.2610023798671,332.0432881818299
0.09,333.91867460785573,332.8236771030918
0.1,334.52502444296977,333.52805634629743
0.11,335.08846006123076,334.172310359674
0.12,335.614648803042,334.7657543042068
0.13,336.1086838789324,335.3169141247923
0.14,336.57460050501686,335.83195876060796
0.15,337.0155287167294,336.3155723310683
0.16,337.43436138724576,336.7719887333781
0.17,337.833245394878,337.2041782464719
0.18,338.21414848723805,337.6148965653526
0.19,338.5787126431591,338.00633730288695
0.2,338.9282762462418,338.3802886364413
0.21,339.2640951150255,338.73840366291563
0.22,339.5871531826345,339.0819439565739
0.23,339.89836382254106,339.4120930406388
0.24,340.1985125671856,339.7298378159646
0.25,340.4882591425637,340.036012683517
0.26,340.7682284566138,340.33139891437224
0.27,341.03892703325437,340.61661989434657
0.28,341.30082927288976,340.8922650572783
0.29,341.5543516624714,341.15883933162024
0.3,341.7998517656347,341.4167795946898
0.31,342.03767086132166,341.66649849592864
0.32,342.26809370171935,341.9083357764437
0.33,342.4913893124125,342.1426149577283
0.34,342.7077990182325,342.3696194681452
0.35000000000000003,342.91753519898634,342.58960004281045
0.36,343.12080257409684,342.80279570083513
0.37,343.3177786419563,343.0094103065531
0.38,343.508633150971,343.20963989263623
0.39,343.6935232848731,343.4036612896141
0.4,343.8725923556447,343.5916358707732
0.41000000000000003,344.04598054913504,343.7737195178366
0.42,344.21381609695317,343.9500520005277
0.43,344.37622360340333,344.12076962796004
0.44,344.5333232065808,344.2860003231533
0.45,344.68522900314866,344.4458655727469
0.46,344.83205438870607,344.60048464695257
0.47000000000000003,344.9739087057586,344.7499706484638
0.48,345.11089971642105,344.8944354904089
0.49,345.24313477141476,345.03398824718096
0.5,345.37071890710666,345.1687360687329
0.51,345.49375756673237,345.298785499949
0.52,345.6123555850434,345.42424160896957
0.53,345.726617044742,345.54520927621996
0.54,345.83664707264086,345.66179292357697
0.55,345.94254975411394,345.774096800048
0.56,346.04442982755796,345.88222513309483
0.5700000000000001,346.1423921393357,345.98628213688255
0.58,346.2365409265358,346.0863720601811
0.59,346.3269813386411,346.1825991564948
0.6,346.41381741106096,346.27506762450975
0.61,346.4971535849315,346.363881625762
0.62,346.57709369185625,346.44914496274197
0.63,346.6537407845853,346.5309612811323
0.64,346.7271979388323,346.60943370399247
0.65,346.79756649413684,346.6846646358479
0.66,346.8649477583937,346.756756156307
0.67,346.9294412399806,346.8258088976353
0.68,346.99114543046437,346.8919230029186
0.6900000000000001,347.05015781007955,346.9551972517011
0.7000000000000001,347.1065734622039,347.0157288628071
0.71,347.1604870183297,347.07361439711144
0.72,347.2119902466678,347.12894784611785
0.73,347.26117372194125,347.1818224102071
0.74,347.30812618285995,347.23232918639684
0.75,347.3529335260407,347.2805570360581
0.76,347.3956808966951,347.3265939090215
0.77,347.43644990265364,347.37052439055043
0.78,347.4753208875575,347.4124320814286
0.79,347.5123718647285,347.4523980181569
0.8,347.54767779239836,347.4905006051199
0.81,347.5813127990639,347.5268172318253
0.8200000000000001,347.61334675425866,347.5614213765235
0.8300000000000001,347.64384839547773,347.59438549812967
0.84,347.6728829333287,347.6257789525739
0.85,347.70050552716776,347.65566574293246
0.86,347.72678175940945,347.6841130318711
0.87,347.75170618462806,347.7111592843042
0.88,347.7752878741109,347.73684770500427
0.89,347.79739015156304,347.76116598680204
0.9,347.81686505000863,347.7837259627956
0.91,347.8341955616754,347.80474270630316
0.92,347.84031267973637,347.8208983812415
0.93,347.8280092590273,347.8295953301628
0.9400000000000001,347.7693595499903,347.82048510619353
0.9500000000000001,347.4971243421696,347.73115160248796
0.96,346.7043624227557,347.44431179280406
0.97,344.46871922538656,346.5839152802779
0.98,338.9551836717522,344.20426714563746
0.99,329.21701091970795,339.07140513353096
1.0,318.15,331.2753100850092
