Position,Tv,Hv_CO2,Hv_H2O,Hv_N2,Hv_O2,Hv_T,Fv_T,Hvf,Hv_CO2_trn,Hv_H2O_trn,Hv_trn,qv,Hv_flux,dHvf_dz,dTv_dz,dHv_dT
0.0,316.75000000000006,704.1410379785654,625.3893654276451,541.994226372181,549.6539462573222,563.2941633443108,20.39623552162238,11489.080423525793,-462.2469815103713,3574.9858066112547,3112.7388251008833,49958.2281973694,53070.96702247028,53070.96702247028,483.7736361888909,30.378481560091917
0.01,320.8318179232599,862.008289818803,762.8833493165738,661.0628709595006,671.0483917488843,688.2048397947774,20.672990414544174,14227.252056320342,-521.0430772725467,3661.5485535452567,3140.50547627271,35587.75231899855,38728.25779527126,38728.25779527126,339.1723605858323,30.45285764983972
0.02,323.7287308839217,974.7274743724427,860.5244480260448,745.5966541604106,757.3619317771762,777.2049719773643,20.904882353066238,16247.378503404943,-551.6245543285079,3563.842896555752,3012.2183422272437,26569.1172604536,29581.335602680843,29581.335602680843,249.963617265421,30.50730523463604
0.03,325.91188450143034,1060.0375721769342,934.14202027699,809.3189250447404,822.4941752303332,844.4876752408989,21.104796063401192,17822.740164014947,-568.5153830565722,3410.575203076188,2842.0598200196155,20615.578707613113,23457.638527632727,23457.638527632727,191.85084542501878,30.549345042278517
0.04,327.625670000749,1127.2212607126962,991.9529691655656,859.3512354502849,873.6737960214696,897.4423470746244,21.280741291596833,19098.238412218536,-578.2042074912147,3247.8836901046307,2669.679482613416,16579.70176272035,19249.381245333767,19249.381245333767,152.84854856265156,30.58298652768122
0.05,329.00775055349476,1181.537230602321,1038.5880883425689,899.7062381496731,914.9795366053493,940.2410342668584,21.43757296234256,20156.485774284207,-583.9948230061448,3090.636836177625,2506.6420131714804,13820.982256302841,16327.624269474321,16327.624269474321,126.37001418925541,30.610506096785755
0.06,330.1719672500862,1227.384125559333,1077.88138412598,933.7044298659121,949.7960159047659,976.3533304003978,21.579592519573353,21069.307025168953,-587.8717840934069,2950.195916979365,2362.324132885958,11803.83880271925,14166.162935605209,14166.162935605209,107.13504428121745,30.633719199953685
0.07,331.16860421361775,1266.6986688232435,1111.5256816836768,962.812170463887,979.6167688020441,1007.3113057098585,21.709379910193924,21868.10382348881,-590.6816323062693,2824.6552082080625,2233.973575901793,10325.807087394194,12559.780663295987,12559.780663295987,93.09942352484525,30.653554886652202
0.08,332.0432881818299,1301.2529873755877,1141.058442292872,988.3606923636265,1005.8004719094998,1034.5106634900976,21.829174395626186,22582.513687460298,-592.9952689081231,2714.485947002711,2121.4906780945876,9192.236763936051,11313.727442030638,11313.727442030638,82.37777241375939,30.670799561469806
0.09,332.8236771030918,1332.121748763621,1167.4116676116462,1011.156973786413,1029.1708264501192,1058.798883816512,21.940661284236782,23230.747677946063,-595.0758894721058,2618.1411695358156,2023.06528006371,8300.207135510049,10323.27241557376,10323.27241557376,73.96912842627401,30.68597779975205
0.1,333.52805634629743,1360.0157397912208,1191.2015453546633,1031.7345379037513,1050.2724698216489,1080.7367511230063,22.045058664140594,23824.90507899939,-597.072563897017,2533.1948719007037,1936.1223080036866,7586.130815824421,9522.253123828108,9522.253123828108,67.25579416109107,30.69945133023828
