Position,Cl_CO2,Cl_MEA,Cl_H2O,Cl_CO2_true,Cl_MEA_true,Cl_H2O_true,Cl_MEAH_true,Cl_MEACOO_true,Cl_HCO3_true,Cl_CO3_true,Cl_H3O_true,Cl_OH_true
0.0,1950.4352689464663,4718.5518643473315,36485.974610335325,0.5556084949839343,1305.8584503654401,44795.729309930335,2585.487218584405,1961.039819094291,290.6268762490314,166.88834525713642,1.569373688902433e-05,0.04384842054726111
0.01,1925.703854996037,4702.892121476351,36516.91304287797,0.6000353736584814,1337.5789312773436,44726.88586514351,2529.817809002296,1948.515820406999,283.42071062076366,148.91828077425177,1.6718903476856064e-05,0.04473314493406468
0.02,1903.526577664238,4689.980761423572,36545.32585804358,0.6322254051523764,1366.594128683652,44665.87416640196,2482.903133033529,1935.4788371964883,276.30574388313,135.53648279313833,1.7501441254856476e-05,0.04560386907574866
0.03,1883.190356849954,4679.003914973277,36571.809568987366,0.6553229004967415,1393.716651832999,44610.33444348968,2441.870388847871,1922.337606805725,269.3895684823215,125.04838425118218,1.810680962358484e-05,0.04646316427028871
0.04,1864.2548367959437,4669.4636274437735,36596.77485970011,0.6714432172265882,1419.427240487207,44558.85051383364,2405.0690749333094,1909.2597800162278,262.70976322333576,116.52611854062617,1.8577122744862582e-05,0.0473131896156448
0.05,1846.4383724975662,4661.060338745414,36620.50547553202,0.6819151045994938,1444.037616208831,44510.54996280023,2371.499148315487,1896.3213397878405,256.26929175779685,109.43018955040617,1.8937992114246037e-05,0.048156607029632946
0.06,1829.4963148413772,4653.529176168765,36643.21813114572,0.6880921345613064,1467.8025573981367,44464.62620913167,2340.375953652152,1883.5260177619996,250.0634708088222,103.3687445743916,1.9215135880469743e-05,0.04899514768283463
0.07,1813.2809190972403,4646.71544785909,36665.08433952858,0.6907427201793165,1490.8758244313212,44420.64844022969,2311.2283307392127,1870.8789793085723,244.08070663200635,98.1094168772055,1.9422624573255136e-05,0.049830466847719676
0.08,1797.6616287743104,4640.484267183351,36686.238445020164,0.6905897786629949,1513.391010131078,44378.21294038612,2283.670114021423,1858.363663628778,238.3077498746071,93.47402805834626,1.9573768311625147e-05,0.05066397511396427
0.09,1782.5418397385588,4634.735566875309,36706.78955368461,0.6881769891978264,1535.444187146319,44337.034198865156,2257.4224071937697,1845.9641789289226,232.73201590756184,89.33736764001455,1.967843256716493e-05,0.05149675568880708
0.1,1767.8496316897795,4629.397536987976,36726.8233428586,0.6839003025479952,1557.107638555498,44296.908019780225,2232.281486798433,1833.6677180691331,227.3411967028604,85.61013097824069,1.97436842563799e-05,0.05232981364271691
