Position,rho_mol_v,rho_mass_v,muv_CO2,muv_H2O,muv_N2,muv_O2,muv_mix,Dv_CO2,Dv_H2O,Cpv_CO2,Cpv_H2O,Cpv_N2,Cpv_O2,kt_vap
0.0,41.57797277796756,1.2011453906185379,1.585151450419707e-05,1.0475946160527284e-05,1.8539428576051584e-05,2.1512903181912543e-05,1.782508473311079e-05,1.7094020814494198e-05,2.6033002969609228e-05,38.536002353385804,33.672649343993996,29.164648512415376,29.70776953064372,0.025287384435559272
0.01,41.04899246798312,1.1779413703111443,1.6042707925445376e-05,1.0626526632673613e-05,1.8720305710440697e-05,2.173019658157363e-05,1.790240233376028e-05,1.754128485216896e-05,2.663418384366392e-05,38.813887991611765,33.69650710972607,29.17639282339493,29.77250437115693,0.02551907765940274
0.02,40.681662209782324,1.160810423550895,1.6177910915011695e-05,1.0733528764708875e-05,1.884798600985411e-05,2.188361563507776e-05,1.7943769360170618e-05,1.7869800536011237e-05,2.7067130348239232e-05,39.005571613240875,33.7140180943512,29.184919252473158,29.817361478526635,0.02567740370455833
0.03,40.40915199385258,1.1473667664736376,1.6279534450286403e-05,1.0814239642108e-05,1.8943833372324635e-05,2.1998802098844373e-05,1.7965513980894922e-05,1.812481306976712e-05,2.7397588095867203e-05,39.147103964899145,33.72752031156634,29.19144594416371,29.85059291584292,0.02579263753820766
0.04,40.19777472684335,1.1363730398789258,1.6359148896989997e-05,1.0877641491856553e-05,1.9018850541400643e-05,2.2088965784013976e-05,1.797551127894601e-05,1.83303939701267e-05,2.7660065143225185e-05,39.25649580092617,33.73829862460175,29.196628604033435,29.876343913985625,0.025880142814826423
0.05,40.02891377259482,1.1271329177668912,1.6423251304414973e-05,1.0928799549597917e-05,1.9079205857752802e-05,2.2161513793004256e-05,1.797801004355777e-05,1.8500310849566237e-05,2.7874155336187267e-05,39.34364149854098,33.74710302395348,29.200845258850297,29.896900214194392,0.025948483795883832
0.06,39.8877681443072,1.1190951579848836,1.6477178011970976e-05,1.0971912441035106e-05,1.9129949087520278e-05,2.2222512384897167e-05,1.797643830499206e-05,1.864623947524044e-05,2.805634212542466e-05,39.416319204980894,33.75459597262723,29.204422488058984,29.914072746332117,0.026004784822230377
0.07,39.76772770683943,1.111991770038689,1.6523290948325617e-05,1.1008833420019497e-05,1.9173317359554988e-05,2.2274648723073416e-05,1.7972026794033535e-05,1.877344990340622e-05,2.821387619178236e-05,39.478012183881894,33.76106510328606,29.207502896914676,29.928670749371527,0.026051971611258766
0.08,39.662969697521234,1.105592694923574,1.6563722247206144e-05,1.1041247075990264e-05,1.921132523247786e-05,2.2320343328202568e-05,1.796594636755919e-05,1.8886775378142767e-05,2.835342341322881e-05,39.53176320565387,33.7667837344404,29.2102199573457,29.941405383992343,0.02609277639441985
0.09,39.56996987729899,1.0997502263334702,1.6599764084733142e-05,1.1070174649010027e-05,1.9245193474373183e-05,2.2361062992723178e-05,1.795878314930487e-05,1.898921510268116e-05,2.8479030788419824e-05,39.579412848446076,33.771917952083506,29.212654711443435,29.95270697851029,0.02612876841760001
0.1,39.486401898817135,1.0943636169030202,1.6632270562774587e-05,1.1096291359601939e-05,1.927572888596775e-05,2.2397777128824988e-05,1.795088147105005e-05,1.908277672884424e-05,2.859337754061668e-05,39.62217537296557,33.776577830941974,29.214860827795775,29.962859525303596,0.02616095672399614
0.11,39.410275684560396,1.0893466350351102,1.66619816537817e-05,1.1120184304925002e-05,1.930362958875986e-05,2.2431324689082247e-05,1.79425308566422e-05,1.9169225700298748e-05,2.8698808201656816e-05,39.661085040591814,33.78086114316291,29.216885639076665,29.972105693257067,0.02619021878106665
0.12,39.340412536503386,1.0846445566453906,1.6689332084348822e-05,1.1142197568442378e-05,1.932930605248555e-05,2.24621988999378e-05,1.793385293591025e-05,1.924961772988851e-05,2.879669277116332e-05,39.696756021521125,33.78482442597215,29.218756638398126,29.980589291368076,0.02621703288112709
0.13,39.27574876977401,1.0802088568481614,1.6714718764110665e-05,1.1162646346835536e-05,1.9353132611626703e-05,2.2490849628149526e-05,1.792496833162113e-05,1.9324922092430355e-05,2.8888293553058948e-05,39.72974038214306,33.788520479565115,29.220499337656207,29.98843996908553,0.026241847600306678
0.14,39.21551399105857,1.076003011286226,1.6738428936108533e-05,1.1181758684795347e-05,1.937538019333725e-05,2.251760246487448e-05,1.791594422928766e-05,1.939585096724892e-05,2.8974523844432832e-05,39.76043803974324,33.79198745829992,29.22213217970334,29.995751626391385,0.026264973188783167
0.15,39.1591230407163,1.0719988568940697,1.676068072602791e-05,1.1199707733231277e-05,1.9396254538926797e-05,2.2542704662394098e-05,1.790682664720527e-05,1.946294774565631e-05,2.9056076955053245e-05,39.78915275475145,33.795254322553376,29.223669164857924,30.002595581906164,0.026286641892530042
0.16,39.10605192241139,1.0681712306785192,1.6781670970845068e-05,1.1216650087224746e-05,1.94159411702415e-05,2.2566379193821956e-05,1.7897656113068595e-05,1.952670702535202e-05,2.9133582379434246e-05,39.81615583413275,33.798347589746285,29.225123060375463,30.009035660322954,0.026307064110468233
0.17,39.05593028504836,1.0645017320197687,1.680153794874577e-05,1.1232695555502724e-05,1.943457049446596e-05,2.258878278060764e-05,1.78884531883072e-05,1.9587478620290598e-05,2.9207479700420764e-05,39.84163939890585,33.80128567628286,29.226502761330448,30.015116988158926,0.02632638097860542
0.18,39.00841761249693,1.06097368786274,1.682040974462382e-05,1.1247946068462936e-05,1.9452263218388813e-05,2.2610060498816086e-05,1.7879239685085157e-05,1.9645587306247234e-05,2.9278178395612268e-05,39.86577965690244,33.804085880779404,29.227816590492143,30.020881032827802,0.026344726163985543
0.19,38.963242472048,1.0575735651976883,1.6838388345407678e-05,1.1262482758361288e-05,1.9469115464728554e-05,2.2630327875734733e-05,1.7870029192712592e-05,1.9701293532395788e-05,2.9346003689099607e-05,39.888717108483455,33.80676194897988,29.229071164941264,30.026360849466965,0.026362202950107477
