0,1,2,3,4,5,6
1.0079729945893916,0.9175079593329628,0.8708565131911672,0.18534871819420173,0.8097420626984663,0.791875,1.0
0.9980586034231892,0.9214453064195542,0.8510277308587623,0.22122232498314526,0.8148224532483418,0.8022399169457128,1.0
0.9888500873871845,0.92478700451996,0.8326106987867532,0.2516689076757315,0.8189118271108963,0.8096065066316196,1.0
0.9801618755593555,0.9277048460697519,0.8152342751310953,0.2782536862405015,0.8223242469747778,0.8151615657302752,1.0
0.9718779283706198,0.9303050131341611,0.798666380753624,0.3019440972717858,0.8252447690689111,0.8195238558558157,1.0
0.9639199875211225,0.9326519046315994,0.7827504990546292,0.3233268864706683,0.8277830070505792,0.823042858952757,1.0
0.9562193363292614,0.9348025344954408,0.767349196670907,0.34292151411900085,0.8300342542093454,0.8260075306806393,1.0
0.9487340769399603,0.936791002787548,0.7523786778923048,0.3610386696693109,0.8320515944836163,0.8285458946739589,1.0
0.9414260337559479,0.9386469685500294,0.73776259152428,0.37794857994969705,0.8338814194880394,0.8307740151361315,1.0
0.9342671103145155,0.9403927036946509,0.7234447446414148,0.3938541668229151,0.835557126826713,0.8327622799998229,1.0
0.9272359879590896,0.9420443192878442,0.7093824999305632,0.40890222000534243,0.8371023771943434,0.8345572103384816,1.0
0.9203134353722822,0.9436164451274671,0.6955373947569484,0.42322603321079655,0.8385384958365322,0.8361992044453282,1.0
0.9134861959583315,0.9451191924604256,0.6818829159290472,0.43691773113330706,0.839879833745889,0.8377119224376556,1.0
0.906742123407958,0.946561630203311,0.6683947708283003,0.45005994167959423,0.8411392754314211,0.8391170120402655,1.0
0.9000718756242542,0.9479510202480234,0.6550542752608925,0.4627188287536414,0.8423270211951307,0.8404301148276837,1.0
0.8934682500203042,0.9492929946181433,0.6418470240529925,0.47494570634806854,0.8434509661367644,0.8416630906022917,1.0
0.8869247716375276,0.9505927587730393,0.6287600672874393,0.4867880019815652,0.844518404187771,0.8428266527177539,1.0
0.8804371523660002,0.9518541513235125,0.6157848287443847,0.4982806896636536,0.8455347350460346,0.8439282980955253,1.0
0.8740015780163422,0.9530806683901694,0.6029136800450684,0.509455622937639,0.8465049018300128,0.844974978135772,1.0
0.8676154166400668,0.9542751940046794,0.5901413572925178,0.5203390785365077,0.8474330227432568,0.8459722146906201,1.0
