Position,kl_CO2,kv_CO2,kv_H2O,ul,uv,h_L,h_V,a_e,UT,P,Clp,Cvp,eps,a_p,A,Lp,d_h
0.0,2.7770624309935956e-05,2.630432012069493e-05,3.481879797455913e-05,0.006411056016482373,1.5248842485563965,0.05889270633964884,0.9111072936603511,226.8545514397435,97.22116087651959,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.01,2.8755134547889985e-05,2.6678140453388033e-05,3.5241508866829184e-05,0.006432853950751378,1.5662939767653525,0.05818159302202842,0.9118184069779716,227.11356962468128,98.42081508445166,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.02,2.9571664672249245e-05,2.6982655699697704e-05,3.5584845225541416e-05,0.006450924961037499,1.5988062614712715,0.05760932774560255,0.9123906722543974,227.32991072661284,99.37457108429501,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.03,3.0270934900252513e-05,2.7239760181343686e-05,3.5874226452022175e-05,0.006466366243460802,1.625515783275128,0.05712968419514103,0.912870315804859,227.51616667162514,100.16484992011422,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.04,3.0883451938073007e-05,2.7462340736688938e-05,3.612450053380592e-05,0.006479849253704834,1.648147882186735,0.056716098855420054,0.9132839011445799,227.6799890397652,100.83853380594877,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.05,3.142737061444128e-05,2.7658036605458992e-05,3.634443510308741e-05,0.006491775538832884,1.6677055304290265,0.056352765751417684,0.9136472342485823,227.82598346549054,101.42304015582398,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.06,3.191926738544634e-05,2.783346159682556e-05,3.6541610250986714e-05,0.00650250592866028,1.6850634750669846,0.05602692009243667,0.9139730799075633,227.95828502560218,101.94215333592848,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.07,3.236825911745961e-05,2.799234081117183e-05,3.672024763612949e-05,0.006512249190818863,1.7006545847080923,0.055731198522573105,0.9142688014774268,228.07924730187213,102.4083516240517,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.08,3.278259092178621e-05,2.813791447563154e-05,3.6884028001660955e-05,0.006521189215216639,1.7148721800322846,0.05545947688457117,0.9145405231154288,228.19096078295465,102.83272683184533,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.09,3.316824712851134e-05,2.8272528329610363e-05,3.703559969162822e-05,0.006529462644431741,1.727979843663343,0.05520737704606666,0.9147926229539333,228.29496042866063,103.22298616806562,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.1,3.352946736744766e-05,2.8397851950988644e-05,3.7176841925026255e-05,0.0065371672172739965,1.7401594132353533,0.054971763606592484,0.9150282363934075,228.3923455498063,103.5845234472708,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.11,3.387017173356016e-05,2.8515386151647463e-05,3.730944455472456e-05,0.006544392439672043,1.7515746023832195,0.05474992474785717,0.9152500752521429,228.4841205139134,103.92218864271238,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.12,3.419296482153093e-05,2.862614880425068e-05,3.743454749659919e-05,0.006551199279453297,1.7623293518181231,0.05453998580290983,0.9154600141970901,228.57096673592483,104.23916465512609,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.13,3.4500230903814195e-05,2.8731050910381464e-05,3.7553172562128376e-05,0.006557642782390777,1.772518667106817,0.05434031193081355,0.9156596880691864,228.65350117361535,104.5383279471837,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
