Position,Cl_CO2,Cl_MEA,Cl_H2O,Cl_CO2_true,Cl_MEA_true,Cl_H2O_true,Cl_MEAH_true,Cl_MEACOO_true,Cl_HCO3_true,Cl_CO3_true,Cl_H3O_true,Cl_OH_true
0.0,1954.9222392584813,4717.673398428654,36479.11485972942,0.5727279181862065,1297.6074404791243,44804.6511038623,2592.00370783019,1964.3696170510634,294.10137621004293,166.74463250499483,1.5976534734155458e-05,0.043465535628328014
0.01,1929.134523804075,4701.687409095011,36511.518361189905,0.6177534166503168,1330.8483615972416,44733.41347524134,2534.3334039311235,1951.2395082516714,286.2708852393714,148.38931117175164,1.7014811385492787e-05,0.04440511138840909
0.02,1905.981268372778,4688.516547234884,36541.27958505089,0.6498380334880658,1361.3014892098868,44670.14375659992,2485.688367802764,1937.5595412140383,278.5813940927483,134.75106039803734,1.7800570074356833e-05,0.04532950047271354
0.03,1884.7236035004742,4677.320659865312,36569.039169339594,0.6723523519778226,1389.8081739803486,44612.430616225414,2443.0931279194524,1923.7553096742604,271.1358594860391,124.07786766567608,1.840243770833396e-05,0.04624183023836103
0.04,1864.9061392812519,4667.588278770871,36595.23005403261,0.6875597861208648,1416.8659782626617,44558.82611113565,2404.8433051127968,1910.0013136908008,263.9666981723751,115.4140837375046,1.886450153754655e-05,0.047144639113056656
0.05,1846.2378599440465,4659.01327670249,36620.149197873165,0.6968786850722706,1442.7977844825123,44508.43944258464,2369.9082247244814,1896.3768841094427,257.07185849965396,108.20573020749802,1.921348165732882e-05,0.048040913870291906
0.06,1828.4661584524408,4651.32500556233,36644.023030637036,0.7017436312783107,1467.8672387827744,44460.44601342798,2337.480710736213,1882.8860164393766,250.4423491548302,102.05171599308377,1.9476145186172646e-05,0.04893263198338901
0.07,1811.438740291513,4644.365953845167,36667.02913141215,0.7029713388032669,1492.2331541137662,44414.40688050877,2307.0766012004383,1869.5347548216066,244.0632649933836,96.71438971797954,1.9667142625534992e-05,0.049821616632162356
0.08,1795.0211260695346,4637.9989027492265,36689.306541481186,0.7013247565904992,1516.0334219749052,44369.91058479567,2278.2996894598473,1856.3065064453983,237.91846754384923,92.01201292300497,1.9800281772696172e-05,0.05070942487139992
0.09,1779.1140145250445,4632.122131916585,36710.96767348363,0.6973774848095653,1539.3668038466428,44326.66698966424,2250.8642220943016,1843.1855486111529,231.99311450305834,87.81699081439466,1.988580075040906e-05,0.05159723710131247
0.1,1763.6436824370962,4626.662806616588,36732.100505358976,0.6915470436492542,1562.3072408081164,44284.46960614763,2224.5618313882305,1830.159495489308,226.2730650327468,84.03840233401284,1.993102983308264e-05,0.052486129179720675
0.11,1748.5440992947906,4621.554820192068,36752.779570563755,0.684218286152898,1584.918927376286,44243.127401434125,2199.214663568119,1817.21095087067,220.7454119952828,80.60247184034502,1.9942856154889876e-05,0.05337696433228073
0.12,1733.7694277805476,4616.752923339382,36773.06209913548,0.6756604128752108,1607.2458733984881,44202.51804170096,2174.697440551687,1804.3306123473644,215.39906192615544,77.45675788853096,1.992596873486264e-05,0.05427042707406246
0.13,1719.2783653232539,4612.2165278676675,36792.99687303717,0.6661153153325874,1629.3272592906217,44162.52796886202,2150.901654036702,1791.5072131083307,210.22370293241832,74.55779537973838,1.988467055851733e-05,0.055167121146486996
0.14,1705.038528084913,4607.913168273783,36812.62313451949,0.655779570192494,1651.192530903475,44123.071072420105,2127.7421027622277,1778.7325722505686,205.21047291113805,71.87150496939323,1.9822455505526582e-05,0.05606748418949386
0.15,1691.0247310982668,4603.817677726639,36831.97201902054,0.6448089136603242,1672.864059428085,44084.08317689797,2105.152044821823,1766.001397180642,200.3515030502011,69.37109623286597,1.974208009761981e-05,0.05697186732796122
0.16,1677.2141974213976,4599.906736069448,36851.0704631101,0.6333456087577529,1694.361231628769,44045.50500680244,2083.0725899436175,1753.3079251940155,195.63963599185067,67.03358393340196,1.9646132362991225e-05,0.05788053707936133
0.17,1663.590777314258,4596.163026517456,36869.93848034749,0.6215002199678455,1715.6964644649518,44007.29829518947,2061.4599101764466,1740.6502553450894,191.06880531627837,64.8410377085956,1.9536603320889884e-05,0.058793634490599024
0.18,1650.1399853818143,4592.570718319723,36888.59319611041,0.6093720097630719,1736.8803609768602,43969.42827801621,2040.2753210008643,1728.0263971374386,186.63337945554892,62.77792628460941,1.9415332109395177e-05,0.05971125398982847
0.19,1636.8507093038875,4589.116593556649,36907.04771204658,0.5970454786887409,1757.9196090295732,43931.87011992831,2019.4878573059527,1715.4361406900737,182.32845890706128,60.831321803381975,1.928390550614419e-05,0.06063338595859717
0.2,1623.714750133561,4585.789952986146,36925.31164533557,0.5845909903448256,1778.8177839142156,43894.60763595339,1999.0731167262284,1702.8809341263404,178.14968549471172,58.9904781507973,1.9143661937542986e-05,0.06155994724370459
0.21,1610.7249397056341,4582.580758840154,36943.39285728153,0.5720726474837903,1799.5771429262634,43857.62685728983,1979.0095606377474,1690.362327533223,174.0930211271589,57.2458700860138,1.8995866143297567e-05,0.0624908012037766
0.22,1597.8770810190063,4579.481216821275,36961.29583723478,0.5595432813794734,1820.1965198481957,43820.92296345037,1959.28167418383,1677.8839725979576,170.15500090189101,55.589646907557174,1.8841574570965806e-05,0.06342571044126696
0.23,1585.1677617649339,4576.48412536945,36979.023772629,0.547050224652991,1840.6738541545972,43784.492904438455,1939.8760090976025,1665.4496826038562,166.33235241524307,54.01481418099747,1.8681773005615992e-05,0.06436439828100189
0.24,1572.595208098393,4573.583328294882,36996.57779763314,0.534634672307892,1861.005045541889,43748.338392297424,1920.782451254151,1653.0643483867946,162.62216088152002,52.5153269975042,1.8517348346765783e-05,0.06530650817642848
0.25,1560.1591055181705,4570.7737251519675,37013.957239518975,0.5223317181362783,1881.1843089128974,43712.46543089153,1901.9938177199424,1640.7338602499422,159.02178115029088,51.085971525036875,1.834908473419593e-05,0.06625161872061763
0.26,1547.8596631485195,4568.0504970714455,37031.160551550514,0.5101729983088917,1901.2051880256145,43676.881193979854,1883.504178515676,1628.4642570313636,155.5286966343357,49.72202188139147,1.817772658546253e-05,0.06719926492013123
0.27,1535.698628611761,4565.4098067454925,37048.18435993558,0.49818518223723235,1921.0593472124242,43641.597515372814,1865.3104433951125,1616.262781189878,152.14067437914625,48.41942846443128,1.80039300615816e-05,0.06814890115597413
0.28,1523.678153667351,4562.848085876617,37065.0246334654,0.48639182299966527,1940.738006323482,43606.627142664845,1847.4104499058772,1604.1368023545947,148.8555513642166,47.174507034840616,1.7828311587003018e-05,0.06909994569598518
0.29,1511.8012302087911,4560.362235407725,37081.67626326686,0.4748133201666661,1960.2313304633208,43571.985219960836,1829.8035988351735,1592.0942830839133,145.6713216723107,45.98397998722775,1.7651439178620338e-05,0.07005175593315945
0.3,1500.0715815118458,4557.949644131732,37098.1332246333,0.4634668792211749,1979.5286572931293,43537.68898991933,1812.4906476707856,1580.1437016578798,142.58609123233828,44.844934307747934,1.747382850549943e-05,0.07100363890007302
0.31,1488.4931824446044,4555.607827976058,37114.38906656482,0.45236758162299645,1998.6190475212436,43503.7561907202,1795.4728988417064,1568.293588797279,139.59800836738486,43.7546820538535,1.7295969330998616e-05,0.07195486530518755
