Position,rho_mol_l,rho_mass_l,V_l,V_CO2,V_MEA,V_H2O,mul_mix,sigma,Dl_CO2,Dl_MEA,Dl_ion,Cpl_CO2,Cpl_MEA,Cpl_H2O
0.0,43151.710497416556,1031.545268698112,2.3174052394976763e-05,2.6104519371814632e-05,5.992674632825677e-05,1.8263954048489998e-05,0.003969818264334979,0.06693974385861247,2.4452978823883904e-09,1.3398793695152043e-09,3.21804005169828e-10,165.5923305044697,171.8742438976181,75.29603440065647
0.01,43142.340294088994,1030.0178382087827,2.317908563103638e-05,2.6075384544752988e-05,6.00249926647417e-05,1.828130828763102e-05,0.00369551032030546,0.06650834003690588,2.555392759648894e-09,1.3995429464593911e-09,3.449204104672386e-10,165.77375688726994,172.38291095011144,75.30522048473956
0.02,43135.77740065855,1028.7306844488098,2.3182612213330205e-05,2.6051022474316514e-05,6.010436114599513e-05,1.8295663286556573e-05,0.0034858725903216697,0.06614722619426112,2.6466280593845897e-09,1.4489741327223796e-09,3.6486054608207024e-10,165.924224128092,172.79374164002374,75.31406761251704
0.03,43131.08343270538,1027.6115175261286,2.318513518354425e-05,2.6030045090902136e-05,6.017077354363971e-05,1.8307906704931418e-05,0.003317662364572716,0.06583537505547792,2.7245741496091467e-09,1.4911977465810862e-09,3.8252890049819623e-10,166.05289685580576,173.13751093159794,75.32242551849633
0.04,43127.72447208474,1026.6168568307605,2.3186940935111695e-05,2.601159593321862e-05,6.022773402201746e-05,1.8318577275883728e-05,0.003178021427655384,0.06556014126120176,2.79261223809484e-09,1.5280490933971977e-09,3.984828284266448e-10,166.16535522528557,173.43241064787003,75.33027382512567
0.05,43125.400334519705,1025.7205477028,2.318819053836239e-05,2.5995158580680337e-05,6.027731817925642e-05,1.832799546351666e-05,0.0030594338323941595,0.06531386784752159,2.852750929584432e-09,1.5606182995102948e-09,4.130521053593353e-10,166.26494481092143,173.6892220174869,75.33760978213665
0.06,43123.81419465181,1024.8990219853185,2.3189043424735363e-05,2.598027740943447e-05,6.032135499010712e-05,1.83364614352791e-05,0.0029562930535765417,0.06508976656226675,2.9068785116269823e-09,1.589929555238951e-09,4.265675025054359e-10,166.35471103020075,173.91739555831595,75.34451321019327
0.07,43122.83382554883,1024.1391563691393,2.3189570612298993e-05,2.596667982644806e-05,6.0360856623260984e-05,1.8344138008808414e-05,0.0028652853678273233,0.06488401174311445,2.9560179656659472e-09,1.6165376993084972e-09,4.3920262997025637e-10,166.43636295779405,174.12218033142773,75.35101375770913
0.08,43122.32657029995,1023.4291566157339,2.3189843395155297e-05,2.595413009235021e-05,6.0396716380771994e-05,1.8351174970030273e-05,0.0027838154277272844,0.06469320710052749,3.0011128057954034e-09,1.640954301629021e-09,4.511256548570917e-10,166.51143326695743,174.30819053965024,75.35716522556653
0.09,43122.20381992526,1022.7604650728872,2.3189909406669403e-05,2.5942451056230032e-05,6.042957789767586e-05,1.835768107630975e-05,0.002710045276394724,0.0645148884005297,3.042848804683728e-09,1.663551118927101e-09,4.624592392889635e-10,166.58104390268818,174.47875137499395,75.36301013185634
0.1,43122.40699441266,1022.1269737987667,2.3189800145654423e-05,2.593151493256245e-05,6.045989663392489e-05,1.8363733170301234e-05,0.002642659822661977,0.06434728648423205,3.081710268403514e-09,1.6845906786152608e-09,4.732894440816383e-10,166.64599429498313,174.6362179318382,75.36857820778913
0.11,43122.878490050614,1021.5230820888543,2.3189546593711774e-05,2.5921205905179874e-05,6.048808606786602e-05,1.836940309073874e-05,0.002580570338868192,0.06418879836650898,3.1181511861385676e-09,1.7043190198036e-09,4.83699948163567e-10,166.70701964375704,174.78272203455526,75.37390554196917
0.12,43123.58445025541,1020.9450401006128,2.318916696624641e-05,2.5911443801162872e-05,6.051442318321406e-05,1.8374738251359154e-05,0.002523006452236793,0.06403833563822399,3.1524707539678574e-09,1.7228982916764612e-09,4.937442428386574e-10,166.7646144137251,174.91969506201485,75.37901333979461
0.13,43124.49176622809,1020.3894300321634,2.3188679078720782e-05,2.590215694043535e-05,6.053915804493575e-05,1.8379782407304453e-05,0.0024693192651073807,0.06389491480181292,3.1849456038585545e-09,1.74047839472938e-09,5.034732880152704e-10,166.8192284129194,175.04842634177552,75.38392487258169
0.14,43125.574830878184,1019.853550823221,2.318809671341456e-05,2.589328777302245e-05,6.056248869735733e-05,1.8384570289466704e-05,0.002418997837576149,0.06375775524686454,3.2157953687257595e-09,1.757178335087184e-09,5.129272656276596e-10,166.87121959246934,175.16993694160792,75.38865896634728
0.15,43126.81442784545,1019.335317953928,2.318743021636988e-05,2.588479161697653e-05,6.058456823410523e-05,1.8389128625341785e-05,0.00237164030610902,0.06362624823534577,3.245188921744703e-09,1.7730896144963853e-09,5.221365225464692e-10,166.9208647562068,175.28501665010455,75.39322973694816
0.16,43128.191396600945,1018.8327900128816,2.31866899032268e-05,2.587662716847467e-05,6.06055388095585e-05,1.8393482707564256e-05,0.002326896912142874,0.06349983125315249,3.2732863931674105e-09,1.7882989877464818e-09,5.311305560932609e-10,166.96842257297843,175.39439724062086,75.39765232319593
