Position,Tl,Hl_CO2,Hl_MEA,Hl_H2O,Hl_T,Fl_T,Hlf,Hl_CO2_trn,Hl_H2O_trn,Hl_trn,ql,Hl_flux,dHlf_dz,dTl_dz,dHl_dT
0.8200000000000001,347.7036141713026,-83999.99999,-49492.66296102597,-46256.44090710191,-47607.03782338162,93.46512352224275,-4449597.670690446,-5802.454490013518,8567.440637036565,-176.14345879503324,-349.2611622231784,-525.4046210182116,525.4046210182116,2.509919990822237,84.15681062058863
0.8300000000000001,347.7280534504612,-83999.99999,-49488.31383505552,-46254.59520259891,-47603.25113872781,93.47191322152064,-4449566.959501419,-5514.690358891596,8135.231625373039,-167.24337533864082,-331.2656637938915,-498.50903913253234,498.50903913253234,2.3789460465598338,84.16042246906309
0.84,347.75121485063977,-83999.99999,-49484.191972018394,-46252.8459980792,-47599.65827070363,93.4783564774076,-4449537.824031617,-5239.48668334643,7722.351257402621,-158.7377076417268,-314.1153429315049,-472.8530505732317,472.8530505732317,2.2541225176161075,84.1638527832666
0.85,347.7731517408075,-83999.99999,-49480.28789692515,-46251.189264257475,-47596.2509520056,93.48446792420546,-4449510.195435201,-4976.485543282014,7326.958266091196,-150.5698159440846,-297.73127643237,-448.3010923764546,448.3010923764546,2.1342101517236878,84.16710947024242
0.86,347.79392781303414,-83999.99999,-49476.59029508599,-46249.620192080154,-47593.02008197642,93.49026373881681,-4449483.999590781,-4725.293790674163,6948.80602892927,-142.7413177496292,-282.09566750943185,-424.83698525906107,424.83698525906107,2.019304243923903,84.1702005906117
0.87,347.8135350452145,-83999.99999,-49473.100613161936,-46248.13938846028,-47589.96292411158,93.495748491723,-4449459.204283159,-4485.6227925317935,6578.598958744934,-134.92380981820827,-266.8389289503975,-401.76273876860574,401.76273876860574,1.902002143695105,84.17313209572643
0.88,347.8319799909655,-83999.99999,-49469.81770263049,-46246.74635944829,-47587.07554187683,93.50092896613822,-4449435.769947279,-4257.145096876556,6209.1451558837225,-126.86528635787874,-251.6738377222592,-378.539124080138,378.539124080138,1.7766583240085871,84.17591019577067
0.89,347.8491234807411,-83999.99999,-49466.76635122143,-46245.45161662576,-47584.36668441951,93.50578873559954,-4449413.738310631,-4039.7341479968945,5814.135204690963,-117.61619640618015,-235.56493497529897,-353.18113138147913,353.18113138147913,1.6218016055231435,84.17853726072147
0.9,347.8638109457775,-83999.99999,-49464.1520840368,-46244.34235888594,-47581.93264290354,93.5101510578929,-4449393.709064395,-3834.6605234012627,5231.643846911104,-101.27947481591652,-212.1685206919088,-313.44799550782534,313.44799550782534,1.3037193279911923,84.18099043427898
0.91,347.8765295048172,-83999.99999,-49461.888223025955,-46243.381798463604,-47579.72844695492,93.5140979184467,-4449375.384921646,-3640.8881572875016,4519.161622900036,-79.95660177119314,-183.74908318208094,-263.70568495327404,263.70568495327404,0.8703751071266003,84.18328714383306
0.92,347.8781779309544,-83999.99999,-49461.59480559184,-46243.25730203973,-47578.53472942,93.51619902159081,-4449363.72291211,-3470.4957181891054,2450.1968088517374,-8.904005026098673,-102.3020461961846,-111.20605122228328,111.20605122228328,-0.692846219395531,84.18520853396376
0.93,347.86152413460275,-83999.99999,-49464.55912430789,-46244.515068475004,-47578.971310906025,93.51531575939937,-4449362.525646781,-3332.704696868522,-1949.2756018003315,147.40255256275736,70.63059935607706,218.03315191883442,-218.03315191883442,-4.191692142333612,84.18658208190274
0.9400000000000001,347.7985666755893,-83999.99999,-49475.76468252334,-46249.26985020487,-47583.44610614944,93.50704014511774,-4449387.205290762,-3264.447604166064,-12414.28887696219,524.9892521616234,481.43820627117486,1006.4274584327983,-1006.4274584327983,-12.717267491216482,84.18672437469388
0.9500000000000001,347.52144303389707,-83999.99999,-49525.07657099215,-46270.19857060969,-47606.40645785417,93.46495743980704,-4449530.753445495,-3487.5371490699617,-50980.35466510351,1923.0967313257936,2002.1481097807725,3925.244841106566,-3925.244841106566,-44.52946193054802,84.18152613693212
0.96,346.7221183004478,-83999.99999,-49667.197726375154,-46330.558341013595,-47674.361507022244,93.34076365872126,-4449961.310007402,-4390.74714305506,-154751.31824729685,5654.318647464298,6189.023129766583,11843.341777230882,-11843.341777230882,-130.591460976149,84.1635735237022
0.97,344.47572497095155,-83999.99999,-50065.719838702586,-46500.1433305545,-47866.86829379985,92.99102120830067,-4451188.964683677,-7032.6731540365845,-414670.4033965238,14724.220464425944,17386.572586572627,32110.79305099857,-32110.79305099857,-348.12329997274134,84.11140866083913
0.98,338.94881762297973,-83999.99999,-51040.662099846755,-46917.10583240606,-48341.341675505886,92.1448021831206,-4454403.365956134,-12588.919611923195,-891480.283586858,29769.1383617898,41792.76579601605,71561.90415780585,-71561.90415780585,-756.3981768529587,83.98767790041164
