Position,Tl,Tv
0.0,323.89682507938653,316.75
0.01,325.9289812993367,320.8959667782851
0.02,327.5647308443585,323.8426026526478
0.03,328.92969878991113,326.06462629211006
0.04,330.09790762756444,327.80954234232627
0.05,331.11320282023166,329.2171435811028
0.06,332.01370168373813,330.4030122722557
0.07,332.8206377934465,331.41835786958353
0.08,333.55256779521574,332.3096060544526
0.09,334.2228507306852,333.10491199992913
0.1,334.8409508777374,333.82288413539266
0.11,335.41539833461286,334.4796817781313
0.12,335.95193349835563,335.0847689750622
0.13,336.45571017256844,335.64680481610617
0.14,336.93080847805226,336.17204593107346
0.15,337.3803864547058,336.66523624091667
0.16,337.8073616751084,337.13066108710154
0.17,338.21389401841384,337.5713192382101
0.18,338.6019607320051,337.98999125430885
0.19,338.97320909730274,338.388885876248
0.2,339.3289778971121,338.7697997812539
0.21,339.6705224000297,339.1343924003732
0.22,339.9988227131618,339.48392573835554
0.23,340.314787398137,339.81958273142936
0.24,340.6191963175435,340.1423471539002
0.25,340.91270255673123,340.4530487127223
0.26,341.195924384587,340.7524635059678
0.27,341.46936188258803,341.0412088611047
0.28,341.7334830981889,341.3198681659574
0.29,341.9886991363084,341.5889404475909
0.3,342.23536312900194,341.8488573146799
0.31,342.47381256935273,342.1000264748829
0.32,342.7043306383901,342.3427843506045
0.33,342.92718541225685,342.5774517459188
0.34,343.1426194633719,342.80431099031875
0.35000000000000003,343.3508482987367,343.023613587519
0.36,343.55208083955694,343.235600109313
0.37,343.7465019694479,343.4404789251136
0.38,343.93428957858526,343.6384514628889
0.39,344.11561173109885,343.8297022333172
0.4,344.2906245470855,344.0144025991196
0.41000000000000003,344.4594822209713,344.1927193552291
0.42,344.62233002348347,344.36480633828035
0.43,344.7793101396312,344.53081478611546
0.44,344.9305627667602,344.69088968333074
0.45,345.0762232786174,344.8451715360063
0.46,345.2164273454578,344.9937993820353
0.47000000000000003,345.3513085098677,345.1369084072567
0.48,345.4809988375148,345.2746331683298
0.49,345.60563156070504,345.4071066966431
0.5,345.7253377003928,345.53446112695434
0.51,345.8402492577261,345.6568283453471
0.52,345.9504980074721,345.77433962311454
0.53,346.0562146080078,345.887126171567
0.54,346.1575312037164,345.99531895028844
0.55,346.25457793798824,346.0990486739188
0.56,346.34748571755483,346.1984459543567
0.5700000000000001,346.43638455671254,346.29364078163024
0.58,346.5214031639148,346.3847629136267
0.59,346.6026706435878,346.47194134791033
0.6,346.68031334775327,346.5553040760139
0.61,346.7544577935768,346.63497863878956
0.62,346.825228047251,346.7110905846177
0.63,346.8927465704091,346.78376479288164
0.64,346.9571347735261,346.85312427622887
0.65,347.0185104879787,346.9192899161903
0.66,347.07699109291053,346.9823816954993
0.67,347.13269008705714,347.0425160942829
0.68,347.1857191737422,347.0998085158597
0.6900000000000001,347.2361878160318,347.15437150248465
0.7000000000000001,347.28420140422645,347.2063145636254
0.71,347.3298644253079,347.255745972125
0.72,347.3732766241433,347.30276945529954
0.73,347.4145359242827,347.34748741351405
0.74,347.4537373068724,347.38999880102466
0.75,347.49097159878033,347.4303990708082
0.76,347.5263284853577,347.46878227809435
0.77,347.55989265737315,347.5052375056913
0.78,347.5917470966498,347.53985243295904
0.79,347.6219716015945,347.57271113808116
0.8,347.6506420115763,347.6038941218826
0.81,347.67783304546776,347.6334805141816
0.8200000000000001,347.7036141713026,347.6615443885569
0.8300000000000001,347.7280534504612,347.6881585119311
0.84,347.75121485063977,347.7133918484117
0.85,347.7731517408075,347.7373073938412
0.86,347.79392781303414,347.759971096295
0.87,347.8135350452145,347.7814195078739
0.88,347.8319799909655,347.80169381743286
0.89,347.8491234807411,347.8207794781105
0.9,347.8638109457775,347.838284983878
0.91,347.8765295048172,347.8544249246901
0.92,347.8781779309544,347.86587175496015
0.93,347.86152413460275,347.8700209367329
0.9400000000000001,347.7985666755893,347.85650050786205
0.9500000000000001,347.52144303389707,347.7627119001037
0.96,346.7221183004478,347.47101676964667
0.97,344.47572497095155,346.6043646669367
0.98,338.94881762297973,344.2164076213802
0.99,329.2071684813167,339.07697786275
1.0,318.15,331.2811871612909
