Position,Nl_CO2,Nv_CO2,kv_CO2,a_eA,DF_CO2,fv_CO2,fl_CO2,Psi,H_CO2_mix
0.0,0.6887347780419524,-0.6887347780419524,2.630432012069493e-05,72.9789022450182,8099.774060213578,9414.203359062047,1314.429298848468,106.37013740376614,2295.032697220669
0.01,0.6350032015638153,-0.6350032015638153,2.6678140453388033e-05,73.06222815881756,7621.449239063493,9084.534464076612,1463.0852250131188,105.75889756901539,2368.3968159115943
0.02,0.5952266270777133,-0.5952266270777133,2.6982655699697704e-05,73.13182489394693,7216.136300910218,8794.55492099895,1578.4186200887316,105.96144454687844,2428.9415804372416
0.03,0.5646865306145414,-0.5646865306145414,2.7239760181343686e-05,73.19174326154122,6865.340039032445,8533.22471683539,1667.8846778029445,106.74465319111523,2480.6705485548136
0.04,0.5406176033361889,-0.5406176033361889,2.7462340736688938e-05,73.24444476792125,6556.858750055535,8293.601019467651,1736.742269412116,107.96526683345687,2525.9509128807854
0.05,0.5214202993171204,-0.5214202993171204,2.7658036605458992e-05,73.2914110414904,6282.886428849372,8071.213884908213,1788.3274560588409,109.5465376609553,2566.196232380648
0.06,0.5057242355980406,-0.5057242355980406,2.783346159682556e-05,73.33397233268326,6035.866834007922,7862.2465368142875,1826.379702806366,111.40837045806381,2602.630962933564
0.07,0.4927829817900834,-0.4927829817900834,2.799234081117183e-05,73.37288578660875,5811.3788719258355,7664.373365298418,1852.9944933725828,113.51391078392722,2635.946006742048
0.08,0.48195526443038744,-0.48195526443038744,2.813791447563154e-05,73.40882391155988,5605.332971594082,7475.586909005766,1870.2539374116845,115.82746353268843,2666.7445000857406
0.09,0.472784703641184,-0.472784703641184,2.8272528329610363e-05,73.44228050270748,5414.653484200724,7294.4084139821625,1879.7549297814385,118.32407423791626,2695.4626020006194
0.1,0.46495439502112024,-0.46495439502112024,2.8397851950988644e-05,73.47360920733828,5237.063996613827,7119.73961166458,1882.6756150507529,120.98834757848414,2722.4114864492535
0.11,0.45817873798177855,-0.45817873798177855,2.8515386151647463e-05,73.50313312956777,5070.473631497939,6950.617368728577,1880.143737230638,123.80457750815772,2747.871220750294
0.12,0.4522675660963017,-0.4522675660963017,2.862614880425068e-05,73.53107147996144,4913.408813050867,6786.360700730501,1872.9518876796337,126.76410829683637,2772.031411030075
0.13,0.44704993534410525,-0.44704993534410525,2.8731050910381464e-05,73.5576227332726,4764.533646052794,6626.367462706592,1861.833816653798,129.85855408732027,2795.062316986655
0.14,0.44238946368745435,-0.44238946368745435,2.883081513945555e-05,73.58294505061673,4622.766169766827,6470.161934699281,1847.3957649324539,133.08137667258703,2817.0986851422945
