Position,Tv,Hv_CO2,Hv_H2O,Hv_N2,Hv_O2,Hv_T,Fv_T,Hvf,Hv_CO2_trn,Hv_H2O_trn,Hv_trn,qv,Hv_flux,dHvf_dz,dTv_dz,dHv_dT
0.62,346.7110905846177,1887.4460094460876,1637.0736118290968,1417.1536257795196,1446.4899240556938,1491.0290459234402,24.625627297523952,36717.52557469336,-327.04203552582385,783.9191834318693,456.8771479060455,941.4782902761226,1398.3554381821682,1398.3554381821682,7.437252636861933,30.843362889984924
0.63,346.78376479288164,1890.3808727644537,1639.5349642275514,1419.2799043093526,1448.6807153735338,1493.2733203480068,24.64356660585064,36799.580530735846,-314.6430018278129,752.3929370916717,437.7499352638588,899.3925366425249,1337.1424719063837,1337.1424719063837,7.099636837215938,30.843299638179225
0.64,346.85312427622887,1893.1821448164815,1641.884088123435,1421.3092181170812,1450.7716483707393,1495.4148398702775,24.660730862482723,36878.02289380361,-302.4659024916677,721.6280418495847,419.16213935791706,858.7687552251291,1277.9308945830462,1277.9308945830462,6.774257977633636,30.843227005102957
0.65,346.9192899161903,1895.8546704637927,1644.1250727451907,1423.245101688509,1452.7663581727445,1497.4573857184166,24.677144190657636,36952.9718267386,-290.5294164321704,691.644112415028,401.11469598285754,819.5872079289454,1220.701903911803,1220.701903911803,6.460897432966454,30.843146461950845
0.66,346.9823816954993,1898.4032617678427,1646.2619773338017,1425.0910634222596,1454.668453654523,1499.4047099618238,24.692830832686877,37024.546852821244,-278.85014847788386,662.4717669592779,383.6216184813941,781.8314889322835,1165.4531074136776,1165.4531074136776,6.15936692576802,30.84305941243504
0.67,347.0425160942829,1900.832592567687,1648.2987429218988,1426.850509432473,1456.4814388826494,1501.2604502990953,24.707814992583874,37092.8654616732,-267.4423319132469,634.1221139533228,366.6797820400759,745.4817242246144,1112.1615062646902,1112.1615062646902,5.869454771610451,30.842967057925147
0.68,347.0998085158597,1903.1472962315622,1650.239274464746,1428.5268145096495,1458.2087861909906,1503.0282087825663,24.72212072249017,37158.04482683077,-256.3182295800985,606.6110022616655,350.292772681567,710.5117681017379,1060.804540783305,1060.804540783305,5.59090370373716,30.842870518807167
0.6900000000000001,347.15437150248465,1905.3518933564255,1652.0873803791892,1430.1232699029615,1459.853882334507,1504.7114958917805,24.735772021766962,37220.200520911014,-245.48800455305238,579.9501999153271,334.46219536227466,676.900290014389,1011.3624853766637,1011.3624853766637,5.323497987566428,30.84277079978308
0.7000000000000001,347.2063145636254,1907.4507846081742,1653.8467666988784,1431.643078282691,1461.4200232583587,1506.3137238212832,24.748792481048767,37279.44576220874,-234.9598943763402,554.1404050257227,319.1805106493824,644.617049239591,963.7975598889734,963.7975598889734,5.066955312149146,30.842668765421948
0.71,347.255745972125,1909.4483230983922,1655.5210978870155,1433.089406282395,1462.9104682055452,1507.8382654365423,24.761205624414014,37335.89333883398,-224.74030748918008,529.1900373020433,304.4497298128632,613.6342762568347,918.0840060696979,918.0840060696979,4.821016100082382,30.842565233332387
0.72,347.30276945529954,1911.3486804849438,1657.1138847340067,1434.4652876717357,1464.328339902843,1509.2883486813196,24.77303442204651,37389.65221467607,-214.8339373830143,505.09357874381783,290.2596413608035,583.9222935522139,874.1819349130174,874.1819349130174,4.585408988239261,30.842460880489927
0.73,347.34748741351405,1913.1559768523273,1658.6285933527913,1435.773717518786,1465.676721562368,1510.6671587406531,24.78430158880371,37440.83046252956,-205.24385197733753,481.84863078154916,276.6047788042116,555.4470716855084,832.05185048972,832.05185048972,4.359831411914135,30.842356328453775
0.74,347.38999880102466,1914.8741949060773,1660.068573377186,1437.0175901748237,1466.958592944222,1511.9777720837465,24.79502943028341,37489.533356750835,-195.9716325189536,459.4501462210983,263.4785137021447,528.1785058347506,791.6570195368953,791.6570195368953,4.1440144646112715,30.842252121668142
0.75,347.4303990708082,1916.5071775764782,1661.4370560715126,1438.1996976500775,1468.1768286527292,1513.2231538200472,24.805239606611682,37535.86290877887,-187.01754781520933,437.8855214186711,250.86797360346176,502.0808463199359,752.9488199233977,752.9488199233977,3.937647639639745,30.842148711377064
0.76,347.46878227809435,1918.0587128951631,1662.7372255644943,1439.3227911539395,1469.3342615308277,1514.4062250794861,24.814953589798517,37579.92019144942,-178.38049406617063,417.1474706276809,238.76697656151026,477.1202530860897,715.8872296476,715.8872296476,3.740437884487065,30.84204651863256
0.77,347.5052375056913,1919.5323893648797,1663.9720977454954,1440.3894764918698,1470.433574834627,1515.5297503849547,24.82419198928496,37621.801489029225,-170.05840972917605,397.21974933120936,227.1613396020333,453.2624930339518,680.423832635985,680.423832635985,3.5520914728117914,30.841945874582606
0.78,347.53985243295904,1920.9317400934838,1665.144641140542,1441.4023184856824,1471.477409822741,1516.5964497051689,24.832975109792255,37661.60188712776,-162.04807350665354,378.0882324620316,216.04015895537808,430.47061280169174,646.5107717570698,646.5107717570698,3.372295522400628,30.84184707501989
0.79,347.57271113808116,1922.2601538367553,1666.2577024521197,1442.3637766607228,1472.468299455515,1517.6089303088272,24.84132264662,37699.413089193426,-154.34541475096538,359.7374579623899,205.39204321142452,408.71094500250433,614.1029882139288,614.1029882139288,3.2007649649623047,30.841750368559122
0.8,347.6038941218826,1923.5208758437786,1667.3140073505838,1443.276205935677,1473.4086690848717,1518.569686854116,24.84925353876145,37735.323164915506,-146.94565270671583,342.14712308119874,195.2014703744829,387.9464888753539,583.1479592498368,583.1479592498368,3.037190552491707,30.841655945389753
0.81,347.6334805141816,1924.7170969564102,1668.3162351995175,1444.1419211752743,1474.3009029652885,1519.4811712102105,24.856786489095786,37769.4190469734,-139.8430984629642,325.3009361994974,185.4578377365332,368.14217275613595,553.6000104926692,553.6000104926692,2.8812798774035024,30.84156397953154
0.8200000000000001,347.6615443885569,1925.8518045182627,1669.2668942078394,1444.9630893526576,1475.147233096446,1520.3456767750008,24.863939139871864,37801.78237890092,-133.03175535985272,309.17521415488596,176.14345879503324,349.2611622231784,525.4046210182116,525.4046210182116,2.7327284393026083,30.841474582147175
0.8300000000000001,347.6881585119311,1926.92793388555,1670.1684484336465,1445.7418392589182,1475.9498522772074,1521.165455926871,24.870728839149752,37832.49357383881,-126.504891658066,293.74826699670683,167.24337533864082,331.2656637938915,498.50903913253234,498.50903913253234,2.5912257304031967,30.84138784566077
0.84,347.7133918484117,1927.9482674213132,1671.0232332169182,1446.480188459009,1476.7108388092724,1521.9426417737914,24.87717209503673,37861.62901818145,-120.25546753969991,278.9931751814267,158.7377076417268,314.1153429315049,472.8530505732317,472.8530505732317,2.4564428229686652,30.841303814513303
0.85,347.7373073938412,1928.9153468478194,1671.8333818131305,1447.1799799235994,1477.4320911708728,1522.6791751664812,24.8832835418346,37889.25765891439,-114.27642068813078,264.8462366322154,150.5698159440846,297.73127643237,448.3010923764546,448.3010923764546,2.3277505531347065,30.84122234706046
0.86,347.759971096295,1929.8318338961358,1672.6011275692817,1447.8431430469486,1478.115597026703,1523.3770985765277,24.889079356445936,37915.45349626356,-108.55979025898503,251.30110800861422,142.7413177496292,282.09566750943185,424.83698525906107,424.83698525906107,2.2049988181127125,30.841143539134556
0.87,347.7814195078739,1930.6992021068545,1673.327708098794,1448.4707471000731,1478.7624576302585,1524.037482261334,24.894564109352125,37940.24880721038,-103.09986126777923,238.0236710859875,134.92380981820827,266.8389289503975,401.76273876860574,401.76273876860574,2.0852903398991987,30.841066006283533
0.88,347.80169381743286,1931.5191129557288,1674.0145181450732,1449.0639970565696,1479.3739141775627,1524.6615540823154,24.899744583767333,37963.68327333942,-97.88996572908138,224.75525208696013,126.86528635787874,251.6738377222592,378.539124080138,378.539124080138,1.9663740626198238,30.84098869511952
0.89,347.8207794781105,1932.2909742420409,1674.6610643982817,1449.6224670178076,1479.9495269997426,1525.2486857895658,24.904604353228653,37985.7150598711,-92.92787895847333,210.54407536465348,117.61619640618015,235.56493497529897,353.18113138147913,353.18113138147913,1.8401579350985608,30.840907463070216
0.9,347.838284983878,1932.9989484130354,1675.2540836193814,1450.1347007711076,1480.4774874565328,1525.7856553451084,24.908966675522024,38005.744042980834,-88.2427947530431,189.52226956895962,101.27947481591652,212.1685206919088,313.44799550782534,313.44799550782534,1.6571083384293097,30.840796360006667
0.91,347.8544249246901,1933.6517098902364,1675.8008447261113,1450.6069772361623,1480.964266488527,1526.2795015315633,24.912913536075813,38024.06925354073,-83.81201917688202,163.76862094807515,79.95660177119314,183.74908318208094,263.70568495327404,263.70568495327404,1.4349216179131778,30.84066479928665
0.92,347.86587175496015,1934.114672459284,1676.1886218685795,1450.9419274777022,1481.3095038470954,1526.618862405793,24.915014639219915,38035.73130534958,-79.90877011019845,88.81277513629712,8.904005026098673,102.3020461961846,111.20605122228328,111.20605122228328,0.7988322768566605,30.84031592520229
0.93,347.8700209367329,1934.2824862517023,1676.3291813517064,1451.0633384399534,1481.4346439427388,1526.7164402016215,24.914131377028486,38036.81396665245,-76.74276579763774,-70.65978676511962,-147.40255256275736,-70.63059935607706,-218.03315191883442,-218.03315191883442,-0.551556182760438,30.839592916347517
0.9400000000000001,347.85650050786205,1933.7356555100494,1675.8711578942468,1450.6677116661674,1481.0268661225032,1526.225582005696,24.905855762746864,38011.95420684825,-75.1497467585747,-449.83950540304875,-524.9892521616234,-481.43820627117486,-1006.4274584327983,-1006.4274584327983,-3.7610201133349332,30.837891665863342
0.9500000000000001,347.7627119001037,1929.942669897026,1672.6939741037013,1447.9233418873753,1478.1982563299841,1523.0557039410794,24.863773057436156,37868.91137662467,-80.1279375814422,-1842.9687937443514,-1923.0967313257936,-2002.1481097807725,-3925.244841106566,-3925.244841106566,-15.670559869712871,30.831588842713362
