Run #,L_G,vapor_flow_rate,CO2_loading,w_MEA,y_CO2,T_liq,T_vap,P,Beds,D,case_note
SRP-LG7,7,20,0.25,0.3,0.1,315,320,109180,1,0.64,Legacy high-L/G method-comparison case used to benchmark shooting/collocation/finite-difference behavior.
