,Fl_CO2,Fl_H2O,Fv_CO2,Fv_H2O,Hlf,Hvf,P
0,-65.42394141667519,-402.40911237526785,2.2829014945677053,-402.4091123752662,-2038817.460145779,-2038817.460146785,-2.7074069188028546e-08
1,219.7020731626178,1018.7022091586581,6.121046533946818,1018.7022091586597,5668959.371997406,5668959.37200006,6.812232939652157e-08
2,-280.21736096315743,-958.0446324990176,0.0,-958.0446324990285,-6113869.875675066,-6113869.875677623,-5.717899280459428e-08
3,161.78306386405868,439.30749230298653,0.0,439.3074923029976,3332069.7215581005,3332069.7215591976,1.576700063416825e-08
4,-33.65271531325545,-131.8473421812784,0.0,-131.84734218128227,-1051810.4184282247,-1051810.418428439,6.234615145595184e-10
5,-4.20895764462103,37.857614034891334,0.0,37.85761403489184,218174.3723805892,218174.37238060575,-3.502394815622378e-10
