3.150000000000000568e+02,3.150000000000000568e+02,3.150000000000000568e+02,3.150000000000002842e+02,3.149999999999999432e+02,3.150000000000000568e+02,3.150000000000001137e+02,3.149999999999999432e+02,3.150000000000000000e+02,3.150000000000000568e+02,3.150000000000000568e+02,3.149999999999999432e+02,3.150000000000000568e+02,3.150000000000000000e+02,3.149999999999999432e+02,3.149999999999999432e+02,3.149999999999998863e+02,3.149999999999998295e+02,3.150000000000000568e+02,3.149999999999999432e+02,3.150000000000000000e+02,3.150000000000000568e+02,3.150000000000000000e+02,3.150000000000000568e+02,3.150000000000000568e+02,3.149999999999999432e+02,3.149999999999998863e+02,3.150000000000000568e+02,3.149999999999998295e+02,3.150000000000000000e+02,3.150000000000000568e+02,3.150000000000000000e+02,3.150000000000000568e+02,3.150000000000000568e+02,3.149999999999998863e+02,3.150000000000000568e+02,3.149999999999999432e+02,3.150000000000001705e+02,3.150000000000001137e+02,3.149999999999999432e+02,3.150000000000000568e+02,3.149999999999998863e+02,3.150000000000001705e+02,3.150000000000000568e+02,3.150000000000000000e+02,3.149999999999998863e+02,3.150000000000000568e+02,3.150000000000000000e+02,3.150000000000000000e+02,3.150000000000003411e+02,3.149999999999999432e+02
3.269178531488466888e+02,3.266925840940945704e+02,3.264685179701033348e+02,3.262454068906046700e+02,3.260236673701429595e+02,3.258028142195240093e+02,3.255795686336206813e+02,3.253610809668992374e+02,3.251432965001505409e+02,3.249262186284000791e+02,3.247109278830689618e+02,3.244950322515838366e+02,3.242800023897532924e+02,3.240657783090480848e+02,3.238525830134946091e+02,3.236403226916740437e+02,3.234290267848745657e+02,3.232187256253963596e+02,3.230094494540259689e+02,3.228012276094576123e+02,3.225940879332680993e+02,3.223880563907831629e+02,3.221831568953425062e+02,3.219794113547627035e+02,3.217768400582765480e+02,3.215754626635576869e+02,3.213753001926098705e+02,3.211763784813228426e+02,3.209787332767203907e+02,3.207824163918885461e+02,3.205875006413067467e+02,3.203940783782254584e+02,3.201965013630074282e+02,3.200120446968074930e+02,3.198233769396580897e+02,3.196302748117577721e+02,3.194428828966278502e+02,3.192562105085380608e+02,3.190721759191866909e+02,3.188888662557782254e+02,3.187069441214444510e+02,3.185264246736771838e+02,3.183473238589936614e+02,3.181696585767168699e+02,3.179934468462425912e+02,3.178187079187697464e+02,3.176454126755375000e+02,3.174736565073592374e+02,3.173034557995038085e+02,3.171347629752270336e+02,3.169676288205217816e+02
3.372787622056479222e+02,3.369820022380729938e+02,3.366812588344204187e+02,3.363779957012056911e+02,3.360694167653257409e+02,3.357568289077370309e+02,3.354325397448040462e+02,3.351137164088444251e+02,3.347909743134403584e+02,3.344644246049073786e+02,3.341370099283784612e+02,3.338025149067930215e+02,3.334648263448702323e+02,3.331238579353301930e+02,3.327803017369797089e+02,3.324339582709161505e+02,3.320849779425846009e+02,3.317335113627899545e+02,3.313797077068808790e+02,3.310237133352496812e+02,3.306656707565139186e+02,3.303057179404173098e+02,3.299439879746827273e+02,3.295806091224502552e+02,3.292157055182349836e+02,3.288493989841072676e+02,3.284818126869623143e+02,3.281130773684716928e+02,3.277433403396017297e+02,3.273727759041217951e+02,3.270015927018302477e+02,3.266300281299508583e+02,3.262478348508521435e+02,3.258865706045714319e+02,3.255146316284800037e+02,3.251323849987145991e+02,3.247574780172602686e+02,3.243811155866336549e+02,3.240072084516527866e+02,3.236319933804056177e+02,3.232568618321383838e+02,3.228819089714284587e+02,3.225072307818144850e+02,3.221329244233920122e+02,3.217590885783346266e+02,3.213858236611479242e+02,3.210131311944792287e+02,3.206412572094241114e+02,3.202702785117792814e+02,3.199001941906723800e+02,3.195311462885324545e+02
3.450611873470979845e+02,3.448038918643949273e+02,3.445366164606151074e+02,3.442621726753836242e+02,3.439751906405376189e+02,3.436784333921893335e+02,3.433615764849020593e+02,3.430477012363316476e+02,3.427242982309011268e+02,3.423915180312600910e+02,3.420534582640315762e+02,3.417014289320594571e+02,3.413408052056093425e+02,3.409714553970686097e+02,3.405943182371138960e+02,3.402090876918964000e+02,3.398159481719376345e+02,3.394150826337607327e+02,3.390066707322372963e+02,3.385908872305773798e+02,3.381679007765781080e+02,3.377378730653265393e+02,3.373009583994742115e+02,3.368573037422525545e+02,3.364070495966498697e+02,3.359503323652514268e+02,3.354872891643508410e+02,3.350180660898802785e+02,3.345428302222287584e+02,3.340617836056424608e+02,3.335751731106907982e+02,3.330832827043259954e+02,3.325723260725677051e+02,3.320846004078428564e+02,3.315776411205374075e+02,3.310521103645841094e+02,3.305313691621138901e+02,3.300035670441728257e+02,3.294742649028632400e+02,3.289380168182981947e+02,3.283967681031414259e+02,3.278506054415684616e+02,3.272996166525965691e+02,3.267438913449775555e+02,3.261835215576707014e+02,3.256186021953836303e+02,3.250490783710095570e+02,3.244752611694779603e+02,3.238972042330550494e+02,3.233148656963844019e+02,3.227283951587582465e+02
3.493388935471257355e+02,3.492004946835601800e+02,3.490495880060082072e+02,3.488880038212006980e+02,3.487120889789646867e+02,3.485235185321343465e+02,3.483136347968858217e+02,3.481013759392461111e+02,3.478763203378412072e+02,3.476384627738556219e+02,3.473911005576443358e+02,3.471268122939527530e+02,3.468499583585150390e+02,3.465603206245075398e+02,3.462584897799744112e+02,3.459440860214171494e+02,3.456171141482476514e+02,3.452775755362654309e+02,3.449254665042066677e+02,3.445607768319531488e+02,3.441834885539576021e+02,3.437935750693757768e+02,3.433910006001700026e+02,3.429757201163070590e+02,3.425476801113644569e+02,3.421068209977896117e+02,3.416530823236745391e+02,3.411864121764399442e+02,3.407067815121748708e+02,3.402142019480081103e+02,3.397087405177534833e+02,3.391905157458654116e+02,3.386432410861477251e+02,3.381160887123776888e+02,3.375593217345286234e+02,3.369726241494892065e+02,3.363841413392775053e+02,3.357792946366168962e+02,3.351645951079862016e+02,3.345331712919248162e+02,3.338871356850676193e+02,3.332263392544327303e+02,3.325506326698546786e+02,3.318598672948073158e+02,3.311538962035625104e+02,3.304325749667149807e+02,3.296955562954592551e+02,3.289429835794118162e+02,3.281746654984086717e+02,3.273902380528949720e+02,3.265896316213847967e+02
3.509336738206177415e+02,3.509127371159270865e+02,3.508808293481964711e+02,3.508381071358476788e+02,3.507841903157991510e+02,3.507187531694260088e+02,3.506333791355771154e+02,3.505435631349683376e+02,3.504410936448006737e+02,3.503257058434962801e+02,3.502139435594734209e+02,3.500765333979930460e+02,3.499266136302228460e+02,3.497483561073156579e+02,3.495685653342408727e+02,3.493750120985350236e+02,3.491675098835255540e+02,3.489458847355967919e+02,3.487099710727873685e+02,3.484596054503559230e+02,3.481946188022118349e+02,3.479148279385305500e+02,3.476200270538623158e+02,3.473099806588343768e+02,3.469844193560156782e+02,3.466430405374796919e+02,3.462855164504195500e+02,3.459115115578289874e+02,3.455207097242820851e+02,3.451128476335749724e+02,3.446877425036942668e+02,3.442452883221899356e+02,3.437469164479787764e+02,3.433076390980477299e+02,3.428109762544091268e+02,3.422365674338201416e+02,3.416815594117215369e+02,3.411039859852356813e+02,3.405019175466885031e+02,3.398756081491109171e+02,3.392238807674115719e+02,3.385458278344796099e+02,3.378404867929789361e+02,3.371068369095104913e+02,3.363437962320714973e+02,3.355502186305787973e+02,3.347240736530849858e+02,3.338654041916398114e+02,3.329724847943986674e+02,3.320432484757358225e+02,3.310764149320177125e+02
3.515877926355998397e+02,3.516308158923034171e+02,3.516657039775699332e+02,3.516924286264693933e+02,3.517114674950594804e+02,3.517220016777849878e+02,3.517111452695934872e+02,3.516996860538496890e+02,3.516775993494312615e+02,3.516444556972745659e+02,3.516446436187803215e+02,3.516026856648033458e+02,3.515515868622189259e+02,3.514455729076427133e+02,3.513627859006825815e+02,3.512682299039337863e+02,3.511617094857609231e+02,3.510430733568953201e+02,3.509122049296639148e+02,3.507690067683166149e+02,3.506133801916142829e+02,3.504452021981004464e+02,3.502643018386457925e+02,3.500704399336053143e+02,3.498632955325111311e+02,3.496424636206315881e+02,3.494074686563158139e+02,3.491577964278213244e+02,3.488929435682199482e+02,3.486124761846153319e+02,3.483160749368600477e+02,3.480035229750369581e+02,3.475955927358535291e+02,3.473285045720933226e+02,3.469634497385252416e+02,3.464431553369077506e+02,3.459930300269113559e+02,3.455212381436982128e+02,3.450086440241699961e+02,3.444709351510791748e+02,3.439005110857499972e+02,3.432953535864883179e+02,3.426532679930627410e+02,3.419718665268849804e+02,3.412485505774801027e+02,3.404804920521933127e+02,3.396626438159373151e+02,3.387949655763111423e+02,3.378728203254312348e+02,3.368909266037489374e+02,3.358454906334767998e+02
3.517309861835954052e+02,3.518033902121653682e+02,3.518705273661693695e+02,3.519326308038919251e+02,3.519901827913358829e+02,3.520424747284469618e+02,3.520733574284618044e+02,3.521080813729206511e+02,3.521349941113362547e+02,3.521536347777722540e+02,3.522272005089647564e+02,3.522492161360658542e+02,3.522661729729350100e+02,3.522121586937801112e+02,3.521999847675130582e+02,3.521793980151535379e+02,3.521502697273730860e+02,3.521125359452988732e+02,3.520661847719739512e+02,3.520112347276407263e+02,3.519477058512533176e+02,3.518755866237380019e+02,3.517947997553507662e+02,3.517051724485821751e+02,3.516064159176257249e+02,3.514981203622701855e+02,3.513797714540096990e+02,3.512507911673619105e+02,3.511106014074150039e+02,3.509586984542006576e+02,3.507947083526465804e+02,3.506183681092777533e+02,3.503226307166365814e+02,3.502267341744904456e+02,3.500081427870583184e+02,3.495827996034788043e+02,3.492662379197674341e+02,3.489319526774372093e+02,3.485475322817205779e+02,3.481405465550540157e+02,3.476983783000154062e+02,3.472180592460511548e+02,3.466963056764446947e+02,3.461294795151787866e+02,3.455135444197017023e+02,3.448440162613505322e+02,3.441130476482114773e+02,3.433199083941809704e+02,3.424569232457741350e+02,3.415152885286669289e+02,3.404879388042742221e+02
3.517854319690026159e+02,3.518704666868196682e+02,3.519517958260910859e+02,3.520293416000055799e+02,3.521042637766540224e+02,3.521756908914422866e+02,3.522312926010737328e+02,3.522904925315203286e+02,3.523443592883759266e+02,3.523925805720543849e+02,3.524846059793018753e+02,3.525375828825320355e+02,3.525877279133987940e+02,3.525827825773592394e+02,3.526120556659269596e+02,3.526358741580885976e+02,3.526541620991434911e+02,3.526668927495151706e+02,3.526740794786339848e+02,3.526757591014029458e+02,3.526719688168810194e+02,3.526627190832488736e+02,3.526479648204206683e+02,3.526275795527134278e+02,3.526013365659354122e+02,3.525689024658424842e+02,3.525298485658089476e+02,3.524836829639206144e+02,3.524299025510341608e+02,3.523680553483957851e+02,3.522977881459316336e+02,3.522188322674741698e+02,3.520389429686461540e+02,3.520330106793772984e+02,3.519231846500717324e+02,3.516339280560391671e+02,3.514406337405735030e+02,3.512330208489723873e+02,3.509811983316711235e+02,3.507099338920022547e+02,3.504072155494870913e+02,3.500697217447212779e+02,3.496936969862474029e+02,3.492748828767411737e+02,3.488084363369077892e+02,3.482888323187094670e+02,3.477069995579861938e+02,3.470602771726436799e+02,3.463389166982824463e+02,3.455313406305639887e+02,3.446269239671792093e+02
3.518915056986027707e+02,3.519843221865710348e+02,3.520737625050442716e+02,3.521589245056108552e+02,3.522423966302084750e+02,3.523227006178791498e+02,3.523945950253909700e+02,3.524668454799877395e+02,3.525352250329037815e+02,3.525996091665477365e+02,3.526805800631650527e+02,3.527442874618609494e+02,3.528056115682219911e+02,3.528410345917902760e+02,3.528900454786402747e+02,3.529352052942588784e+02,3.529764254474588938e+02,3.530136357708651076e+02,3.530467860422484137e+02,3.530758441616105756e+02,3.531007909365051773e+02,3.531216121031824855e+02,3.531382885204909599e+02,3.531507871399539908e+02,3.531590558147772185e+02,3.531630266420162343e+02,3.531626335923438091e+02,3.531578494510541191e+02,3.531487448837186776e+02,3.531355656409843959e+02,3.531188096082816514e+02,3.530992626746926248e+02,3.530164614284032041e+02,3.530556388589239987e+02,3.530324291824795750e+02,3.528238509426494147e+02,3.527196423744229037e+02,3.526082084327192661e+02,3.524576810510281462e+02,3.522957968521094472e+02,3.521099454938731128e+02,3.518971567637016165e+02,3.516539929809692353e+02,3.513764567080183951e+02,3.510598771589568514e+02,3.506987703620333150e+02,3.502813713192653040e+02,3.498092324850983914e+02,3.492647774525811428e+02,3.486440044848774846e+02,3.479305696948819673e+02
