table_id,mixture,T_K,co2_loading_mol_per_mol_mea,co2_loading_uncertainty,mea_wt_pct,sugar_wt_pct,water_wt_pct,property_or_metric,units,value,comparison_or_reference,source_locator,evidence_label,claim_scope,K_G_x10e4_mol_m2_kPa_s,D_CO2_x10e9_m2_s,H_CO2_kPa_m3_kmol,k_l_x10e5_m_s,k_g_x10e2_m_s,k_ov_s_1,Ha,E_inf,zotero_collection_key,zotero_parent_key,zotero_attachment_key,local_companion_locator
S2,30 wt% MEA + sugar,313.15,0,,0.300,0.060,0.640,density,g/cm3,1.0270,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.100,0.001,0.300,0.060,0.640,density,g/cm3,1.0570,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.200,0.003,0.300,0.060,0.640,density,g/cm3,1.0747,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.300,0.004,0.300,0.060,0.640,density,g/cm3,1.1048,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.400,0.005,0.300,0.060,0.640,density,g/cm3,1.1309,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0,,0.300,0.060,0.640,density,g/cm3,1.0224,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.100,0.001,0.300,0.060,0.640,density,g/cm3,1.0531,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.200,0.003,0.300,0.060,0.640,density,g/cm3,1.0701,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.300,0.004,0.300,0.060,0.640,density,g/cm3,1.1009,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.400,0.005,0.300,0.060,0.640,density,g/cm3,1.1253,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0,,0.300,0.060,0.640,density,g/cm3,1.0172,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.100,0.001,0.300,0.060,0.640,density,g/cm3,1.0492,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.200,0.003,0.300,0.060,0.640,density,g/cm3,1.0657,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.300,0.004,0.300,0.060,0.640,density,g/cm3,1.0976,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.400,0.005,0.300,0.060,0.640,density,g/cm3,1.1199,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0,,0.300,0.060,0.640,density,g/cm3,1.0092,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.100,0.001,0.300,0.060,0.640,density,g/cm3,1.0397,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.200,0.003,0.300,0.060,0.640,density,g/cm3,1.0605,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.300,0.004,0.300,0.060,0.640,density,g/cm3,1.0937,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.400,0.005,0.300,0.060,0.640,density,g/cm3,1.1140,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0,,0.300,0.100,0.600,density,g/cm3,1.0514,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.100,0.001,0.300,0.100,0.600,density,g/cm3,1.0736,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.200,0.003,0.300,0.100,0.600,density,g/cm3,1.0997,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.300,0.004,0.300,0.100,0.600,density,g/cm3,1.1235,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.400,0.005,0.300,0.100,0.600,density,g/cm3,1.1534,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0,,0.300,0.100,0.600,density,g/cm3,1.0441,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.100,0.001,0.300,0.100,0.600,density,g/cm3,1.0667,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.200,0.003,0.300,0.100,0.600,density,g/cm3,1.0928,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.300,0.004,0.300,0.100,0.600,density,g/cm3,1.1175,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.400,0.005,0.300,0.100,0.600,density,g/cm3,1.1458,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0,,0.300,0.100,0.600,density,g/cm3,1.0398,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.100,0.001,0.300,0.100,0.600,density,g/cm3,1.0629,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.200,0.003,0.300,0.100,0.600,density,g/cm3,1.0885,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.300,0.004,0.300,0.100,0.600,density,g/cm3,1.1139,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.400,0.005,0.300,0.100,0.600,density,g/cm3,1.1415,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0,,0.300,0.100,0.600,density,g/cm3,1.0351,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.100,0.001,0.300,0.100,0.600,density,g/cm3,1.0590,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.200,0.003,0.300,0.100,0.600,density,g/cm3,1.0846,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.300,0.004,0.300,0.100,0.600,density,g/cm3,1.1113,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.400,0.005,0.300,0.100,0.600,density,g/cm3,1.1365,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0,,0.300,0.100,0.600,density,g/cm3,1.0258,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.100,0.001,0.300,0.100,0.600,density,g/cm3,1.0490,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.200,0.003,0.300,0.100,0.600,density,g/cm3,1.0806,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.300,0.004,0.300,0.100,0.600,density,g/cm3,1.1073,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.400,0.005,0.300,0.100,0.600,density,g/cm3,1.1310,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0,,0.300,0.200,0.500,density,g/cm3,1.0940,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.100,0.001,0.300,0.200,0.500,density,g/cm3,1.1195,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.200,0.003,0.300,0.200,0.500,density,g/cm3,1.1440,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.300,0.004,0.300,0.200,0.500,density,g/cm3,1.1784,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.400,0.005,0.300,0.200,0.500,density,g/cm3,1.1979,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0,,0.300,0.200,0.500,density,g/cm3,1.0887,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.100,0.001,0.300,0.200,0.500,density,g/cm3,1.1147,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.200,0.003,0.300,0.200,0.500,density,g/cm3,1.1368,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.300,0.004,0.300,0.200,0.500,density,g/cm3,1.1728,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.400,0.005,0.300,0.200,0.500,density,g/cm3,1.1912,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0,,0.300,0.200,0.500,density,g/cm3,1.0855,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.100,0.001,0.300,0.200,0.500,density,g/cm3,1.1126,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.200,0.003,0.300,0.200,0.500,density,g/cm3,1.1336,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.300,0.004,0.300,0.200,0.500,density,g/cm3,1.1698,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.400,0.005,0.300,0.200,0.500,density,g/cm3,1.1862,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0,,0.300,0.200,0.500,density,g/cm3,1.0817,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.100,0.001,0.300,0.200,0.500,density,g/cm3,1.1097,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.200,0.003,0.300,0.200,0.500,density,g/cm3,1.1314,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.300,0.004,0.300,0.200,0.500,density,g/cm3,1.1602,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.400,0.005,0.300,0.200,0.500,density,g/cm3,1.1783,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0,,0.300,0.200,0.500,density,g/cm3,1.0680,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.100,0.001,0.300,0.200,0.500,density,g/cm3,1.0977,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.200,0.003,0.300,0.200,0.500,density,g/cm3,1.1281,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.300,0.004,0.300,0.200,0.500,density,g/cm3,1.1583,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.400,0.005,0.300,0.200,0.500,density,g/cm3,1.1722,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,298.15,,,,,,viscosity,mPa s,2.464,this_work,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,298.15,,,,,,viscosity,mPa s,2.548,Bernhardsen_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,298.15,,,,,,viscosity,mPa s,2.450,Hartono_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,298.15,,,,,,viscosity,mPa s,2.480,Amundsen_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,313.15,,,,,,viscosity,mPa s,1.647,this_work,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,313.15,,,,,,viscosity,mPa s,1.724,Bernhardsen_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,313.15,,,,,,viscosity,mPa s,1.628,Hartono_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,313.15,,,,,,viscosity,mPa s,1.670,Amundsen_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,323.15,,,,,,viscosity,mPa s,1.331,this_work,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,323.15,,,,,,viscosity,mPa s,1.376,Bernhardsen_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,323.15,,,,,,viscosity,mPa s,1.305,Hartono_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,323.15,,,,,,viscosity,mPa s,1.330,Amundsen_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,333.15,,,,,,viscosity,mPa s,1.097,this_work,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,333.15,,,,,,viscosity,mPa s,1.098,Bernhardsen_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,333.15,,,,,,viscosity,mPa s,1.055,Hartono_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,333.15,,,,,,viscosity,mPa s,-,Amundsen_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
