table_id,mixture,T_K,co2_loading_mol_per_mol_mea,co2_loading_uncertainty,mea_wt_pct,sugar_wt_pct,water_wt_pct,property_or_metric,units,value,comparison_or_reference,source_locator,evidence_label,claim_scope,K_G_x10e4_mol_m2_kPa_s,D_CO2_x10e9_m2_s,H_CO2_kPa_m3_kmol,k_l_x10e5_m_s,k_g_x10e2_m_s,k_ov_s_1,Ha,E_inf,zotero_collection_key,zotero_parent_key,zotero_attachment_key,local_companion_locator
S6.2,5 M MEA (30 wt%),298.7,0.153,,,,,m,dimensionless,0.61,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),298.7,0.153,,,,,kg,10^-3 m/s,5.33,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),298.7,0.153,,,,,kL,10^-5 m/s,4.11,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),298.7,0.153,,,,,Ha,dimensionless,161,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),298.7,0.153,,,,,m_kL_Ei,10^-3 m/s,4.04,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),303.1,0.153,,,,,m,dimensionless,0.57,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),303.1,0.153,,,,,kg,10^-3 m/s,6.31,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),303.1,0.153,,,,,kL,10^-5 m/s,4.64,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),303.1,0.153,,,,,Ha,dimensionless,172,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),303.1,0.153,,,,,m_kL_Ei,10^-3 m/s,4.55,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),307.7,0.153,,,,,m,dimensionless,0.54,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),307.7,0.153,,,,,kg,10^-3 m/s,7.61,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),307.7,0.153,,,,,kL,10^-5 m/s,5.15,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),307.7,0.153,,,,,Ha,dimensionless,179,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),307.7,0.153,,,,,m_kL_Ei,10^-3 m/s,4.97,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),312.2,0.153,,,,,m,dimensionless,0.51,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),312.2,0.153,,,,,kg,10^-3 m/s,7.69,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),312.2,0.153,,,,,kL,10^-5 m/s,5.69,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),312.2,0.153,,,,,Ha,dimensionless,196,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),312.2,0.153,,,,,m_kL_Ei,10^-3 m/s,5.69,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.9,0.204,,,,,m,dimensionless,0.59,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.9,0.204,,,,,kg,10^-3 m/s,4.78,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.9,0.204,,,,,kL,10^-5 m/s,3.61,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.9,0.204,,,,,Ha,dimensionless,172,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.9,0.204,,,,,m_kL_Ei,10^-3 m/s,3.66,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),302.6,0.204,,,,,m,dimensionless,0.55,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),302.6,0.204,,,,,kg,10^-3 m/s,5.22,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),302.6,0.204,,,,,kL,10^-5 m/s,4.01,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),302.6,0.204,,,,,Ha,dimensionless,175,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),302.6,0.204,,,,,m_kL_Ei,10^-3 m/s,3.86,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),307.4,0.204,,,,,m,dimensionless,0.52,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),307.4,0.204,,,,,kg,10^-3 m/s,5.78,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),307.4,0.204,,,,,kL,10^-5 m/s,4.52,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),307.4,0.204,,,,,Ha,dimensionless,187,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),307.4,0.204,,,,,m_kL_Ei,10^-3 m/s,4.39,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),312.1,0.204,,,,,m,dimensionless,0.49,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),312.1,0.204,,,,,kg,10^-3 m/s,6.24,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),312.1,0.204,,,,,kL,10^-5 m/s,5.06,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),312.1,0.204,,,,,Ha,dimensionless,194,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),312.1,0.204,,,,,m_kL_Ei,10^-3 m/s,4.81,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),315.9,0.204,,,,,m,dimensionless,0.46,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),315.9,0.204,,,,,kg,10^-3 m/s,6.66,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),315.9,0.204,,,,,kL,10^-5 m/s,5.43,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),315.9,0.204,,,,,Ha,dimensionless,200,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),315.9,0.204,,,,,m_kL_Ei,10^-3 m/s,4.99,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.9,0.252,,,,,m,dimensionless,0.57,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.9,0.252,,,,,kg,10^-3 m/s,4.66,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.9,0.252,,,,,kL,10^-5 m/s,3.41,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.9,0.252,,,,,Ha,dimensionless,155,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.9,0.252,,,,,m_kL_Ei,10^-3 m/s,3.01,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),302.6,0.252,,,,,m,dimensionless,0.53,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),302.6,0.252,,,,,kg,10^-3 m/s,5.01,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),302.6,0.252,,,,,kL,10^-5 m/s,3.79,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),302.6,0.252,,,,,Ha,dimensionless,164,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),302.6,0.252,,,,,m_kL_Ei,10^-3 m/s,3.29,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),311.1,0.252,,,,,m,dimensionless,0.47,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),311.1,0.252,,,,,kg,10^-3 m/s,5.79,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),311.1,0.252,,,,,kL,10^-5 m/s,4.36,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),311.1,0.252,,,,,Ha,dimensionless,172,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),311.1,0.252,,,,,m_kL_Ei,10^-3 m/s,3.53,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),315.8,0.252,,,,,m,dimensionless,0.44,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),315.8,0.252,,,,,kg,10^-3 m/s,6.01,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),315.8,0.252,,,,,kL,10^-5 m/s,5.22,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),315.8,0.252,,,,,Ha,dimensionless,182,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),315.8,0.252,,,,,m_kL_Ei,10^-3 m/s,4.18,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.1,0.305,,,,,m,dimensionless,0.55,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.1,0.305,,,,,kg,10^-3 m/s,4.43,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.1,0.305,,,,,kL,10^-5 m/s,3.51,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.1,0.305,,,,,Ha,dimensionless,128,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),297.1,0.305,,,,,m_kL_Ei,10^-3 m/s,2.47,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),301.2,0.305,,,,,m,dimensionless,0.52,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),301.2,0.305,,,,,kg,10^-3 m/s,4.48,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),301.2,0.305,,,,,kL,10^-5 m/s,3.93,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),301.2,0.305,,,,,Ha,dimensionless,135,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),301.2,0.305,,,,,m_kL_Ei,10^-3 m/s,2.76,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),305.3,0.305,,,,,m,dimensionless,0.48,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),305.3,0.305,,,,,kg,10^-3 m/s,4.78,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),305.3,0.305,,,,,kL,10^-5 m/s,4.29,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),305.3,0.305,,,,,Ha,dimensionless,142,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),305.3,0.305,,,,,m_kL_Ei,10^-3 m/s,2.92,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),310.9,0.305,,,,,m,dimensionless,0.45,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),310.9,0.305,,,,,kg,10^-3 m/s,5.01,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
S6.2,5 M MEA (30 wt%),310.9,0.305,,,,,kL,10^-5 m/s,4.87,,"Ganesan2026 supplied SI PDF p. 10-11, Table S6.2",verified,retained_specific_absorption_flux_input,,,,,,,,,9T8XETPA,KVLELL3S,77DLGVMR,Downloads/Zotero-Supplements/Ganesan_2026_Supplementary_Information.pdf
