case_id,position,liquid_temperature_K,vapor_temperature_K,vapor_co2_fugacity_Pa,liquid_co2_flux_mol_m2_s
K18,0.8300000000000001,352.4077430997557,352.2436887883312,535.8131651114651,0.0051863884142947
K18,0.84,352.4801762120189,352.33836384036766,449.85175209266185,0.0045605209916548
K18,0.85,352.5400303181792,352.41946728498414,375.0988703223791,0.0039431034712833
K18,0.86,352.5891658822504,352.4877628800586,311.4617035707197,0.0033625110147166
K18,0.87,352.6296239967273,352.5450214531431,257.6591461174382,0.0028286714899825
K18,0.88,352.66235874785934,352.5924644130637,212.6465879512388,0.0023508003829465
K18,0.89,352.68831926238295,352.6313005757288,175.39111861993285,0.0019346205700899
K18,0.9,352.70845073864507,352.66272876042314,144.86769419057353,0.001582345395189
K18,0.91,352.72551962683144,352.68852418656564,119.98158801958044,0.0012912568725229
K18,0.92,352.7345362696489,352.7080750209437,99.69032341157116,0.0010557957566181
K18,0.93,352.73560577801965,352.722220765585,83.05764191713912,0.0008689013657977
K18,0.94,352.72791786188435,352.73143288886496,69.30106920788121,0.0007235002723343
K18,0.95,352.5712860796679,352.6943867482843,57.81926050471681,0.0006137958965621
K18,0.96,352.4286587930481,352.66117157987867,47.968046860214,0.0005308729796264
K18,0.97,351.1238279514441,352.263106536796,39.59778551377457,0.0004754495597197
K18,0.98,345.6747163016515,350.474345946889,32.65466805586906,0.0004501075082919
K18,0.99,332.14978305072486,344.8730632427294,26.834564593412125,0.0004507676552332
K18,1.0,315.3899999999999,334.6006111891386,20.5221673832012,0.0004372232742557
K19,0.0,327.2413491043568,319.33000000000004,11954.688534666464,0.0099376508352015
K19,0.01,327.3947778384381,324.06720109107005,11358.301374426768,0.0162866113102379
K19,0.02,326.94777856618686,326.0792995879415,10673.74964444218,0.0217320720501066
K19,0.03,326.0492930223993,326.2758134288919,9893.002118708047,0.026090926742068
K19,0.04,324.84708476854456,325.4633231725991,9010.280423227749,0.0291678438486647
K19,0.05,323.48948642603,324.4609678874221,8026.055028596208,0.030777725026241
K19,0.06,322.0927930281114,323.4994083770752,6975.214918068695,0.0308918085125982
K19,0.07,320.70999752014853,322.2953417017982,5907.834648329856,0.0296443553473208
K19,0.08,319.39593634274354,320.9607404464343,4858.96437478865,0.0272059142386985
K19,0.09,318.2058919912,319.62501537009524,3870.20821862194,0.0238742675483935
K19,0.1,317.19550901659284,318.43546802544284,2989.5366522131253,0.0200931506182603
K19,0.11,316.3837374600454,317.451635467122,2251.304414348184,0.0163205572033926
K19,0.12,315.7389782153826,316.62485626804056,1649.894970129611,0.012771681805282
K19,0.13,315.2411159844301,315.9486715124608,1175.3732837080613,0.0096100482470572
K19,0.14,314.8698941424485,315.4125953008943,815.1994787100159,0.0069504192539343
K19,0.15,314.60495030968326,315.0027713622312,554.5836940757326,0.0048543895635476
K19,0.16,314.42584639257944,314.70268766039663,376.8037224644378,0.0033268848101875
K19,0.17,314.31209321944954,314.4938780890505,263.5541973612586,0.0023141792567263
K19,0.18,314.2431698621067,314.3565528803863,195.3612880810497,0.001703969440218
K19,0.19,314.198537704493,314.2701147795514,152.0143341674486,0.0013271791348907
K19,0.2,314.1576492942765,314.2135331311327,112.90794365196236,0.0009601771517781
K19,0.21,314.1179990106786,314.1692793063037,74.87240077175836,0.0005673928060388
K19,0.22,314.08960620555905,314.1334449169758,47.522173432513846,0.0002881367643645
K19,0.23,314.07070638378514,314.105237688414,29.22675255223294,0.0001177076413562
K19,0.24,314.0595344591022,314.0838510756111,18.331130881561386,4.70388921597392e-05
K19,0.25,314.0543249564933,314.0684680217393,13.163631775182363,6.275015440118516e-05
K19,0.26,314.05331217336715,314.058264198784,12.042584468693372,4.4699692367604696e-05
K19,0.27,314.0547302996167,314.0524107101154,13.281444526774951,6.469167803157836e-05
K19,0.28,314.0568134965597,314.05007624197015,15.192315526028365,9.552268922472116e-05
K19,0.29,314.05779593477376,314.0504286565725,16.08761431903498,0.0001099836687488
K19,0.3,314.0559117908285,314.0526360238412,14.280013647867742,8.08590014084356e-05
K19,0.31,314.05266761215614,314.05464364964644,11.220759567240917,3.1541763489848005e-05
K19,0.32,314.05060483224065,314.0551836124286,9.33991869919905,1.2223317213968922e-06
K19,0.33,314.0495099337904,314.05460481965804,8.417332547194214,-1.3645143952974982e-05
K19,0.34,314.0491693947747,314.05325633817256,8.23264767783349,-1.6611052377437457e-05
K19,0.35,314.0493696903324,314.05148730643793,8.565363067779431,-1.1229558809451034e-05
K19,0.36,314.0498972942393,314.04964687221457,9.194944579457133,-1.056758900706421e-06
K19,0.37,314.05053867994195,314.04808415565464,9.90084532227541,1.0349649622960295e-05
K19,0.38,314.05108032115,314.047148237835,10.462582821821394,1.943161231183873e-05
K19,0.39,314.0513086919933,314.0471881747231,10.659630299200549,2.2628963662573486e-05
K19,0.4,314.0510102667396,314.04855303656984,10.271501897442077,1.6380802525689812e-05
K19,0.41,314.05048195991424,314.05023964761614,9.6514759686545,6.3876674927273685e-06
K19,0.42,314.05014085919,314.05112313284144,9.27019581717861,2.472566287680497e-07
K19,0.43,314.04995369824786,314.0513700737427,9.082943749683436,-2.761359320991e-06
K19,0.44,314.0498872107372,314.05114706390634,9.045036740311218,-3.358832897555936e-06
K19,0.45,314.0499081302837,314.0506207034953,9.111927084422335,-2.2639140648452155e-06
K19,0.46,314.0499831904931,314.049957595136,9.238852704712752,-1.990973559643593e-07
K19,0.47,314.0500791249575,314.0493243412066,9.381180888983884,2.114928989043831e-06
K19,0.48,314.0501626672632,314.04888754252653,9.49415734146665,3.95522995711341e-06
K19,0.49,314.0502005509948,314.0488137984468,9.533306067986768,4.6030836000919935e-06
K19,0.5,314.0501595097442,314.0492697083418,9.453929373756935,3.335904090784076e-06
K19,0.51,314.05008235762904,314.0498912567738,9.327699693029592,1.2970194170493378e-06
K19,0.52,314.0500311289146,314.0502397886844,9.250156135412864,4.480801894718739e-08
K19,0.53,314.05000138742537,314.05036994589665,9.21216392030384,-5.683258722905582e-07
K19,0.54,314.0499886969906,314.0503363705097,9.204634463082748,-6.89233431239974e-07
K19,0.55,314.0499886214393,314.0501937048109,9.218457047305682,-4.6512529977045003e-07
K19,0.56,314.0499967246031,314.04999659120193,9.244520940360042,-4.3214236261175385e-08
K19,0.5700000000000001,314.0500085703109,314.0497996721379,9.273693419149843,4.289298107175622e-07
K19,0.58,314.05001972239273,314.0496575900809,9.296907643748703,8.047996145527601e-07
K19,0.59,314.0500257446777,314.0496249874668,9.30503097928819,9.368229429191596e-07
K19,0.6,314.050022200994,314.0497565066861,9.288952708526145,6.777798648006687e-07
K19,0.61,314.0500136945012,314.0499434630524,9.263314327672877,2.642554234564661e-07
K19,0.62,314.0500075554227,314.0500511413274,9.24753286021418,1.0004588994904576e-08
K19,0.63,314.0500034381863,314.050095138007,9.239781761445231,-1.1448605611275725e-07
K19,0.64,314.0500009972204,314.0500910495642,9.23821247286445,-1.390860208370898e-07
K19,0.65,314.04999988695363,314.0500544724632,9.240976437308952,-9.366516894503737e-08
K19,0.66,314.04999976181387,314.0500010031695,9.246225097732658,-8.093738744517304e-09
K19,0.67,314.05000027623,314.0499462381548,9.252109896502608,8.77576455449731e-08
K19,0.68,314.0500010846299,314.049905773898,9.256782275213563,1.6401797079607137e-07
K19,0.6900000000000001,314.050001841442,314.0498952068813,9.258393675020814,1.908158403514831e-07
K19,0.7000000000000001,314.05000220109474,314.04993013358194,9.255095537491238,1.382794877762323e-07
K19,0.71,314.0500021269924,314.0499810485439,9.249851906728855,5.430501351566421e-08
K19,0.72,314.05000185384006,314.05001079672513,9.246610509871836,2.684791754190145e-09
K19,0.73,314.0500014430166,314.0500235002088,9.244998314487692,-2.2608849205923985e-08
K19,0.74,314.0500009559008,314.05002328107463,9.244642288473814,-2.7603651693856126e-08
K19,0.75,314.0500004538711,314.05001426140035,9.245169399890251,-1.8327431372091013e-08
K19,0.76,314.0499999983067,314.0500005632636,9.24620661683902,-1.5302594638981551e-09
K19,0.77,314.0499996505862,314.04998630874246,9.247380907389871,1.748196281707456e-08
K19,0.78,314.0499994720885,314.0499756199157,9.24831923955258,3.268122405468713e-08
K19,0.79,314.0499995241923,314.04997261886274,9.248648581295669,3.8039505647755376e-08
K19,0.8,314.0499998682765,314.04998142766243,9.247995900611707,2.7528782864846352e-08
K19,0.81,314.05000026355776,314.0499944952068,9.246953540194792,1.0721016757045369e-08
K19,0.8200000000000001,314.05000045702366,314.05000221169024,9.246312464149048,3.978063457199007e-10
K19,0.8300000000000001,314.0500004917084,314.05000561114446,9.245997572687846,-4.654420309371851e-09
K19,0.84,314.0500004106464,314.0500057276006,9.245933766047353,-5.649236092360384e-09
K19,0.85,314.05000025687247,314.0500035950897,9.24604594447531,-3.800215012738071e-09
K19,0.86,314.0500000734201,314.0500002476429,9.246259008222864,-3.2093233725890396e-10
K19,0.87,314.0499999033248,314.0499967192911,9.246497857539476,3.575035327792696e-09
K19,0.88,314.0499997896203,314.04999404406544,9.246687392670871,6.674110003160378e-09
K19,0.89,314.0499997753413,314.04999325599704,9.246752513860027,7.762712353178627e-09
K19,0.9,314.04999990352223,314.0499953891171,9.246618121351284,5.6272617515362105e-09
K19,0.91,314.0500000732629,314.0499985946506,9.246404749614396,2.215540086891387e-09
K19,0.92,314.0500001654648,314.05000050089365,9.246272836146488,1.2014706141573722e-10
K19,0.93,314.0500001958638,314.05000135748344,9.246207135739422,-9.052723103947948e-10
K19,0.94,314.0500001801959,314.0500014140572,9.246192403186432,-1.1070732580598872e-09
K19,0.95,314.05000013419686,314.0500009202521,9.246213393281456,-7.316112663672444e-10
K19,0.96,314.0500000736034,314.05000012570537,9.246254860818658,-2.524208260628865e-11
K19,0.97,314.0500000141508,314.04999928005424,9.24630156059211,7.656782778917416e-10
K19,0.98,314.04999997157535,314.049998632936,9.246338247395684,1.3947935301175915e-09
K19,0.99,314.049999961613,314.0499984339877,9.246349676023089,1.6157471201590279e-09
K19,1.0,314.05,314.0499989328467,9.246320601268105,1.182182228702872e-09
1C,0.0,324.24935911714965,316.4500000000003,8458.81744474177,0.0068653682795263
1C,0.01,326.8473433063153,321.14968356469785,8126.940893029193,0.0069255776616798
1C,0.02,329.01209838842794,324.7962071564284,7825.026578057231,0.0069850037457554
1C,0.03,330.8036578282632,327.6025766998236,7549.71473175921,0.0070442464547364
1C,0.04,332.27847849420044,329.74406533438633,7296.721273684955,0.0071024063761556
1C,0.05,333.490245356757,331.36999291014456,7061.739622731014,0.0071578309788998
1C,0.06,334.4905246196366,332.6118675787484,6840.762864361746,0.0072084604152247
1C,0.07,335.3292828666086,333.58904590062724,6630.170862066886,0.0072519898194128
1C,0.08,336.0552851467244,334.4126026972698,6426.725378558699,0.0072859459197874
1C,0.09,336.7163812867476,335.18782697827976,6227.550111776725,0.0073077440614762
1C,0.1,337.3596870318832,336.015596655369,6030.111435202183,0.0073147410156857
1C,0.11,337.9923748634224,336.8526841982305,5834.784262899484,0.0073076463957278
1C,0.12,338.5906961673532,337.5983993182891,5643.44092850094,0.0072892457222177
1C,0.13,339.1548791071849,338.2641051426322,5456.050789217931,0.0072600053602589
1C,0.14,339.6851341063011,338.8607432325113,5272.590154218474,0.0072203963896038
1C,0.15,340.1816543028752,339.3988819933959,5093.0427758558335,0.0071708968073738
1C,0.16,340.6446159813344,339.88876052584243,4917.3999241087,0.0071119932252552
1C,0.17,341.07417898144973,340.3403284517768,4745.661235498205,0.0070441837912316
1C,0.18,341.47048708608213,340.763282177514,4577.83414699542,0.0069679790653806
1C,0.19,341.8336683885665,341.16709799275134,4413.934347930761,0.0068839044223272
1C,0.2,342.16383564067104,341.5610623518758,4253.98536611464,0.0067925011109012
1C,0.21,342.48509685839167,341.94396559615126,4100.540112301816,0.0066986822896953
1C,0.22,342.820050063926,342.31111510462006,3954.218175701553,0.0066043749872264
1C,0.23,343.166531570638,342.6664030068729,3812.181772606087,0.006505346933354
1C,0.24,343.5223767641126,343.0136620250126,3671.631972779905,0.0063969546328658
1C,0.25,343.8854194858433,343.35666487931576,3529.809791479794,0.0062741537082902
1C,0.26,344.253491784207,343.6991233276684,3383.998191597349,0.007084052666647
1C,0.27,344.6244240293793,344.0446868702916,3231.5221022607766,0.0077814296402418
1C,0.28,344.9960453886131,344.396941150584,3069.7517571114863,0.0083518210125673
1C,0.29,345.3661846578558,344.7594060827508,2896.104102754405,0.0087773409239743
1C,0.3,345.732671445008,345.1355337371517,2708.045258306317,0.0090367694814522
1C,0.31,346.0865421726681,345.51141282287546,2512.4192558117843,0.0091423538117753
1C,0.32,346.4200954642854,345.87032814300625,2318.698918454286,0.0091268834587954
1C,0.33,346.73306081408924,346.2114858180717,2128.293551398405,0.0089988057670148
1C,0.34,347.025173140473,346.53410508337004,1942.6080489897445,0.0087684617400694
1C,0.35,347.29617106160435,346.83741433317766,1763.0066357525077,0.0084478865500166
1C,0.36,347.54579515030383,347.1206470766718,1590.8383261199044,0.0080508839039151
1C,0.37,347.77378616695114,347.3830377954163,1427.4312729918372,0.0075929664361137
1C,0.38,347.97988326841755,347.6238176888906,1274.1019823433287,0.0070913784507441
1C,0.39,348.16382219025684,347.84221029106965,1132.156781047831,0.0065650859011076
1C,0.4,348.3253333985977,348.0374269374289,1002.8967101377776,0.0060347933196218
1C,0.41,348.4678392037327,348.21130177335834,886.2213966227816,0.0055126957228884
1C,0.42,348.5954797932763,348.36702858402424,780.7047587465926,0.005000678565292
1C,0.43,348.7090487888311,348.5058203175364,685.673812767865,0.0045047239571484
1C,0.44,348.8093293477176,348.62885868887764,600.4739739455086,0.0040300529875819
1C,0.45,348.8970953199413,348.7372980010564,524.4670226073698,0.0035811393030168
1C,0.46,348.97311232772046,348.83226863856567,457.0290768333873,0.0031617185986642
1C,0.47,349.0381387706838,348.91488025750965,397.5489875743061,0.0027747979361096
1C,0.48,349.092926759471,348.9862246932478,345.4265135735688,0.0024226596502223
1C,0.49,349.13822298010115,349.0473786033117,300.0709042864829,0.0021068656364365
1C,0.5,349.1747694911558,349.0994058606067,260.8989894299765,0.0018282536217516
1C,0.51,349.2045617222859,349.14325394772555,227.61151588453927,0.0015026725311548
1C,0.52,349.2294455234311,349.17971598121306,199.8785793309665,0.0012279030185295
1C,0.53,349.24993421367856,349.2096116584301,177.0852222427231,0.0009994164600056
1C,0.54,349.26653959466864,349.23375578329376,158.6196164064198,0.0008124092284416
1C,0.55,349.2797722617242,349.25295929084365,143.87293424470147,0.00066180324146
1C,0.56,349.2901418751932,349.26803013483527,132.23810621082296,0.0005422339965528
1C,0.5700000000000001,349.2981573923345,349.27977404072374,123.11043030604864,0.0004480585459405
1C,0.58,349.3043272599885,349.2889951258037,115.88594266889636,0.0003733384130634
1C,0.59,349.30915956821644,349.2964963877786,109.9616386477546,0.0003118426037719
1C,0.6,349.31316216502444,349.3030800626276,104.73508159816434,0.0002570436519861
1C,0.61,349.31679399072266,349.308986551066,100.09374769610582,0.0002078796943043
1C,0.62,349.3201440712588,349.3139752908866,96.2631080375316,0.000167254451985
1C,0.63,349.3231652454796,349.31812660137024,93.14785292612385,0.0001343273720876
1C,0.64,349.3258103442361,349.3215207416538,90.65323016561725,0.0001082167704841
1C,0.65,349.32803218980786,349.32423791948645,88.68421940420863,8.799004557133802e-05
1C,0.66,349.3297835956566,349.3263582994171,87.14526339849252,7.266017675524763e-05
1C,0.67,349.3310173665054,349.32796201041486,85.94218627222313,6.120941964391989e-05
1C,0.68,349.3316862987433,349.3291291529237,84.97984530470394,5.256045978098335e-05
1C,0.6900000000000001,349.3317431811605,349.32993980535406,84.16338644563226,4.5591850181571314e-05
1C,0.7000000000000001,349.3311407960055,349.3304740300112,83.39769651013435,3.913112312965002e-05
1C,0.71,349.3307154756243,349.33095293277205,82.760136292611,3.420550001688869e-05
1C,0.72,349.331247470119,349.331578376409,82.3233727063351,3.181933067670429e-05
1C,0.73,349.3326054309308,349.33240154548133,81.98545740783021,3.069420735659144e-05
1C,0.74,349.33465800477705,349.333473616953,81.64465361033348,2.9503316498246518e-05
1C,0.75,349.3372738337701,349.3348457580282,81.19913855979107,2.6867545097824956e-05
1C,0.76,349.3403215560845,349.33656912420906,80.54687638472218,5.927097636001067e-05
1C,0.77,349.3436698071727,349.3386948575737,79.5865148499474,8.912626703123778e-05
1C,0.78,349.34718722153383,349.34127408527684,78.21612744776236,0.0001145441314201
1C,0.79,349.35074243503016,349.3443579182706,76.33375186760364,0.0001334657490166
1C,0.8,349.35420408775303,349.34799745024804,73.83773273293804,0.0001436680390505
1C,0.81,349.35876580038024,349.3524044322651,70.95804335457642,0.0001480722401138
1C,0.8200000000000001,349.36448374693447,349.3573032195344,68.0039874274192,0.0001512846742971
1C,0.8300000000000001,349.36952058530386,349.36201409586266,64.99374706395943,0.0001535192279661
1C,0.84,349.3720392170392,349.3658577453835,61.94438909386824,0.0001550006786251
1C,0.85,349.37020267224955,349.36815510490965,58.87388754022975,0.0001559981378402
1C,0.86,349.3746993567371,349.3727404621215,55.78986356151717,0.0001566232034636
1C,0.87,349.3879211648282,349.3804710806497,52.69483565021811,0.0001569056715868
1C,0.88,349.39558810823894,349.38620517243146,49.59665311026915,0.0001569803832547
1C,0.89,349.3834222248734,349.38480421435963,46.5027453928554,0.0001569870749487
1C,0.9,349.3371403021603,349.3711234743016,43.41845786310124,0.0001570366382886
1C,0.91,349.3398965347543,349.37518768178603,40.32666166337291,0.0001567956249541
1C,0.92,349.4100729412358,349.4035676958738,37.227709164774446,0.0001562619498626
1C,0.93,349.436248643946,349.4159693541744,34.145136914197764,0.000155920850361
1C,0.94,349.30702218565654,349.3721286588652,31.093894846497307,0.0001561127566651
1C,0.95,348.9105651753489,349.23122606793765,28.07934603372143,0.0001569936675747
1C,0.96,348.0270171039469,348.9177628990255,25.114237136791274,0.0001588926691395
1C,0.97,345.4121595574388,347.8992279307224,22.30503159176332,0.0001642828892854
1C,0.98,339.2460722750755,345.2202320395373,19.712083226772485,0.0001747503643588
1C,0.99,329.0806127890047,339.7074461449371,17.133100037648752,0.0001858139121293
1C,1.0,318.15,331.5938139816501,14.105199077536202,0.0001864299120643
2C,0.0,327.28061033421136,316.2500000000008,12030.07867639247,0.0025292289025734
2C,0.01,328.3484220350536,322.4148624612722,11833.815295427476,0.002503019366374
2C,0.02,329.2748278806969,326.59024529293777,11669.765583847027,0.0024837952056423
2C,0.03,330.07747592148536,329.1873083453429,11531.958718500771,0.0024702875277158
2C,0.04,330.7732575744936,330.5740541162156,11415.07285809944,0.0024613266036925
2C,0.05,331.3784717084886,331.09046917751334,11314.279798038551,0.0024558101334024
2C,0.06,331.9089585610097,331.0591731383718,11225.055021979644,0.0024526592980365
2C,0.07,332.3802061380585,330.7926322889274,11143.060511371885,0.002450791276456
2C,0.08,332.80743099193506,330.5975183087234,11064.02737571848,0.0024490895712437
2C,0.09,333.2056347097727,330.77651993053314,10983.746388625932,0.0024464024105147
2C,0.1,333.58963705297055,331.6277769864144,10898.128495161538,0.0024415607857439
2C,0.11,333.9609359099989,332.7524227463537,10811.117987922578,0.0024356445923338
2C,0.12,334.3122235892548,333.59125345781683,10728.792998341862,0.0024303988389372
2C,0.13,334.6449614613317,334.19580310038384,10650.475124899069,0.0024256680670319
2C,0.14,334.96058384210795,334.6162608621728,10575.522713722436,0.0024212994077198
2C,0.15,335.26050084284014,334.9017598758349,10503.321509625252,0.0024171403520881
2C,0.16,335.5461008974144,335.1006032797705,10433.279609120116,0.0024130376472727
2C,0.17,335.81875297962387,335.26043244609366,10364.819591556174,0.0024088352413247
2C,0.18,336.0798085214987,335.42834096569584,10297.379090845912,0.0024043746794434
2C,0.19,336.3306030421438,335.6509371082843,10230.408564494988,0.002399494640418
2C,0.2,336.57245749526044,335.97435692503825,10163.372620174025,0.0023940315477618
2C,0.21,336.80685584742355,336.33595024179897,10096.862052259765,0.0023881718423042
2C,0.22,337.0346622143939,336.64809611200866,10031.68616144798,0.0023821790008219
2C,0.23,337.2562546589646,336.91901916574784,9967.657726959917,0.0023760048011903
2C,0.24,337.47200760725616,337.1568406065924,9904.593146351206,0.0023695999199998
2C,0.25,337.6822920568848,337.3695891509559,9842.312280377662,0.0023629139366305
2C,0.26,337.88747576711285,337.5652101106392,9780.639201737687,0.0023749545411993
2C,0.27,338.08792343137213,337.7515726957767,9719.399990534474,0.002386790831104
2C,0.28,338.28399683252104,337.9364756054145,9658.424610903492,0.0023983699161158
2C,0.29,338.47605498116843,338.1276509651131,9597.545859554526,0.0024096372924241
2C,0.3,338.6644542373745,338.3327666650556,9536.599383623065,0.0024205369027352
2C,0.31,338.849405292927,338.54178141333847,9475.700776647544,0.0024311086160991
2C,0.32,339.03095035352646,338.7404783867259,9415.060673397897,0.0024414278385656
2C,0.33,339.20919065438926,338.9302048842767,9354.6619928796,0.0024514913853729
2C,0.34,339.3842268169344,339.112295762406,9294.487944522023,0.0024612959172133
2C,0.35,339.5561588685541,339.288074067687,9234.522051274234,0.0024708379542308
2C,0.36,339.7250862615389,339.45885161068355,9174.74887879664,0.0024801141522382
