case_id,outer_iteration,column_capture_pct,column_boundary_residual_norm,conductance_change_relative,bulk_fugacity_change_relative,position,temperature_K,loading_mol_CO2_per_mol_MEA,film_flux_mol_m2_s,film_conductance_mol_m2_s_Pa,reactive_bulk_fugacity_Pa,quadrature_relative_change,maximum_interface_residual,maximum_tangent_directional_error,current_column_flux_mol_m2_s,fresh_worker_retry
K19,4,99.93776639825916,2.2631142855714207e-14,0.0327647092832074,0.0272502666942696,0.0,327.2413490553777,0.2896041778403481,0.0099376593309442,8.425502739523678e-07,159.95101196993173,0.0004771605223769,1.588501185810827e-13,6.966255043795376e-05,0.0099375235806368,False
K19,4,99.93776639825916,2.2631142855714207e-14,0.0327647092832074,0.0272502666942696,0.25,314.0550889477488,0.1840348311371126,7.88982580180364e-05,1.6150609109044178e-05,9.255887072355788,8.352248715326551e-05,8.588609873345148e-16,2.986044048787071e-05,7.237305594360198e-05,False
K19,4,99.93776639825916,2.2631142855714207e-14,0.0327647092832074,0.0272502666942696,0.5,314.0501828394553,0.1840014929374619,3.386439938768001e-06,1.615914798630626e-05,9.246631964457118,0.0001493612150562,1.829488547892586e-11,2.985093505990387e-05,3.161664900285483e-06,False
K19,4,99.93776639825916,2.2631142855714207e-14,0.0327647092832074,0.0272502666942696,0.75,314.0500015145271,0.1840000021439058,6.533113321056713e-09,1.6159576531374442e-05,9.246248991266874,0.0001523825071917,2.615942242905471e-09,2.985050766311007e-05,-7.962497351125223e-09,False
K19,4,99.93776639825916,2.2631142855714207e-14,0.0327647092832074,0.0272502666942696,1.0,314.0499999999999,0.1839999999999999,1.693043948702452e-09,1.6159576529073162e-05,9.246247444654548,0.0001523862355056,6.728155441663058e-10,2.9850496344854568e-05,1.693089516495096e-09,False
K19,5,99.93776643992152,3.95765870323848e-14,0.0082824581766637,0.0069626517840946,0.0,327.24134909424185,0.289604178021227,0.0099376593158197,8.425502727398057e-07,159.95101294633722,0.0004771605223922,1.5274049886811834e-13,6.966255994761498e-05,0.009937625393351,False
K19,5,99.93776643992152,3.95765870323848e-14,0.0082824581766637,0.0069626517840946,0.25,314.0544768856548,0.1840292749178419,6.631577665843924e-05,1.615209566278553e-05,9.254507506955004,9.428312196711006e-05,8.174541769070352e-16,2.985881282139941e-05,6.47343641533113e-05,False
K19,5,99.93776643992152,3.95765870323848e-14,0.0082824581766637,0.0069626517840946,0.5,314.05016399860284,0.1840014762976373,3.3485749062673785e-06,1.615914722833467e-05,9.246614392444988,0.0001493947377444,1.7889740060172385e-11,2.9850934392272063e-05,3.292067961760966e-06,False
K19,5,99.93776643992152,3.95765870323848e-14,0.0082824581766637,0.0069626517840946,0.75,314.0500006644516,0.1839999939156274,-1.2539004941545312e-08,1.6159501560437584e-05,9.246246994240586,0.0001185339398482,5.0631097769902736e-08,2.4781399274018147e-05,-1.6195183913587578e-08,False
K19,5,99.93776643992152,3.95765870323848e-14,0.0082824581766637,0.0069626517840946,1.0,314.04999999999995,0.184,1.2821796396679063e-09,1.6159576567691894e-05,9.246247444626835,0.0001523865519556,5.070213176307122e-10,2.9850504681291316e-05,1.2821878379298395e-09,False
1C,1,99.83605952985071,8.981421845600889e-14,0.0,0.0,0.0,325.6770372100352,0.3246075216994338,0.0067759032621384,8.240828618572238e-07,236.46071854103772,0.0003655598072701,1.5300909598952715e-11,5.525590295956095e-05,0.0135090493506661,False
1C,1,99.83605952985071,8.981421845600889e-14,0.0,0.0,0.25,345.8826626774401,0.1996470923289821,0.0059776113783506,3.1523029389866724e-06,141.28044644605765,0.0003006402302541,3.250278698495969e-14,0.0022714465583774,0.0059622341095942,False
1C,1,99.83605952985071,8.981421845600889e-14,0.0,0.0,0.5,348.31666714988296,0.1590693295694103,0.0028281130202413,8.861277859986102e-06,83.75605540211004,7.375981816381014e-05,4.60039113596515e-16,0.0005158648884956,0.0012615544997719,False
1C,1,99.83605952985071,8.981421845600889e-14,0.0,0.0,0.75,348.7130687591447,0.1514511483754957,0.0004151208985683,1.3272045794416932e-05,75.04032916491916,2.897275989065352e-05,5.948185808622891e-12,1.8761493472752e-05,0.0002093042680997,False
1C,1,99.83605952985071,8.981421845600889e-14,0.0,0.0,1.0,318.15,0.15,0.0013225540964932,2.333902847639696e-05,6.303432771610625,1.2096225557205032e-05,3.525050018028916e-14,7.531538156123158e-05,0.0001685675278534,False
1C,2,99.83451740149812,1.0816827576713753e-13,0.2342312113818902,0.193787636147953,0.0,324.5269842477015,0.3256172333014479,0.0068399801224074,8.301699798757754e-07,219.56489620837135,0.0003623267645969,2.9080162077164485e-11,5.468253324668346e-05,0.0067759032621384,False
1C,2,99.83451740149812,1.0816827576713753e-13,0.2342312113818902,0.193787636147953,0.25,345.75635130441697,0.2130838274229446,0.0060097839488207,2.554061921232116e-06,175.2397417611235,0.000116796996891,2.5401190323308162e-14,0.0022682513635054,0.0075245129097241,False
1C,2,99.83451740149812,1.0816827576713753e-13,0.2342312113818902,0.193787636147953,0.5,349.0936325842299,0.1552612370486327,0.0014302902680306,1.100953166016575e-05,82.86916585541131,0.0001674476970673,7.580294690659656e-16,0.000134893662354,0.0011433434448599,False
1C,2,99.83451740149812,1.0816827576713753e-13,0.2342312113818902,0.193787636147953,0.75,349.2303762028124,0.1517368276352963,-1.311076537203784e-05,1.3661041421486506e-05,78.45905120463904,0.0008732263338503,4.2639901586534516e-15,1.5910031554871754e-05,3.2635996715874096e-05,False
1C,2,99.83451740149812,1.0816827576713753e-13,0.2342312113818902,0.193787636147953,1.0,318.15,0.15,0.0001802818701979,2.3856054372932023e-05,6.303432771610492,3.68914025283982e-06,1.99963103309008e-14,2.2023257937241765e-05,0.0001763746693628,False
1C,3,99.83380591679592,1.0605282338198845e-13,0.1754597183964369,0.1245788770572327,0.0,324.4377958872653,0.3256145206111011,0.0068484732069821,8.310423985708167e-07,217.99457125204637,0.0003603082953784,7.524299109669478e-13,5.473147244003725e-05,0.006823941623553,False
1C,3,99.83380591679592,1.0605282338198845e-13,0.1754597183964369,0.1245788770572327,0.25,345.20858658608927,0.220618943125974,0.0061043344739594,2.300055147239787e-06,190.4796600884152,0.0003595757795768,1.4208948439645489e-15,0.0001705456242611,0.0072395555388741,False
1C,3,99.83380591679592,1.0605282338198845e-13,0.1754597183964369,0.1245788770572327,0.5,349.154836144603,0.1548650032519281,0.0012909214977209,1.1241462952990232e-05,82.65052296496354,6.892012397724571e-06,2.6724563181723683e-13,0.0001035324053244,0.0011980017209945,False
1C,3,99.83380591679592,1.0605282338198845e-13,0.1754597183964369,0.1245788770572327,0.75,349.26349398176177,0.1517836101532706,8.304971079286948e-06,1.3601273136620156e-05,78.72455022103091,0.0002429368992,1.6726536675866685e-14,4.753686971671531e-06,2.3475967992948088e-05,False
1C,3,99.83380591679592,1.0605282338198845e-13,0.1754597183964369,0.1245788770572327,1.0,318.1499999999998,0.15,0.0001832613174193,2.386896231398439e-05,6.303432771652944,3.923177315162267e-06,2.1002346630063914e-14,2.202326427043308e-05,0.0001821698062907,False
1C,4,99.83341123902602,9.151053922789909e-14,0.1239978848918323,0.0872723024865796,0.0,324.3708785494399,0.3256132690695716,0.0068547840247381,8.316902888912878e-07,216.82626569826,0.0003586753191906,8.857364643448067e-16,5.476725607550452e-05,0.0068423377100018,False
1C,4,99.83341123902602,9.151053922789909e-14,0.1239978848918323,0.0872723024865796,0.25,344.773224752188,0.2262358207243765,0.0061534894557253,2.136077777920893e-06,202.1930802058159,0.000892678279882,2.3398439136368694e-14,0.000644749136987,0.0069588758954522,False
1C,4,99.83341123902602,9.151053922789909e-14,0.1239978848918323,0.0872723024865796,0.5,349.18293525457074,0.154953438761422,0.0013169931943289,1.1175359869538658e-05,82.96149504585085,0.0001051215814642,0.0,0.000103621805817,0.0013043467689188,False
1C,4,99.83341123902602,9.151053922789909e-14,0.1239978848918323,0.0872723024865796,0.75,349.2895752832577,0.1518004344977659,1.4610877480129311e-05,1.357509107328797e-05,78.90495105965006,0.0002048087339215,1.9942630704538665e-14,4.753923570402681e-06,2.088730570220927e-05,False
1C,4,99.83341123902602,9.151053922789909e-14,0.1239978848918323,0.0872723024865796,1.0,318.15000000000015,0.15,0.0001845996329816,2.3878880564953782e-05,6.30343277165586,4.020649583736921e-06,2.1584241092619848e-14,2.2023265887895555e-05,0.0001842482019262,False
1C,5,99.83316916529436,8.981421845600889e-14,0.0830204996140644,0.0605095620946577,0.0,324.3244014157659,0.3256125748092163,0.0068590859105995,8.321307275585117e-07,216.01894753420248,0.0003952352246653,5.943357790935103e-15,5.231788068924785e-05,0.0068516718344706,False
1C,5,99.83316916529436,8.981421845600889e-14,0.0830204996140644,0.0605095620946577,0.25,344.45129412554,0.2301716618067276,0.0061839582599745,2.033474952978584e-06,210.5200950556556,0.0004164015674939,6.0311782786280666e-15,0.0001706241919373,0.0067254074531579,False
1C,5,99.83316916529436,8.981421845600889e-14,0.0830204996140644,0.0605095620946577,0.5,349.1938564624437,0.1552198578139621,0.001403331188537,1.100305994045772e-05,83.43763501222884,9.905548950215416e-05,2.163257047058189e-15,0.0001187076415222,0.0014271498454494,False
1C,5,99.83316916529436,8.981421845600889e-14,0.0830204996140644,0.0605095620946577,0.75,349.3078972311735,0.1518095390548541,1.7573426430075654e-05,1.3559478366085564e-05,79.02794196758188,0.000187035063994,3.489654429386503e-14,4.753961005412679e-06,2.083236971874077e-05,False
1C,5,99.83316916529436,8.981421845600889e-14,0.0830204996140644,0.0605095620946577,1.0,318.15,0.1499999999999999,0.0001853288526752,2.388581918924028e-05,6.303432771610718,4.0719142415920026e-06,2.1499312850470848e-14,2.2023253099278453e-05,0.0001851868370386,False
1C,6,99.83301493274168,9.151053922789909e-14,0.0541453388860248,0.0404378256267815,0.0,324.2937785933672,0.3256121489879358,0.0068619512131933,8.324247901945504e-07,215.48868516750863,0.0003957985718869,6.572884151184127e-15,5.233064616537946e-05,0.0068572321854772,False
1C,6,99.83301493274168,9.151053922789909e-14,0.0541453388860248,0.0404378256267815,0.25,344.2283556917097,0.2327852462190883,0.0061992280708492,1.9690643244785525e-06,216.07299756276893,0.0005959078465775,1.1240728883272345e-12,0.0006339747225645,0.0065530236754752,False
1C,6,99.83301493274168,9.151053922789909e-14,0.0541453388860248,0.0404378256267815,0.5,349.195246527386,0.1555359413500552,0.0015039158553605,1.080888034750483e-05,83.93207428856198,0.0001564410409266,7.209194374944328e-16,0.0001352469946991,0.0015427400579864,False
1C,6,99.83301493274168,9.151053922789909e-14,0.0541453388860248,0.0404378256267815,0.75,349.31996660089203,0.15181625970718,1.9867577513544905e-05,1.3550904427962104e-05,79.1101228238479,0.0009823583970283,1.159642948397192e-14,1.87785150215825e-05,2.180957872374265e-05,False
1C,6,99.83301493274168,9.151053922789909e-14,0.0541453388860248,0.0404378256267815,1.0,318.15,0.15,0.0001857731076472,2.389039884370279e-05,6.303432771610827,4.102489958042895e-06,2.1885611961342392e-14,2.202325711286508e-05,0.0001857019137983,False
1C,7,99.8329147757752,9.151053922789909e-14,0.0344461819207746,0.026261447638277,0.0,324.2740529084412,0.3256118776842187,0.0068637943500927,8.32613948118872e-07,215.14777574309693,0.0003961575997983,2.148250485622948e-15,5.233885307017654e-05,0.0068607713753076,False
1C,7,99.8329147757752,9.151053922789909e-14,0.0344461819207746,0.026261447638277,0.25,344.0794582702639,0.2344753902485495,0.0062084194315176,1.9292625108414943e-06,219.6571312643161,0.0009118468915358,1.816195364734394e-15,0.0006409811117152,0.0064337881057946,False
1C,7,99.8329147757752,9.151053922789909e-14,0.0344461819207746,0.026261447638277,0.5,349.19179491937024,0.1558431924426796,0.0015989604290846,1.0627734318144263e-05,84.38437709483081,0.0001788612810234,0.0,0.0001532395420616,0.0016414569123251,False
