case_id,outer_iteration,column_capture_pct,column_boundary_residual_norm,conductance_change_relative,bulk_fugacity_change_relative,position,temperature_K,loading_mol_CO2_per_mol_MEA,film_flux_mol_m2_s,film_conductance_mol_m2_s_Pa,reactive_bulk_fugacity_Pa,quadrature_relative_change,maximum_interface_residual,maximum_tangent_directional_error,current_column_flux_mol_m2_s,fresh_worker_retry
K18,1,99.87563498815028,2.649460983441012e-14,0.0,0.0,0.0,327.747871646094,0.3836994763267146,0.0043354680806749,4.169412284554094e-07,796.0497627221304,0.0009120667164998,1.3318917189640775e-11,9.188311545094594e-05,0.0105199791538076,False
K18,1,99.87563498815028,2.649460983441012e-14,0.0,0.0,0.25,346.3459373207854,0.2604537818983277,0.0056066210335327,1.2980725853780563e-06,396.58428137629073,0.0003685639693944,2.099011863052799e-12,0.0001292194693606,0.0098750359031069,False
K18,1,99.87563498815028,2.649460983441012e-14,0.0,0.0,0.5,351.013311645603,0.1733497667150443,0.0049128999763314,4.292469579340182e-06,131.87604817065747,0.0007330930586009,1.2358346791445578e-15,0.0004551609803408,0.0041492670690798,False
K18,1,99.87563498815028,2.649460983441012e-14,0.0,0.0,0.75,352.08842397781046,0.1466112249899327,0.0020204118388325,9.809423229484504e-06,88.03240167728583,0.0001674666472089,5.570160664324029e-13,0.0002566506387334,0.0009137616378781,False
K18,1,99.87563498815028,2.649460983441012e-14,0.0,0.0,1.0,315.3899999999999,0.141,0.0029348042092738,2.5784666970364605e-05,4.1674612744502495,9.465372655424751e-05,8.168816973289996e-13,0.0004284574694349,0.0003275346999094,False
K18,2,99.87726600211258,1.7369044535049542e-14,0.5445976716669,0.4097218199438266,0.0,326.5377836995023,0.3859359375935428,0.0043208578968758,4.139682993054981e-07,756.667180550369,0.0002839172884695,8.08975413567906e-14,2.396692016900144e-05,0.0043354680806749,False
K18,2,99.87726600211258,1.7369044535049542e-14,0.5445976716669,0.4097218199438266,0.25,343.4907593229679,0.3056788131921913,0.0049259873236034,8.403952752157147e-07,671.85997174849,0.0004296894916112,1.707963968598456e-14,0.000121608181847,0.0079659963777917,False
K18,2,99.87726600211258,1.7369044535049542e-14,0.5445976716669,0.4097218199438266,0.5,350.8368329794234,0.191114996778049,0.0052242923782429,3.1368103145195163e-06,176.87157884639944,0.0005552335222509,1.3084409068593453e-12,0.0004842993673568,0.0073421608093238,False
K18,2,99.87726600211258,1.7369044535049542e-14,0.5445976716669,0.4097218199438266,0.75,352.57640892451275,0.1456242224554783,0.000980566519849,1.136792660178772e-05,89.63810011027725,3.426896491527511e-05,7.0764132401492465e-15,5.887205028569862e-05,0.0008618852209869,False
K18,2,99.87726600211258,1.7369044535049542e-14,0.5445976716669,0.4097218199438266,1.0,315.39,0.141,0.0002634421964015,2.671859264794612e-05,4.167461274436569,2.2182290780920666e-06,2.880865446410932e-14,2.0246316134510574e-05,0.0002542337985256,False
K18,3,99.87615876306664,3.6046430679988597e-14,0.4801858064770234,0.2856250384032588,0.0,326.4080625340211,0.3859399375073779,0.0043288969944379,4.144452596830609e-07,749.2820070616366,0.0002861385103279,5.0492113407622775e-14,2.40119737613052e-05,0.0043245323956305,False
K18,3,99.87615876306664,3.6046430679988597e-14,0.4801858064770234,0.2856250384032588,0.25,342.0239953266608,0.319602203071423,0.0047592622638651,7.415904186927266e-07,759.4021405640677,0.0004952724949002,1.6490100179750072e-10,0.0001143025886374,0.006276954724561,False
K18,3,99.87615876306664,3.6046430679988597e-14,0.4801858064770234,0.2856250384032588,0.5,349.9435311190994,0.211218092340622,0.0054908821504866,2.3143885826592403e-06,231.84280676253127,0.0007013775521827,5.928389124836625e-13,0.0005147644803902,0.008354377721179,False
K18,3,99.87615876306664,3.6046430679988597e-14,0.4801858064770234,0.2856250384032588,0.75,352.59415450984426,0.1465051550121101,0.0012511472546648,1.0803469437597478e-05,91.26015691406305,0.0001550689131797,8.66566400112456e-16,0.0001057069668639,0.0012936088163649,False
K18,3,99.87615876306664,3.6046430679988597e-14,0.4801858064770234,0.2856250384032588,1.0,315.39,0.141,0.000258396854609,2.6740758043577743e-05,4.167461274436545,2.4279629301313603e-06,2.811239543392996e-14,2.0246308827743247e-05,0.000255926530739,False
K18,4,99.8729559336294,7.209286135997719e-14,0.4346339444345095,0.2730138948366923,0.0,326.34306901437003,0.3859372221040293,0.0043330956158062,4.146987428524126e-07,745.5419915733079,0.0002875905769414,2.1618509261840602e-14,2.4034214608528825e-05,0.0043278067050016,False
K18,4,99.8729559336294,7.209286135997719e-14,0.4346339444345095,0.2730138948366923,0.25,341.19627796448754,0.3263169811976698,0.0046852021626537,6.992844000112927e-07,799.2502725067794,0.000492044797185,1.3329210345064886e-13,0.0001211367546967,0.0053885504014411,False
K18,4,99.8729559336294,7.209286135997719e-14,0.4346339444345095,0.2730138948366923,0.5,348.91666835816386,0.2307408377011905,0.005544621942026,1.8068879031698768e-06,296.1374056357005,0.0003041904844921,2.1900617316751477e-15,0.000135690920845,0.0081640830858279,False
K18,4,99.8729559336294,7.209286135997719e-14,0.4346339444345095,0.2730138948366923,0.75,352.5615002492219,0.1484496337825715,0.0017767445410503,9.7513970208522e-06,94.4189154431352,0.0003152331587696,1.2204367565914415e-16,0.0002148704059013,0.0020161510764603,False
K18,4,99.8729559336294,7.209286135997719e-14,0.4346339444345095,0.2730138948366923,1.0,315.3899999999999,0.141,0.0002616562487864,2.675060162470041e-05,4.167461274450532,2.290682747689435e-06,2.8590928077762744e-14,2.0246305410765663e-05,0.0002609348245945,False
K18,5,99.86745916438718,7.209286135997719e-14,0.3168341885251837,0.2209555569176215,0.0,326.31286848730724,0.3859293674552911,0.0043353256749841,4.148398052509918e-07,743.7192896378741,0.0002883000858729,2.8609783400596415e-14,2.4043982878882046e-05,0.0043317731060598,False
K18,5,99.86745916438718,7.209286135997719e-14,0.3168341885251837,0.2209555569176215,0.25,340.78005031562026,0.3293338930845909,0.0046559663122182,6.814386805619164e-07,815.3366874548777,0.0005233734792119,3.066339670418983e-13,0.0001237305562125,0.0049671220943444,False
K18,5,99.86745916438718,7.209286135997719e-14,0.3168341885251837,0.2209555569176215,0.5,348.00116327713954,0.2459040608208582,0.0055025597143181,1.5212405819595696e-06,354.1838998480146,0.0003199384424439,2.206802826735405e-15,0.0001301942653468,0.0074027286773458,False
K18,5,99.86745916438718,7.209286135997719e-14,0.3168341885251837,0.2209555569176215,0.75,352.48119333601284,0.1515066695990634,0.0024314045864102,8.469317250104587e-06,99.3475287569838,0.0002376629173255,3.5673278846158173e-16,0.0003903620555269,0.0029367100804586,False
K18,5,99.86745916438718,7.209286135997719e-14,0.3168341885251837,0.2209555569176215,1.0,315.38999999999976,0.141,0.0002712531016251,2.675341669469711e-05,4.167461274473705,1.965260595916968e-06,3.0377298771968427e-14,2.0246303361120487e-05,0.0002710376082561,False
K18,6,99.85919399520616,3.6046430679988597e-14,0.2344013745423944,0.1553865049472616,0.0,326.2995657249278,0.3859158871272005,0.0043367422601727,4.149380609111704e-07,742.7799822276434,0.00028863510005,2.800042890110285e-15,2.404741481521298e-05,0.0043344373977324,False
K18,6,99.85919399520616,3.6046430679988597e-14,0.2344013745423944,0.1553865049472616,0.25,340.5857052000917,0.3306232773264954,0.0046455168167638,6.74081828584333e-07,821.3458878594929,0.0005388052656087,8.519550712116834e-13,0.0001247453170643,0.0047785001217283,False
K18,6,99.85919399520616,3.6046430679988597e-14,0.2344013745423944,0.1553865049472616,0.5,347.3272285646697,0.2558869496596282,0.0054497638735855,1.3680461241032272e-06,396.1802369929899,0.0003627795947998,7.757717112022231e-11,0.0001225870028952,0.0066411042889711,False
K18,6,99.85919399520616,3.6046430679988597e-14,0.2344013745423944,0.1553865049472616,0.75,352.3489624200997,0.155740662309264,0.003106234198647,7.176209975879488e-06,106.34460456415631,0.0009513439608344,1.199303860051129e-13,0.0006654497074236,0.0039092658422053,False
K18,6,99.85919399520616,3.6046430679988597e-14,0.2344013745423944,0.1553865049472616,1.0,315.38999999999976,0.141,0.0002877611590734,2.6751974798369437e-05,4.167461274473809,1.6651066691349498e-06,3.22139673213722e-14,2.0246303616434212e-05,0.0002877195139485,False
K18,7,99.8478289404353,1.7369044535049542e-14,0.260478655603714,0.09795010943486,0.0,326.29398412298445,0.3858956175492973,0.004337971867342,4.150321001660603e-07,742.1854450401992,0.0002888257245275,2.659286751510013e-14,2.4047581623476495e-05,0.0043361659928893,True
K18,7,99.8478289404353,1.7369044535049542e-14,0.260478655603714,0.09795010943486,0.25,340.4994328160282,0.3311434913892452,0.0046425509181898,6.711802615185873e-07,823.3093981886796,0.0005445964387835,1.1615140081600653e-12,0.0001251450418982,0.004697262122229,False
K18,7,99.8478289404353,1.7369044535049542e-14,0.260478655603714,0.09795010943486,0.5,346.8928007479718,0.2617633697752759,0.005413560898554,1.2881479496281903e-06,421.99166842938354,0.0003255714027368,2.643633080886049e-14,0.0001303309137375,0.0060960768929572,False
K18,7,99.8478289404353,1.7369044535049542e-14,0.260478655603714,0.09795010943486,0.75,352.1622109923351,0.1610772673484342,0.0037203627034899,6.026867898710059e-06,115.54797416877284,0.0003275386698204,1.1975535791869635e-11,0.0002571229208103,0.0047754171826975,False
K18,7,99.8478289404353,1.7369044535049542e-14,0.260478655603714,0.09795010943486,1.0,315.3899999999999,0.141,0.0003125904107596,2.6747442124567653e-05,4.167461274450613,1.7312386412717755e-06,3.3123635245475885e-14,2.024630881694776e-05,0.0003126320714135,False
K18,8,99.83363792273336,0.0,0.2606232110907086,0.1100345006969145,0.0,326.29182850874395,0.385867745783117,0.0043393183979118,4.1514088421321765e-07,741.6807851877937,0.0002889683273768,2.298669761515231e-14,2.404590066043309e-05,0.0043375203726031,True
K18,8,99.83363792273336,0.0,0.2606232110907086,0.1100345006969145,0.25,340.4628837214291,0.3313284604437728,0.0046425880474231,6.701618569305311e-07,823.65075269066,0.0005465354748659,1.2480057137480609e-12,0.0001252925715237,0.00466356220219,False
K18,8,99.83363792273336,0.0,0.2606232110907086,0.1100345006969145,0.5,346.6353464327974,0.2649751491626299,0.0053942069292041,1.2473804218784813e-06,436.1590350165512,0.0002935171348631,2.212700594009154e-12,0.0001344241853576,0.0057632790204745,False
K18,8,99.83363792273336,0.0,0.2606232110907086,0.1100345006969145,0.75,351.9287760106418,0.16717646106811,0.0042217997291401,5.092192063555022e-06,126.65489850824392,0.000471315214296,1.9517592116024015e-14,0.0011749010441026,0.0054115612132221,False
K18,8,99.83363792273336,0.0,0.2606232110907086,0.1100345006969145,1.0,315.39,0.141,0.0003467214792176,2.674028427240511e-05,4.167461274436984,2.6135047665891205e-06,3.080106667483849e-14,2.024631738881151e-05,0.0003468258452546,False
K18,9,99.81773757517364,3.6046430679988597e-14,0.2364214147665137,0.1127012879742721,0.0,326.291190290851,0.3858329435991363,0.0043408718251408,4.1526909508445473e-07,741.1671782448066,0.000289097415661,3.536686495436126e-14,2.404309402034085e-05,0.0043388688711236,True
K18,9,99.81773757517364,3.6046430679988597e-14,0.2364214147665137,0.1127012879742721,0.25,340.44854951781525,0.3313678981741604,0.0046438850013875,6.699413747409742e-07,823.3241019660502,0.0005468377529806,1.1835933344581573e-12,0.0001253331126393,0.0046504397951753,False
K18,9,99.81773757517364,3.6046430679988597e-14,0.2364214147665137,0.1127012879742721,0.5,346.4903340244225,0.2666353273626985,0.0053844226719266,1.22677885212584e-06,443.2771646439339,0.0008306136954116,2.95000656742124e-11,0.0004460322072183,0.0055770310318171,False
K18,9,99.81773757517364,3.6046430679988597e-14,0.2364214147665137,0.1127012879742721,0.75,351.66954760822927,0.1734661729394946,0.0046000702891198,4.386835961064999e-06,138.81547973567808,0.0006367651111161,2.074094202525321e-15,0.0003965881819266,0.0057724818320759,False
K18,9,99.81773757517364,3.6046430679988597e-14,0.2364214147665137,0.1127012879742721,1.0,315.39,0.141,0.0003893144968787,2.6730954132528824e-05,4.167461274437008,3.4367163352577493e-06,5.778668726553875e-13,2.024630871966359e-05,0.0003894796896872,False
K19,1,99.93776203966296,3.1638083350696606e-14,0.0,0.0,0.0,327.2446705321865,0.2896364569322398,0.0099354856696031,8.423751030619019e-07,160.07870646850378,0.0004772042694401,1.520755197904831e-13,6.958339586734256e-05,0.0225310465308873,False
K19,1,99.93776203966296,3.1638083350696606e-14,0.0,0.0,0.25,315.4551367891743,0.195146712710971,0.0125820571689621,8.383608086332111e-06,12.633267243628406,0.0002220781347342,2.7574560386771727e-16,0.0001370075680117,0.0034440536736607,False
K19,1,99.93776203966296,3.1638083350696606e-14,0.0,0.0,0.5,314.15282820658496,0.1848238168425588,0.001762750946473,1.5925394550999827e-05,9.46253953559586,2.674961747182306e-05,2.275731603618032e-14,0.0001041938276832,0.0002671707487518,False
K19,1,99.93776203966296,3.1638083350696606e-14,0.0,0.0,0.75,314.0567885972126,0.1840544511056225,5.010669982942024e-05,1.615314799280861e-05,9.260390278091975,0.0001083890334316,5.409467078137689e-16,2.9866291408005906e-05,1.8984508197936143e-05,False
K19,1,99.93776203966296,3.1638083350696606e-14,0.0,0.0,1.0,314.04999999999995,0.184,-7.336193363424301e-05,1.6166486027885277e-05,9.246247444626585,7.056108797074811e-05,9.236757051440993e-16,2.478140493419946e-05,1.349460923390036e-06,False
K19,2,99.93776546563822,4.0929466500925814e-14,0.4741407136830922,0.3368372955748741,0.0,327.241348506567,0.289604173415501,0.0099376596425298,8.425502990350863e-07,159.95099328678322,0.0004771605176703,1.7665529116889994e-13,6.966256473661468e-05,0.0099354856696031,False
K19,2,99.93776546563822,4.0929466500925814e-14,0.4741407136830922,0.3368372955748741,0.25,314.1522595186817,0.184751007446318,0.0016741029906239,1.5942683346053436e-05,9.450115796025708,2.659804843904083e-05,3.324941168324361e-13,0.0001041116978033,0.0008536563096543,False
K19,2,99.93776546563822,4.0929466500925814e-14,0.4741407136830922,0.3368372955748741,0.5,314.0505782970583,0.1840043800100405,9.9410379878774e-06,1.6158365331406555e-05,9.247409527983072,0.0001435226881388,1.5192105397167956e-10,2.985177062755714e-05,6.371678177823685e-06,False
K19,2,99.93776546563822,4.0929466500925814e-14,0.4741407136830922,0.3368372955748741,0.75,314.0500210917439,0.1840001489232924,3.490461941759805e-07,1.6159535087484584e-05,9.246288096805165,0.0001520753677017,1.4848415288548364e-13,2.9850536264751345e-05,1.2111361149028813e-07,False
K19,2,99.93776546563822,4.0929466500925814e-14,0.4741407136830922,0.3368372955748741,1.0,314.0499999999999,0.184,1.1745372945899541e-08,1.6159575460893868e-05,9.246247444654648,0.0001523784156824,4.703462872209202e-09,2.985049554209882e-05,1.1750396253503754e-08,False
K19,3,99.93776622708572,4.5904927197452126e-14,0.1295422284219799,0.1062084059160583,0.0,327.24134891918106,0.289604177035727,0.0099376593928308,8.425502789241024e-07,159.95100811700934,0.0004771605218303,1.6251588953627385e-13,6.966254801175282e-05,0.0099371161451028,False
K19,3,99.93776622708572,4.5904927197452126e-14,0.1295422284219799,0.1062084059160583,0.25,314.0580408207628,0.1840593874054361,0.0001344706181467,1.614428061874513e-05,9.262182065450572,3.745817866267195e-05,2.6203918068801715e-15,2.9867597861687397e-05,0.0001032268391532,False
K19,3,99.93776622708572,4.5904927197452126e-14,0.1295422284219799,0.1062084059160583,0.5,314.0502690040096,0.1840018196602939,4.1272744463079855e-06,1.6159072332650427e-05,9.24675268375078,0.0001487008041824,2.706179585192332e-11,2.985101490014293e-05,3.235737642403245e-06,False
K19,3,99.93776622708572,4.5904927197452126e-14,0.1295422284219799,0.1062084059160583,0.75,314.0500050960627,0.1840000332444996,7.888944551877307e-08,1.6159568087518157e-05,9.246256830045516,0.0001523263634259,3.158191828964965e-08,2.9850509922996003e-05,2.1410738917206932e-08,False
K19,3,99.93776622708572,4.5904927197452126e-14,0.1295422284219799,0.1062084059160583,1.0,314.04999999999995,0.184,3.520856048779123e-09,1.6159576346319854e-05,9.246247444627256,0.000152384816179,1.4135419540764415e-09,2.9850504080350226e-05,3.521231945970244e-09,False
