Position,kl_CO2,kv_CO2,kv_H2O,ul,uv,h_L,h_V,a_e,UT,P,Clp,Cvp,eps,a_p,A,Lp,d_h
0.0,2.4512309311185516e-05,2.6322514348423366e-05,3.484288151432267e-05,0.006409332636542939,1.5248842485563965,0.06015179309396126,0.9098482069060387,226.84891989573498,97.28840701452631,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.01,2.535484673495345e-05,2.6684572636325945e-05,3.5252383643794264e-05,0.006430454857057928,1.5650968674195542,0.05945243477026335,0.9105475652297366,227.0986174670016,98.45325710083956,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.02,2.6053768137825078e-05,2.6979727133253725e-05,3.558518107276304e-05,0.0064479865693393935,1.5966399388822634,0.058889352843442995,0.911110647156557,227.307206495696,99.379481237922,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.03,2.665212021322917e-05,2.7228953388712626e-05,3.586567076469316e-05,0.006462971870106084,1.6225339465289461,0.05841749378780504,0.9115825062121949,227.48672528384103,100.1468979794345,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.04,2.7175894774505662e-05,2.744464963762504e-05,3.6108153836128807e-05,0.006476054708920876,1.6444576427982547,0.0580108577014591,0.9119891422985409,227.6445255289257,100.80090152969387,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.05,2.764065394253758e-05,2.763420604671749e-05,3.6321118518808984e-05,0.006487623352645294,1.66338737447382,0.05765390934322772,0.9123460906567723,227.78505895119798,101.36811145122327,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.06,2.8060589285438374e-05,2.780402398111751e-05,3.6511906021103624e-05,0.006498026612119516,1.6801740915951024,0.05733407398430492,0.9126659260156951,227.91232040503223,101.87161923933158,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.07,2.8443543078651658e-05,2.795772204601959e-05,3.6684619065932214e-05,0.006507467479715788,1.6952389823786798,0.05704408366878137,0.9129559163312186,228.02859353921798,102.32355926209921,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.08,2.879661131714525e-05,2.8098452858506958e-05,3.684284007392687e-05,0.006516124966106389,1.708965019917121,0.056777878715420345,0.9132221212845796,228.1359086242275,102.7347312366988,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.09,2.912495004359597e-05,2.822850115924755e-05,3.6989149299579096e-05,0.006524132251072712,1.7216089650927857,0.05653112187384641,0.9134688781261535,228.23575799982856,103.11264430923518,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.1,2.9432225159466977e-05,2.834949791684744e-05,3.712538310360362e-05,0.006531584935836666,1.7333483442907085,0.05630070054728142,0.9136992994527185,228.32921370725904,103.46256702712829,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.11,2.972182492656748e-05,2.8462909981263928e-05,3.725319348897626e-05,0.006538570564018949,1.7443430008895153,0.05608391810008643,0.9139160818999136,228.41725535813114,103.78923813865215,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.12,2.999600944092024e-05,2.8569734770083634e-05,3.737369793134732e-05,0.006545148946685681,1.7546947468405938,0.055878906938220015,0.9141210930617799,228.50054953525583,104.09577574181455,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.13,3.0256850024270477e-05,2.8670866522671757e-05,3.7487899792525294e-05,0.0065513741666612234,1.7644967288083573,0.05568403458109629,0.9143159654189037,228.57970064689195,104.38500148577177,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.14,3.05059912295213e-05,2.8767015735205613e-05,3.7596594354257926e-05,0.006557289570488542,1.773820516797307,0.05549801165576456,0.9145019883442355,228.6551911509702,104.65912113790057,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.15,3.074470512953214e-05,2.8858735156820254e-05,3.770039945510251e-05,0.0065629288320683465,1.782721229608014,0.05531982753604504,0.9146801724639549,228.7273970016499,104.91984206180562,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
