Position,Cv_CO2,Cv_H2O,Cv_N2,Cv_O2
0.0,3.5505030681365626,3.400520432413127,31.190978566317977,3.435970711099899
0.01,3.3860154710269703,3.929873645335899,30.389577094520106,3.347689031220085
0.02,3.2525245263714093,4.365437505434236,29.78920341059171,3.28155239529162
0.03,3.138870606186888,4.736461662086604,29.31379772644401,3.22918212408808
0.04,3.0390061768370193,5.060402529930253,28.922989972489994,3.1861310863208065
0.05,2.9493855392346298,5.3478179952652685,28.59383968084041,3.1498721802639373
0.06,2.8672496647210064,5.606981690917774,28.308156964665514,3.118401624014561
0.07,2.791080198043841,5.843237388835931,28.056594030241566,3.0906896728540283
0.08,2.7196165742300598,6.060843209325277,27.831249533208748,3.0658659216509028
0.09,2.651990990549265,6.263026553849209,27.62684957921039,3.043349402850594
0.1,2.587581550917918,6.452155648306105,27.439742316943935,3.0227378317318903
0.11,2.5258601522630735,6.630268798687077,27.266788635368293,3.0036854065889185
0.12,2.4664630062063493,6.79884558699479,27.105929392264436,2.985965294129497
0.13,2.4090732469939296,6.959157995561685,26.955352841577447,2.969377914004859
0.14,2.3534438390786,7.11223350207381,26.813666581506457,2.9537698804597072
0.15,2.29937975028257,7.25888279086096,26.679792175525144,2.9390223938766984
0.16,2.246708650466839,7.399830744489706,26.55276266335366,2.925028934763561
0.17,2.195300048838551,7.535636699425851,26.43185987877272,2.911710390562478
0.18,2.1450376516480283,7.666797776800589,26.316435577932467,2.8989953513022306
0.19,2.095826475011472,7.793731001176475,26.20595625299912,2.886825046230013
0.2,2.047588982366849,7.916778687759724,26.099984642670513,2.8751513070261274
0.21,2.0002557593247303,8.036252741938586,25.998119744785154,2.8639299596458554
0.22,1.9537731691618527,8.15240229650337,25.90004504020461,2.853126136619847
0.23,1.9080932880921402,8.265452195816348,25.805470250472467,2.842707861129158
0.24,1.863177083717088,8.37559457817934,25.71414798889981,2.8326478812741525
0.25,1.8189931786495828,8.48298987532519,25.62586920167149,2.8229231678707882
0.26,1.7755138132072026,8.58778538904005,25.540439723736288,2.8135123318681345
0.27,1.7327186726185027,8.690100062125147,25.45770113013918,2.804397921312762
0.28,1.6905901400973105,8.790041706621825,25.377506697339488,2.7955637732687313
0.29,1.649114973842793,8.88770271116155,25.29972884291314,2.786995833368644
0.3,1.6082837637138139,8.983160210126155,25.224257703476958,2.778681999159028
0.31,1.568088880968526,9.076484993093695,25.150990416610327,2.770610939406278
0.32,1.5285264798009117,9.16773389237305,25.079841108581636,2.7627731943357983
0.33,1.4895940484143047,9.256958210320693,25.010729665224282,2.7551599386415977
0.34,1.4512912357499765,9.344201677122083,24.94358524332995,2.747763368298281
0.35000000000000003,1.4136195330742256,9.429500493588364,24.878345737235065,2.74057664180068
0.36,1.3765812742104249,9.51288772857225,24.814952535113385,2.73359330252167
0.37,1.3401804143761553,9.594389925111496,24.753355283442858,2.7268078035616363
0.38,1.3044214890288484,9.674030881296172,24.693506575385683,2.720214922625106
0.39,1.2693097925295178,9.751831165144237,24.635363399144822,2.7138099215704212
0.4,1.2348511572259415,9.827808109537184,24.578886947867378,2.707588525468867
0.41000000000000003,1.2010516917825036,9.901977666888197,24.524040126989334,2.7015466480159605
0.42,1.1679175845172771,9.97435374495178,24.470789454222828,2.6956806008323797
0.43,1.135455135606862,10.04494903014569,24.41910293742289,2.689986859691628
0.44,1.1036704044180317,10.113775674483316,24.36895029934294,2.684462089278904
0.45,1.0725690607599991,10.18084518934979,24.32030299894767,2.679103145538911
0.46,1.0421566941199856,10.24616871424346,24.27313324368224,2.6739069668683006
0.47000000000000003,1.0124378700228718,10.309758138743707,24.227414269423953,2.6688706049549027
0.48,0.9834169826689226,10.371624963847236,24.183120038641626,2.6639911915272294
0.49,0.9550975202865726,10.43178177976372,24.140224756748516,2.659265885076336
0.5,0.9274819909742018,10.49024201253738,24.098703063143077,2.654691891900706
0.51,0.9005726275359865,10.547019248925647,24.058529846244493,2.6502664457307277
0.52,0.8743699959160794,10.602129326079655,24.019679717945913,2.6459867498349228
0.53,0.8488743595738677,10.655588080045083,23.982127654293837,2.641850047596628
0.54,0.8240847574122796,10.707413186339803,23.945848197162714,2.637853534571168
0.55,0.7999990026902709,10.757623764940478,23.91081577086719,2.6339943933635825
0.56,0.7766145763062364,10.806239286156268,23.877004842831926,2.6302698113278744
0.5700000000000001,0.7539271215536525,10.85328189558959,23.844389168471633,2.6266768973836556
0.58,0.7319319725973233,10.898773828467933,23.812942743500646,2.623212786921736
0.59,0.710623243678181,10.94273920596725,23.782638992664317,2.6198745524354816
0.6,0.6899938850088609,10.985203553448878,23.753451150271715,2.6166592454399686
0.61,0.670036562197976,11.026192703111633,23.725352468353403,2.6135639194024556
0.62,0.6507423248876563,11.065734797208675,23.698315602852123,2.610585562125693
0.63,0.6321019918056537,11.103857984265641,23.672313453561237,2.6077211882747995
0.64,0.6141054033097717,11.140591873603075,23.647318534431076,2.604967770010767
0.65,0.5967415077117285,11.175967042922633,23.62330335355717,2.602322278849627
0.66,0.5799990766672118,11.210014208146319,23.60024050309357,2.599781695567223
0.67,0.5638657252427447,11.242765593066016,23.578102366994443,2.597342978004284
0.68,0.548328954744311,11.274253273903215,23.55686162538825,2.595003116627837
0.6900000000000001,0.5333756460400175,11.304510148529287,23.536490890979877,2.5927590944775876
0.7000000000000001,0.5189921495900585,11.333569499319655,23.516963039512163,2.5906079235692707
0.71,0.5051647632272181,11.361464545465623,23.498251122921925,2.5885466353279964
0.72,0.4918791577222953,11.388229104372089,23.48032842783959,2.5865722870325123
0.73,0.4791210069766958,11.413896695447642,23.463168589268726,2.5846819743380482
0.74,0.46687572848862663,11.43850102040121,23.44674549013913,2.582872820211165
0.75,0.4551285583549306,11.46207561917965,23.431033517434578,2.581142003144568
0.76,0.44386478824042064,11.48465379595439,23.416007312024014,2.5794867295987287
0.77,0.43306955607418823,11.506268663631545,23.401642115236758,2.577904272180304
0.78,0.42272809537565587,11.526952929743446,23.387913545688804,2.576391945057518
0.79,0.4128256820369736,11.546738972700053,23.374797709239363,2.5749471160728796
0.8,0.40334768603826165,11.565658592907997,23.362271385182478,2.573567227253884
0.81,0.3942796095269643,11.583743251214324,23.3503116394246,2.5722497522009964
0.8200000000000001,0.3856071539894163,11.601023582051623,23.33889645557403,2.5709922656079103
0.8300000000000001,0.3773161755476226,11.617529777153846,23.328004177376624,2.569792381840754
0.84,0.3693927792803128,11.633291204863543,23.317613954472286,2.5686478040422345
0.85,0.3618233550107541,11.648335327188999,23.307706910094648,2.5675564527644044
0.86,0.35459445193053984,11.662690934520464,23.298262516355322,2.566516066673169
0.87,0.3476931206205419,11.67637544115481,23.28927285275635,2.5655257732534538
0.88,0.34110656239999365,11.689408206968247,23.280727648180296,2.564584441048013
0.89,0.3348225042153481,11.701785804291783,23.27264216630167,2.56369375148978
0.9,0.328830135458219,11.713350463730887,23.265206378209932,2.562874631626553
0.91,0.32311686934737555,11.724191836913343,23.258329808722756,2.562117114791981
0.92,0.31768088518507787,11.732946964675097,23.253568233038845,2.5615925838108886
0.93,0.31251723467815345,11.738531594992713,23.2521589332666,2.561437336589956
0.9400000000000001,0.30764164117987697,11.7367131409033,23.25892006107562,2.562182136470998
0.9500000000000001,0.30320071261339204,11.70210936228257,23.30271723043207,2.5670067940500445
0.96,0.29944924831938735,11.587548366674895,23.43736007985863,2.5818389316857733
0.97,0.29712541264045694,11.247840321556977,23.83016531357934,2.62511001006382
0.98,0.2973270693631231,10.373763252219346,24.85385981756886,2.73787929446903
0.99,0.3000838394421917,8.701077195055028,26.879442391361568,2.9610156857069043
1.0,0.30298460597319543,6.557446222771927,29.630501697928086,3.264069954484122
