Position,rho_mol_l,rho_mass_l,V_l,V_CO2,V_MEA,V_H2O,mul_mix,sigma,Dl_CO2,Dl_MEA,Dl_ion,Cpl_CO2,Cpl_MEA,Cpl_H2O
0.0,43156.335846397895,1031.518314096645,2.317156867902784e-05,2.610600074366659e-05,5.9918332224349164e-05,1.8262563106456187e-05,0.004410478946139466,0.06692784811633329,2.4364860071456693e-09,1.3351030067986967e-09,2.984729148605584e-10,165.58208964112222,171.83287446928014,75.29537508656111
0.01,43146.85148601478,1030.0501717408565,2.3176662156313558e-05,2.6077847976096877e-05,6.001379954726178e-05,1.827937901936993e-05,0.004116112472338393,0.06651383967227278,2.543147431119551e-09,1.3929073925687118e-09,3.191817877546192e-10,165.7575398700197,172.32702836490768,75.30411470844102
0.02,43140.125217097135,1028.8137190920668,2.3180275786582178e-05,2.6054282245030995e-05,6.009102107684849e-05,1.8293297878841184e-05,0.0038905711309844913,0.06616744137816497,2.631590311178042e-09,1.440826966994252e-09,3.370191965319311e-10,165.903154565278,172.7266354234579,75.31253686518811
0.03,43135.23331295034,1027.739707832596,2.3182904627984788e-05,2.6033989027895605e-05,6.015567906674427e-05,1.830517133130455e-05,0.003709326640304525,0.06586850406514236,2.7071588092557755e-09,1.4817638076276562e-09,3.527965571799536e-10,166.02768896324636,173.0612180124596,75.32049656941491
0.04,43131.65232094325,1026.7863446988827,2.3184829381424704e-05,2.6016149277304727e-05,6.0211149131124384e-05,1.831551800435136e-05,0.0035587314769116433,0.0656048794473657,2.773108187992979e-09,1.517484902493411e-09,3.6701547869814636e-10,166.13650057927396,173.3482978414576,75.32797213058406
0.05,43129.08656376144,1025.928365896356,2.318620865112953e-05,2.6000264796334218e-05,6.025944223612432e-05,1.832464833081814e-05,0.0034307717446960574,0.06536918337189943,2.83138465157998e-09,1.5490465274898497e-09,3.799749865974497e-10,166.23282231514622,173.5983183851426,75.33496019719395
0.06,43127.24558773554,1025.1430187259784,2.3187198402588883e-05,2.5985895808024147e-05,6.0302330122204366e-05,1.8332852594763026e-05,0.0033194445409998018,0.06515487028008292,2.883814401288614e-09,1.5774392233672624e-09,3.9197338180427727e-10,166.3195956170439,173.82043410604538,75.34153563921484
0.07,43125.99920028578,1024.4175850843558,2.3187868537394335e-05,2.59727775936917e-05,6.034079715220868e-05,1.834028901108238e-05,0.0032211967736870163,0.06495824210784777,2.9313917566818875e-09,1.6032022923581237e-09,4.0316846706928583e-10,166.39847886183713,174.01974930285314,75.34772645185988
0.08,43125.21715853315,1023.740625762786,2.318828903107635e-05,2.5960680873375186e-05,6.0375713147991734e-05,1.8347103191501207e-05,0.003133235617981819,0.0647760119950393,2.9750340526601705e-09,1.6268331203455562e-09,4.137127377747367e-10,166.47096081850754,174.20075678238595,75.35358381161122
0.09,43124.81244516889,1023.1038297545531,2.3188506646178498e-05,2.5949433101597045e-05,6.0407705430355656e-05,1.8353400961868005e-05,0.0030535807982045447,0.06460579311182821,3.015408667708897e-09,1.6486935000038068e-09,4.2371759241785604e-10,166.53813251606246,174.3666974390988,75.35914825622756
0.1,43124.7272814664,1022.5012451437341,2.318855243937432e-05,2.5938909382624706e-05,6.043721925953733e-05,1.8359257361038562e-05,0.0029808133405800864,0.06444586781451214,3.052988651953217e-09,1.6690398617900768e-09,4.332616183519724e-10,166.6007739384031,174.51987350900865,75.36444836729085
0.11,43124.905093034184,1021.9274128767219,2.31884568288946e-05,2.5928996472488908e-05,6.046465887990036e-05,1.836474249975686e-05,0.0029137555976741308,0.06429467874676738,3.0882171238645373e-09,1.6881123581235412e-09,4.424210264862177e-10,166.65960243977102,174.66236930174,75.36951880444315
0.12,43125.312530262665,1021.3786616075372,2.3188237750120934e-05,2.5919615746686878e-05,6.049029576954919e-05,1.8369902813765905e-05,0.0028515742424050977,0.06415116586323016,3.1213871933256873e-09,1.7060698425073654e-09,4.5124494797805425e-10,166.7151019893095,174.79558774141174,75.3743801020593
