Position,Tl,Hl_CO2,Hl_MEA,Hl_H2O,Hl_T,Fl_T,Hlf,Hl_CO2_trn,Hl_H2O_trn,Hl_trn,ql,Hl_flux,dHlf_dz,dTl_dz,dHl_dT
0.0,323.731215318729,-83999.99999,-53684.737571600395,-48063.65700150049,-50300.87812687756,88.98303307297144,-4475924.701963451,-53856.68051137014,271189.92918640363,-3077.178364060571,-49565.40629158503,-52642.5846556456,52642.5846556456,220.78516857496984,82.45159091257739
0.01,325.70609957406884,-83999.99999,-53344.89988182667,-47914.949035187776,-50116.257483231544,89.25666030927967,-4473209.770153193,-49572.266558589356,227084.19059194592,-3102.386007088456,-35293.44016787469,-38395.82617496314,38395.82617496314,175.876947791543,82.5220350287044
0.02,327.2978794333268,-83999.99999,-53070.275301122216,-47795.07492058491,-49965.40733709165,89.48605340739623,-4471207.109489291,-46399.9465944888,195472.5915957173,-2974.4271303708642,-26345.223177234857,-29319.65030760572,29319.65030760572,144.83777579765578,82.58290236741904
0.03,328.62706593403607,-83999.99999,-52840.46711820582,-47694.96531603301,-49837.79837489079,89.68385057808723,-4469645.662594544,-43962.06914541767,171948.0494030562,-2805.4857710456636,-20440.839580592732,-23246.325351638396,23246.325351638396,122.43543709676321,82.63698073650356
0.04,329.7649599469065,-83999.99999,-52643.37851796009,-47609.25437824308,-49727.17992997859,89.8579350168942,-4468381.702721422,-42038.215221943676,153896.38491856275,-2634.5178736908247,-16439.053359120437,-19073.57123281126,19073.57123281126,105.73237278801004,82.68596139891119
0.05,330.75403384435515,-83999.99999,-52471.80063430291,-47534.746028788075,-49629.81215402505,90.01309983314405,-4467333.236120443,-40500.392038136,139617.63680399538,-2472.930489349448,-13704.045788048035,-16176.976277397483,16176.976277397483,92.89351885876856,82.73088256622043
0.06,331.63121908984874,-83999.99999,-52319.42535847697,-47468.66045514663,-49542.43862215816,90.1535923768645,-4466428.816897875,-39240.59201948838,128202.50236879972,-2329.911076522229,-11704.18569476583,-14034.09677128806,14034.09677128806,82.81356067472205,82.77270423229368
0.07,332.41716584591353,-83999.99999,-52182.73344530378,-47409.44360524596,-49463.22894578232,90.28196568673509,-4465637.538438241,-38199.589865276874,118851.5172902731,-2202.760450412016,-10238.740371886277,-12441.500822298292,12441.500822298292,74.70957284547984,82.81195066086184
0.08,333.12994658765064,-83999.99999,-52058.63102395684,-47355.73512306601,-49390.57882444878,90.4004368026513,-4464929.899665949,-37326.95957316236,111105.18429395538,-2091.3589566478286,-9114.774093910268,-11206.133050558095,11206.133050558095,68.08193381831676,82.84910767761244
0.09,333.7825847110752,-83999.99999,-51944.886830068535,-47306.55469618436,-49323.32930911097,90.5106751982305,-4464287.838792306,-36586.941361834484,104608.56686790202,-1993.9063271302598,-8230.271305141338,-10224.177632271598,10224.177632271598,62.580502372000936,82.88452505723674
0.1,334.3843335230039,-83999.99999,-51839.91579868577,-47261.20583172057,-49260.65415331184,90.61388893366609,-4463699.444247937,-35954.70477393239,99076.48915291016,-1907.8657384721587,-7522.236612982628,-9430.102351454787,9430.102351454787,57.936731776605654,82.91845448852202
0.11,334.94353517121,-83999.99999,-51742.2841625751,-47219.06049677557,-49201.80801914176,90.7111758668795,-4463153.86019281,-35408.06494197195,94336.7698041944,-1832.2520425039447,-6937.247903941316,-8769.49994644526,8769.49994644526,53.98154425119313,82.95112912206903
0.12,335.4658166249704,-83999.99999,-51651.026463151116,-47179.69513071134,-49146.28694768845,90.80329725267849,-4462644.902576388,-34932.27847687119,90220.243177157,-1764.9904050468922,-6449.65874093427,-8214.649145981162,8214.649145981162,50.56542354152887,82.98270433692724
0.13,335.9562369718121,-83999.99999,-51565.27245302413,-47142.72885913378,-49093.6373521636,90.8909361478406,-4462166.657840744,-34514.17629393811,86617.92784888385,-1705.0040496115594,-6034.867553292082,-7739.871602903642,7739.871602903642,47.58836122168095,83.0133239664963
0.14,336.4188054492945,-83999.99999,-51484.33227408822,-47107.85984586831,-49043.499738226696,90.97464202235368,-4461714.83220857,-34143.32534738291,83440.38164965884,-1651.2425183124883,-5677.6643650104415,-7328.90688332293,7328.90688332293,44.97207608142621,83.04310146545032
0.15,336.85663457177185,-83999.99999,-51407.67059775592,-47074.85377772038,-48995.594748791875,91.05484317389698,-4461286.196063055,-33811.66037926099,80608.86882129873,-1602.59208272653,-5366.961677545278,-6969.553760271808,6969.553760271808,42.648794839768584,83.07212513552562
0.16,337.27260134921966,-83999.99999,-51334.791478739135,-47043.49403683573,-48949.66426812748,91.13193662703247,-4460877.701997509,-33511.66425091262,78073.51475806584,-1558.5146774895209,-5093.094959836765,-6651.609637326286,6651.609637326286,40.57525426480308,83.10047766747965
0.17,337.6688426066647,-83999.99999,-51265.327155203224,-47013.61975941704,-48905.51693146239,91.20621897655323,-4460487.2864124905,-33237.699041121305,75781.51508473315,-1518.1801233567526,-4850.199080570765,-6368.379203927518,6368.379203927518,38.70753163811288,83.12821900271943
0.18,338.0473177399968,-83999.99999,-51198.93981669025,-46985.08342109693,-48862.97730006765,91.27796153440626,-4460112.962452142,-32984.544228242834,73696.99042344606,-1481.1106240718223,-4632.579700374105,-6113.690324445928,6113.690324445928,37.015460990065556,83.15540486510781
0.19,338.40966243864744,-83999.99999,-51135.34746507089,-46957.76187194517,-48821.89943531915,91.34739132457177,-4459753.152926988,-32747.747954281276,71789.13164399908,-1446.862289901877,-4436.271276095362,-5883.133565997239,5883.133565997239,35.473883910798016,83.18208073115449
