Position,x_CO2,x_MEA,x_H2O,x_CO2_true,x_MEA_true,x_H2O_true,x_MEAH_true,x_MEACOO_true,x_HCO3_true,x_CO3_true,x_H3O_true,x_OH_true
0.0,0.045151574246140656,0.10934528667227664,0.8455031390815827,1.0733868930809911e-05,0.025622110138778405,0.8765471460365445,0.05054374935264938,0.03834876924451342,0.005659140464604485,0.0032674893591381825,3.0479291438422385e-10,8.612300480178607e-07
0.01,0.04459988428468824,0.10901007528870266,0.8463900404266091,1.1627242037985094e-05,0.02629475832041573,0.8774255732995037,0.049597439360605095,0.03820534743028287,0.0055375355435799125,0.0029268382342688636,3.2555068321446864e-10,8.802437552681887e-07
0.02,0.0441032962983967,0.10873063332043804,0.8471660703811653,1.2286479306521556e-05,0.026909148838282403,0.8781537225992018,0.04879865594228399,0.038038060209572386,0.0054147563251918,0.002672470484589121,3.416152418444956e-10,8.987799568053283e-07
0.03,0.043646654482607176,0.10849082858971344,0.8478625169276794,1.277055437626536e-05,0.02748293873958387,0.8787792059209465,0.048098892948706166,0.03785892073883088,0.005293651961299388,0.0024727018207893114,3.5423521121431005e-10,9.169612324796022e-07
0.04,0.04322053067325675,0.10828064609434236,0.8484988232324009,1.3119310634459879e-05,0.028026587234798984,0.8793298723059146,0.047470269240905215,0.037673658776993704,0.005175439833388388,0.002310118061591421,3.6421646703330774e-10,9.348715567442672e-07
0.05,0.04281884851929206,0.10809399163420502,0.849087159846503,1.3357817742914188e-05,0.02854681448760811,0.8798226210798642,0.04689588840893989,0.037485291524388606,0.005060502775195028,0.002174570947194751,3.7204987071749343e-10,9.525870166161186e-07
0.06,0.042436350767812034,0.10792554133239006,0.849638107899798,1.3511948724800726e-05,0.029049220950597313,0.8802708877223303,0.04636251695722007,0.037295217013102455,0.00494901957322633,0.0020586552925593725,3.7823340012305733e-10,9.70164005945446e-07
0.07,0.04206981571263243,0.10777208035205996,0.8501581039353076,1.3596334042094588e-05,0.029537131835184208,0.8806828759756555,0.04586218808309074,0.03710430175957082,0.004840936905630945,0.0019579810771400883,3.8303842722090216e-10,9.876466472339477e-07
0.08,0.041716406485365544,0.10763084343910354,0.850652750075531,1.3624876730884523e-05,0.030013473184343917,0.8810653121110553,0.04538837964095736,0.03691289169347312,0.004736142805553769,0.0018691702274926047,3.867238478100391e-10,1.005073669116811e-06
0.09,0.04137401216915816,0.10749975336083843,0.8511262344700035,1.3608052830192546e-05,0.030480350469196314,0.8814231362392374,0.04493637553350368,0.03672115870222055,0.004634501531974609,0.0017898466072346366,3.89481700084562e-10,1.0224743209483287e-06
0.1,0.041041052530591156,0.10737730578427652,0.8515816416851324,1.3553502293707477e-05,0.030939339034668382,0.8817599653238453,0.04450272815726622,0.036529201994286914,0.004535856763903444,0.0017183149582390047,3.914495804406402e-10,1.0398740474375835e-06
0.11,0.04071611198110588,0.10726214457424216,0.852021743444652,1.3468353606403971e-05,0.03139182949934505,0.88207891839739,0.044084488115464386,0.03633698527634323,0.004440059404011042,0.0016531932667858983,3.9275780242421483e-10,1.0572942961212922e-06
0.12,0.04039819335831514,0.10715332542669012,0.8524484812149947,1.3357569051256592e-05,0.03183878145703302,0.8823822239268261,0.04367956840785376,0.03614452256481409,0.004346970373493569,0.0015935005556067686,3.934945014906549e-10,1.0747518270525081e-06
0.13,0.04008639622570593,0.10705000600396938,0.8528635977703247,1.3225659205126562e-05,0.032281062561111795,0.8826718206881803,0.04328615539535741,0.03595176643522062,0.004256456118600927,0.0015384204866944683,3.937411872718024e-10,1.0922618881264884e-06
0.14,0.03978000612584791,0.10695150916825784,0.8532684847058942,1.3076295798511905e-05,0.03271934102810986,0.8829492610429465,0.04290281669817867,0.03575868345656845,0.004168398698208759,0.0014873125503399893,3.935638866592478e-10,1.1098362853817384e-06
0.15,0.03947845808218155,0.10685730622533247,0.853664235692486,1.2912392443922753e-05,0.03315413818481675,0.8832157780862776,0.04252842182023863,0.035565258787354594,0.004082689760881905,0.0014396730900445417,3.9301454154433517e-10,1.1274849275954634e-06
0.16,0.039181238229314734,0.1067669098282562,0.854051851942429,1.2736638631407173e-05,0.03358591978471599,0.8834724759796939,0.04216196766618861,0.03537145599278261,0.0039992298099008955,0.0013950685197029664,3.921421957084453e-10,1.145216241375386e-06
0.17,0.03888796937055595,0.10667995416884933,0.8544320764605947,1.2551118021416344e-05,0.0340150080312987,0.8837202069479858,0.04180269711885721,0.03517727963421088,0.003917932605519946,0.001353161116988693,3.909841895112331e-10,1.1630361331822343e-06
0.18,0.03859830922605076,0.10659610596874648,0.8548055848052027,1.2357721888374699e-05,0.03444169100850094,0.8839597349587521,0.04144993652680113,0.03498272363995091,0.003838717282905867,0.001313657521894103,3.895751938011613e-10,1.180949731342325e-06
0.19,0.03831198506263418,0.10651508619179878,0.855172928745567,1.2158065716526252e-05,0.034866179002142644,0.8841916999920783,0.0411031378150657,0.03478779933647622,0.0037615129743530182,0.0012763134659587972,3.879449753303351e-10,1.1989602638340151e-06
0.2,0.03802878386055618,0.10643666771270903,0.8555345484267347,1.195349999417092e-05,0.03528861966162955,0.8844166324554835,0.04076185978516067,0.034592535267379765,0.003686255914939498,0.001240925959665574,3.861184839819981e-10,1.2170696287387376e-06
0.21,0.03774851414420682,0.10636063842418758,0.8558908474316057,1.1745270582334157e-05,0.03570913588026918,0.8846350169818313,0.040425707874828694,0.03439695666611186,0.0036128870128311354,0.0012073146505790476,3.841194083424064e-10,1.2352788470045855e-06
0.22,0.0374710451006956,0.10628683241416066,0.8562421224851438,1.1534405895999513e-05,0.03612778163743114,0.8848472428286844,0.04009438577314691,0.034201114837038755,0.0035413553664659586,0.0011753311822400336,3.819672790888886e-10,1.2535871294167103e-06
0.23,0.0371962622370793,0.10621509688180547,0.8565886408811153,1.1321840990136933e-05,0.0365445933828308,0.8850536647137021,0.039767631239777904,0.034005060370296596,0.003471612903219164,0.0011448431764395956,3.796803976437056e-10,1.2719930633487215e-06
0.24,0.03692408482666005,0.10614530120803466,0.8569306139653053,1.110839742465843e-05,0.036959566549536055,0.8852545867014912,0.03944523695448149,0.033808857154707994,0.0034036170592764998,0.0011157363119651317,3.772751457540317e-10,1.2904938418690365e-06
0.25,0.03665446232751271,0.10607733699532464,0.8572682006771627,1.0894783354735651e-05,0.037372661668947246,0.8854502661839277,0.03912704439033905,0.03361258195933347,0.0033373293873678557,0.0010879121664396955,3.747659151771731e-10,1.3090855242541477e-06
0.26,0.0363873553126671,0.10601110242059067,0.8576015422667421,1.0681649699019905e-05,0.037783825285425836,0.8856409410575949,0.03881291635595277,0.03341631249558279,0.003272713571163447,0.0010612814489582214,3.721664451701622e-10,1.3277634565350068e-06
0.27,0.036122756948501145,0.10594651652652151,0.8579307265249774,1.0469553156525848e-05,0.03819296352399861,0.8858268059588894,0.03850276411009402,0.033220143995397015,0.003209737972263987,0.0010357679952100105,3.6948872828144326e-10,1.3465215017195101e-06
0.28,0.03586066923385062,0.10588350448811513,0.8582558262780343,1.0258997819591063e-05,0.038599971960294924,0.8860080399923781,0.038196515423187895,0.03302417323134177,0.0031483721449549248,0.0010113025303566245,3.667440940646387e-10,1.365352922040768e-06
0.29,0.03560111291130343,0.10582200193357923,0.8585768851551174,1.0050431296339883e-05,0.03900472158790012,0.8861847985088686,0.03789412620208881,0.03282850651697077,0.003088588478964752,0.000987823660128573,3.639429784731813e-10,1.3842498391172828e-06
0.3,0.03534412559064731,0.10576195523963894,0.8588939191697137,9.844243525944101e-06,0.03940706228183077,0.886357214537263,0.03759557766493851,0.03263325913244005,0.0030303614608319434,0.0009652771146864696,3.61094854272223e-10,1.4032033884445671e-06
0.31,0.03508975099886574,0.10570331397852228,0.8592069350226119,9.64078877687584e-06,0.03980683564260251,0.8865254120261523,0.03730086184871104,0.032438547897132526,0.0029736663629868023,0.0009436128713713774,3.5820879151957807e-10,1.4222040577351506e-06
0.32,0.03483805090914581,0.10564603801901157,0.8595159110718426,9.440372523783311e-06,0.04020385962555837,0.8866894937858836,0.037009996247303695,0.03224450060355157,0.0029184807795601493,0.0009227869891591169,3.552929969864188e-10,1.4412411667330656e-06
0.33,0.03458909180316815,0.10559009030804002,0.8598208178887917,9.243267186802464e-06,0.04059794627740073,0.886849555215911,0.03672300670550317,0.032051246371917363,0.002864782630045046,0.00090275887621547,3.523552594612324e-10,1.4603034650844394e-06
0.34,0.03434294995300969,0.10553543894113059,0.8601216111058598,9.049711893885873e-06,0.04098889441564597,0.8870056802993953,0.03643993330461798,0.031858919799083556,0.0028125510061550976,0.0008834917349768642,3.494028615889317e-10,1.4793788284492267e-06
0.35000000000000003,0.03409971002057856,0.10548205738893983,0.8604182325904816,8.859911509662243e-06,0.04137649231336385,0.8871579422769069,0.03616082852736562,0.031667660171508134,0.002761765749118439,0.0008649522493967364,3.4644252518806367e-10,1.498454388098763e-06
0.36,0.0338594594842133,0.10542992066398611,0.8607106198518005,8.674047271361159e-06,0.04176052450659099,0.887306410123024,0.03588574996236318,0.03147760734563962,0.002712406866338473,0.0008471092885741327,3.434806850915648e-10,1.5175167175128116e-06
0.37,0.03362229336232341,0.10537900873749198,0.8609986979001846,8.492270031713343e-06,0.042140766211229405,0.8874511432343746,0.03561476614289295,0.031288905557361184,0.002664455009441809,0.0008299346824680202,3.405232413570578e-10,1.5365516771549278e-06
0.38,0.03338830837402466,0.10532930309158378,0.8612823885343917,8.314709053516177e-06,0.042516990967383386,0.887592197490834,0.035347949104697934,0.03110169898428735,0.00261789080969052,0.0008134020518183487,3.375757948044507e-10,1.5555446591462676e-06
0.39,0.033157603975609004,0.10528078746442704,0.861561608559964,8.14147130373755e-06,0.04288896944367478,0.887729624118082,0.03508537560800625,0.030916132607162725,0.0025726950182065654,0.0007974869183601254,3.3464358554356193e-10,1.5744805603033002e-06
0.4,0.0329302811595748,0.10523344803540322,0.8618362708050219,7.972640808483473e-06,0.04325647181372487,0.8878634700104984,0.03482712572203392,0.030732351300616228,0.0025288482641068555,0.0007821665725624034,3.3173144893206345e-10,1.593343917480262e-06
0.41000000000000003,0.03270644107662969,0.1051872715747387,0.8621062873486316,7.808286324441479e-06,0.0436192687633294,0.8879937802083535,0.03457328081007332,0.030550498771813914,0.002486331176543915,0.000767419535842078,3.2884399881145055e-10,1.6121188753375172e-06
0.42,0.032486183527456254,0.10514224671055823,0.8623715697619855,7.648454604651492e-06,0.04397713530615565,0.8881205971016277,0.034323922113337194,0.030370716300692373,0.0024451238670849212,0.0007532257410332323,3.2598542175756586e-10,1.6307894788568512e-06
0.43,0.03226960756211401,0.10509836269360007,0.862632029744286,7.493178929793044e-06,0.04432984878215226,0.8882439614904808,0.03407913104135929,0.03019314324095419,0.0024052064228675114,0.0007395661806007596,3.2315967453275173e-10,1.6493394957472565e-06
0.44,0.03205680900487425,0.10505560926737531,0.8628875817277504,7.342476743475586e-06,0.0446771932536027,0.88836391356087,0.03383898643201469,0.030017914955827684,0.0023665584518993243,0.0007264227959864188,3.2037040635007994e-10,1.6677526852605945e-06
0.45,0.03184787952142658,0.10501397689127359,0.8631381435872998,7.196349237695691e-06,0.045018961471080865,0.8884804929161745,0.03360356353339331,0.02984516199714204,0.0023291589638911206,0.000713778438521485,3.176209213933852e-10,1.686012938101171e-06
0.46,0.03164290880625376,0.10497345603427842,0.8633836351594678,7.054788925795763e-06,0.04535495040805551,0.8885937384889052,0.033372936207951655,0.02967501188427396,0.0022929870713626808,0.0007016167316185115,3.1491435184579056e-10,1.7041039923309944e-06
0.47000000000000003,0.031441978068765225,0.1049340371616613,0.8636239847695735,6.9177712341172816e-06,0.045684973076898935,0.8887036907378411,0.03314716984976931,0.02950758363175511,0.002258020700062568,0.0006899219100195233,3.122534322855144e-10,1.7220101660104918e-06
0.48,0.03124516593249046,0.10489571086047231,0.8638591232070372,6.785264409181012e-06,0.04600884806785588,0.8888103893984535,0.03292632778408894,0.02934299260365511,0.002224237937963744,0.000678678918177863,3.096407199540805e-10,1.7397157550788775e-06
0.49,0.031052543344489772,0.1048584671637138,0.8640889894917964,6.65722564488809e-06,0.04632640823035419,0.8889138758578429,0.03271046561985523,0.02918134621630653,0.002191616169652837,0.0006678731677094811,3.070784925439872e-10,1.75720555539749e-06
0.5,0.030864173063026645,0.10482229586225782,0.8643135310747154,6.53360079235032e-06,0.046637501955662096,0.8890141928995207,0.0324996307447002,0.0290227434302302,0.002160132045023967,0.0006574905545129594,3.045687164989285e-10,1.7744649888277566e-06
