Position,Tv,Hv_CO2,Hv_H2O,Hv_N2,Hv_O2,Hv_T,Fv_T,Hvf,Hv_CO2_trn,Hv_H2O_trn,Hv_trn,qv,Hv_flux,dHvf_dz,dTv_dz,dHv_dT
0.0,316.75,704.1410379785631,625.3893654276433,541.9942263721795,549.6539462573205,563.2941633443093,20.39623552162238,11489.08042352576,-451.4607013970955,3528.639065457666,3077.178364060571,49565.40629158503,52642.5846556456,52642.5846556456,479.9697206259594,30.378481560091917
0.01,320.7992857005689,860.7456232012922,761.7871301985886,660.1136995939811,670.0798342821226,687.207111681309,20.669862757930606,14204.476684726547,-507.9656127675425,3610.3516198559987,3102.386007088456,35293.44016787469,38395.82617496314,38395.82617496314,336.4247070661475,30.452276675791953
0.02,323.6725946970573,972.5379533742982,858.6318812559294,743.9583287586008,755.6881229641572,775.4794251380024,20.899255856047166,16206.942917059487,-537.210822591439,3511.637952962303,2974.4271303708642,26345.223177234857,29319.65030760572,29319.65030760572,247.93165250845257,30.506356030335347
0.03,325.8380221002265,1057.1462484184076,931.6508416681535,807.1627829596748,820.2893799877188,842.213401538954,21.09705302673819,17768.220792096858,-553.26591035463,3358.7516814002934,2805.4857710456636,20440.839580592732,23246.325351638396,23246.325351638396,190.30195274784194,30.548151873481437
0.04,327.5380361879264,1123.781307803087,988.9963777361405,856.7926352316632,871.0556754731529,894.740511041116,21.271137465545156,19032.1484063477,-562.4019104740894,3196.919784164914,2634.5178736908247,16439.053359120437,19073.57123281126,19073.57123281126,151.6270717788742,30.581627445416864
0.05,328.9091357503538,1177.6576701515678,1035.2601555627878,896.8266174327927,912.0313316863128,937.1975555764823,21.426302281795007,20080.678123541085,-567.804730093528,3040.7352194429764,2472.930489349448,13704.045788048035,16176.976277397483,16176.976277397483,125.37276028105079,30.609034869356176
0.06,330.0642141621653,1223.1372563099858,1074.2442597038444,930.5575810532315,946.572767521186,973.0251446794678,21.566794825515448,20985.033655369567,-571.3884530797208,2901.29952960195,2329.911076522229,11704.18569476583,14034.09677128806,14034.09677128806,106.29897086435176,30.632171673995828
0.07,331.05311124667867,1262.1396474274397,1107.6265595526856,959.4389299620717,976.160315217852,1003.7417742874477,21.69516813538603,21776.346557676872,-573.9668676718256,2776.7273180838415,2202.760450412016,10238.740371886277,12441.500822298292,12441.500822298292,92.37969848418095,30.651957891933957
0.08,331.9210611607759,1296.421595338737,1136.9312778907097,984.7904374461783,1002.1409315988275,1030.731080731809,21.81363925130225,22483.995960188575,-576.0890057021868,2667.4479623500156,2091.3589566478286,9114.774093910268,11206.133050558095,11206.133050558095,81.74608594612641,30.66917301629618
0.09,332.6954866753927,1327.0485472383277,1163.0824852021406,1007.412216765837,1025.3312948572282,1054.8332964984945,21.923877646881458,23126.036130289624,-578.0077069299564,2571.914034060216,1993.9063271302598,8230.271305141338,10224.177632271598,10224.177632271598,73.40595389726093,30.684337131108222
0.1,333.39452217158663,1354.7253652860995,1186.6912770261565,1027.8333835421377,1046.2715323571017,1076.6045496978804,22.027091382317042,23714.4667988135,-579.8660780788026,2487.7318165509614,1907.8657384721587,7522.236612982628,9430.102351454787,9430.102351454787,66.74730053500006,30.697809079971123
0.11,334.033923231743,1380.0670229378456,1208.288847306309,1046.513770377088,1065.4315263543344,1096.5293424054207,22.124378315530446,24260.03000545735,-581.7321758625849,2413.9842183665296,1832.2520425039447,6937.247903941316,8769.49994644526,8769.49994644526,61.26169596680099,30.709897933652883
0.12,334.6229350663538,1403.4334040647109,1228.186787865825,1063.723151520804,1083.0867669220693,1114.8920495790453,22.216499701329425,24768.99888648741,-583.6324582682355,2348.6228633151277,1764.9904050468922,6449.65874093427,8214.649145981162,8214.649145981162,56.69956779825112,30.720805802539513
0.13,335.1700204745405,1425.1552037514114,1246.6704515234064,1079.708532920644,1099.489729271091,1131.9534757023346,22.304138596491548,25247.247206845197,-585.5721184345178,2290.5761680460773,1705.0040496115594,6034.867553292082,7739.871602903642,7739.871602903642,52.827606806662935,30.730710519951142
0.14,335.6813059373937,1445.4717590330777,1263.9464048624036,1094.6487256332766,1114.8231725245432,1147.9026584377295,22.387844471004627,25699.066184956635,-587.5382446323839,2238.780762944872,1651.2425183124883,5677.6643650104415,7328.90688332293,7328.90688332293,49.500361320993946,30.739748913259007
0.15,336.1614456397586,1464.5648748009812,1280.1715694959298,1108.6795678657813,1129.225931694443,1162.8832550118766,22.46804562254792,26127.71402730387,-589.516311311496,2192.108394038026,1602.59208272653,5366.961677545278,6969.553760271808,6969.553760271808,46.6119419141111,30.74802680234018
0.16,336.61464728311137,1482.5993285479449,1295.4878567812243,1121.9238873460363,1142.8236209825732,1177.0253779483628,22.545139075683412,26536.200841454673,-591.4806061538955,2149.9952836434163,1558.5146774895209,5093.094959836765,6651.609637326286,6651.609637326286,44.07124773077643,30.75563930483631
0.17,337.0438652364671,1499.6905873983872,1309.9948813992771,1134.46791330112,1155.7043838339803,1190.4203855292853,22.619421425204177,26926.620373440932,-593.4079095089288,2111.5880328656813,1518.1801233567526,4850.199080570765,6368.379203927518,6368.379203927518,41.82206537567102,30.762657248731966
0.18,337.45184089298834,1515.9460538647086,1323.7851045757,1146.391671944334,1167.9500709935253,1203.1531503627912,22.6911639830572,27300.94543161397,-595.2713054920318,2076.381929563854,1481.1106240718223,4632.579700374105,6113.690324445928,6113.690324445928,39.81089601419429,30.769144654304476
0.19,337.8407579210291,1531.4512499532093,1336.9321726982912,1157.758906655948,1179.6258737740916,1215.291336046865,22.76059377322272,27660.752415879793,-597.0426135444847,2043.9049034463615,1446.862289901877,4436.271276095362,5883.133565997239,5883.133565997239,38.0001678748031,30.775154557338713
0.2,338.2123975179994,1546.275915850532,1349.4961556792725,1168.6216110484904,1190.7849634018023,1226.890138233283,22.827895048717586,28007.319311895997,-598.6959349886947,2013.6506436001835,1414.9547086114887,4258.0313357990935,5672.9860444105825,5672.9860444105825,36.35928310938321,30.78073065253258
0.21,338.5684067717787,1560.484656064331,1361.532613065167,1179.0278699258454,1201.4765350646649,1238.0006670252114,22.893240595169406,28341.84712718837,-600.2024061673011,1985.34864783333,1385.1462416660288,4094.975224871504,5480.121466537533,5480.121466537533,34.86127088708133,30.785913225431806
0.22,338.9100439228962,1574.1267326003026,1373.0839772072864,1189.0144111806123,1211.738148224164,1248.661964776943,22.956764706852347,28665.238923780234,-601.5359967404554,1958.600857580174,1357.0648608397187,3945.1034343877386,5302.168295227457,5302.168295227457,33.48720588013282,30.79073453078842
0.23,339.2384896312118,1587.2484505003063,1384.1900728882051,1198.6157022693662,1221.6050655878696,1258.910698333105,23.01859138088523,28978.35094995462,-602.6699201820751,1933.1564888201842,1330.486568638109,3806.4462019838356,5136.932770621945,5136.932770621945,32.218760693668294,30.79522431198809
0.24,339.55472912782767,1599.8884281447552,1394.8841300812771,1207.8605041199505,1231.1067076957515,1268.7774887474504,23.07882635849419,29281.895350368726,-603.5778180645024,1908.7802345605187,1305.2024164960162,3677.5424842635534,4982.74490075957,4982.74490075957,31.042225934957035,30.799408342812143
0.25,339.85959593027223,1612.0793189133942,1405.1942593837366,1216.773147734625,1240.2679602797864,1278.2882435198067,23.137556923740945,29576.466999388354,-604.2351731034204,1885.213708361395,1280.9785352579747,3557.1193025303496,4838.097837788324,4838.097837788324,29.9457236183784,30.803308784164976
0.26,340.15387067929964,1623.8517456860336,1415.1467925620937,1225.3764227116335,1249.1121400925488,1287.4672557406748,23.194865294965126,29862.62956858337,-604.6168640907443,1862.3119604746005,1257.6950963838563,3444.030726153525,4701.725822537381,4701.725822537381,28.918632987184257,30.806946436630845
0.27,340.4381767129094,1635.230110507041,1424.7627494021774,1233.6885236326832,1257.6578534341188,1296.3339271644763,23.250816174224102,30140.821840911256,-604.6999577270577,1839.8651085460326,1235.1651508189748,3337.4250545623477,4572.590205381322,4572.590205381322,27.952978810067794,30.810338832567943
0.28,340.7131034772204,1646.2375191193003,1434.0620101323618,1241.7266573836575,1265.9227021861777,1304.9066191112315,23.305469401572427,30411.46128360613,-604.4619935114994,1817.7353100373987,1213.2733165258992,3236.454387255474,4449.727703781373,4449.727703781373,27.040942293439716,30.81350240845916
0.29,340.9791560346845,1656.893751780304,1443.0616067309782,1249.5055665137297,1273.9217641195546,1313.2010794180644,23.358876151174908,30674.90137571577,-603.8816520072039,1795.793929596668,1191.912277589464,3140.4695361666304,4332.381813756095,4332.381813756095,26.176480685337204,30.816451900541857
0.3,341.2367713349053,1667.2159056845057,1451.776272257425,1257.0380044703966,1281.6680798782247,1321.2309369258492,23.41107860635304,30931.44132151653,-602.9395217705384,1773.8988695177532,1170.959347747215,3048.8849651636087,4219.844312910824,4219.844312910824,25.354175878045304,30.819200427774472
0.31,341.48636204789426,1677.220144590592,1460.2199229004018,1264.3360168895576,1289.173969422953,1329.009079001472,23.462116471438694,31181.365803132005,-601.616929724085,1751.9698862220455,1150.3529564979603,2961.171225373194,4111.524181871155,4111.524181871155,24.56915064971825,30.82176048433551
0.32,341.7282675856958,1686.919730649885,1468.4040004828655,1271.4095092088771,1296.449557927051,1336.5461134016753,23.51202075532318,31424.89995874672,-599.8974746978848,1729.8923947733979,1129.9949200755132,2876.921746709581,4006.916666785094,4006.916666785094,23.817618319707126,30.824143058867385
0.33,341.96281098992944,1696.32729961271,1476.3393963999117,1278.2679097881446,1303.5044853537756,1343.8521452460197,23.560820013401376,31662.258518764793,-597.7661758577025,1707.5923289844225,1109.8261531267199,2795.72933163404,3905.55548476076,3905.55548476076,23.09583910355383,30.82635860323369
0.34,342.1902747991795,1705.4538897071745,1484.0356347813636,1284.9194640704286,1310.3471798106182,1350.9360252577105,23.608538517326608,31893.62518674077,-595.2099067197674,1685.0030408741206,1089.793134154353,2717.2803743443937,3807.073508498747,3807.073508498747,22.400895394456402,30.82841675754936
