Position,Nl_H2O,Nv_H2O,kv_H2O,a_eA,DF_H2O,fv_H2O,fl_H2O,P_sat_H2O
0.0,-5.642307433617409,5.642307433617409,3.484288151432267e-05,72.97709058244817,-2218.994045143865,8955.631130398731,11174.625175542596,12748.458797761816
0.01,-4.739318212050687,4.739318212050687,3.5252383643794264e-05,73.05741806333243,-1840.1916767775983,10482.048496066744,12322.240172844342,14043.630078511767
0.02,-4.089806155142755,4.089806155142755,3.558518107276304e-05,73.12452096357342,-1571.703101253157,11748.106901571491,13319.810002824648,15167.970777826951
0.03,-3.605161430849277,3.605161430849277,3.586567076469316e-05,73.18227199394964,-1373.5354425546411,12831.87062522515,14205.406067779792,16164.931955681352
0.04,-3.2324888706698953,3.2324888706698953,3.6108153836128807e-05,73.23303618883656,-1222.4320116274866,13781.008165628868,15003.440177256354,17062.356971806286
0.05,-2.9371701432766657,2.9371701432766657,3.6321118518808984e-05,73.2782456625768,-1103.5571455818535,14624.692385175427,15728.24953075728,17876.6141650836
0.06,-2.700781971505998,2.700781971505998,3.6511906021103624e-05,73.31918555617816,-1008.8750664631498,15387.276693325557,16396.151759788707,18626.256972115898
0.07,-2.506916518149602,2.506916518149602,3.6684619065932214e-05,73.35659051737295,-931.5726300476836,16083.678719055673,17015.251349103357,19320.520261340593
0.08,-2.3461822312592147,2.3461822312592147,3.684284007392687e-05,73.39111368231993,-867.6911390739915,16726.3832891324,17594.07442820639,19969.09217325845
0.09,-2.2112911739129357,2.2112911739129357,3.6989149299579096e-05,73.42323513536095,-814.213076520009,17324.685016894797,18138.898093414806,20579.10366502056
0.1,-2.0963597396495635,2.0963597396495635,3.712538310360362e-05,73.45329975118428,-768.7472163481398,17885.351530199117,18654.098746547257,21155.529259820883
0.11,-1.9978535958087589,1.9978535958087589,3.725319348897626e-05,73.48162266995186,-729.8294994622484,18414.32886284525,19144.1583623075,21703.453016527896
0.12,-1.912268464796176,1.912268464796176,3.737369793134732e-05,73.50841833074588,-696.0584559740455,18915.815396921393,19611.873852895438,22226.05274800029
0.13,-1.8373549844283539,1.8373549844283539,3.7487899792525294e-05,73.53388117115185,-666.5219750467695,19393.49343401795,20060.01540906472,22726.470856886324
0.14,-1.7712624161374877,1.7712624161374877,3.7596594354257926e-05,73.55816639744593,-640.4769520433256,19850.312478006206,20490.78943004953,23207.210577248406
0.15,-1.712355161036089,1.712355161036089,3.770039945510251e-05,73.58139495373818,-617.2766916836044,20288.590273247424,20905.86696493103,23670.169265124725
0.16,-1.6596028070732407,1.6596028070732407,3.779988510839608e-05,73.60367941933845,-596.5050926766671,20710.42356392159,21306.92865659826,24117.25236031913
