Position,Fl_CO2,Fl_MEA,Fl_H2O,Fl_T,Fl_CO2_true,Fl_MEA_true,Fl_H2O_true,Fl_MEAH_true,Fl_MEACOO_true,Fl_HCO3_true,Fl_CO3_true,Fl_H3O_true,Fl_OH_true,Fv_CO2,Fv_H2O,Fv_N2,Fv_O2,Fv_T,Cl_CO2,Cl_MEA,Cl_H2O,Cl_CO2_true,Cl_MEA_true,Cl_H2O_true,Cl_MEAH_true,Cl_MEACOO_true,Cl_HCO3_true,Cl_CO3_true,Cl_H3O_true,Cl_OH_true,x_CO2,x_MEA,x_H2O,x_CO2_true,x_MEA_true,x_H2O_true,x_MEAH_true,x_MEACOO_true,x_HCO3_true,x_CO3_true,x_H3O_true,x_OH_true,Tl,Tv,Nl_CO2,Nv_CO2,kv_CO2,a_eA,DF_CO2,fv_CO2,fl_CO2,Psi,H_CO2_mix,capture_pct,net_energy_W,E,mesh,tol,run,mul_mix,Dl_CO2,Dl_MEA,Dl_ion,kl_CO2,Ha,Psi_H,h_L,a_e,UT,Ekl_CO2_m_s,overall_CO2_conductance_mol_m2_s_Pa
0.0,4.02697898993126,9.729875260332737,75.23510977031545,88.99196402057945,0.0009376421400742,2.1637432596583035,74.47165768784366,4.30347014250224,3.2626618581721902,0.4860232351213457,0.2773562544976548,2.6319754561900122e-08,7.25665331488799e-05,1.7417130263823344,1.6681384637478156,15.30085529628352,1.6855287352087107,20.39623552162238,1952.7335208550887,4718.140725863259,36482.46518321542,0.5640626983263214,1301.6553004236332,44800.33734502504,2588.8629328821085,1962.7379922378188,292.37975314346977,166.8507745366846,1.583332397613411e-05,0.0436542607746925,0.0452510407456567,0.1093343131305956,0.8454146461237475,1.103550824352526e-05,0.0254660126270985,0.876488542055159,0.0506493663239002,0.0383996519491349,0.0057202137025342,0.0032643234578382,3.0976836046681834e-10,8.540663228991267e-07,323.83607974181075,316.75,0.671608436315532,-0.671608436315532,2.632262887496088e-05,72.97815783678799,8119.841170152677,9414.203359062049,1294.3621889093702,103.24973354404932,2294.7133230933064,0.0,4487406.245035012,99.67028029730216,41,0.05,baseline,0.0044111849816659,2.4420626056788358e-09,1.338125766573959e-09,2.987381436138779e-10,2.7267951985404165e-05,319.8659895306412,0.0430572661485601,0.060159710353184,226.85223745049507,97.28883030632304,0.00271780441751861,1.1333804371989637e-06
0.01,3.9883211337576334,9.729875260332737,75.55355254262032,89.2717489367107,0.0010184568269748,2.2317600621538367,74.8281634929097,4.236126991766352,3.261988206412545,0.476564678448826,0.2487497920692939,2.8213099835808342e-08,7.45509794940928e-05,1.703055170208709,1.9865812360527004,15.30085529628352,1.6855287352087107,20.67602043775364,1927.5059814708936,4702.327654741129,36514.09191066556,0.6088076033899064,1334.089436875797,44730.37410677743,2532.249039139936,1949.933634527255,284.8782511562234,148.69630282048706,1.6865073943544618e-05,0.0445646805579217,0.0446761845853962,0.1089916505078302,0.8463321649067735,1.1941882390519184e-05,0.0261684300013603,0.8773951965986841,0.0496705692250486,0.0382483365897268,0.0055879436327368,0.002916707594156,3.3081178424809154e-10,8.741450846383793e-07,325.84790842007385,320.86201807854246,0.6187720510151904,-0.6187720510151904,2.6692281764707298e-05,73.06041152279592,7650.025010292304,9091.167761756604,1441.1427514643003,102.42927490196398,2367.156296077549,2.219530748640075,4487406.6854996085,96.86979901798642,41,0.05,baseline,0.0041100798064949,2.550933166115231e-09,1.3971264060955583e-09,3.1993686150466946e-10,2.8224184362457812e-05,333.70532889229327,0.0414763011679475,0.0594435494236638,227.10792262072343,98.47612771815892,0.0027340710666378834,1.107097117332713e-06
0.02,3.95244006922324,9.729875260332737,75.82381142181657,89.50612675137255,0.001078091343137,2.293800060564072,75.12962526669622,4.178822885293632,3.2572523144750303,0.4667251883362988,0.2273844750687922,2.9685462714157227e-08,7.646203018185098e-05,1.6671741056743148,2.2568401152489344,15.30085529628352,1.6855287352087107,20.91039825241548,1904.8707574604005,4689.294342871007,36543.13754717995,0.6409790539017917,1363.778498009292,44668.30795924724,2484.518548905766,1936.5988978044,277.49139398656064,135.19140713759117,1.7649487611866486e-05,0.0454604891110269,0.044158318683616,0.1087062485382714,0.8471354327781124,1.2601184118631884e-05,0.0268108978691827,0.8781465937707003,0.0488438358326051,0.0380721321962446,0.0054552798967066,0.0026577651831642,3.4697614788316953e-10,8.937203016604049e-07,327.4678754157632,323.7823441469669,0.579647611587123,-0.579647611587123,2.699344450537225e-05,73.12910854154697,7251.564920475806,8807.176837269235,1555.6119167934294,102.42197853487988,2426.9309696222526,4.27963272817925,4487406.504639839,95.27865911439386,41,0.05,baseline,0.00387978098759,2.6411623851924483e-09,1.4460129845662612e-09,3.382110337911329e-10,2.901722189847693e-05,345.7807433587628,0.0404933517125412,0.0588671813401073,227.32146695880752,99.41997153673675,0.002764721993711708,1.0930550422890012e-06
0.03,3.918606681061703,9.729875260332737,76.05971635084647,89.70819829224091,0.0011218456866165,2.3516657876425406,75.39220602408558,4.128156612696183,3.25005285999401,0.456838487744367,0.2105934876367167,3.0847780348156735e-08,7.832053215344935e-05,1.633340717512777,2.4927450442788355,15.30085529628352,1.6855287352087107,21.11246979328384,1884.102561016796,4678.214576870979,36570.21947607514,0.6638286256506002,1391.5488435032173,44611.75463505934,2442.7499818995184,1923.150526921913,270.3245812517058,124.61427372465003,1.82535261998903e-05,0.0463445301255772,0.0436817008440647,0.1084613830793466,0.8478569160765886,1.3076539888907193e-05,0.0274116590582373,0.8787921557732638,0.0481189215750227,0.0378835042749478,0.0053250342529679,0.0024547352405758,3.5957015748174713e-10,9.129255253580274e-07,328.81987305911593,325.9838008613219,0.5495909705255737,-0.5495909705255737,2.7247700948966064e-05,73.18823912886296,6906.429954681144,8551.387594009628,1644.957639328485,102.99089440635436,2477.9853952762387,6.222167901830222,4487406.343620561,94.49905525069752,41,0.05,baseline,0.0036949104427218,2.718244299539464e-09,1.4877689037354502e-09,3.5439130058455143e-10,2.9696223775000884e-05,356.6193575596339,0.0399038514294217,0.0583841723097653,227.5052740927776,100.20192909606462,0.002806265091250886,1.0872882104608545e-06
0.04,3.886365276237764,9.729875260332737,76.26984232069714,89.88608285726764,0.0011533150134839,2.406434335798854,75.62578401256442,4.0822070995776345,3.241233824956248,0.4470631062355842,0.1969150300324512,3.1771894077521713e-08,8.014009279356947e-05,1.6010993126888382,2.702871014129505,15.30085529628352,1.6855287352087107,21.290354358310573,1864.7539110961488,4668.584051303443,36595.75893079418,0.6795419123483936,1417.8892768852024,44559.28284112315,2405.2672397538386,1909.7594378187985,263.4129570844892,116.0238222115685,1.872023983729261e-05,0.0472191476535203,0.0432365629105121,0.108246737993723,0.8485166990957647,1.3410503887548417e-05,0.0279815112419933,0.8793606765212855,0.0474670437292681,0.0376883837475809,0.0051983555698637,0.0022896864645763,3.6943688763253476e-10,9.318521075262328e-07,329.976996499058,327.71224416542526,0.525884822406179,-0.525884822406179,2.7467772105859137e-05,73.24023191505133,6602.725451041924,8316.976567785894,1714.2511167439698,103.99109030289787,2522.656933432963,8.073299766584462,4487406.307787678,94.29939707043503,41,0.05,baseline,0.0035414023910949,2.7855173604317163e-09,1.5242062763359274e-09,3.689900090908074e-10,3.029079355986003e-05,366.5377712792642,0.0395907976109384,0.057967803315611,227.666893407758,100.86838329595024,0.002856403569479817,1.0874710062664484e-06
0.05,3.855408881146801,9.729875260332737,76.45940436020913,90.04468850168867,0.0011747565360666,2.458789058461984,75.8363590298193,4.0398154441238505,3.2312707577469,0.4374639459796639,0.1854994208886936,3.250137780682666e-08,8.193112127677681e-05,1.5701429175978752,2.8924330536415104,15.30085529628352,1.6855287352087107,21.448960002731614,1846.5387153287609,4660.100113215409,36620.04592885279,0.6894902058366058,1443.116868882499,44510.01138707644,2371.0557009855474,1896.5032085136,256.75712107082984,108.87365165837276,1.9075766753368293e-05,0.048087160138468,0.0428166163412792,0.1080560710713132,0.8491273125874075,1.36297754148711e-05,0.0285273940859163,0.8798695815890571,0.0468707987829506,0.037489891207749,0.005075549829048,0.0021522037704654,3.7708790424281765e-10,9.505823106377536e-07,330.9826225476317,329.1063400421893,0.5069552087969492,-0.5069552087969492,2.7661212599246013e-05,73.28655167336436,6332.838544390283,8099.5493905659,1766.7108461756177,105.34421315763444,2562.34364349229,9.8506531320388,4487406.377268548,94.5516721424608,41,0.05,baseline,0.0034110228400829,2.8449690245344607e-09,1.5564037561633131e-09,3.823110778764191e-10,3.081858427488385e-05,375.72551646933766,0.0394889577860602,0.0576021544404857,227.81087814405376,101.44648108646751,0.0029139486762536156,1.0923124566428624e-06
0.06,3.825467905553553,9.729875260332737,76.63302008138719,90.18836324727349,0.0011885183315604,2.509316063551187,76.02912720293298,4.000088952883141,3.2204702438984074,0.4280832467013437,0.1757258966252193,3.30809890821802e-08,8.370211394072048e-05,1.5402019420046271,3.0660487748195604,15.30085529628352,1.6855287352087107,21.592634748316417,1829.2085434049145,4652.495169709011,36643.30181316992,0.695065709751445,1467.490659915106,44463.12510107028,2339.319969473372,1883.3857050144493,250.35035455490404,102.7674894161281,1.934632436463608e-05,0.0489504180869607,0.042416424556515,0.1078839321394036,0.8496996433040813,1.3761719900664948e-05,0.0290550880805433,0.8803327008722168,0.0463165794633097,0.037289462238892,0.0049567276993836,0.0020347103653624,3.830410467360536e-10,9.691773501157055e-07,331.8744633972361,330.2807496664765,0.4914612749436327,-0.4914612749436327,2.7834564105284025e-05,73.32851326247862,6089.391798381152,7895.350862028636,1805.9590636474843,106.96993153977442,2598.2565940323743,11.569706451369921,4487406.310562202,95.1396126043245,41,0.05,baseline,0.0032976206168433,2.898466401444453e-09,1.585374055507914e-09,3.946587379026835e-10,3.1295706754290025e-05,384.3612886760777,0.0395419498251262,0.0572743580619496,227.94131553326324,101.95977181736328,0.0029774614167816945,1.1006329372553997e-06
0.07,3.796377850877679,9.729875260332737,76.79345692674379,90.3197100379542,0.0011959286313606,2.558358839327833,76.2072109156395,3.962495017388919,3.209021403615984,0.4189328488916191,0.1672276697387154,3.353504250479941e-08,8.545893892736032e-05,1.5111118873287532,3.2264856201761534,15.30085529628352,1.6855287352087107,21.723981538997133,1812.6134792623216,4645.613197944127,36665.70099506444,0.6970598141063706,1491.1668557765774,44418.18924761667,2309.5826688888624,1870.4125015578404,244.17949877092656,97.470438724163,1.9546258766168224e-05,0.0498106580278611,0.042032662076554,0.1077270427046769,0.850240295218769,1.3821845173906706e-05,0.0295680183994367,0.8807584690173494,0.045796204887589,0.0370879965889511,0.004841781377084,0.0019327198122951,3.8757845012403324e-10,9.87684542041968e-07,332.673552415238,331.2861935860781,0.4786709347448396,-0.4786709347448396,2.7991515477750888e-05,73.36686616560058,5868.071993692387,7702.092072878395,1834.0200791860077,108.8307564444288,2631.0799189266386,13.239904367745158,4487406.346640252,96.00499066464026,41,0.05,baseline,0.0031975586857781,2.947022710805892e-09,1.611666721363894e-09,4.06193107470326e-10,3.173103588032083e-05,392.5404058861713,0.039720549075816,0.0569769872638237,228.0605353401731,102.42061536218446,0.003046337803469566,1.1118383642404673e-06
0.08,3.7679888099071785,9.729875260332737,76.94312303557695,90.44098710581686,0.0011982523011475,2.6062236293685634,76.37329691023557,3.926599957962986,3.197051673001185,0.4100166572106937,0.1597222273941484,3.3886866283785096e-08,8.720684967708956e-05,1.482722846358253,3.3761517290093157,15.30085529628352,1.6855287352087107,21.8452586068598,1796.621090087264,4639.3182088730055,36687.38007380178,0.6962145673619107,1514.28113664503,44374.79637255064,2281.452819509242,1857.5670125736929,238.2299364981324,92.80261038247362,1.9689117163741115e-05,0.0506693615866915,0.041662402528829,0.1075825858573246,0.8507550116138463,1.382478694776291e-05,0.0300691985984421,0.8811537914603501,0.0453029865212409,0.0368858530026625,0.0047305504237657,0.0018427886701586,3.9096833467543234e-10,1.0061454637030575e-06,333.39828056023634,332.1686753726463,0.4679573854582746,-0.4679573854582746,2.8135277245861093e-05,73.40227630513881,5664.882511076532,7517.795682868049,1852.9131717915172,110.8907138781138,2661.4110917163907,14.869853764717089,4487406.357877097,97.09581687916214,41,0.05,baseline,0.003107984832391,2.991572544264334e-09,1.6357884892999243e-09,4.1706915016019855e-10,3.2132599315118e-05,400.3524453949181,0.039999510029657,0.056703859395281,228.17060758124893,102.84000346798,0.0031199409789521887,1.1253973043830012e-06
0.09,3.740190250860936,9.729875260332737,77.0838278169007,90.55389332809436,0.0011964452957116,2.6531319128048736,76.52939463169164,3.8920937432295752,3.184649604298286,0.4013331792370616,0.1530110220298771,3.4153820246450163e-08,8.894978829389704e-05,1.4549242873120103,3.51685651033306,15.30085529628352,1.6855287352087107,21.9581648291373,1781.133472323436,4633.509352557984,36708.44975543545,0.6930879460739314,1536.9309024825957,44332.658692942656,2254.6482217707344,1844.833408697904,232.48801251986265,88.63764633909436,1.978494228698592e-05,0.0515276597210903,0.0413034725885225,0.1074484475789407,0.8512480798325368,1.3781566324351302e-05,0.0305607899956892,0.8815237367386651,0.0448320940833381,0.0366832147685875,0.00462286060854,0.0017624972541743,3.9340966163978535e-10,1.0245912715802183e-06,334.06189179465326,332.9560877655803,0.4588752003447197,-0.4588752003447197,2.826817447770999e-05,73.4352328238505,5476.817490658237,7341.003899971412,1864.1864093131755,113.12465612674302,2689.682340997348,16.465900795724387,4487406.336314878,98.37584776231247,41,0.05,baseline,0.0030268783667343,3.0327954022415076e-09,1.6581077182894339e-09,4.273999579819823e-10,3.250622576435672e-05,407.86176697061256,0.0403612008400215,0.0564505526659892,228.2730527542971,103.22557523431864,0.0031978275171217164,1.1409374674756228e-06
