Position,Fl_CO2,Fl_MEA,Fl_H2O,Fl_T,Fl_CO2_true,Fl_MEA_true,Fl_H2O_true,Fl_MEAH_true,Fl_MEACOO_true,Fl_HCO3_true,Fl_CO3_true,Fl_H3O_true,Fl_OH_true,Fv_CO2,Fv_H2O,Fv_N2,Fv_O2,Fv_T,Cl_CO2,Cl_MEA,Cl_H2O,Cl_CO2_true,Cl_MEA_true,Cl_H2O_true,Cl_MEAH_true,Cl_MEACOO_true,Cl_HCO3_true,Cl_CO3_true,Cl_H3O_true,Cl_OH_true,x_CO2,x_MEA,x_H2O,x_CO2_true,x_MEA_true,x_H2O_true,x_MEAH_true,x_MEACOO_true,x_HCO3_true,x_CO3_true,x_H3O_true,x_OH_true,Tl,Tv,Nl_CO2,Nv_CO2,kv_CO2,a_eA,DF_CO2,fv_CO2,fl_CO2,Psi,H_CO2_mix,capture_pct,net_energy_W,E,mesh,tol,run,mul_mix,Dl_CO2,Dl_MEA,Dl_ion,kl_CO2,Ha,Psi_H,h_L,a_e,UT,Ekl_CO2_m_s,overall_CO2_conductance_mol_m2_s_Pa
0.1,3.71289810899154,9.729875260332737,77.21688189456846,90.65965526389272,0.0011912054326115,2.699247172770157,76.67696223993438,3.8587501133986666,3.1718779741639125,0.3928763761661119,0.146952553231708,3.43483401400879e-08,9.06909535653434e-05,1.4276321454426144,3.649910588000816,15.30085529628352,1.6855287352087107,22.06392676493566,1766.0778262793335,4628.11433153084,36728.99684431879,0.688086202910968,1559.1892775016029,44291.57083573284,2228.962898271639,1832.199057852268,226.94054819486095,84.88546273634387,1.984092608734327e-05,0.0523865927477697,0.0409542491440543,0.1073231001376626,0.851722650718283,1.370021323187521e-05,0.0310444032742643,0.8818720129209742,0.0443800018995748,0.0364801934258008,0.0045185238245948,0.0016901209977099,3.9504486060687646e-10,1.0430488042044325e-06,334.6737785027796,333.6668688854987,0.451115133834014,-0.451115133834014,2.839186379135728e-05,73.466086429578,5301.651559760728,7170.632925826927,1868.9813660662,115.51692105490616,2716.20235685503,18.032872016355583,4487406.373949544,99.82151508677175,41,0.05,baseline,0.002952792742448,3.071171800024081e-09,1.6788848823041115e-09,4.3726503917435325e-10,3.2856049974165294e-05,415.1137831842522,0.0407939169521662,0.056213898035081,228.36896103288572,103.5826816253573,0.0032797406881878675,1.1582153336218433e-06
0.11,3.686036447540479,9.729875260332737,77.34347564449997,90.75938735237318,0.0011831847346423,2.7447162106700973,76.81731192634355,3.826377037445181,3.1587820122174546,0.384639874627682,0.1414313759637496,3.4482259482608394e-08,9.243315480455936e-05,1.4007704839915525,3.7765043379323378,15.30085529628352,1.6855287352087107,22.16365885341612,1751.3888851562308,4623.067521829274,36749.094999729066,0.6815848131082504,1581.1198629520788,44251.34271920765,2204.2208639017235,1819.6464038201648,221.5754559589781,81.4728884944841,1.9863833344762848e-05,0.0532469974450045,0.0406132804007308,0.1072051668061234,0.8521815527931458,1.3588183353635297e-05,0.0315214573280924,0.8822018139914879,0.0439436980909492,0.0362767604241858,0.004417363568454,0.0016242564768495,3.9600854421007203e-10,1.061540618861118e-06,335.2424068172859,334.3170332266907,0.4443994324340914,-0.4443994324340914,2.850783464161468e-05,73.49515756256815,5137.337526346829,7005.731223283628,1868.3936969368,118.05170748990884,2741.249014068127,19.575127315832543,4487406.352271685,101.41051202597914,41,0.05,baseline,0.0028845293176265,3.1071520530196723e-09,1.6983640309698543e-09,4.4674162743731637e-10,3.31858945295577e-05,422.15148480738094,0.0412869155733931,0.055991152792614,228.4593285039144,103.91613466952477,0.0033653985562825867,1.1770005620285963e-06
0.12,3.659552567625109,9.729875260332737,77.46443305411121,90.85386088206906,0.0011728384749091,2.789638073655503,76.95135676177418,3.7948395368601946,3.145397649817037,0.3766164154998708,0.136365663833292,3.4563587337391614e-08,9.417844029101731e-05,1.374286604076183,3.897461747543584,15.30085529628352,1.6855287352087107,22.258132383111995,1737.0211696386489,4618.323959781055,36768.80100027336,0.6738459598534038,1602.7666090436485,44211.85181802465,2180.2979224427127,1807.1657298127616,216.38226868258783,78.34791712807049,1.985826197179163e-05,0.0541095494844805,0.0402795492904293,0.1070936905252974,0.8526267601842732,1.3450679546710035e-05,0.031992920238185,0.8825154210322083,0.0435210573608167,0.0360729433249046,0.0043192194196323,0.0015639074643574,3.963919561012089e-10,1.0800839567116109e-06,335.7734790144369,334.91596664278205,0.4385433450335112,-0.4385433450335112,2.8617098204278088e-05,73.5226638822747,4982.433261611095,6845.624526627663,1863.1912650165675,120.72022465817136,2765.01066419083,21.095692386783316,4487406.3639885,103.12947836752176,41,0.05,baseline,0.0028212399339886,3.1410333551799726e-09,1.7167062292472912e-09,4.558792571161019e-10,3.34983030940392e-05,429.0024474141804,0.0418335005265586,0.0557804195408662,228.54483176070272,104.2290955101166,0.003454662524285403,1.1971533927972465e-06
0.13,3.6333980769878367,9.729875260332737,77.5804937760041,90.94376711332468,0.0011605804469686,2.834102946053436,77.07991194686691,3.764020683891733,3.1317516303875648,0.3687985729184408,0.1316872932481131,3.4599749105501145e-08,9.592868924930546e-05,1.3481321134389106,4.01352246943648,15.30085529628352,1.6855287352087107,22.34803861436762,1722.9336331852523,4613.843288710614,36788.16335935548,0.6651058687919107,1624.168757197324,44172.98424743304,2157.086355925968,1794.7453745321218,211.35122161571508,75.46740237905061,1.982843692473317e-05,0.0549748484664519,0.0399521395728007,0.106987818617722,0.8530600418094773,1.3292407681531663e-05,0.0324596643591307,0.8828148159228775,0.0431102364189305,0.0358687065055624,0.0042239389750217,0.0015082463201093,3.9627926869722265e-10,1.0986944069127316e-06,336.2721173787627,335.47225835068105,0.4333812234740464,-0.4333812234740464,2.8720560085126155e-05,73.54880256974315,4835.628983288593,6689.715710024789,1854.0867267361955,123.5140206399288,2787.656542715423,22.597345658080094,4487406.367727435,104.9660696369153,41,0.05,baseline,0.00276220950754,3.1730905838210102e-09,1.734060427577441e-09,4.647251182878841e-10,3.3795605221908896e-05,435.6925823281208,0.0424276138934193,0.0555800421062471,228.6260837395413,104.5244224144667,0.003547391851144587,1.2185448340944821e-06
0.14,3.6075354387561394,9.729875260332737,77.6922508294084,91.02966152849729,0.0011467483627279,2.878179774634821,77.20363073027266,3.733829174802123,3.117866310895792,0.3611795458585465,0.1273428336519606,3.459677799535876e-08,9.768534064025076e-05,1.3222694752072135,4.125279522840758,15.30085529628352,1.6855287352087107,22.4339330295402,1709.0939425114575,4609.593211525168,36807.22130851907,0.6555564893542754,1645.3561130897222,44134.65305199454,2134.501365111184,1782.3766394438574,206.47388983084943,72.79750613701852,1.9777784789379235e-05,0.0558433402243198,0.0396303290398018,0.1068868662912335,0.8534828046689645,1.3117197806669753e-05,0.0329223521516352,0.883101584093834,0.0427097848613302,0.0356640309801547,0.00413138897838,0.0014566239574138,3.957387646571388e-10,1.117383706519453e-06,336.742378802554,335.99211914207507,0.4287813010609352,-0.4287813010609352,2.881893915466559e-05,73.57373087125318,4695.8631413722205,6537.531563618075,1841.668422245854,126.42655443465908,2809.3207101952444,24.082242299486957,4487406.360818834,106.91070383842266,41,0.05,baseline,0.0027068747842455,3.203542114338611e-09,1.750544951260567e-09,4.733164947387035e-10,3.40796482388981e-05,442.242018498138,0.0430645226031053,0.0553887140510063,228.70357323970163,104.80434769577312,0.003643479179786457,1.2410738566236126e-06
0.15,3.5819353751956764,9.729875260332737,77.80016527690006,91.11197591242848,0.0011316107096859,2.92192102929346,77.32302277605581,3.704193483361887,3.1037607476773874,0.3537527129164581,0.1232903038947743,3.4559427299206195e-08,9.944953791965306e-05,1.2966694116467503,4.233193970332423,15.30085529628352,1.6855287352087107,22.5162474134714,1695.4767876795638,4605.548655385947,36826.00619153037,0.645349873173713,1666.3516433150544,44096.79275285688,2112.476290863188,1770.0535950485937,201.74276052834944,70.31161980087727,1.9709005785821865e-05,0.0567153934955622,0.0393135516964139,0.1067903002091023,0.8538961480944837,1.2928088153241336e-05,0.033381490931628,0.8833769830627881,0.0423185636894985,0.0354589190514806,0.0040414483690255,0.0014085302512149,3.948242260570841e-10,1.1361613866142843e-06,337.1874070250836,336.4802618404926,0.4246413917691958,-0.4246413917691958,2.891279340017265e-05,73.59757103266439,4562.2882241710695,6388.697602823872,1826.4093786528028,129.4533564165084,2830.107286875032,25.552063284499415,4487406.372967441,108.95650187268905,41,0.05,baseline,0.0026547925316663,3.232556140554357e-09,1.766250934243342e-09,4.816816637739765e-10,3.4351856793298944e-05,448.6659048948404,0.0437407345275865,0.0552054135010699,228.77768026182477,105.07059565479574,0.0037428581490294224,1.2646668205679069e-06
0.16,3.556571408654009,9.729875260332737,77.9046635991178,91.19111026810454,0.0011154153028055,2.9653740224255145,77.43855685848256,3.6750507284893,3.0894505094179205,0.346511936585728,0.1194935473503998,3.449219805380388e-08,0.0001012222770493,1.271305445105083,4.337692292550151,15.30085529628352,1.6855287352087107,22.595381769147465,1682.0592015984066,4601.68638037868,36844.54526499075,0.6346252696938098,1687.175426042007,44059.34265685713,2090.952180626877,1757.769826013172,197.1509899987166,67.9868964709141,1.96246370631358e-05,0.0575912977972427,0.039001295172277,0.1066976290970316,0.8543010757306914,1.2727871002225657e-05,0.0338375293362467,0.8836421374300117,0.0419355655971303,0.0352533513326604,0.0039540063853357,0.0013635266186941,3.935863586484687e-10,1.1550353322169614e-06,337.610107066746,336.94094510670374,0.4208658800407108,-0.4208658800407108,2.900263693643252e-05,73.62043680170673,4434.125483041285,6242.878757344501,1808.7532743032148,132.58968019218122,2850.1122799221203,27.008328820639438,4487406.365453982,111.0966150091505,41,0.05,baseline,0.00260557667827,3.2602921487832392e-09,1.7812647827383182e-09,4.898481094669018e-10,3.461356906162082e-05,454.9786881750675,0.0444528759377286,0.0550292245985858,228.84875839015845,105.32475757899816,0.0038454503561315308,1.28925062160222e-06
0.17,3.531425456049766,9.729875260332737,78.00606159316322,91.26736230954572,0.0010983549049829,3.008569861882917,77.55058234481189,3.6463545073444608,3.0749508911053574,0.3394517736652884,0.1159244363861568,3.439852843364406e-08,0.0001030042000289,1.2461594925008403,4.439090286595595,15.30085529628352,1.6855287352087107,22.671633810588663,1668.8246571578154,4597.989097489324,36862.85909601473,0.6234907146768474,1707.8408489191768,44022.26255867955,2069.8848500017907,1745.5226175015518,192.6927516786404,65.80551455910178,1.95266238441005e-05,0.0584712300180873,0.03869319071666,0.106608485378733,0.854698323904607,1.2518714615444755e-05,0.0342907627859369,0.883897913353725,0.0415600378867475,0.0350473535353797,0.003868967909137,0.0013212714119004,3.9206394827247657e-10,1.174010493788743e-06,338.0126324134357,337.37715314897343,0.4173826798026856,-0.4173826798026856,2.908885155666761e-05,73.64241241182984,4310.776245623849,6099.824675734446,1789.048430110597,135.83240500537096,2869.406693631121,28.45207714331649,4487406.36954517,113.3263312353394,41,0.05,baseline,0.0025589281081032,3.286866060617965e-09,1.7956493021213641e-09,4.978349394906859e-10,3.4865759993422035e-05,461.19014406627,0.0451985351405149,0.0548594563167018,228.9170694639583,105.56800067723256,0.00395120866578639,1.3147734792812627e-06
0.18,3.506481244624274,9.729875260332737,78.1046473846046,91.34100388956162,0.0010806043399639,3.051536245047259,77.65941699331998,3.6180639364276574,3.0602750788578192,0.3325670268848018,0.1125585345534654,3.428161686136023e-08,0.0001047958597217,1.2212152810753478,4.537676078036967,15.30085529628352,1.6855287352087107,22.745275390604544,1655.758241600529,4594.4409874541525,36880.96544438223,0.6120434706736232,1728.3595532916604,43985.51565013005,2049.235161173033,1733.3091412002505,188.36263175935173,63.752026152643225,1.941676429397902e-05,0.0593553249087099,0.0383889063543015,0.106522534743508,0.8550885589021903,1.2302577770127489e-05,0.0347414503020689,0.8841450860496952,0.0411913142572431,0.0348409410949508,0.0037862440124633,0.0012814682246064,3.9029295175390245e-10,1.1930909089788915e-06,338.39695575712415,337.7916538762993,0.4141248719091612,-0.4141248719091612,2.9171785791608637e-05,73.6635753913552,4191.696002585944,5959.311506910472,1767.6155043245287,139.17835391663584,2888.055487919947,29.884242548733674,4487406.3706896445,115.64107716803728,41,0.05,baseline,0.0025145846173448,3.312386142804829e-09,1.8094631461967878e-09,5.056603229214755e-10,3.510933335033812e-05,467.30943873802255,0.0459754221802033,0.054695489748437,228.98285447962263,105.8013972959271,0.004060081127284796,1.3411851675196632e-06
0.19,3.4817270154054665,9.729875260332737,78.20065955330911,91.41226182904732,0.0010623132624728,3.09429243261135,77.76532427579095,3.590146771655806,3.0454360560655798,0.325853140020211,0.1093755060687542,3.4144219795265984e-08,0.0001065975767267,1.196461051856541,4.633688246741473,15.30085529628352,1.6855287352087107,22.81653333009024,1642.848305727499,4591.028824388186,36898.87819621769,0.6003663640910475,1748.7394376277166,43949.07475704139,2028.9715284498768,1721.1282553280928,184.15590938419285,61.81356970566076,1.929660658240385e-05,0.0602436228757759,0.0380881836390477,0.1064394980022357,0.8554723183587165,1.2081132348093536e-05,0.0351897672020599,0.8843843034410115,0.040828858896564,0.0346341492201063,0.0037057570960397,0.0012438703451563,3.883043287144575e-10,1.2122784096887034e-06,338.7647220222247,338.1866485053255,0.4110351432859566,-0.4110351432859566,2.925172964363535e-05,73.68399038241358,4076.426903494849,5821.159085052437,1744.7321815575883,142.6246486593383,2906.1124771690143,31.30550017521093,4487406.368064598,118.0368694850207,41,0.05,baseline,0.0024723277230591,3.336942577623892e-09,1.822755170162775e-09,5.133390313372225e-10,3.534503821817206e-05,473.3437337184531,0.0467815501215398,0.0545368130371186,229.0463143768906,106.0258340765178,0.004172017663101444,1.3684412564654586e-06
