mesh_points,tol,final_mesh_nodes,solver_iterations,runtime_s,solver_cpu_time_s,total_wall_including_seed_and_outputs_s,max_rms_residual,max_scaled_boundary_residual,boundary_residual_norm,capture_pct,capture_error_pct,invalid_state_count,guard_penalty_count,run,observed_capture_pct,peak_liquid_temperature_K,peak_vapor_temperature_K,co2_conservation_range_mol_s,water_conservation_range_mol_s,species_balance_max_mol_s,charge_max_mol_s,net_energy_range_W,net_energy_relative_range,min_temperature_K,min_true_concentration_mol_m3,enhancement_min,enhancement_max,reactive_queries,reactive_cache_hits,reactive_native_solves,reactive_native_seconds,reactive_warm_starts,capture_change_pp,peak_temperature_change_K,max_liquid_temperature_profile_change_K,max_vapor_temperature_profile_change_K
41,0.05,42,2,587.7004218101501,586.419260737,696.9599354830007,0.043138438339652904,0.0,2.5544722307467584e-14,91.54838659960915,2.0483865996091453,0,0,baseline_seeded,89.5,347.86154519944114,347.852097214282,1.3322676295501878e-15,2.842170943040401e-14,1.3653078667630325e-11,1.5645579450052072e-15,273.00665266346186,6.083518373607243e-05,316.75,2.186966156821145e-06,94.2993970695144,446.2414460974354,961,470,549,614.3648602899848,480,1.007549599307822e-11,1.1937117960769683e-12,5.525180313270539e-11,5.32054400537163e-11
