Position,rho_mol_v,rho_mass_v,muv_CO2,muv_H2O,muv_N2,muv_O2,muv_mix,Dv_CO2,Dv_H2O,Cpv_CO2,Cpv_H2O,Cpv_N2,Cpv_O2,kt_vap
0.0,41.57797277796757,1.201145390618538,1.5851514504197067e-05,1.0475946160527282e-05,1.8539428576051584e-05,2.151290318191254e-05,1.782508473311079e-05,1.709402081449419e-05,2.6033002969609218e-05,38.536002353385804,33.672649343993996,29.164648512415376,29.70776953064372,0.02528738443555927
0.01,41.0374517848291,1.1772859353150003,1.6046924985494292e-05,1.0629857585664615e-05,1.872429095747295e-05,2.1734984798880118e-05,1.790269590051643e-05,1.7552092684733333e-05,2.6648072844471963e-05,38.81992617362256,33.69704537027038,29.17665602655533,29.77391482803155,0.0255237680857285
0.02,40.661738995768424,1.1596531753856403,1.618530218579512e-05,1.0739390783498316e-05,1.8854960673565938e-05,2.1891997072641164e-05,1.7944072899080188e-05,1.7889108774860756e-05,2.7091895532402935e-05,39.015938335927736,33.71499036877971,29.185390565273146,29.819792332746072,0.025685729966654865
0.03,40.38296090404692,1.1458057868069158,1.6289361611106306e-05,1.082205747846304e-05,1.895309648067093e-05,2.2009935008537784e-05,1.796555334033642e-05,1.8150946843341217e-05,2.7431007964420558e-05,39.16067680219735,33.72884126506967,29.192082379943088,29.853784821817232,0.025803761405744145
0.04,40.16673158336647,1.1344735055915771,1.6370899799629328e-05,1.0887012195554702e-05,1.902991757735141e-05,2.210226809654626e-05,1.7975085168379934e-05,1.836216096364873e-05,2.770055948699893e-05,39.27253268908015,33.73990422032586,29.19739866883377,29.880123941108486,0.025893456021927046
0.05,39.994002753687546,1.1249408293090595,1.6436560151536347e-05,1.0939433163011371e-05,1.9091731679745214e-05,2.2176570744680256e-05,1.7976983875724726e-05,1.8536833252996302e-05,2.792057402304535e-05,39.36163155717951,33.748944960270066,29.20172556978915,29.901148493297654,0.025963547643592506
0.06,39.84964790977937,1.116642307134938,1.649179674034792e-05,1.0983611643178322e-05,1.9143699937212732e-05,2.2239043020839036e-05,1.7974730425322573e-05,1.8686908918876873e-05,2.8107899673769644e-05,39.43592219387078,33.756640664875206,29.205396900957524,29.91870917259476,0.026021303295093785
0.07,39.72688921551651,1.109302367831149,1.6539031519197515e-05,1.1021447949101708e-05,1.9188116326887352e-05,2.229244037379194e-05,1.7969581492304093e-05,1.8817794175411265e-05,2.82699709552305e-05,39.498976003044504,33.76328630575923,29.208558900565464,29.93363570661771,0.02606972041933365
0.08,39.61976593004726,1.1026849689676566,1.6580448317506895e-05,1.1054667740139411e-05,1.922704414597795e-05,2.233924189978485e-05,1.7962732456618797e-05,1.8934443533982784e-05,2.841361815059187e-05,39.553907179688224,33.76916213272461,29.21134838160516,29.94665604901106,0.026111596936558647
0.09,39.524669469513334,1.0966385643359804,1.6617371018748226e-05,1.1084317464872638e-05,1.92617340468532e-05,2.2380950308506345e-05,1.7954782194479053e-05,1.903993204174245e-05,2.8542989245581886e-05,39.60259989807674,33.77443850998092,29.21384844464909,29.958210787346058,0.02614854093379553
0.1,39.439219133909745,1.0910598891533243,1.6650674205990378e-05,1.1111088634061165e-05,1.9293012129685914e-05,2.2418558208339186e-05,1.7946083177224176e-05,1.913631644532079e-05,2.86608286570023e-05,39.646296478855255,33.779228288058974,29.216114092150054,29.96859052148909,0.02618158659039641
0.11,39.36137998052987,1.0858606746427235,1.6681115188789274e-05,1.1135582233901919e-05,1.932159281316658e-05,2.245292414522514e-05,1.793693186979343e-05,1.9225404741141552e-05,2.8769537237178747e-05,39.68605415137374,33.78363169693563,29.218193823536073,29.978043364620948,0.02621163308938239
0.12,39.28994849765281,1.080984984014103,1.6709138096246453e-05,1.1158149834679002e-05,1.9347895422503406e-05,2.248455198975478e-05,1.7927452850956278e-05,1.930827569998502e-05,2.8870514697573756e-05,39.722499862308275,33.78770656130427,29.22011574877354,29.986716138863034,0.0262391696199251
0.13,39.22383940773422,1.0763832981156667,1.673514822137156e-05,1.1179113355458652e-05,1.9372302169362205e-05,2.2513901079557648e-05,1.7917770008700656e-05,1.9385919280208815e-05,2.896505031886631e-05,39.75619670738119,33.79150687951922,29.221905947260463,29.994741111496534,0.02626465508055393
0.14,39.162267959081255,1.0720184188598911,1.6759438350542903e-05,1.1198705277341683e-05,1.9395089192433458e-05,2.2541303271308003e-05,1.790795247348042e-05,1.9459061363064716e-05,2.905407482512657e-05,39.78755194775386,33.79507159058973,29.22358323441761,30.002213923048952,0.02628840616926899
