Position,Nl_H2O,Nv_H2O,kv_H2O,a_eA,DF_H2O,fv_H2O,fl_H2O,P_sat_H2O
0.0,-5.928268577735906,5.928268577735906,3.484302887581397e-05,72.97973795440807,-2331.3617695257035,8955.631130398731,11286.992899924435,12878.069384044426
0.01,-4.974854897535004,4.974854897535004,3.526921385554259e-05,73.06384612062092,-1930.5546882645576,10558.425297007569,12488.979985272126,14234.335375993202
0.02,-4.294036305928486,4.294036305928486,3.561524059399973e-05,73.13407717202406,-1648.5800646032803,11885.930680940124,13534.510745543404,15412.394227708932
0.03,-3.7884137895733168,3.7884137895733168,3.590683520022128e-05,73.19453479369149,-1441.4567807058793,13022.086915630693,14463.543696336572,16457.872960785084
0.04,-3.4009368303217062,3.4009368303217062,3.6159006279771866e-05,73.24770887070457,-1284.0680314284673,14017.563353604863,15301.63138503333,17399.93044802998
0.05,-3.0944986016748115,3.0944986016748115,3.638060184668359e-05,73.29509542880507,-1160.5009406512654,14903.090806386143,16063.591747037408,18255.495729377217
0.06,-2.849608875347338,2.849608875347338,3.657927072946368e-05,73.33803775775674,-1062.235780601819,15704.25185366477,16766.48763426659,19043.975546048838
0.07,-2.648904912635175,2.648904912635175,3.675926797259367e-05,73.37729944593866,-982.0594758045299,16436.62732434344,17418.68680014797,19774.910750515082
0.08,-2.4825441504805714,2.4825441504805714,3.6924301942312584e-05,73.41355852379463,-915.8163894103709,17113.21898699481,18029.03537640518,20458.356789534813
0.09,-2.342915515720061,2.342915515720061,3.707703989080917e-05,73.44731267098173,-860.3509924556784,17743.685462381345,18604.036454837023,21101.704345759415
0.1,-2.223841157770127,2.223841157770127,3.7219372830983565e-05,73.47891802283617,-813.152422668747,18335.03537173175,19148.187794400495,21710.068790071473
0.11,-2.1216678904871884,2.1216678904871884,3.735300102781258e-05,73.50869993552865,-772.7040028651063,18893.41461719363,19666.118620058736,22288.70316422088
0.12,-2.032721205101281,2.032721205101281,3.747907052763067e-05,73.53687898914181,-737.5369991078769,19423.150354017325,20160.687353125202,22840.85747872017
0.13,-1.9546623721788614,1.9546623721788614,3.75986082062827e-05,73.56365482689277,-706.7025948224946,19928.02625364771,20634.728848470204,23369.749335624165
0.14,-1.8855668848819662,1.8855668848819662,3.771242623632578e-05,73.58918648669814,-679.4280406873513,20411.064686724272,21090.492727411623,23877.93284038324
0.15,-1.8237187246359094,1.8237187246359094,3.7821152427208445e-05,73.61359730215601,-655.0358329808623,20874.628849102515,21529.664682083378,24367.323977168995
0.16,-1.7680508563823785,1.7680508563823785,3.792536525304168e-05,73.63700198689263,-633.0949980428923,21320.850584019772,21953.945582062664,24839.852831627
0.17,-1.7174085192898272,1.7174085192898272,3.802549133266023e-05,73.65948521716678,-613.1547530643657,21751.338415167345,22364.49316823171,25296.836575724272
0.18,-1.6710136518112582,1.6710136518112582,3.812191986511511e-05,73.68112484284887,-594.906873233238,22167.532664727667,22762.439537960905,25739.561623906997
0.19,-1.6281976318819773,1.6281976318819773,3.821497316708848e-05,73.70198564210673,-578.0885548872611,22570.62705928913,23148.71561417639,26169.086848909905
0.2,-1.5883233681070021,1.5883233681070021,3.8304911013962115e-05,73.72212002890387,-562.4535367047938,22961.58835053267,23524.041887237465,26586.233523283514
0.21,-1.5509847102728453,1.5509847102728453,3.839197574557417e-05,73.74157734577787,-547.84112559387,23341.300299815055,23889.141425408925,26991.82470964199
0.22,-1.5157168001956831,1.5157168001956831,3.847635359081155e-05,73.7603956943057,-534.0733646284425,23710.44934127078,24244.522705899224,27386.44180074129
0.23,-1.4821956665397198,1.4821956665397198,3.855821587232975e-05,73.7786104942315,-521.0244898561505,24069.655638012297,24590.680127868447,27770.649596652467
0.24,-1.4501358728221458,1.4501358728221458,3.8637707295729434e-05,73.79625197431942,-508.58440949505894,24419.43933021933,24928.02373971439,28144.917678938928
0.25,-1.4192544230563175,1.4192544230563175,3.8714946410050835e-05,73.81334523085015,-496.6457299582871,24760.225074130456,25256.870804088743,28509.611046602848
0.26,-1.3893700612887305,1.3893700612887305,3.879004432628671e-05,73.82991413217205,-485.13800403671485,25092.402023581515,25577.54002761823,28865.095815262648
0.27,-1.360268976452395,1.360268976452395,3.886308767664766e-05,73.84597770198171,-473.98068694883113,25416.272525961358,25890.25321291019,29211.6291270081
0.28,-1.3318019221991138,1.3318019221991138,3.893415631154792e-05,73.86155382909129,-463.1166867865868,25732.10920820351,26195.225894990097,29549.46070007942
0.29,-1.3038380534339802,1.3038380534339802,3.9003318193381216e-05,73.87665816660929,-452.49611441112575,26040.13989603445,26492.636010445574,29878.79782058462
