Position,Fv_CO2,Fv_H2O,Fv_N2,Fv_O2,Fv_T
0.0,1.7417130263823344,1.6681384637478156,15.300855296283519,1.6855287352087107,20.39623552162238
0.01,1.701330808068074,1.994235908389172,15.300855296283519,1.6855287352087107,20.681950747949475
0.02,1.6638149304401126,2.2709325980736015,15.300855296283519,1.6855287352087107,20.921131560005943
0.03,1.62841257605669,2.5125284284322063,15.300855296283519,1.6855287352087107,21.127325035981126
0.04,1.594652907766518,2.7278405497370097,15.300855296283519,1.6855287352087107,21.30887748899576
0.05,1.5622181941851416,2.9222043897335666,15.300855296283519,1.6855287352087107,21.470806615410936
0.06,1.5308294853211897,3.1003429307097594,15.300855296283519,1.6855287352087107,21.617556447523178
0.07,1.5003168309146269,3.2650763001143965,15.300855296283519,1.6855287352087107,21.751777162521254
0.08,1.470525405507304,3.418856351040536,15.300855296283519,1.6855287352087107,21.875765788040066
0.09,1.4413414184080102,3.5635232933870133,15.300855296283519,1.6855287352087107,21.99124874328725
0.1,1.4126786808131797,3.700406916323492,15.300855296283519,1.6855287352087107,22.0994696286289
0.11,1.3844595161508064,3.83071453964184,15.300855296283519,1.6855287352087107,22.201558087284877
0.12,1.3566306267930217,3.955279664575923,15.300855296283519,1.6855287352087107,22.298294322861175
0.13,1.3291432515506985,4.07484945658847,15.300855296283519,1.6855287352087107,22.390376739631396
0.14,1.3019600939026077,4.190021731025023,15.300855296283519,1.6855287352087107,22.47836585641986
0.15,1.275052614114037,4.301259416780113,15.300855296283519,1.6855287352087107,22.562696062386376
0.16,1.2483952534476812,4.408990188062827,15.300855296283519,1.6855287352087107,22.643769473002738
0.17,1.2219714170301335,4.513528687404211,15.300855296283519,1.6855287352087107,22.721884135926572
0.18,1.1957664550410032,4.615161200906916,15.300855296283519,1.6855287352087107,22.797311687440146
0.19,1.1697705660944218,4.714123435957858,15.300855296283519,1.6855287352087107,22.87027803354451
0.2,1.1439779729666353,4.810602610535495,15.300855296283519,1.6855287352087107,22.94096461499436
0.21,1.1183843382902574,4.904772667742325,15.300855296283519,1.6855287352087107,23.00954103752481
0.22,1.0929898061176702,4.996763291182106,15.300855296283519,1.6855287352087107,23.076137128792002
0.23,1.0677955727351518,5.086692429322982,15.300855296283519,1.6855287352087107,23.140872033550362
0.24,1.0428054138878224,5.174656753183145,15.300855296283519,1.6855287352087107,23.203846198563195
0.25,1.0180253171029052,5.260731789622694,15.300855296283519,1.6855287352087107,23.265141138217828
0.26,0.9934620651946916,5.344987150401247,15.300855296283519,1.6855287352087107,23.32483324708817
0.27,0.9691248920652477,5.42747237608338,15.300855296283519,1.6855287352087107,23.382981299640857
0.28,0.9450236069005932,5.50823155801752,15.300855296283519,1.6855287352087107,23.43963919641034
0.29,0.9211693609787424,5.5872990315915185,15.300855296283519,1.6855287352087107,23.49485242406249
0.3,0.8975744012429285,5.66469932086937,15.300855296283519,1.6855287352087107,23.548657753604527
0.31,0.8742513423796987,5.740454310773244,15.300855296283519,1.6855287352087107,23.60108968464517
0.32,0.8512138000446622,5.814576972746132,15.300855296283519,1.6855287352087107,23.652174804283025
0.33,0.8284755821970724,5.887077869204303,15.300855296283519,1.6855287352087107,23.7019374828936
0.34,0.806050846217651,5.9579637621191255,15.300855296283519,1.6855287352087107,23.750398639829005
0.35000000000000003,0.7839538942322863,6.0272375527079225,15.300855296283519,1.6855287352087107,23.79757547843244
0.36,0.7621990244576806,6.094901379830332,15.300855296283519,1.6855287352087107,23.84348443578024
0.37,0.7408002635111507,6.160954858795515,15.300855296283519,1.6855287352087107,23.888139153798893
0.38,0.7197714863763273,6.225396940605752,15.300855296283519,1.6855287352087107,23.931552458474307
0.39,0.6991260535729267,6.288226430476939,15.300855296283519,1.6855287352087107,23.973736515542097
0.4,0.67887665335511,6.349441808592728,15.300855296283519,1.6855287352087107,24.014702493440065
0.41000000000000003,0.6590356589971509,6.409041974461929,15.300855296283519,1.6855287352087107,24.054461664951308
0.42,0.6396141513401096,6.467027166850778,15.300855296283519,1.6855287352087107,24.093025349683117
0.43,0.620622795407428,6.523397965088123,15.300855296283519,1.6855287352087107,24.13040479198778
0.44,0.6020711139875051,6.578156958008484,15.300855296283519,1.6855287352087107,24.166612103488216
0.45,0.5839674025320924,6.63130834721479,15.300855296283519,1.6855287352087107,24.201659781239112
0.46,0.5663194444557583,6.682857389564967,15.300855296283519,1.6855287352087107,24.235560865512955
