Position,Tl,Tv
0.0,323.9363933238155,316.75
0.01,325.98359019807856,320.92204327096897
0.02,327.6305101477767,323.88734969726164
0.03,329.00430453940305,326.12326046903195
0.04,330.1797929974549,327.87887782422933
0.05,331.2012158208669,329.29494350767226
0.06,332.10703049190727,330.4878102621646
0.07,332.9186342780815,331.50903928005937
0.08,333.65471957573527,332.40536808505874
0.09,334.3287384866874,333.2051362903754
0.1,334.9502134180783,333.9270697197411
0.11,335.5277261647701,334.58742767493646
0.12,336.0670482873803,335.19572768612807
0.13,336.5733597471544,335.7606770851806
0.14,337.0507604009553,336.2885645739857
0.15,337.50242136503977,336.78415644147583
0.16,337.93127200946805,337.2517575123621
0.17,338.3394795774716,337.69437815947043
0.18,338.72902739071924,338.1148093474633
0.19,339.1015673435061,338.5152669650485
0.2,339.4584411176264,338.89755269714476
0.21,339.8009066035609,339.2633302969603
0.22,340.1299455426306,339.6138642969166
0.23,340.4464678231387,339.95033988722366
0.24,340.7512545210369,340.2737424132116
0.25,341.0449597144794,340.58490280997876
0.26,341.3282027537005,340.8845983178798
0.27,341.60148507366534,341.17344736501155
0.28,341.86527613600737,341.4520345149538
0.29,342.1199889598613,341.72086018954576
0.3,342.36597897134334,341.9803577535639
0.31,342.6035862374908,342.23093683684107
0.32,342.8330973339222,342.4729364777557
0.33,343.0547839204687,342.7066803270834
0.34,343.2688929231898,342.9324541576386
0.35000000000000003,343.47564474150516,343.1505135499615
0.36,343.675253534539,343.3611034111372
0.37,343.8679103139073,343.56443734742317
0.38,344.0537992614382,343.7607222770985
0.39,344.2330954613855,343.95014882847335
0.4,344.4059624360879,344.1328950651456
0.41000000000000003,344.57256206772206,344.3091347075284
0.42,344.73304789305706,344.4790292114441
0.43,344.88757040528,344.64273760223637
0.44,345.0362785428215,344.80041304245043
0.45,345.17931646793903,344.95220451483993
0.46,345.31682877538873,345.098259636165
0.47000000000000003,345.44895800281466,345.23872239878386
0.48,345.57584510878837,345.3737361917858
0.49,345.6976322487734,345.50344290347005
0.5,345.8144590732194,345.6279834553739
0.51,345.92646617992455,345.74749847458725
0.52,346.0337935372557,345.86212770173876
0.53,346.1365797922532,345.97201070846745
0.54,346.2349647651202,346.0772865071567
0.55,346.3290857646362,346.178093495365
0.56,346.41908070576983,346.27456980869687
0.5700000000000001,346.5050859263581,346.3668523431061
0.58,346.5872362190475,346.4550775715582
0.59,346.66566627398197,346.53938070795044
0.6,346.74050746426025,346.61989544252486
0.61,346.81189111760034,346.69675480530174
0.62,346.8799453668605,346.77008909190994
0.63,346.9447965242358,346.8400277192181
0.64,347.00656932778304,346.90669770469896
0.65,347.06538444184986,346.97022341741666
0.66,347.12136187548725,347.0307281251013
0.67,347.1746171141409,347.08833090967477
0.68,347.22526368495807,347.1431495935214
0.6900000000000001,347.27341243390714,347.1952986819747
0.7000000000000001,347.31916976861356,347.2448892241908
0.71,347.36264103203973,347.2920308710365
0.72,347.4039263539497,347.336828201265
0.73,347.4431239381564,347.37938433201714
0.74,347.48032872960897,347.4197986028733
0.75,347.515631287865,347.45816655600794
0.76,347.5491209209397,347.49458222535156
0.77,347.5808816463826,347.5291343240102
0.78,347.61099571716125,347.5619100765083
0.79,347.63954200774594,347.5929928996317
0.8,347.66659531348125,347.62246245611243
0.81,347.69222924502566,347.6503969734707
0.8200000000000001,347.71651201041254,347.67686942943385
0.8300000000000001,347.7395103909324,347.7019514507346
0.84,347.76128698025707,347.72571075743264
0.85,347.7818937426572,347.7482090218167
0.86,347.80139294453784,347.7695108417816
0.87,347.81977516388093,347.78965136914496
0.88,347.8370456026922,347.80867039517415
0.89,347.85306404728516,347.82655205522036
0.9,347.86667522450136,347.842903615489
0.91,347.8783670693451,347.857939024137
0.92,347.87904088542723,347.8683301898475
0.93,347.8614709201151,347.8714737001038
0.9400000000000001,347.79767872255786,347.85700219990997
0.9500000000000001,347.51979377054124,347.76229897697226
0.96,346.7197356146736,347.4696749804018
0.97,344.4723758276769,346.6018476841807
0.98,338.9443030176207,344.2119394323244
0.99,329.20317637149236,339.06987895830645
1.0,318.14999999999986,331.2724469589206
