Position,k2,Cl_MEA_true,Dl_CO2,kl_CO2,Ha,E,Psi,Psi_H,eta_psi
0.0,23.973101471915538,1295.9467369944307,2.447408902259614e-09,3.0031794742753437e-05,290.35390332004135,95.08160260523428,108.47972419435527,0.04512307766837522,1.0
0.01,26.156675495644713,1329.774506642729,2.55840198950293e-09,3.110496492211384e-05,303.2738396562514,92.69807092250491,107.99307358591291,0.043587084624933804,1.0
0.02,28.085902397616593,1360.7767102309506,2.6503471062875057e-09,3.199478776150128e-05,314.56454360300006,91.42977658795762,108.3173769970231,0.04266051539220777,1.0
0.03,29.830928133276945,1389.8063116148937,2.7288827254816758e-09,3.2756749269738e-05,324.7148588831838,90.91327533119892,109.22262920110221,0.04213586402170197,1.0
0.04,31.435442447019923,1417.3675049574322,2.797427301042929e-09,3.3424179665623996e-05,334.01784668201424,90.93642675149736,110.56694820783522,0.041894317600093066,1.0
0.05,32.92451860848524,1443.7875086560664,2.8580076188747485e-09,3.401687727677892e-05,342.6483184419607,91.38292779998613,112.27476767396229,0.041870029518196426,1.0
0.06,34.326338072294156,1469.3333851157756,2.9125298971823594e-09,3.455292431664719e-05,350.7714985108383,92.14546174712669,114.26616907938778,0.04200548235527344,1.0
0.07,35.65450398576914,1494.1658404572374,2.9620252722412254e-09,3.504225134239567e-05,358.47508857974117,93.17094738477134,116.50469388865235,0.0422711028233349,1.0
0.08,36.92336908681706,1518.4243678843025,3.007444663167916e-09,3.5493837781348487e-05,365.8416150203623,94.41157176663533,118.95477776816762,0.042641197592054314,1.0
0.09,38.14334600002869,1542.2087025708722,3.049478993194429e-09,3.591419839745785e-05,372.9302514600545,95.83396753019008,121.59152297964813,0.04309779708788414,1.0
0.1,39.32154013010303,1565.5933621711679,3.0886157141322185e-09,3.630794396109113e-05,379.78256857790507,97.41657332786937,124.39962005366459,0.043629012145435415,1.0
0.11,40.46531093507272,1588.642960320105,3.1253118294417523e-09,3.6679338020022236e-05,386.437960262885,99.13876391756779,127.36333195141916,0.044223850812211536,1.0
0.12,41.579052865059694,1611.4015508884552,3.159868237388819e-09,3.703121036735938e-05,392.9214737221919,100.98824226953397,130.47398646026346,0.04487546597596622,1.0
0.13,42.66717020466363,1633.908278349237,3.1925630741984253e-09,3.736615061541082e-05,399.2566328597839,102.95355763060594,133.72313240307125,0.04557762935142757,1.0
0.14,43.73308530903906,1656.1923544263393,3.2236170928154554e-09,3.768620939541447e-05,405.46158566432985,105.02574136532928,137.10412276961736,0.0463254357470928,1.0
0.15,44.77928074523787,1678.275766265764,3.253199858790587e-09,3.7992963032574216e-05,411.5498292960878,107.19830519055547,140.61234377299425,0.04711523803506246,1.0
0.16,45.808289420991926,1700.177459132204,3.2814721651960388e-09,3.828789165717482e-05,417.53421944786845,109.46469853266694,144.24277986768584,0.04794347825601232,1.0
0.17,46.821703267054204,1721.9092436191656,3.3085504833898277e-09,3.857206853241643e-05,423.4232351041012,111.82029901845515,147.99195497051076,0.0488075606293558,1.0
0.18,47.82108963207101,1743.4810814314478,3.334543490883783e-09,3.884648706632587e-05,429.2247884664544,114.26055232538718,151.85624666678464,0.049704993612842016,1.0
0.19,48.807660225431505,1764.898928346259,3.3595415380282574e-09,3.911196783184593e-05,434.9449117249188,116.78137230899827,155.8322071197928,0.050633567142208964,1.0
0.2,49.78225604570902,1786.1655571475992,3.3836171950904257e-09,3.936916626754172e-05,440.5878700856918,119.37926765856233,159.9167517906947,0.05159139276279258,1.0
0.21,50.74572737488725,1807.2824007711883,3.406839835706217e-09,3.961870269061331e-05,446.15766498864105,122.05052218436397,164.10637818085257,0.05257653586617939,1.0
0.22,51.698526250295565,1828.2474001665914,3.42926226430479e-09,3.986104394606853e-05,451.6564799705976,124.79184774004065,168.39774613615995,0.05358730378450039,1.0
0.23,52.64108173085633,1849.0575943545489,3.450934086238012e-09,4.009662405819077e-05,457.0862376525767,127.59981507183045,172.78720844820424,0.0546219848695472,1.0
0.24,53.5736577002104,1869.7079596374995,3.471897596569527e-09,4.032580706668355e-05,462.44801894485255,130.4709446214833,177.2708337294968,0.05567889314167427,1.0
0.25,54.496339103339146,1890.1917811058229,3.4921876220485536e-09,4.0548886839667504e-05,467.7420853707339,133.40179955203712,181.84452433296156,0.05675640394022466,1.0
0.26,55.40920922879185,1910.50167938746,3.51183765293073e-09,4.07661420910394e-05,472.9685785589241,136.38867844274534,186.50373864196638,0.05785281851538161,1.0
0.27,56.312155662316286,1930.628418620962,3.5308739636853602e-09,4.09777837594e-05,478.12677534241976,139.42785805467923,191.24367336576995,0.05896647304461301,1.0
0.28,57.20505037611407,1950.5623381411422,3.549321392370976e-09,4.1184007750248574e-05,483.21583737462424,142.5154062709595,196.05914633821465,0.06009565209747747,1.0
0.29,58.087683356435775,1970.2927680129064,3.567201551967512e-09,4.138497856066289e-05,488.2345391103411,145.64720427337414,200.94457620017485,0.06123860225174541,1.0
0.3,58.959755265701176,1989.8082714712775,3.5845326421094173e-09,4.1580828348653876e-05,493.18128172874464,148.81902023712465,205.8940755041096,0.06239356142537895,1.0
0.31,59.82096772601912,2009.0971684639658,3.6013323250397038e-09,4.177168277793412e-05,498.05444032678065,152.0263702307742,210.90133050506407,0.0635586992400332,1.0
0.32,60.67093106347663,2028.1471093595565,3.6176149906425712e-09,4.1957636880590175e-05,502.8520309732601,155.26467161545833,215.9597379249836,0.06473218280904187,1.0
0.33,61.50925179741037,2046.9456765196792,3.6333944049585687e-09,4.2138779056200446e-05,507.5720558628045,158.52914490865902,221.06233914551473,0.06591213354398151,1.0
0.34,62.33550716937964,2065.480280254421,3.6486829803320393e-09,4.23151847626138e-05,512.2124131173954,161.81486277173946,226.20186722513247,0.06709664787929062,1.0
0.35000000000000003,63.1492415962265,2083.7383509705737,3.663491603553278e-09,4.248691557707491e-05,516.7709101543124,165.11682271785122,231.37084460135551,0.06828382525138516,1.0
0.36,63.95001073109803,2101.707409078449,3.6778310431274177e-09,4.265403137906861e-05,521.2454073328754,168.42983617681566,236.56146760993346,0.06947172329819726,1.0
0.37,64.73734791075921,2119.375346572579,3.69171072189219e-09,4.281658075399042e-05,525.63374661013,171.74873423247,241.76586397312465,0.07065843725893999,1.0
0.38,65.51079660579845,2136.730278835446,3.705139851028953e-09,4.2974610252752566e-05,529.9338340502649,175.06822822822627,246.97593078367788,0.07184204520315603,1.0
0.39,66.26991104609912,2153.7608572716963,3.7181272534072692e-09,4.312816379772034e-05,534.1436751088302,178.38302458091005,252.18349609601856,0.07302065027633271,1.0
0.4,67.01425282297372,2170.456412816798,3.730681166770657e-09,4.32772814224053e-05,538.2613794215639,181.6879002754138,257.38042533885675,0.07419240802011459,1.0
0.41000000000000003,67.74340706524701,2186.8066145285525,3.7428099398881494e-09,4.342200436573623e-05,542.2851694461451,184.97755460284506,262.5584340990867,0.07535546943440524,1.0
0.42,68.45698390053576,2202.8023197344987,3.754521542173059e-09,4.356237318245431e-05,546.2134778315773,188.24691278156175,267.7095155014225,0.07650809152295336,1.0
0.43,69.15461557803877,2218.4348058476153,3.765823927418418e-09,4.369842888750229e-05,550.0448507608911,191.49089394929032,272.82562219608377,0.07764855058706452,1.0
0.44,69.83597275151462,2233.696375035826,3.7767251369464776e-09,4.383021548273288e-05,553.7780615574841,194.704588680834,277.89893245004055,0.07877520463530142,1.0
0.45,70.50075860901309,2248.580432617862,3.7872330550872295e-09,4.395777813457158e-05,557.4120994506151,197.883328712369,282.9219499019477,0.07988651712165286,1.0
0.46,71.14870881293425,2263.08085204594,3.797355775333688e-09,4.4081164699382164e-05,560.9460960591739,201.02248485303642,287.8872274886929,0.08098098154259478,1.0
0.47000000000000003,71.77960990108407,2277.193135879178,3.807101418747342e-09,4.420042727165784e-05,564.3795065444667,204.11784238246926,292.7879154390947,0.08205725417983444,1.0
0.48,72.39327696741145,2290.9132781103895,3.8164781525890375e-09,4.4315619423621314e-05,567.71191464293,207.16528752469125,297.6173100090869,0.08311403986330088,1.0
0.49,72.98957601471852,2304.2384826423713,3.8254943920401385e-09,4.4426799865756126e-05,570.9431759802378,210.16101404145877,302.3691688982096,0.084150162911936,1.0
0.5,73.56841497944927,2317.1671726455,3.8341585209816785e-09,4.4534030144642e-05,574.0733903913701,213.10157597751493,307.0377850767888,0.08516458414333433,1.0
0.51,74.12973670600721,2329.6982414330982,3.842479134213338e-09,4.463737479096392e-05,577.1027962982795,215.983652820974,311.61765560993933,0.08615631511629299,1.0
0.52,74.67353995090146,2341.8322246258394,3.85046492282674e-09,4.473690347650198e-05,580.0319599254409,218.80443100348327,316.1040445631519,0.08712455074394894,1.0
0.53,75.19985180375662,2353.5701019101957,3.858124608335531e-09,4.4832687337046065e-05,582.8615606332436,221.56126274519863,320.49248255333106,0.08806854733816197,1.0
0.54,75.70874820977409,2364.913955280234,3.865467125689039e-09,4.492480231286068e-05,585.5925219396422,224.2518583535985,324.7790617175407,0.088987687716505,1.0
0.55,76.20034307520064,2375.866926577547,3.872501343861714e-09,4.5013326690247504e-05,588.2259738511214,226.8743169855496,328.9604748730452,0.08988149067813686,1.0
0.56,76.67478128087392,2386.432531594576,3.879236286414706e-09,4.509834119584748e-05,590.7631561021457,229.4268987856292,333.03368984990595,0.09074952932339327,1.0
0.5700000000000001,77.13225303858412,2396.6156071994396,3.885680970211116e-09,4.517993016744149e-05,593.2055630392472,231.90834666750195,336.99642332946803,0.09159154179613382,1.0
0.58,77.57297157524187,2406.42131087522,3.891844394896795e-09,4.5258178824224484e-05,595.5547686425282,234.3175816096702,340.8466907538801,0.09240732409555731,1.0
0.59,77.9971870534043,2415.85560404458,3.897735648418572e-09,4.5333175478242906e-05,597.8125193354695,236.65384794384184,344.5830282292169,0.09319677890556673,1.0
0.6,78.40517569369983,2424.9251863341156,3.903363661385835e-09,4.540500928007884e-05,599.9806952414386,238.91672549497767,348.2045023949747,0.09395991925263397,1.0
0.61,78.7972368742589,2433.636989421374,3.9087374422887935e-09,4.54737708822089e-05,602.0612464620658,241.1059443944497,351.71044524299043,0.0946968031673846,1.0
0.62,79.17369716267947,2441.998785726197,3.913865841825316e-09,4.5539552076199825e-05,604.0562712775906,243.22160895845602,355.10077875429204,0.09540761047138037,1.0
0.63,79.53489855205284,2450.018522302865,3.918757645447494e-09,4.5602444793875005e-05,605.9679100391584,245.2639742148268,358.37568578494995,0.0960925651899699,1.0
0.64,79.88120439499981,2457.70459205749,3.92342158951492e-09,4.5662541985119034e-05,607.798392082385,247.23353152336642,361.535738380025,0.09675196433937494,1.0
0.65,80.21299013848534,2465.065770295866,3.92786616885298e-09,4.5719935805916604e-05,609.5500028755584,249.13100970361236,364.5818910116983,0.09738617843231336,1.0
0.66,80.53064566309394,2472.110925196342,3.932099886334732e-09,4.577471896117031e-05,611.2250598387385,250.9572505598402,367.51530452384634,0.09799560809604717,1.0
0.67,80.83456961948832,2478.8492905251114,3.936130961147202e-09,4.5826982962406794e-05,612.8259264035698,252.71332986017615,370.33751353740365,0.09858072588233109,1.0
0.68,81.1251687213978,2485.290146809851,3.939967514260807e-09,4.5876818829972216e-05,614.3549762826198,254.40042887762345,373.0502413249886,0.09914203205711107,1.0
0.6900000000000001,81.40285675302411,2491.442903644109,3.943617511671438e-09,4.592431683728354e-05,615.8146002159003,256.01986533842876,375.6554422752862,0.0996800652615233,1.0
0.7000000000000001,81.6680476656938,2497.3170530276684,3.947088628173525e-09,4.5969565213831217e-05,617.2071821697722,257.5730905635825,378.1552902462439,0.10019540203043213,1.0
0.71,81.92116232942479,2502.922072045577,3.950388496716878e-09,4.6012651992479956e-05,618.53510888972,259.0616250902408,380.5520918226627,0.10068863448699739,1.0
0.72,82.16261601994081,2508.26743182474,3.95352439394236e-09,4.6053662360583733e-05,619.8007360093823,260.4870945958786,382.8483242181915,0.10116038353075013,1.0
0.73,82.39282634361174,2513.3625594966497,3.956503483461809e-09,4.6092680603908564e-05,621.0064075201323,261.85118535587395,385.0465782105777,0.10161128343300085,1.0
