Position,x_CO2,x_MEA,x_H2O,x_CO2_true,x_MEA_true,x_H2O_true,x_MEAH_true,x_MEACOO_true,x_HCO3_true,x_CO3_true,x_H3O_true,x_OH_true
0.0,0.04532398643133641,0.10932231660693977,0.8453536969617238,1.1286505359837463e-05,0.025349898301950998,0.8764506979523429,0.050723312675729215,0.038437975211418,0.005767471655461918,0.0032585087389529815,3.1392041876445986e-10,8.486448637569711e-07
0.01,0.04472667992908611,0.10897249082238838,0.8463008292485256,1.2201363367758353e-05,0.026081325169349773,0.8773841317758545,0.04971342448188523,0.038278530654909465,0.005625008509132631,0.0029045079427263017,3.351919146771652e-10,8.697675824394041e-07
0.02,0.04418814023859854,0.10868135811560954,0.8471305016457918,1.2857181031300027e-05,0.026751273708069102,0.8781575753629891,0.04885985236135966,0.038093218221552545,0.005482920768785543,0.0026414116776298166,3.5141048398180655e-10,8.903671724312667e-07
0.03,0.04369207134137082,0.10843162354549006,0.847876305113139,1.3321050118375196e-05,0.027378525288816395,0.8788221740925762,0.04811071103676262,0.03789493196683322,0.005343982381406324,0.002435443232920206,3.6394195625097234e-10,9.105866246267228e-07
0.04,0.04322838494397571,0.10821268160218322,0.848558933453841,1.3638103982044098e-05,0.027974186838909905,0.8794076177911263,0.04743637207306483,0.03768979239813704,0.005209274269929688,0.002268187627477212,3.736646900922238e-10,9.305237083703357e-07
0.05,0.042790593339588984,0.10801814891304409,0.8491912577473669,1.3836586170808933e-05,0.028545398292188467,0.8799318290320355,0.04681895871961072,0.037481017844418124,0.0050790267663951465,0.0021289821118357782,3.8110977886671447e-10,9.502662356662456e-07
0.06,0.042373092257116954,0.10784245495093374,0.8497844527919494,1.3945254857321688e-05,0.02909810339658712,0.8804090088083119,0.04624451698988823,0.03727007897314539,0.004953284097548011,0.0020100922131600202,3.8681367181907433e-10,9.698796884471657e-07
0.07,0.04197246040254034,0.10768226096527914,0.8503452786321805,1.3980441462903455e-05,0.029635815494738798,0.8808478086149776,0.04570466888304448,0.03705790822476968,0.004831885436343516,0.0019069430994055798,3.9106863480827064e-10,9.894141887619424e-07
0.08,0.041585689339234254,0.10753470139822993,0.8508796092625358,1.3957458429606856e-05,0.03016162470591092,0.8812553012873293,0.04519257390538198,0.036844877812104944,0.004714623472155447,0.0018160320507369955,3.9415158436606114e-10,1.008913799181952e-06
0.09,0.04121054974428826,0.10739762776043375,0.851391822495278,1.388782930402042e-05,0.030677738567515052,0.8816366749340642,0.044703298971145014,0.036631183926510345,0.004601286898226611,0.0017349000657092826,3.962679597291552e-10,1.0284112574493004e-06
