check,state,item,exact,reference,defect,criterion,status
N4,S1@0.7746,dt/de_T:carbon-dioxide,-0.05888719324261639,-0.05888719324317856,9.54653017832486e-12,5e-05,pass
N4,S1@0.7746,dt/de_T:monoethanolamine,0.0361687981826805,0.03616879818321742,1.484496854638577e-11,5e-05,pass
N4,S1@0.7746,dt/de_T:water,-0.0005342160006694826,-0.0005342160006911387,4.053804267495274e-11,5e-05,pass
N4,S1@0.7746,dt/de_T:protonated-monoethanolamine,0.0007506943319577416,0.0007506943319535164,5.628303939843593e-12,5e-05,pass
N4,S1@0.7746,dt/de_T:carbamate-anion,0.012699708790786565,0.012699708791209333,3.328956045822634e-11,5e-05,pass
N4,S1@0.7746,dt/de_T:bicarbonate-anion,-0.02400330539256342,-0.02400330539266804,4.358615245886862e-12,5e-05,pass
N4,S1@0.7746,dt/de_T:carbonate-anion,0.011414798458159332,0.011414798458547759,3.402838333825582e-11,5e-05,pass
N4,S1@0.7746,dt/de_T:hydronium-cation,-0.03595231985139229,-0.03595231985191294,1.4481569713342676e-11,5e-05,pass
N4,S1@0.7746,dt/de_T:hydroxide-anion,0.03488388785005313,0.03488388785053272,1.3748339405609912e-11,5e-05,pass
N4,S1@0.7746,control: dt/de_T:carbon-dioxide set to zero,0.0,-0.05888719324317856,1.0,5e-05,control-fails
N4,S1@0.7746,dt/de_P:carbon-dioxide,4.956787330063238e-08,4.956787211056006e-08,2.4008944604836802e-08,5e-05,pass
N4,S1@0.7746,dt/de_P:monoethanolamine,-2.587835554302376e-08,-2.587835490119872e-08,2.4801616039287664e-08,5e-05,pass
N4,S1@0.7746,dt/de_P:water,-1.275068120461942e-10,-1.2750679868426632e-10,1.0479383531635429e-07,5e-05,pass
N4,S1@0.7746,dt/de_P:protonated-monoethanolamine,-1.4050295985580097e-10,-1.405029385429894e-10,1.5168941341314817e-07,5e-05,pass
N4,S1@0.7746,dt/de_P:carbamate-anion,-2.0483348257325247e-09,-2.0483347490385386e-09,3.744211401964523e-08,5e-05,pass
N4,S1@0.7746,dt/de_P:bicarbonate-anion,2.3702513905251296e-08,2.370251337091567e-08,2.2543415828575277e-08,5e-05,pass
N4,S1@0.7746,dt/de_P:carbonate-anion,-2.0353386779496976e-09,-2.0353386157948944e-09,3.053781857280432e-08,5e-05,pass
N4,S1@0.7746,dt/de_P:hydronium-cation,2.5610345771193088e-08,2.5610345185297e-08,2.2877320474633376e-08,5e-05,pass
N4,S1@0.7746,dt/de_P:hydroxide-anion,-2.5865359395252945e-08,-2.5865358788864275e-08,2.344404579224993e-08,5e-05,pass
N4,S1@0.7746,control: dt/de_P:carbon-dioxide set to zero,0.0,4.956787211056006e-08,1.0,5e-05,control-fails
N4,S1@0.7746,dt/de_CO2:carbon-dioxide,-2.5407845722995344,-2.5407845276996803,1.7553575583856674e-08,5e-05,pass
N4,S1@0.7746,dt/de_CO2:monoethanolamine,0.2961822705381657,0.2961822418197168,9.69620796158885e-08,5e-05,pass
N4,S1@0.7746,dt/de_CO2:water,0.0268763750002264,0.026876374815595086,6.869650900033292e-09,5e-05,pass
N4,S1@0.7746,dt/de_CO2:protonated-monoethanolamine,-0.3279101066424334,-0.32791010899551565,7.175997825366104e-09,5e-05,pass
N4,S1@0.7746,dt/de_CO2:carbamate-anion,-1.62050992458076,-1.620509935064528,6.469425363608639e-09,5e-05,pass
N4,S1@0.7746,dt/de_CO2:bicarbonate-anion,-1.8898158201187023,-1.8898158020689113,9.551084715781717e-09,5e-05,pass
N4,S1@0.7746,dt/de_CO2:carbonate-anion,-1.2657234429380995,-1.2657234512534952,6.569678152919808e-09,5e-05,pass
N4,S1@0.7746,dt/de_CO2:hydronium-cation,-0.597216002180381,-0.5972159759996702,4.3837925666582694e-08,5e-05,pass
N4,S1@0.7746,dt/de_CO2:hydroxide-anion,0.6509687521808327,0.6509687256309208,4.0785232542543984e-08,5e-05,pass
N4,S1@0.7746,control: dt/de_CO2:carbon-dioxide set to zero,0.0,-2.5407845276996803,1.0,5e-05,control-fails
N4,S1@0.7746,control: chain term D ln a[e_CO2] omitted,,,0.7562481999192683,5e-05,control-fails
N4,S1@0.7746,dt/de_MEA:carbon-dioxide,1.2150976596752041,1.2150976349066733,2.0383983612105213e-08,5e-05,pass
N4,S1@0.7746,dt/de_MEA:monoethanolamine,-0.16736060403619862,-0.16736059316939977,6.493044711586346e-08,5e-05,pass
N4,S1@0.7746,dt/de_MEA:water,0.0008471192076751082,0.0008471192406715082,3.895130509077929e-08,5e-05,pass
N4,S1@0.7746,dt/de_MEA:protonated-monoethanolamine,0.1524087619598731,0.15240876148467197,3.117938380551406e-09,5e-05,pass
N4,S1@0.7746,dt/de_MEA:carbamate-anion,0.7279676896429381,0.727967687082779,3.5168581259230194e-09,5e-05,pass
N4,S1@0.7746,dt/de_MEA:bicarbonate-anion,0.8961754128868097,0.8961753994930888,1.4945423315055008e-08,5e-05,pass
N4,S1@0.7746,dt/de_MEA:carbonate-anion,0.5764060468907398,0.5764060448387708,3.559936697747014e-09,5e-05,pass
N4,S1@0.7746,dt/de_MEA:hydronium-cation,0.32061648520374453,0.3206164738949225,3.527211658592164e-08,5e-05,pass
N4,S1@0.7746,dt/de_MEA:hydroxide-anion,-0.31892224678839576,-0.3189222354136014,3.5666355980883146e-08,5e-05,pass
N4,S1@0.7746,control: dt/de_MEA:carbon-dioxide set to zero,0.0,1.2150976349066733,1.0,5e-05,control-fails
N4,S1@0.7746,dt/de_H2O:carbon-dioxide,0.02061536923542238,0.02061536923262309,1.3578665587766041e-10,5e-05,pass
N4,S1@0.7746,dt/de_H2O:monoethanolamine,0.0008471192076789781,0.0008471192040527268,4.280685982068751e-09,5e-05,pass
N4,S1@0.7746,dt/de_H2O:water,-0.0019497316861049852,-0.0019497316839203872,1.120460832733074e-09,5e-05,pass
N4,S1@0.7746,dt/de_H2O:protonated-monoethanolamine,0.0032179984270650623,0.0032179984267523636,9.717178512717871e-11,5e-05,pass
N4,S1@0.7746,dt/de_H2O:carbamate-anion,0.01909160922371539,0.01909160921395257,5.113670047939195e-10,5e-05,pass
N4,S1@0.7746,dt/de_H2O:bicarbonate-anion,0.016294758329931443,0.016294758325984676,2.422108045296855e-10,5e-05,pass
N4,S1@0.7746,dt/de_H2O:carbonate-anion,0.013923879110545365,0.013923879103280662,5.217441684601603e-10,5e-05,pass
N4,S1@0.7746,dt/de_H2O:hydronium-cation,0.00042114753328116963,0.00042114753878576386,1.3070465154300829e-08,5e-05,pass
N4,S1@0.7746,dt/de_H2O:hydroxide-anion,-0.004320610905491111,-0.004320610906630337,2.636724044444215e-10,5e-05,pass
N4,S1@0.7746,control: dt/de_H2O:carbon-dioxide set to zero,0.0,0.02061536923262309,1.0,5e-05,control-fails
N5,S1@0.7746 q=0.000,M charge = 0,4.5258812348968105e-22,0.0,4.5258812348968105e-22,1e-12,pass
N5,S1@0.7746 q=0.000,M MEA = 0,7.757846458818724e-22,0.0,7.757846458818724e-22,1e-12,pass
N5,S1@0.7746 q=0.000,M water = 0,3.1201511199441627e-22,0.0,3.1201511199441627e-22,1e-12,pass
N5,S1@0.7746 q=0.000,M total = 0,1.0748066552181727e-21,0.0,1.0748066552181727e-21,1e-12,pass
N5,S1@0.7746 q=0.000,t^T M t >= 0,5.287903742736503e-06,0.0,,,pass
N5,S1@0.7746 q=0.000,g > 0,1.2458702400087046e-06,0.0,,,pass
N5,S1@0.7746 q=0.125,M charge = 0,3.4732538439277364e-22,0.0,3.4732538439277364e-22,1e-12,pass
N5,S1@0.7746 q=0.125,M MEA = 0,1.3957091076054065e-21,0.0,1.3957091076054065e-21,1e-12,pass
N5,S1@0.7746 q=0.125,M water = 0,1.3699402655987821e-21,0.0,1.3699402655987821e-21,1e-12,pass
N5,S1@0.7746 q=0.125,M total = 0,6.686171977100014e-22,0.0,6.686171977100014e-22,1e-12,pass
N5,S1@0.7746 q=0.125,t^T M t >= 0,6.60396556959351e-06,0.0,,,pass
N5,S1@0.7746 q=0.125,g > 0,1.4048623295550816e-06,0.0,,,pass
N5,S1@0.7746 q=0.250,M charge = 0,2.8154144269229084e-22,0.0,2.8154144269229084e-22,1e-12,pass
N5,S1@0.7746 q=0.250,M MEA = 0,1.0587911840678754e-21,0.0,1.0587911840678754e-21,1e-12,pass
N5,S1@0.7746 q=0.250,M water = 0,1.8805276583469155e-21,0.0,1.8805276583469155e-21,1e-12,pass
N5,S1@0.7746 q=0.250,M total = 0,5.879444697662067e-22,0.0,5.879444697662067e-22,1e-12,pass
N5,S1@0.7746 q=0.250,t^T M t >= 0,8.324624452789575e-06,0.0,,,pass
N5,S1@0.7746 q=0.250,g > 0,1.5790637800567086e-06,0.0,,,pass
N5,S1@0.7746 q=0.375,M charge = 0,5.596135337862655e-22,0.0,5.596135337862655e-22,1e-12,pass
N5,S1@0.7746 q=0.375,M MEA = 0,9.727377431746513e-22,0.0,9.727377431746513e-22,1e-12,pass
N5,S1@0.7746 q=0.375,M water = 0,1.184257702082119e-21,0.0,1.184257702082119e-21,1e-12,pass
N5,S1@0.7746 q=0.375,M total = 0,1.101512983639107e-21,0.0,1.101512983639107e-21,1e-12,pass
N5,S1@0.7746 q=0.375,t^T M t >= 0,1.0579347829527482e-05,0.0,,,pass
N5,S1@0.7746 q=0.375,g > 0,1.7650757143223242e-06,0.0,,,pass
N5,S1@0.7746 q=0.500,M charge = 0,3.3316422484378544e-22,0.0,3.3316422484378544e-22,1e-12,pass
N5,S1@0.7746 q=0.500,M MEA = 0,1.5122570080863437e-21,0.0,1.5122570080863437e-21,1e-12,pass
N5,S1@0.7746 q=0.500,M water = 0,5.87213276691762e-22,0.0,5.87213276691762e-22,1e-12,pass
N5,S1@0.7746 q=0.500,M total = 0,4.8699046873709085e-22,0.0,4.8699046873709085e-22,1e-12,pass
N5,S1@0.7746 q=0.500,t^T M t >= 0,1.349098262300372e-05,0.0,,,pass
N5,S1@0.7746 q=0.500,g > 0,1.9548450015955666e-06,0.0,,,pass
N5,S1@0.7746 q=0.625,M charge = 0,9.067379778321619e-22,0.0,9.067379778321619e-22,1e-12,pass
N5,S1@0.7746 q=0.625,M MEA = 0,9.529120656610879e-22,0.0,9.529120656610879e-22,1e-12,pass
N5,S1@0.7746 q=0.625,M water = 0,1.1883224981148511e-21,0.0,1.1883224981148511e-21,1e-12,pass
N5,S1@0.7746 q=0.625,M total = 0,1.1353829389114573e-21,0.0,1.1353829389114573e-21,1e-12,pass
N5,S1@0.7746 q=0.625,t^T M t >= 0,1.700857287357027e-05,0.0,,,pass
N5,S1@0.7746 q=0.625,g > 0,2.131715458513981e-06,0.0,,,pass
N5,S1@0.7746 q=0.750,M charge = 0,1.0335931546569724e-21,0.0,1.0335931546569724e-21,1e-12,pass
N5,S1@0.7746 q=0.750,M MEA = 0,3.6787969170372265e-22,0.0,3.6787969170372265e-22,1e-12,pass
N5,S1@0.7746 q=0.750,M water = 0,2.4122913107519092e-21,0.0,2.4122913107519092e-21,1e-12,pass
N5,S1@0.7746 q=0.750,M total = 0,1.7467386090015996e-21,0.0,1.7467386090015996e-21,1e-12,pass
N5,S1@0.7746 q=0.750,t^T M t >= 0,2.037601232753266e-05,0.0,,,pass
N5,S1@0.7746 q=0.750,g > 0,2.265218887527046e-06,0.0,,,pass
N5,S1@0.7746 q=0.875,M charge = 0,3.686285163402819e-22,0.0,3.686285163402819e-22,1e-12,pass
N5,S1@0.7746 q=0.875,M MEA = 0,3.22931311140702e-21,0.0,3.22931311140702e-21,1e-12,pass
N5,S1@0.7746 q=0.875,M water = 0,2.7782541083212683e-21,0.0,2.7782541083212683e-21,1e-12,pass
N5,S1@0.7746 q=0.875,M total = 0,1.0333941543230832e-21,0.0,1.0333941543230832e-21,1e-12,pass
N5,S1@0.7746 q=0.875,t^T M t >= 0,2.15612654575106e-05,0.0,,,pass
N5,S1@0.7746 q=0.875,g > 0,2.31607814737875e-06,0.0,,,pass
N5,S1@0.7746 q=1.000,M charge = 0,5.534839962002769e-22,0.0,5.534839962002769e-22,1e-12,pass
N5,S1@0.7746 q=1.000,M MEA = 0,4.787146236437258e-22,0.0,4.787146236437258e-22,1e-12,pass
N5,S1@0.7746 q=1.000,M water = 0,8.229445430879612e-22,0.0,8.229445430879612e-22,1e-12,pass
N5,S1@0.7746 q=1.000,M total = 0,3.9942806946081102e-22,0.0,3.9942806946081102e-22,1e-12,pass
N5,S1@0.7746 q=1.000,t^T M t >= 0,1.922518973195137e-05,0.0,,,pass
N5,S1@0.7746 q=1.000,g > 0,2.2728988492640018e-06,0.0,,,pass
N1,S2,element C,23.506030000001715,23.50603,7.300087283392886e-14,1e-12,pass
N1,S2,element H,220.28536000000432,220.28535999999997,1.9740401917093937e-14,1e-12,pass
N1,S2,element N,9.729280000000825,9.72928,8.489897816909847e-14,1e-12,pass
N1,S2,element O,93.91442000000013,93.91441999999999,1.513170684033611e-15,1e-12,pass
N1,S2,mass,2.143193399750039,2.14319339975,1.8234402210907985e-14,1e-12,pass
N1,S2,charge,2.058456622386698e-13,0.0,2.4148943059320337e-14,1e-12,pass
N1,S2,max classified row residual,4.267961862391825e-14,0.0,4.267961862391825e-14,1e-07,pass
N1,S2,liquid pressure root (Liquid),50975.40193361265,50975.401933612055,1.1704243649516578e-14,1e-08,pass
N1,S2,f=aRT rho0 vs x phi P: carbon-dioxide,2228.8071274997587,2228.8071273435244,7.009774968676596e-11,1e-10,pass
N1,S2,f=aRT rho0 vs x phi P: water,14734.678303108536,14734.678302075814,7.008786467843366e-11,1e-10,pass
N2,S2@0,sum x_i D ln a_i[v] / (1e-12 scale); central_residual 4.27e-14 floor 4.24e-10,8.904361860210316e-15,0.0,8.904361860210316e-15,1e-12,pass
N2,S2@0,control: ionic terms dropped [v],-0.07122030626380017,0.0,0.07122030626380017,1e-12,control-fails
N2,S2@0,sum x_i D ln a_i[e_MEA] / (1e-12 scale); central_residual 4.27e-14 floor 4.24e-10,-1.3552362514039683e-15,0.0,1.3552362514039683e-15,1e-12,pass
N2,S2@0,control: ionic terms dropped [e_MEA],0.001301510345527463,0.0,0.0013015103455274633,1e-12,control-fails
N2,S2@0,sum x_i D ln a_i[e_H2O] / (1e-12 scale); central_residual 4.27e-14 floor 4.24e-10,4.279796713787872e-17,0.0,4.279796713787872e-17,1e-12,pass
N2,S2@0,control: ionic terms dropped [e_H2O],0.0007695806777912025,0.0,0.0007695806777912025,1e-12,control-fails
N3,S2@0,t:carbon-dioxide,7.947293545629174,7.947293638069747,1.1631704782538445e-08,5e-06,pass
N3,S2@0,t:monoethanolamine,-3.4428017586666178,-3.4428018128260054,1.5731195283892793e-08,5e-06,pass
N3,S2@0,t:water,0.017473341999816372,0.017473341485985117,2.940658148438443e-08,5e-06,pass
N3,S2@0,t:protonated-monoethanolamine,0.8589314985533558,0.8589314964898639,2.402394063269681e-09,5e-06,pass
N3,S2@0,t:carbamate-anion,0.2027585297425894,0.20275851592117533,6.81668686705861e-08,5e-06,pass
N3,S2@0,t:bicarbonate-anion,3.6630336304090187,3.663033670228799,1.0870710986244093e-08,5e-06,pass
N3,S2@0,t:carbonate-anion,-0.6386996268109517,-0.6386996390896608,1.9224543585180125e-08,5e-06,pass
N3,S2@0,t:hydronium-cation,4.319206599219787,4.319206650793224,1.19404884383204e-08,5e-06,pass
N3,S2@0,t:hydroxide-anion,-4.284259915220158,-4.284259967825221,1.227868145525388e-08,5e-06,pass
N3,S2@0,control: t:carbon-dioxide set to zero,0.0,7.947293638069747,1.0,5e-06,control-fails
N4,S2@0,dt/de_T:carbon-dioxide,-0.028128093978053867,-0.028128093975014295,1.0806178579455984e-10,5e-05,pass
N4,S2@0,dt/de_T:monoethanolamine,0.01424535265575316,0.014245352653417717,1.6394417601540348e-10,5e-05,pass
N4,S2@0,dt/de_T:water,-0.00032526407018350063,-0.00032526407020555304,6.779845411107308e-11,5e-05,pass
N4,S2@0,dt/de_T:protonated-monoethanolamine,-0.00268005835488857,-0.002680058354662581,8.432239246444678e-11,5e-05,pass
N4,S2@0,dt/de_T:carbamate-anion,0.003042669688340983,0.003042669686327664,6.616949603736669e-10,5e-05,pass
N4,S2@0,dt/de_T:bicarbonate-anion,-0.011527947037595692,-0.011527947037250167,2.997287290314238e-11,5e-05,pass
N4,S2@0,dt/de_T:carbonate-anion,0.0053974639730464844,0.005397463970769345,4.2189061861309025e-10,5e-05,pass
N4,S2@0,dt/de_T:hydronium-cation,-0.017250675080825287,-0.01725067507824714,1.4945189205160022e-10,5e-05,pass
N4,S2@0,dt/de_T:hydroxide-anion,0.016600146940458287,0.01660014693782408,1.5868587385050133e-10,5e-05,pass
N4,S2@0,control: dt/de_T:carbon-dioxide set to zero,0.0,-0.028128093975014295,1.0,5e-05,control-fails
N4,S2@0,dt/de_P:carbon-dioxide,3.47839937454686e-08,3.4783995485436015e-08,5.002206885569283e-08,5e-05,pass
N4,S2@0,dt/de_P:monoethanolamine,-1.3967784647889905e-08,-1.3967785434202778e-08,5.6294741662473986e-08,5e-05,pass
N4,S2@0,dt/de_P:water,-6.42748126082226e-11,-6.427479097570464e-11,3.3656290976096027e-07,5e-05,pass
N4,S2@0,dt/de_P:protonated-monoethanolamine,1.3767642252884344e-09,1.3767643436413126e-09,8.596451434874236e-08,5e-05,pass
N4,S2@0,dt/de_P:carbamate-anion,5.471660224418872e-09,5.4716602187106685e-09,1.0432306833908206e-09,5e-05,pass
N4,S2@0,dt/de_P:bicarbonate-anion,1.937517005973797e-08,1.9375170901003714e-08,4.341978447882109e-08,5e-05,pass
N4,S2@0,dt/de_P:carbonate-anion,4.030621186520088e-09,4.030621101232719e-09,2.1159857374522956e-08,5e-05,pass
N4,S2@0,dt/de_P:hydronium-cation,1.528027406059802e-08,1.5280275004562563e-08,6.177667234580189e-08,5e-05,pass
N4,S2@0,dt/de_P:hydroxide-anion,-1.540882368580971e-08,-1.5408824591833795e-08,5.8799039363371085e-08,5e-05,pass
N4,S2@0,control: dt/de_P:carbon-dioxide set to zero,0.0,3.4783995485436015e-08,1.0,5e-05,control-fails
N4,S2@0,dt/de_CO2:carbon-dioxide,2.2756652445427026,2.2756652311164416,5.899927954726859e-09,5e-05,pass
N4,S2@0,dt/de_CO2:monoethanolamine,-1.725045777255601,-1.7250457730161122,2.4576094245997848e-09,5e-05,pass
N4,S2@0,dt/de_CO2:water,-0.004922144681177938,-0.004922144636668684,9.042654534640401e-09,5e-05,pass
N4,S2@0,dt/de_CO2:protonated-monoethanolamine,-0.14509819812711275,-0.14509819911019328,6.775277292715908e-09,5e-05,pass
N4,S2@0,dt/de_CO2:carbamate-anion,-1.0293281118413902,-1.0293281158069192,3.852541240614231e-09,5e-05,pass
N4,S2@0,dt/de_CO2:bicarbonate-anion,0.6907955207330307,0.6907955125728783,1.1812688701266953e-08,5e-05,pass
N4,S2@0,dt/de_CO2:carbonate-anion,-0.8891520583954574,-0.8891520613335663,3.3043941470543417e-09,5e-05,pass
N4,S2@0,dt/de_CO2:hydronium-cation,1.5750254344473071,1.5750254292697574,3.287280071199244e-09,5e-05,pass
N4,S2@0,dt/de_CO2:hydroxide-anion,-1.5848697238096663,-1.5848697185431282,3.3230100969167357e-09,5e-05,pass
N4,S2@0,control: dt/de_CO2:carbon-dioxide set to zero,0.0,2.2756652311164416,1.0,5e-05,control-fails
N4,S2@0,control: chain term D ln a[e_CO2] omitted,,,1.3101099827754132,5e-05,control-fails
N4,S2@0,dt/de_MEA:carbon-dioxide,-0.8744399028039999,-0.8744399085804347,6.605868315583765e-09,5e-05,pass
N4,S2@0,dt/de_MEA:monoethanolamine,0.6615914110375278,0.6615914155878178,6.877794686302906e-09,5e-05,pass
N4,S2@0,dt/de_MEA:water,0.007166007560619585,0.007166007569849473,1.2880097596202297e-09,5e-05,pass
N4,S2@0,dt/de_MEA:protonated-monoethanolamine,0.06552693011641673,0.06552693071174315,9.085217431978819e-09,5e-05,pass
N4,S2@0,dt/de_MEA:carbamate-anion,0.3832159891546392,0.3832159918828693,7.11930124023801e-09,5e-05,pass
N4,S2@0,dt/de_MEA:bicarbonate-anion,-0.27120941432226925,-0.2712094161349384,6.6836511495212594e-09,5e-05,pass
N4,S2@0,dt/de_MEA:carbonate-anion,0.32485506659884245,0.32485506874086384,6.5937755008543855e-09,5e-05,pass
N4,S2@0,dt/de_MEA:hydronium-cation,-0.588898473360492,-0.5888984773060242,6.6998513093650694e-09,5e-05,pass
N4,S2@0,dt/de_MEA:hydroxide-anion,0.6032304884817316,0.6032304924456455,6.571143243713176e-09,5e-05,pass
N4,S2@0,control: dt/de_MEA:carbon-dioxide set to zero,0.0,-0.8744399085804347,1.0,5e-05,control-fails
N4,S2@0,dt/de_H2O:carbon-dioxide,-0.009239246969722984,-0.009239246976553936,7.39340823735168e-10,5e-05,pass
N4,S2@0,dt/de_H2O:monoethanolamine,0.007166007560620316,0.007166007561335942,9.986402285808329e-11,5e-05,pass
N4,S2@0,dt/de_H2O:water,-0.0006544582759232907,-0.0006544582749786267,1.443428995547972e-09,5e-05,pass
N4,S2@0,dt/de_H2O:protonated-monoethanolamine,-0.0006603905190086,-0.0006603905189820495,4.0204382947512855e-11,5e-05,pass
N4,S2@0,dt/de_H2O:carbamate-anion,0.0057531586705261316,0.005753158665055667,9.50862764711544e-10,5e-05,pass
N4,S2@0,dt/de_H2O:bicarbonate-anion,-0.002067307166017438,-0.0020673071712315628,2.522181888340386e-09,5e-05,pass
N4,S2@0,dt/de_H2O:carbonate-anion,0.005759090913611418,0.005759090909057636,7.90711919484084e-10,5e-05,pass
N4,S2@0,dt/de_H2O:hydronium-cation,-0.008480856355552197,-0.008480856355286764,3.129796065138997e-11,5e-05,pass
N4,S2@0,dt/de_H2O:hydroxide-anion,0.007171939803705563,0.007171939805315564,2.244861555683295e-10,5e-05,pass
N4,S2@0,control: dt/de_H2O:carbon-dioxide set to zero,0.0,-0.009239246976553936,1.0,5e-05,control-fails
N5,S2@0 q=0.000,M charge = 0,7.417742143069276e-22,0.0,7.417742143069276e-22,1e-12,pass
N5,S2@0 q=0.000,M MEA = 0,1.164670302474663e-21,0.0,1.164670302474663e-21,1e-12,pass
N5,S2@0 q=0.000,M water = 0,1.3758081538288233e-21,0.0,1.3758081538288233e-21,1e-12,pass
N5,S2@0 q=0.000,M total = 0,1.563140959321858e-21,0.0,1.563140959321858e-21,1e-12,pass
N5,S2@0 q=0.000,t^T M t >= 0,1.7251909965162325e-05,0.0,,,pass
N5,S2@0 q=0.000,g > 0,2.170790579976806e-06,0.0,,,pass
N2,S2@0.168,sum x_i D ln a_i[v] / (1e-12 scale); central_residual 4.69e-14 floor 3.63e-10,1.3604282139695464e-14,0.0,1.3604282139695464e-14,1e-12,pass
N2,S2@0.168,control: ionic terms dropped [v],-0.04781119024239644,0.0,0.04781119024239644,1e-12,control-fails
N2,S2@0.168,sum x_i D ln a_i[e_MEA] / (1e-12 scale); central_residual 4.69e-14 floor 3.63e-10,-1.1031565728533487e-15,0.0,1.1031565728533487e-15,1e-12,pass
N2,S2@0.168,control: ionic terms dropped [e_MEA],-0.0010594964586218055,0.0,0.0010594964586218055,1e-12,control-fails
N2,S2@0.168,sum x_i D ln a_i[e_H2O] / (1e-12 scale); central_residual 4.69e-14 floor 3.63e-10,-5.1905545180599156e-17,0.0,5.1905545180599156e-17,1e-12,pass
N2,S2@0.168,control: ionic terms dropped [e_H2O],0.0007638214638328819,0.0,0.000763821463832882,1e-12,control-fails
N3,S2@0.168,t:carbon-dioxide,8.650032645308784,8.65003236352314,3.2576252051539236e-08,5e-06,pass
N3,S2@0.168,t:monoethanolamine,-4.4075232291343704,-4.407523099712381,2.936388144576975e-08,5e-06,pass
N3,S2@0.168,t:water,0.0192736050634917,0.019273605972832304,4.7180616024780155e-08,5e-06,pass
N3,S2@0.168,t:protonated-monoethanolamine,0.6812383335437467,0.681238327445044,8.952377552357955e-09,5e-06,pass
N3,S2@0.168,t:carbamate-anion,-0.846252146503703,-0.8462521633556245,1.991359343540559e-08,5e-06,pass
N3,S2@0.168,t:bicarbonate-anion,3.5805446876941582,3.5805445423302253,4.059827360635102e-08,5e-06,pass
N3,S2@0.168,t:carbonate-anion,-1.508216874983959,-1.508216884817178,6.5197645012368245e-09,5e-06,pass
N3,S2@0.168,t:hydronium-cation,5.108035167741612,5.108035033132789,2.63523680504474e-08,5e-06,pass
N3,S2@0.168,t:hydroxide-anion,-5.069487957614627,-5.069487821187124,2.691149564079555e-08,5e-06,pass
N3,S2@0.168,control: t:carbon-dioxide set to zero,0.0,8.65003236352314,1.0,5e-06,control-fails
N4,S2@0.168,dt/de_T:carbon-dioxide,-0.052710173208169286,-0.052710173209747545,2.994219637748677e-11,5e-05,pass
N4,S2@0.168,dt/de_T:monoethanolamine,0.02894077217381686,0.028940772174588975,2.6679143395294937e-11,5e-05,pass
N4,S2@0.168,dt/de_T:water,-0.0003837789125930593,-0.00038377891259843734,1.4013334421830789e-11,5e-05,pass
N4,S2@0.168,dt/de_T:protonated-monoethanolamine,-0.0018374833575628662,-0.0018374833575798832,9.261029063382516e-12,5e-05,pass
N4,S2@0.168,dt/de_T:carbamate-anion,0.007008854497027126,0.007008854496817578,2.989768505748185e-11,5e-05,pass
N4,S2@0.168,dt/de_T:bicarbonate-anion,-0.0223156965893827,-0.02231569659028561,4.0460899674452696e-11,5e-05,pass
N4,S2@0.168,dt/de_T:carbonate-anion,0.008462558941997036,0.0084625589417849,2.506757895386557e-11,5e-05,pass
N4,S2@0.168,dt/de_T:hydronium-cation,-0.03116203444397269,-0.031162034444686498,2.290631847573743e-11,5e-05,pass
N4,S2@0.168,dt/de_T:hydroxide-anion,0.030394476618786605,0.03039447661947155,2.2535185083917234e-11,5e-05,pass
N4,S2@0.168,control: dt/de_T:carbon-dioxide set to zero,0.0,-0.052710173209747545,1.0,5e-05,control-fails
N4,S2@0.168,dt/de_P:carbon-dioxide,5.5052426118446294e-08,5.505242845149639e-08,4.237869534044474e-08,5e-05,pass
N4,S2@0.168,dt/de_P:monoethanolamine,-2.60182958094645e-08,-2.6018296428453875e-08,2.379054199253694e-08,5e-05,pass
N4,S2@0.168,dt/de_P:water,-1.3728772398344613e-10,-1.372877710270846e-10,3.426644493668413e-07,5e-05,pass
N4,S2@0.168,dt/de_P:protonated-monoethanolamine,8.845073150645331e-10,8.845072912063342e-10,2.6973433196473165e-08,5e-05,pass
N4,S2@0.168,dt/de_P:carbamate-anion,2.1313271845468602e-09,2.131328243707801e-09,4.969487660850093e-07,5e-05,pass
N4,S2@0.168,dt/de_P:bicarbonate-anion,2.8012335270016402e-08,2.801233692228955e-08,5.8983766731053655e-08,5e-05,pass
N4,S2@0.168,dt/de_P:carbonate-anion,1.1095321455108942e-09,1.109533181257542e-09,9.334976775965009e-07,5e-05,pass
N4,S2@0.168,dt/de_P:hydronium-cation,2.6765515400511053e-08,2.676551596432948e-08,2.10651059156343e-08,5e-05,pass
N4,S2@0.168,dt/de_P:hydroxide-anion,-2.7040090848511984e-08,-2.7040091508852745e-08,2.442080349535822e-08,5e-05,pass
N4,S2@0.168,control: dt/de_P:carbon-dioxide set to zero,0.0,5.505242845149639e-08,1.0,5e-05,control-fails
N4,S2@0.168,dt/de_CO2:carbon-dioxide,-0.7511499666010404,-0.7511499298541487,4.892084573598812e-08,5e-05,pass
N4,S2@0.168,dt/de_CO2:monoethanolamine,-0.6185684473515706,-0.6185684571311294,1.5809986294437853e-08,5e-05,pass
N4,S2@0.168,dt/de_CO2:water,0.012677378116545474,0.012677378049799232,5.264987886312175e-09,5e-05,pass
N4,S2@0.168,dt/de_CO2:protonated-monoethanolamine,-0.3118354347027402,-0.31183543144141906,1.0458468777565446e-08,5e-05,pass
