Position,k2,Cl_MEA_true,Dl_CO2,kl_CO2,Ha,E,Psi,Psi_H,eta_psi
0.0,23.93251759788824,1301.6553004236332,2.4420626056788358e-09,2.7267951985404165e-05,319.8659895306412,99.67028029730217,103.24973354404933,0.043057266148560105,1.0
0.01,26.066640270745566,1334.089436875797,2.550933166115231e-09,2.8224184362457815e-05,333.70532889229327,96.86979901798642,102.42927490196398,0.04147630116794753,1.0
0.02,27.94951824528282,1363.778498009292,2.6411623851924483e-09,2.9017221898476926e-05,345.7807433587628,95.27865911439386,102.42197853487987,0.040493351712541245,1.0
0.03,29.65004386951046,1391.5488435032173,2.718244299539464e-09,2.9696223775000884e-05,356.6193575596339,94.49905525069751,102.99089440635436,0.03990385142942174,1.0
0.04,31.211208460916914,1417.8892768852024,2.7855173604317163e-09,3.029079355986003e-05,366.5377712792642,94.29939707043503,103.99109030289789,0.039590797610938436,1.0
0.05,32.65785855026423,1443.116868882499,2.8449690245344607e-09,3.081858427488385e-05,375.72551646933766,94.5516721424608,105.34421315763444,0.039488957786060264,1.0
0.06,34.01771926739268,1467.4906599151059,2.898466401444453e-09,3.1295706754290025e-05,384.3612886760777,95.1396126043245,106.96993153977442,0.03954194982512622,1.0
0.07,35.304292284489996,1491.1668557765774,2.947022710805892e-09,3.173103588032083e-05,392.5404058861713,96.00499066464026,108.83075644442881,0.03972054907581606,1.0
0.08,36.53176346752238,1514.28113664503,2.9915725442643344e-09,3.2132599315118e-05,400.35244539491805,97.09581687916214,110.89071387811381,0.03999951002965708,1.0
0.09,37.7104427613789,1536.9309024825957,3.0327954022415076e-09,3.2506225764356717e-05,407.86176697061256,98.37584776231247,113.12465612674302,0.040361200840021504,1.0
0.1,38.84740893443245,1559.1892775016029,3.071171800024081e-09,3.2856049974165294e-05,415.1137831842522,99.82151508677177,115.51692105490616,0.04079391695216627,1.0
0.11,39.94996454950661,1581.1198629520788,3.107152053019672e-09,3.31858945295577e-05,422.15148480738094,101.41051202597914,118.05170748990885,0.04128691557339319,1.0
0.12,41.02251861873431,1602.7666090436485,3.1410333551799726e-09,3.34983030940392e-05,429.0024474141804,103.12947836752176,120.72022465817136,0.04183350052655868,1.0
0.13,42.0694821883079,1624.1687571973239,3.17309058382101e-09,3.3795605221908896e-05,435.6925823281208,104.9660696369153,123.5140206399288,0.0424276138934193,1.0
0.14,43.094303633489105,1645.3561130897222,3.203542114338611e-09,3.40796482388981e-05,442.24201849813795,106.91070383842266,126.42655443465907,0.04306452260310531,1.0
0.15,44.09951757743352,1666.3516433150544,3.232556140554357e-09,3.4351856793298944e-05,448.66590489484037,108.95650187268903,129.4533564165084,0.0437407345275865,1.0
0.16,45.08770332972213,1687.175426042007,3.260292148783239e-09,3.461356906162082e-05,454.9786881750675,111.0966150091505,132.58968019218122,0.04445287593772868,1.0
0.17,46.060527110831245,1707.8408489191768,3.2868660606179656e-09,3.4865759993422035e-05,461.19014406626997,113.32633123533941,135.83240500537096,0.045198535140514945,1.0
0.18,47.019631252976644,1728.3595532916604,3.3123861428048294e-09,3.510933335033812e-05,467.30943873802255,115.64107716803727,139.17835391663584,0.045975422180203354,1.0
0.19,47.96631307852334,1748.7394376277166,3.3369425776238924e-09,3.534503821817206e-05,473.3437337184531,118.0368694850207,142.6246486593383,0.04678155012153982,1.0
0.2,48.90151242286352,1768.9854350303156,3.360608067518238e-09,3.557347636885145e-05,479.29831133133973,120.51043059391742,146.1688733842562,0.047615266909962865,1.0
0.21,49.82617844917432,1789.101213981428,3.3834521300841356e-09,3.5795218006044165e-05,485.1781689509055,123.05831504113384,149.8083044174137,0.048474897005851704,1.0
0.22,50.74087574158197,1809.0871907490784,3.4055279253857256e-09,3.6010695987767685e-05,490.9863702518878,125.6776222391599,153.54051123907743,0.04935902758338309,1.0
0.23,51.646147630007846,1828.9429225115757,3.4268854456007463e-09,3.622031377823625e-05,496.72569661523795,128.36536316868649,157.3628560136749,0.05026624445388219,1.0
0.24,52.542377486611926,1848.6660179415799,3.4475674097477746e-09,3.642441183469185e-05,502.3980265505597,131.11857575691027,161.27254519724633,0.05119518171948637,1.0
0.25,53.42977529729174,1868.2524707704756,3.4676091199391054e-09,3.6623267470837035e-05,508.00435567783995,133.9344124295731,165.26673156237044,0.05214455202526385,1.0
0.26,54.308549348141014,1887.6976186882057,3.4870445144698653e-09,3.6817144149744065e-05,513.5455413652928,136.80980552396463,169.3422301307177,0.05311301157595706,1.0
0.27,55.17871540039508,1906.9949713053463,3.5059002926900678e-09,3.7006243689943724e-05,519.0214930414216,139.74173053150196,173.4957080680484,0.05409926772707063,1.0
0.28,56.040273196017694,1926.1375894891978,3.5242016912983172e-09,3.719075410632742e-05,524.4319814515383,142.72699199974278,177.72354690797783,0.055101988972751745,1.0
0.29,56.89313879285432,1945.1174718392865,3.541970639655778e-09,3.7370834211716527e-05,529.7763301745478,145.76224568936811,182.02182256553047,0.05611981746968425,1.0
0.3,57.73713663718834,1963.9257576366977,3.559225579258078e-09,3.754661274006963e-05,535.0534241480811,148.84406275543068,186.38637766802634,0.057151392475304166,1.0
0.31,58.57208905841617,1982.5532799263851,3.575984350110405e-09,3.771821199695346e-05,540.2620950614329,151.9687854493551,190.81270695384137,0.05819529319716563,1.0
0.32,59.39771962754347,2000.989988008951,3.592261363862314e-09,3.788572484510418e-05,545.4007197577084,155.1326571010337,195.29604754753973,0.059250091644506016,1.0
0.33,60.21374400870475,2019.225670332138,3.608070349928904e-09,3.8049237555729165e-05,550.4676293829071,158.3317339824252,199.83133447929316,0.060314315879142204,1.0
0.34,61.01983905572648,2037.2497172827193,3.6234235258667175e-09,3.820882298448912e-05,555.460975279196,161.5619079168269,204.41320563728937,0.06138646041057863,1.0
