Position,Cl_CO2,Cl_MEA,Cl_H2O,Cl_CO2_true,Cl_MEA_true,Cl_H2O_true,Cl_MEAH_true,Cl_MEACOO_true,Cl_HCO3_true,Cl_CO3_true,Cl_H3O_true,Cl_OH_true
0.0,1952.7335208550892,4718.140725863259,36482.46518321542,0.5640626983263214,1301.6553004236332,44800.337345025044,2588.8629328821085,1962.7379922378188,292.37975314346977,166.8507745366846,1.583332397613411e-05,0.04365426077469252
0.01,1927.5059814708936,4702.327654741129,36514.09191066556,0.6088076033899064,1334.089436875797,44730.37410677743,2532.249039139936,1949.933634527255,284.8782511562234,148.69630282048706,1.6865073943544618e-05,0.04456468055792177
0.02,1904.8707574604005,4689.294342871007,36543.13754717995,0.6409790539017917,1363.778498009292,44668.307959247235,2484.518548905766,1936.5988978043997,277.49139398656064,135.19140713759117,1.7649487611866486e-05,0.045460489111026924
0.03,1884.1025610167956,4678.214576870979,36570.219476075144,0.6638286256506002,1391.5488435032173,44611.75463505934,2442.7499818995184,1923.150526921913,270.3245812517058,124.61427372465003,1.82535261998903e-05,0.04634453012557721
0.04,1864.7539110961486,4668.584051303443,36595.75893079418,0.6795419123483936,1417.8892768852024,44559.28284112315,2405.2672397538386,1909.7594378187982,263.4129570844892,116.0238222115685,1.8720239837292615e-05,0.04721914765352034
0.05,1846.5387153287606,4660.100113215409,36620.04592885279,0.6894902058366058,1443.116868882499,44510.01138707644,2371.0557009855474,1896.5032085136,256.75712107082984,108.87365165837275,1.9075766753368293e-05,0.048087160138468026
0.06,1829.2085434049145,4652.495169709011,36643.301813169914,0.695065709751445,1467.4906599151059,44463.125101070276,2339.319969473372,1883.3857050144493,250.35035455490404,102.7674894161281,1.934632436463608e-05,0.04895041808696079
0.07,1812.6134792623218,4645.613197944127,36665.700995064435,0.6970598141063706,1491.1668557765774,44418.18924761667,2309.5826688888624,1870.4125015578404,244.17949877092659,97.47043872416299,1.9546258766168224e-05,0.04981065802786115
0.08,1796.621090087264,4639.3182088730055,36687.38007380178,0.6962145673619107,1514.28113664503,44374.796372550634,2281.452819509242,1857.5670125736929,238.2299364981324,92.80261038247362,1.9689117163741115e-05,0.050669361586691594
0.09,1781.133472323436,4633.509352557984,36708.44975543545,0.6930879460739314,1536.9309024825957,44332.658692942656,2254.6482217707344,1844.8334086979041,232.48801251986262,88.63764633909436,1.9784942286985922e-05,0.05152765972109032
0.1,1766.0778262793335,4628.11433153084,36728.99684431879,0.688086202910968,1559.1892775016029,44291.57083573284,2228.962898271639,1832.199057852268,226.94054819486098,84.88546273634387,1.984092608734327e-05,0.05238659274776979
0.11,1751.3888851562308,4623.067521829274,36749.094999729066,0.6815848131082504,1581.1198629520788,44251.34271920765,2204.2208639017235,1819.6464038201652,221.5754559589781,81.4728884944841,1.9863833344762848e-05,0.053246997445004524
0.12,1737.0211696386489,4618.323959781055,36768.801000273364,0.6738459598534038,1602.7666090436485,44211.85181802465,2180.2979224427127,1807.1657298127616,216.38226868258783,78.34791712807049,1.985826197179163e-05,0.05410954948448059
