Position,rho_mol_l,rho_mass_l,V_l,V_CO2,V_MEA,V_H2O,mul_mix,sigma,Dl_CO2,Dl_MEA,Dl_ion,Cpl_CO2,Cpl_MEA,Cpl_H2O
0.0,43153.339429933774,1031.5378603901024,2.3173177631447437e-05,2.6105081133966697e-05,5.9923666924462544e-05,1.826344344603757e-05,0.004411184981665987,0.06693611243333131,2.4420626056788358e-09,1.338125766573959e-09,2.987381436138779e-10,165.58849292941744,171.8590681984476,75.29579099125498
0.01,43143.92554687758,1030.0316476263156,2.317823395354835e-05,2.6076296897970082e-05,6.002092641308251e-05,1.8280605779604747e-05,0.0041100798064949585,0.0665109378332936,2.550933166115231e-09,1.3971264060955585e-09,3.199368615046695e-10,165.7677875692361,172.36258108773654,75.30481547726758
0.02,43137.30264751136,1028.7627990985761,2.318179252354554e-05,2.6052221668461097e-05,6.009952389437285e-05,1.8294803682540963e-05,0.003879780987590033,0.06615513632826565,2.6411623851924483e-09,1.4460129845662614e-09,3.3821103379113294e-10,165.91650720173558,172.76938120043536,75.31350809624712
0.03,43132.53661396292,1027.6600550245028,2.3184354051560202e-05,2.6031492766768452e-05,6.016530007785335e-05,1.8306912661626256e-05,0.003694910442721842,0.06584797782457459,2.718244299539464e-09,1.4877689037354504e-09,3.5439130058455143e-10,166.04367706612894,173.10981926580146,75.32172052348913
0.04,43129.096893193775,1026.680509413867,2.3186203098025232e-05,2.6013266581962512e-05,6.022171536177055e-05,1.8317464621746913e-05,0.0035414023910949194,0.06557698638126119,2.7855173604317163e-09,1.5242062763359276e-09,3.6899000909080746e-10,166.15480131557035,173.40185885432544,75.32943199583407
0.05,43126.684757396964,1025.7983114147432,2.3187499934793457e-05,2.5997032920894528e-05,6.027082331135333e-05,1.8326776623791444e-05,0.0034110228400829395,0.06533459832404717,2.8449690245344607e-09,1.5564037561633133e-09,3.8231107787641907e-10,166.2531871001025,173.6561659860931,75.33663961771134
0.06,43125.005526283836,1024.9901716343986,2.3188402825607058e-05,2.598234157591827e-05,6.0314433354287776e-05,1.8335145462400266e-05,0.003297620616843306,0.06511410848214841,2.898466401444453e-09,1.5853740555079142e-09,3.9465873790268354e-10,166.34184428756518,173.88209004863026,75.34342152228251
0.07,43123.92767227088,1024.2431052838233,2.3188982404378952e-05,2.5968922630605446e-05,6.035354812703453e-05,1.834273238541569e-05,0.0031975586857781067,0.06491173496716758,2.947022710805892e-09,1.6116667213638942e-09,4.06193107470326e-10,166.42246462504878,174.08483045840362,75.34980681824246
0.08,43123.31937276205,1023.5454393026118,2.3189309509221808e-05,2.5956542535337938e-05,6.0389052900398865e-05,1.8349685754709372e-05,0.0031079848323910834,0.06472411893251086,2.9915725442643344e-09,1.6357884892999245e-09,4.1706915016019855e-10,166.49656579997378,174.26895989002034,75.35584841880674
0.09,43123.09258031687,1022.888699964143,2.3189431466156966e-05,2.5945025698384582e-05,6.0421585718824546e-05,1.8356113326850154e-05,0.003026878366734384,0.0645488225685283,3.0327954022415076e-09,1.6581077182894339e-09,4.2739995798198233e-10,166.56525920577985,174.43777464769607,75.36158817438029
