Position,y_CO2,y_H2O,y_N2,y_O2
0.0,0.085393847533086,0.08178658566574185,0.7501803595110889,0.08263920729008323
0.01,0.08236861514699384,0.0960814118961344,0.7400290274594975,0.08152094549737426
0.02,0.07972942865790372,0.10792908332045918,0.7317342841385639,0.08060720388307313
0.03,0.07736379180195983,0.11806979802390581,0.7247307134644629,0.07983569670967156
0.04,0.07520303728828534,0.12695284299363738,0.7186754639577388,0.07916865576033844
0.05,0.07320368527881589,0.13485190206299733,0.7133611743569335,0.07858323830125338
0.06,0.07132996783195793,0.1419951205842826,0.7086145565203213,0.07806035506343809
0.07,0.06955961938266829,0.14852183585150944,0.7043301555387838,0.0775883892270386
0.08,0.06787389762887272,0.154548489892866,0.7004199662566036,0.07715764622165767
0.09,0.06625892002511086,0.1601616773395553,0.6968184916792368,0.07676091095609708
0.1,0.06470435478925855,0.16542434295065336,0.693478339522042,0.07639296273804623
0.11,0.06320122923998397,0.1703917373439566,0.6903578239260425,0.07604920949001692
0.12,0.06174312293689569,0.17510281996977975,0.6874276346695107,0.0757264224238139
0.13,0.0603244041547428,0.1795917099792451,0.6846621110832766,0.07542177478273548
0.14,0.05894060009299736,0.18388570195911424,0.6820406959464442,0.07513300200144428
0.15,0.05758816679510091,0.18800619359865964,0.6795473071205047,0.07485833248573491
0.16,0.056263950664510065,0.19197251619235706,0.6771673721917747,0.07459616095135828
0.17,0.054965579583365905,0.19579931131925488,0.6748898391759194,0.0743452699214599
0.18,0.05369094284872008,0.19949972027647364,0.672704772025046,0.07410456484976027
0.19,0.05243833647062671,0.20308467459561905,0.6706038588300742,0.07387313010368014
0.2,0.05120640280224065,0.20656307398843501,0.668580305911817,0.07365021729750738
0.21,0.04999393595283117,0.20994307558691794,0.6666278517883407,0.07343513667191023
0.22,0.048800055006672116,0.21323106541749576,0.6647415376113065,0.07322734196452581
0.23,0.04762398997773503,0.21643283534594449,0.6629168398131796,0.07302633486314096
0.24,0.04646515421350573,0.219553275867586,0.6611498816138347,0.0728316883050736
0.25,0.04532312230238715,0.22259641509701805,0.6594374178000948,0.07264304480050005
0.26,0.04419753925774293,0.22556595957014894,0.6577764293909729,0.07246007178113532
0.27,0.043088210409257977,0.22846482223128173,0.6561644678419837,0.07228249951747677
0.28,0.041994994193816394,0.23129564440919048,0.6545992814347777,0.07211007996221541
0.29,0.04091784054286551,0.23406064975088395,0.6530789122712313,0.07194259743501935
0.3,0.03985677936459155,0.23676165543777367,0.6516016965451683,0.07177986865246651
0.31,0.03881187429733575,0.23940032716638807,0.6501660765205488,0.07162172201572753
0.32,0.03778326558982448,0.24197795671964917,0.6487707622636826,0.07146801542684386
0.33,0.03677111762510515,0.24449570578459076,0.6474145592880689,0.07131861730223525
0.34,0.03577563388399016,0.24695454601838593,0.6460964090625786,0.07117341103504538
0.35000000000000003,0.034797049007983465,0.24935526372998554,0.6448153919438582,0.07103229531817286
0.36,0.03383561022538567,0.25169857759792313,0.6435706378702941,0.07089517430639715
0.37,0.032891584420530626,0.25398505596923254,0.6423613944890447,0.07076196512119219
0.38,0.03196524483700295,0.2562152095575697,0.6411869556335547,0.0706325899718726
0.39,0.031056866557837747,0.25838948852779026,0.6400466680209944,0.0705069768933776
0.4,0.030166720714572198,0.26050828275795135,0.638939936232578,0.07038506029489844
0.41000000000000003,0.02929507721397001,0.2625719613076735,0.6378661847054214,0.07026677677293504
0.42,0.028442183046967506,0.2645808768746758,0.6368248732569101,0.07015206682144665
0.43,0.027608280114838683,0.2665353639979089,0.6358154826459594,0.07004087324129296
0.44,0.026793585526354823,0.26843577456180073,0.6348375003395557,0.06993313957228887
0.45,0.02599828815349876,0.2702824723029497,0.6338904285634859,0.06982881098006576
0.46,0.025222567245067825,0.2720758258448361,0.6329737738098661,0.06972783310023004
0.47000000000000003,0.02446655138631205,0.27381626324382147,0.6320870346716438,0.0696301506982227
0.48,0.023730357904863924,0.27550421400187325,0.6312297185801498,0.06953570951311319
0.49,0.023014064331167317,0.27714016509907313,0.6304013170402355,0.06944445352952411
0.5,0.02231770756357566,0.2787246494719287,0.6296013167607419,0.0693563262037537
0.51,0.02164131148895551,0.28025821573777465,0.6288292020460435,0.06927127072722634
0.52,0.02098483835270377,0.28174150138998283,0.6280844326683849,0.06918922758892856
0.53,0.020348237736752067,0.2831751515792213,0.6273664729094265,0.06911013777460022
0.54,0.019731416433053692,0.2845598786144317,0.6266747651005562,0.06903393985195845
0.55,0.019134239884053522,0.28589644616853016,0.6260087425524136,0.06896057139500272
0.56,0.01855656136843984,0.287185633796038,0.6253678352267054,0.06888996960881698
0.5700000000000001,0.017998176868362203,0.2884283043604021,0.6247514496539135,0.06882206911732218
0.58,0.01745887190923086,0.28962532624405013,0.6241589968123147,0.0687568050344043
0.59,0.016938395893227647,0.29077762328341844,0.6235898702675636,0.06869411055579036
0.6,0.016436464917582907,0.291886157667625,0.6230434590384621,0.06863391837632998
0.61,0.015952786498010185,0.2929519014975489,0.622519150945566,0.06857616105887507
0.62,0.01548702538365133,0.29397588393864305,0.6220163209301935,0.06852076974751214
0.63,0.015038839996469643,0.2949591336823193,0.6215343500600105,0.06846767626120065
0.64,0.014607864622921877,0.29590271247039346,0.621072611372394,0.06841681153429065
0.65,0.01419371256891909,0.2968076994942049,0.6206304810853669,0.06836810685150921
0.66,0.013795993131593435,0.29767517579649966,0.6202073373602514,0.06832149371165559
0.67,0.013414291125815075,0.29850624664463854,0.6198025585904515,0.06827690363909501
0.68,0.01304818946623434,0.2993020104134105,0.6194155310896694,0.06823426903068573
0.6900000000000001,0.01269725984288446,0.30006357475245987,0.6190456429278982,0.06819352247675746
0.7000000000000001,0.012361065428074035,0.30079204421392497,0.6186922926378025,0.06815459772019855
0.71,0.012039169569037101,0.30148851793757986,0.618354883469784,0.06811742902359921
0.72,0.01173112799041909,0.30215408996826393,0.6180328301298302,0.0680819519114868
0.73,0.011436498158217945,0.30278984257518715,0.6177255563625227,0.06804810290407226
0.74,0.011154837140233029,0.30339684799754546,0.6174324953058821,0.06801581955633952
0.75,0.010885703491489429,0.30397615979272063,0.617153095586329,0.06798504112946097
0.76,0.010628659005840676,0.30452882104404677,0.6168868123475656,0.067955707602547
0.77,0.010383270513837453,0.3050558488243563,0.6166331196259048,0.06792776103590138
0.78,0.010149109005806838,0.3055582457255135,0.6163915007546982,0.06790114451398144
0.79,0.009925752550662689,0.3060369916381886,0.6161614531397006,0.06787580267144805
0.8,0.009712787332751655,0.3064930382507038,0.6159424922803935,0.06785168213615106
0.81,0.009509804566342374,0.3069273244778785,0.6157341406514572,0.06782873030432209
0.8200000000000001,0.009316408362409039,0.3073407493747873,0.6155359450151164,0.06780689724768725
0.8300000000000001,0.009132208220243318,0.30773419724678636,0.6153474605660825,0.0677861339668879
0.84,0.008956824910048363,0.30810851894848723,0.6151682624780336,0.06776639366343086
0.85,0.008789890932192772,0.3084645027080407,0.6149979717705947,0.06774763458917199
0.86,0.00863104429629512,0.3088029725691889,0.6148361722391396,0.06772981089537645
0.87,0.008479940846846203,0.30912441848340955,0.6146827325547752,0.06771290811496912
0.88,0.008336241605047711,0.30942938505757783,0.6145374674935336,0.0676969058438409
0.89,0.008199622761773256,0.30971776704127124,0.6144007635401463,0.06768184665680926
0.9,0.008069788645370888,0.3099850563701984,0.614276947764366,0.0676682072200648
0.91,0.007946420386923048,0.31023382935747446,0.6141639867241756,0.06765576353142692
0.92,0.00782936234272155,0.3104252332699443,0.6140970180644454,0.06764838632288872
0.93,0.007718412184695422,0.31052845747948343,0.6141039773807784,0.0676491529550429
0.9400000000000001,0.007613659451833256,0.31042305472216486,0.6142932795147118,0.06767000631129017
0.9500000000000001,0.007516977167041564,0.30938370048979535,0.6153165891448339,0.06778273319832931
0.96,0.007431516869821641,0.3060633305974471,0.6183844648503213,0.06812068768240993
0.97,0.0073655646956136194,0.2963207838931984,0.6272196837959655,0.06909396761522263
0.98,0.0073228854279529625,0.2713808690540165,0.6497232994357564,0.07157294608227426
0.99,0.007276848962991975,0.22418701494388465,0.6922756595237948,0.07626047656932868
1.0,0.007173592647243629,0.1650340220727009,0.7456520162886499,0.08214036899140574
