Position,Tv,Hv_CO2,Hv_H2O,Hv_N2,Hv_O2,Hv_T,Fv_T,Hvf,Hv_CO2_trn,Hv_H2O_trn,Hv_trn,qv,Hv_flux,dHvf_dz,dTv_dz,dHv_dT
0.0,316.75,704.1410379785631,625.3893654276433,541.9942263721795,549.6539462573205,563.2941633443093,20.39623552162238,11489.08042352576,-472.9070614623784,3619.652470297849,3146.7454088354707,50310.879987386346,53457.62539622182,53457.62539622182,487.18856191627,30.378481560091917
0.01,320.86201807854246,863.1805057906689,763.9009917833799,661.9440038833551,671.9475331346033,689.1312443754698,20.67602043775364,14248.491693001812,-534.1119719644216,3711.8841600319097,3177.772188067488,35872.01723098513,39049.78941905262,39049.78941905262,341.82536152559766,30.453401992383057
0.02,323.7823441469669,976.8187843192793,862.3319753510472,747.161357182049,758.9605598556775,778.8531726147457,20.91039825241548,16286.13001953163,-566.2106752841072,3616.2818881286744,3050.071212844567,26795.632570109523,29845.70378295409,29845.70378295409,252.02068760771084,30.50821286198918
0.03,325.9838008613219,1062.853055552973,936.5675969152675,811.4182753594621,824.6409602845297,846.7022207284126,21.11246979328384,17875.975059034958,-584.13444232743,3463.6471306195494,2879.5126882921195,20798.62686286058,23678.1395511527,23678.1395511527,193.47661863013593,30.550504332845176
0.04,327.71224416542526,1130.6200965782566,994.873857930665,861.8789205738698,876.2603715207671,900.1117187943803,21.290354358310573,19163.697455200356,-594.5759486979134,3300.9804112410525,2706.404462543139,16731.13820819284,19437.542670735977,19437.542670735977,154.16825152673087,30.58432501556971
0.05,329.1063400421893,1185.4164047975744,1041.9152291165972,902.5851494408587,917.927128653288,943.2839883123297,21.448960002731614,20232.460536528313,-600.9530210054832,3143.443602068985,2542.490581063502,13949.527704646334,16492.018285709837,16492.018285709837,127.4715290608336,30.611972846746593
0.06,330.2807496664765,1231.672295586971,1081.5533289076498,936.8813757554243,953.0502279466077,979.7136603601878,21.592634748316417,21154.59922609366,-605.3192367019236,3002.6695406031945,2397.3503039012708,11915.493908321898,14312.844212223168,14312.844212223168,108.07763189100352,30.635279054871113
0.07,331.2861935860781,1271.3412896737357,1115.4956692060514,966.2466838312216,983.1361633286208,1010.9461093052632,21.723981538997133,21961.774615468516,-608.554123507837,2876.759862804734,2268.2057392968973,10425.002119916646,12693.207859213544,12693.207859213544,93.92562424979653,30.655181169625507
0.08,332.1686753726463,1306.2102453898676,1145.2924160304456,992.0233042680443,1009.5548547166012,1038.3885994834025,21.845258606859797,22683.867490129887,-611.2507312914538,2766.2431859891235,2154.99245469767,9281.908813598018,11436.901268295689,11436.901268295689,83.11560662937124,30.672471997104243
0.09,332.9560877655803,1337.3630185034147,1171.8834875028854,1015.0250681620579,1033.1370108255617,1062.8958293992775,21.9581648291373,23339.241818151935,-613.6827230493734,2669.5858979061036,2055.9031748567304,8382.430393813966,10438.333568670696,10438.333568670696,74.63819074012034,30.68768036389855
0.1,333.6668688854987,1365.5163776718796,1195.8902218141934,1035.7899571548633,1054.4318289478897,1085.0332813561363,22.06392676493566,23940.094857359618,-616.005103465988,2584.3382811907068,1968.3331777247188,7662.395144879594,9630.728322604313,9630.728322604313,67.87003144208752,30.70117075886549
0.11,334.3170332266907,1391.2955261165055,1217.85255275646,1054.7853655612464,1073.9169418048766,1105.2934639396938,22.16365885341612,24497.347267669964,-618.2909421542656,2509.603911134237,1891.3129689799714,7067.385974683246,8958.698943663218,8958.698943663218,62.29349994299283,30.713256841974438
0.12,334.91596664278205,1415.0658715398067,1238.086815526818,1072.2851732767465,1091.8720416256165,1123.965102650152,22.258132383111995,25017.364048785144,-620.5677207478277,2443.2768052942906,1822.709084546463,6571.289454696389,8393.998539242852,8393.998539242852,57.654517181503515,30.72414367156704
0.13,335.47225835068105,1437.163111841729,1256.8826308267635,1088.5400786418395,1108.5533897313292,1141.3129216450511,22.34803861436762,25506.10524400033,-622.8395077417363,2384.269646911523,1761.4301391697868,6149.033144082949,7910.463283252735,7910.463283252735,53.71547520450911,30.734011473983543
0.14,335.99211914207507,1457.82991552156,1274.4494108004137,1103.7313548935606,1124.1462690440972,1157.5285798823,22.4339330295402,25967.91864085829,-625.0902079028878,2331.498046485649,1706.407838582761,5785.137355820838,7491.545194403599,7491.545194403599,50.32841767210752,30.742998914082015
0.15,336.4802618404926,1477.2504004935956,1290.9460555392968,1117.996552419245,1138.7912689026311,1172.7575585107732,22.5162474134714,26406.099343447233,-627.3016660572023,2283.7976598290943,1656.495993771892,5468.311727216051,7124.807720987943,7124.807720987943,47.38558518670896,30.75121317795403
0.16,336.94094510670374,1495.5913648061946,1306.5161969720014,1131.4599874604396,1152.6155305786813,1187.131560625314,22.595381769147462,26823.690822532797,-629.4433759304468,2240.595914991431,1611.1525390609843,5188.718413890845,6799.870952951829,6799.870952951829,44.79432319395099,30.75875057243674
0.17,337.37715314897343,1512.9694477444025,1321.2604557802774,1144.2087601632136,1165.7080890330558,1200.7428785613602,22.671633810588663,27222.80284341529,-631.4872425591481,2201.009623033913,1569.5223804747652,4940.3951617357825,6509.917542210547,6509.917542210547,42.49751745965595,30.765682852192015
0.18,337.7916538762993,1529.4930992690595,1335.2721878173923,1156.3236709751307,1178.1515886252357,1213.677216815508,22.745275390604544,27605.42253177119,-633.4011338207453,2164.5183537708967,1531.1172199501516,4717.546841126601,6248.664061076753,6248.664061076753,40.44077706367386,30.77207484090015
0.19,338.1866485053255,1545.248529927965,1348.6256308631778,1167.8689753595079,1190.0117447457667,1226.002793666786,22.81653333009024,27973.13360448197,-635.1514509113549,2130.634952269797,1495.483501358442,4516.145323088694,6011.628824447136,6011.628824447136,38.58596640785295,30.777980285160602
0.2,338.5639296631129,1560.3059235999272,1361.3812393281255,1178.8970001466935,1201.3420687999949,1237.7751686967392,22.885590797377805,28327.216009948857,-636.707094053803,2098.832916105187,1462.1258220513841,4332.89513846084,5795.020960512224,5795.020960512224,36.902016735352525,30.783443495694726
0.21,338.9251538624237,1574.7302515811698,1373.594889881799,1189.4561049454235,1212.1920366993759,1249.045755056708,22.952619299113312,28668.871702990156,-638.0338914821898,2068.832667248352,1430.7987757661624,4164.866169019859,5595.664944786021,5595.664944786021,35.36156208407362,30.78850533460439
0.22,339.271583249787,1588.57091903578,1385.3091450450142,1199.583130962229,1222.599322088949,1259.8537267741167,23.017751156736605,28998.999576773847,-639.1008593394782,2040.2203283833776,1401.1194690438992,4010.0312254566716,5411.150694500571,5411.150694500571,33.945429749136,30.79319859668921
0.23,339.60440141992035,1601.8743375129325,1396.563927210124,1209.3126307074588,1232.5992732038624,1270.2358526750618,23.08110818333645,29318.451133945724,-639.8764858341566,2012.735205126944,1372.8587192927876,3866.3916470891018,5239.25036638189,5239.25036638189,32.63504522308476,30.797553534344868
0.24,339.92459408906933,1614.6791330674532,1407.3924810320618,1218.6733785064393,1242.2213222924884,1280.2227806418946,23.14279367173881,29627.931666255103,-640.3300271744578,1986.133744280086,1345.803717105628,3732.46930302801,5078.273020133638,5078.273020133638,31.41654955779966,30.801596425826265
0.25,340.2329936648817,1627.0179023686444,1417.8228777920515,1227.6896721017818,1251.4903187232105,1289.840395737322,23.202892167277497,29928.027615291616,-640.4331205411332,1960.1480876383753,1319.7149670972422,3606.9772076566082,4926.692174753851,4926.692174753851,30.27794391887051,30.80534992753403
0.26,340.53037916977814,1638.9211923483251,1427.8813928899813,1236.384253034329,1260.4295278706647,1299.1129536594685,23.261483100649247,30219.294017384254,-640.1572378541891,1934.6295378039347,1294.4722999497455,3488.758521180783,4783.230821130529,4783.230821130529,29.208515088715103,30.808835328641557
0.27,340.81737120563736,1650.4132829107523,1437.5889517737446,1244.7752350706155,1269.0574707113706,1308.0597848222715,23.318628249721446,30502.159850681175,-639.4767310037914,1909.3629226395578,1269.8861916357664,3376.9578339597756,4646.844025595542,4646.844025595542,28.20025296851084,30.812070665905534
0.28,341.0945563911049,1661.5171549426757,1446.9653373657216,1252.8797416668037,1277.3916612844662,1316.69917687608,23.374384497866348,30777.032828325624,-638.3670786777636,1884.2087447718993,1245.8416660941357,3270.723491248799,4516.565157342935,4516.565157342935,27.24530648591985,30.815072873633092
0.29,341.3624368093598,1672.2524574373722,1456.0274791706308,1260.712427488265,1285.4470848769643,1325.0468002128391,23.428800117081252,31044.256627964704,-636.8056505113491,1859.0388678435227,1222.2332173321736,3169.408256525302,4391.641473857476,4391.641473857476,26.337645608656455,30.8178572005395
0.3,341.62144668593027,1682.6361664291082,1464.790016397619,1268.2859655556726,1293.236697294565,1333.1162147161276,23.48191445389044,31304.120911058348,-634.7725901185464,1833.7121683535254,1198.9395782349789,3072.4303480047697,4271.369926239749,4271.369926239749,25.471879920020676,30.820437287259203
0.31,341.8719961295073,1692.6843317715325,1473.266776985257,1275.6123258805983,1300.7727387307075,1340.9202445014746,23.533764447028833,31556.901176350013,-632.2496023728659,1808.1536986241424,1175.9040962512765,2979.266116837328,4155.170213088604,4155.170213088604,24.643176569823204,30.82282614957018
0.32,342.11442295058583,1702.4101397828194,1481.469146930427,1282.7013663188197,1308.0652833595236,1348.469464605436,23.58437862226709,31802.814413820393,-629.2216367945215,1782.2541253664454,1153.0324885719237,2889.518812096451,4042.5513006683746,4042.5513006683746,23.847823862624015,30.825035316640154
0.33,342.34904897874276,1711.8261667883035,1489.4079750804533,1289.5624790843206,1315.1239320503794,1355.773959886916,23.633783140603363,32042.067755644453,-625.6759977138562,1755.9479952488991,1130.2719975350428,2802.7911079888645,3933.0631055239073,3933.0631055239073,23.082157769672886,30.82707577654973
0.34,342.5761566000589,1720.9434343213184,1497.0927788970794,1296.2039044715168,1321.9571057435362,1362.8425943509926,23.68200021183144,32274.838608113118,-621.6028179375445,1729.1794372159607,1107.5766192784163,2718.7831143117055,3826.359733590122,3826.359733590122,22.34336558472296,30.828957715471578
0.35000000000000003,342.79599627825803,1729.7717071917798,1504.5319985107021,1302.6329505911954,1328.5722708220542,1369.6832386336278,23.729047859973715,32501.279122541153,-616.995561806186,1701.8862749025302,1084.8907130963444,2637.2214659343754,3722.1121790307197,3722.1121790307197,21.628892810937643,30.83069051767606
0.36,343.0088070874547,1738.3203151708824,1511.7336912090386,1308.8565936823036,1334.9765562771977,1376.3034169442508,23.774943100134518,32721.535426370276,-611.8503489273039,1674.0492718958913,1062.1989229685873,2557.86383092865,3620.062753897237,3620.062753897237,20.936471870375062,30.832283244841918
0.37,343.2147941996654,1746.5972464718197,1518.7047693500972,1314.8808196192397,1341.176075700195,1382.7095981927064,23.819699358574187,32935.72692916518,-606.1668743019986,1645.6291390951744,1039.4622647931758,2480.5300631698196,3519.9923279629957,3519.9923279629957,20.264374572332482,30.833744193536038
0.38,343.41415533922043,1754.6102082405998,1525.451895352631,1320.7113974530682,1347.1767228756933,1388.908023227682,23.863329036637676,33143.96915990818,-599.9478707481683,1616.6165979788555,1016.6687272306872,2405.0381103096665,3421.7068375403537,3421.7068375403537,19.61088011740734,30.83508135540166
0.39,343.6070700206175,1762.366192536549,1531.9811173042212,1326.353564582533,1352.9838475020726,1394.9043695038833,23.905843215453828,33346.36515791131,-593.199278979794,1587.0104670447658,993.8111880649718,2331.259718195994,3325.070906260966,3325.070906260966,18.974727543677623,30.836302286768078
0.4,343.79370332049047,1769.8716262742373,1538.29799642876,1331.8121369808525,1358.6023683282951,1400.7038639580123,23.94725142163271,33543.00759745494,-585.9304513864886,1556.805172269208,970.8747208827194,2259.07633374256,3229.9510546252795,3229.9510546252795,18.354752381018116,30.837414076776486
0.41000000000000003,343.97421523432183,1777.1327461968913,1544.4079236310329,1337.091782787604,1364.0370545230949,1406.3115798941096,23.987563007983784,33733.98763156718,-578.1536781972713,1526.0275946352276,947.8739164379563,2188.3885980047085,3136.2625144426647,3136.2625144426647,17.749960674652435,30.83842362046349
0.42,344.1487510700584,1784.1552114236038,1550.3157942269902,1342.1967412851432,1369.2922362087768,1411.7321314841029,24.026786544989104,33919.38658187103,-569.8844771763313,1494.6884112415878,924.8039340652565,2119.1294020485007,3043.933336113757,3043.933336113757,17.159633181862628,30.83933734180996
0.43,344.3174530710969,1790.9445699699904,1556.0264012415935,1347.1311627959426,1374.3721541534803,1416.9700388991066,24.064930335777117,34099.28527399039,-561.141267811529,1462.8214676671373,901.6801998556083,2051.2280082157886,2952.908208071397,2952.908208071397,16.583031906793583,30.84016145838892
0.44,344.4804560831378,1797.5060836257783,1561.544288650184,1351.8989819028475,1379.2808291175572,1422.029592736993,24.10200293476606,34273.761417471185,-551.945173574336,1430.4661706522145,878.5209970778785,1984.646598352649,2863.1675954305274,2863.1675954305274,16.019694493040525,30.840901899977084
0.45,344.63788944220664,1803.8448031453129,1566.873815199499,1356.5039726305,1384.0221185166374,1426.914909000186,24.13801282811308,34442.8903780723,-542.319984348681,1397.655668675979,855.335684327298,1919.3467038482938,2774.6823881755918,2774.6823881755918,15.469161399368852,30.841564259619858
0.46,344.7898806257952,1809.9657145954468,1572.0192779351985,1360.9498552082403,1388.5998262236265,1431.630047978953,24.17296881699813,34606.748507272765,-532.2918117276856,1364.4501276381006,832.158315910415,1855.3029537270982,2687.4612696375134,2687.4612696375134,14.931085875314933,30.842153989994877
0.47000000000000003,344.93655208011506,1815.87361102898,1576.9848047316182,1365.240203235465,1393.0176068791977,1436.1789090090813,24.20688047213624,34765.41118698586,-521.8887974297442,1330.8916925417277,809.0028951119835,1792.5053403765146,2601.508235488498,2601.508235488498,14.405250955071956,30.842676181509585
0.48,345.07802534627086,1821.5732581161033,1581.774493918443,1369.378564347912,1397.2790900374832,1440.5653627568513,24.23975748591233,34918.9550358314,-511.1410423087174,1297.0411238812885,785.9000815725711,1730.938115818874,2516.838197391445,2516.838197391445,13.891399321485054,30.843135758169403
0.49,345.2144198047523,1827.0693431196578,1586.3923717259786,1373.3684234687184,1401.3878422421972,1444.7932110356876,24.271610611668404,35067.45823264026,-500.0800675265663,1262.961311024912,762.8812434983456,1670.606786997646,2433.4880304959916,2433.4880304959916,13.389449284713779,30.84353741095822
0.5,345.34585347109015,1832.3665065063592,1590.8424191732777,1377.2132260595363,1405.3473908879105,1448.866208150056,24.302451232162966,35211.000365495616,-488.73864578862157,1228.7052393727556,739.966593584134,1611.5090257161417,2351.475619300276,2351.475619300276,12.899260975044397,30.84388554184445
0.51,345.47244395652643,1837.4693802639454,1595.1286045496859,1380.9164062017833,1409.1612530657335,1452.7880962566828,24.332291258896042,35349.6630955747,-477.1506277482184,1194.3488712077146,717.1982434594962,1553.6518193703982,2270.8500628298943,2270.8500628298943,12.420773736453206,30.844184436213013
0.52,345.59430793199255,1842.3825659262372,1599.2548652248408,1384.4813708969207,1412.832919326773,1456.5625819436536,24.361143980720254,35483.53077565899,-465.35022437064606,1159.9468103403533,694.5965859697072,1497.047136737935,2191.643722707642,2191.643722707642,11.953970624089251,30.844438057343172
0.53,345.71156198199316,1847.110668639732,1603.2251365202703,1387.9115250265704,1416.3658793233908,1460.1933672868627,24.38902293475367,35612.68952393448,-453.37224154873667,1125.5682391041082,672.1959975553716,1441.699527238713,2113.895524794085,2113.895524794085,11.498779724078055,30.84465022235453
0.54,345.8243224371484,1851.6582900819271,1607.0433460020108,1391.2102664361826,1419.7636166851557,1463.684143322404,24.415942923484952,35737.228501369784,-441.25135297160205,1091.281123348796,650.0297703771939,1387.6275170557838,2037.6572874329777,2037.6572874329777,11.055244413461638,30.844824540015832
0.55,345.93270553319917,1856.0300345529326,1610.7134188280606,1394.380990569404,1423.0296137334997,1467.0385919724636,24.441919507222266,35857.239178979646,-429.02193518571437,1057.1403411695323,628.118405983818,1334.837658850382,1962.9560648341999,1962.9560648341999,10.623316451837198,30.84496435648675
0.56,346.03682749146793,1860.2305119142022,1614.2392804376573,1397.427092805364,1426.167353833122,1470.2603940822187,24.466968773244833,35972.81515054829,-416.7180920717685,1023.2197522196518,606.5016601478833,1283.3431572150398,1889.844817362923,1889.844817362923,10.203004556938737,30.8450729169276
0.5700000000000001,346.1368043920499,1864.2643321762835,1617.6248522227536,1400.3519647327169,1429.180317499767,1473.353218982299,24.491108111489073,36084.05297250592,-404.3727836227134,989.570031821084,585.1972481983705,1233.156326580933,1818.3535747793035,1818.3535747793035,9.794313905846236,30.845153173954117
